"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Female","40","[c]","33850","36030"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","G6/G7","Female","40","[c]","57540","54760"
"Leaver Dept.","2021","Attorney General's Departments","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","EO","Female","65","[c]","27510","27500"
"Leaver Dept.","2021","Cabinet Office","London","EO","Male","35","[c]","27370","27500"
"Leaver Dept.","2021","Cabinet Office","London","G6/G7","Female","125","[c]","56960","54700"
"Leaver Dept.","2021","Cabinet Office","London","G6/G7","Male","125","[c]","58220","56340"
"Leaver Dept.","2021","Cabinet Office","London","SCS level","Female","30","[c]","82470","77090"
"Leaver Dept.","2021","Cabinet Office","London","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","SEO/HEO","Female","145","[c]","35270","34550"
"Leaver Dept.","2021","Cabinet Office","London","SEO/HEO","Male","110","[c]","35900","34590"
"Leaver Dept.","2021","Cabinet Office","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","SEO/HEO","Female","305","[c]","31760","32000"
"Leaver Dept.","2021","Cabinet Office","Unknown","SEO/HEO","Male","245","[c]","31630","32000"
"Leaver Dept.","2021","Chancellor's other departments","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","Female","80","[c]","55080","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","Male","90","[c]","57060","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Female","95","[c]","35630","33640"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Male","95","[c]","36400","34510"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Female","50","[c]","56070","52600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Male","35","[c]","54080","52360"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","G6/G7","Female","35","[c]","57690","54400"
"Leaver Dept.","2021","Department for Education","London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","SEO/HEO","Female","45","[c]","39060","40510"
"Leaver Dept.","2021","Department for Education","London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Female","40","[c]","57950","56480"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Male","35","[c]","57280","54280"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Female","95","[c]","35910","33960"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Male","75","[c]","35290","33920"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Female","35","[c]","20860","21050"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Female","60","[c]","34930","35900"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Male","50","[c]","34920","36030"
"Leaver Dept.","2021","Department for International Trade","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","G6/G7","Female","35","[c]","55310","51970"
"Leaver Dept.","2021","Department for International Trade","London","G6/G7","Male","30","[c]","52660","51760"
"Leaver Dept.","2021","Department for International Trade","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","SEO/HEO","Female","50","[c]","34690","32620"
"Leaver Dept.","2021","Department for International Trade","London","SEO/HEO","Male","60","[c]","35120","34380"
"Leaver Dept.","2021","Department for International Trade","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","G6/G7","Male","30","[c]","57300","54760"
"Leaver Dept.","2021","Department for Transport","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","SEO/HEO","Female","50","[c]","38370","35430"
"Leaver Dept.","2021","Department for Transport","London","SEO/HEO","Male","65","[c]","37930","35430"
"Leaver Dept.","2021","Department for Transport","Outside London","AA/AO","Female","50","[c]","20880","21170"
"Leaver Dept.","2021","Department for Transport","Outside London","AA/AO","Male","35","[c]","21510","21590"
"Leaver Dept.","2021","Department for Transport","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","SEO/HEO","Female","35","[c]","36360","36080"
"Leaver Dept.","2021","Department for Transport","Outside London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","EO","Female","50","[c]","30840","31060"
"Leaver Dept.","2021","Department for Work and Pensions","London","EO","Male","40","[c]","31010","31060"
"Leaver Dept.","2021","Department for Work and Pensions","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SEO/HEO","Female","35","[c]","37580","36650"
"Leaver Dept.","2021","Department for Work and Pensions","London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","AA/AO","Female","195","[c]","21030","21010"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","AA/AO","Male","130","[c]","21010","21010"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","EO","Female","330","[c]","27570","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","EO","Male","220","[c]","27570","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","SEO/HEO","Female","135","[c]","33990","32830"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","SEO/HEO","Male","85","[c]","34270","33040"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","AA/AO","Female","[c]","[c]","[c]","[c]"
