"Status","Year","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","East of England","EO","Undeclared","230","210","27750","27370"
"In post","2021","Undeclared","East of England","EO","Unknown","85","75","28820","28550"
"In post","2021","Undeclared","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","G6","Undeclared","10","5","[c]","[c]"
"In post","2021","Undeclared","East of England","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","East of England","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","G7","Undeclared","30","30","[c]","[c]"
"In post","2021","Undeclared","East of England","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","East of England","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","HEO","Undeclared","170","165","34170","33300"
"In post","2021","Undeclared","East of England","HEO","Unknown","30","25","34570","34530"
"In post","2021","Undeclared","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","SEO","Undeclared","85","85","41250","40580"
"In post","2021","Undeclared","East of England","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","London","AA","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Undeclared","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","AA","Undeclared","30","25","[c]","[c]"
"In post","2021","Undeclared","London","AA","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","London","AO","Heterosexual / straight","130","120","25340","25110"
"In post","2021","Undeclared","London","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","London","AO","Undeclared","280","260","25440","25110"
"In post","2021","Undeclared","London","AO","Unknown","105","90","24440","25110"
"In post","2021","Undeclared","London","EO","Heterosexual / straight","270","255","30230","30720"
"In post","2021","Undeclared","London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","London","EO","Undeclared","635","600","30020","30330"
"In post","2021","Undeclared","London","EO","Unknown","270","245","30750","31060"
"In post","2021","Undeclared","London","G6","Heterosexual / straight","60","60","69510","68720"
"In post","2021","Undeclared","London","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","London","G6","Undeclared","230","220","69650","68720"
"In post","2021","Undeclared","London","G6","Unknown","50","50","70820","69040"
"In post","2021","Undeclared","London","G7","Heterosexual / straight","120","115","57990","57620"
"In post","2021","Undeclared","London","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","London","G7","Undeclared","620","610","57550","57460"
"In post","2021","Undeclared","London","G7","Unknown","110","105","56800","56230"
"In post","2021","Undeclared","London","HEO","Heterosexual / straight","160","155","36190","36160"
"In post","2021","Undeclared","London","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","London","HEO","Undeclared","555","540","36330","36160"
"In post","2021","Undeclared","London","HEO","Unknown","125","115","36830","36650"
"In post","2021","Undeclared","London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","SCS level","Undeclared","80","75","89110","80180"
"In post","2021","Undeclared","London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","London","SEO","Heterosexual / straight","85","85","42650","41970"
"In post","2021","Undeclared","London","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","London","SEO","Undeclared","460","445","43270","42580"
"In post","2021","Undeclared","London","SEO","Unknown","80","75","43390","42540"
"In post","2021","Undeclared","London","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","Unknown","Undeclared","50","45","36470","35310"
"In post","2021","Undeclared","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","AA","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","North East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","AO","Heterosexual / straight","50","45","21400","21010"
"In post","2021","Undeclared","North East (England)","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","North East (England)","AO","Undeclared","225","200","21300","21010"
"In post","2021","Undeclared","North East (England)","AO","Unknown","130","110","21030","21010"
"In post","2021","Undeclared","North East (England)","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Undeclared","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","EO","Undeclared","160","150","26790","27130"
"In post","2021","Undeclared","North East (England)","EO","Unknown","70","60","27100","27570"
"In post","2021","Undeclared","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","G7","Undeclared","55","50","52640","52580"
"In post","2021","Undeclared","North East (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","North East (England)","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","HEO","Undeclared","95","90","32500","31830"
"In post","2021","Undeclared","North East (England)","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Undeclared","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","SEO","Undeclared","70","70","40380","38630"
"In post","2021","Undeclared","North East (England)","SEO","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","North West (England)","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","AA","Undeclared","30","30","19080","19560"
"In post","2021","Undeclared","North West (England)","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","North West (England)","AO","Heterosexual / straight","90","80","21840","21010"
"In post","2021","Undeclared","North West (England)","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","North West (England)","AO","Undeclared","335","300","21460","21010"
"In post","2021","Undeclared","North West (England)","AO","Unknown","220","180","20810","21010"
"In post","2021","Undeclared","North West (England)","EO","Heterosexual / straight","80","75","26790","27570"
"In post","2021","Undeclared","North West (England)","EO","LGBO","15","10","[c]","[c]"
"In post","2021","Undeclared","North West (England)","EO","Undeclared","415","385","27150","27370"
"In post","2021","Undeclared","North West (England)","EO","Unknown","200","175","27150","27570"
"In post","2021","Undeclared","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","G6","Undeclared","40","40","67320","65420"
"In post","2021","Undeclared","North West (England)","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","North West (England)","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","G7","Undeclared","100","100","53170","52580"
"In post","2021","Undeclared","North West (England)","G7","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","North West (England)","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Undeclared","North West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","HEO","Undeclared","215","205","32820","31870"
"In post","2021","Undeclared","North West (England)","HEO","Unknown","70","65","32630","31990"
"In post","2021","Undeclared","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","SEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Undeclared","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","SEO","Undeclared","180","170","41030","38630"
"In post","2021","Undeclared","North West (England)","SEO","Unknown","35","35","39220","38470"
"In post","2021","Undeclared","North West (England)","Unknown","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Unknown","Undeclared","50","50","32500","32840"
"In post","2021","Undeclared","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","HEO","Undeclared","20","15","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Overseas","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","HEO","Undeclared","40","40","35600","34100"
"In post","2021","Undeclared","Overseas","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Scotland","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","AA","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Scotland","AA","Unknown","20","20","[c]","[c]"
"In post","2021","Undeclared","Scotland","AO","Heterosexual / straight","60","60","23970","22220"
"In post","2021","Undeclared","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","AO","Undeclared","265","245","23120","21010"
"In post","2021","Undeclared","Scotland","AO","Unknown","165","145","22770","21010"
"In post","2021","Undeclared","Scotland","EO","Heterosexual / straight","105","100","30690","33650"
"In post","2021","Undeclared","Scotland","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Scotland","EO","Undeclared","215","200","28380","27570"
"In post","2021","Undeclared","Scotland","EO","Unknown","225","210","30950","33650"
"In post","2021","Undeclared","Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","G6","Undeclared","30","30","73290","72110"
"In post","2021","Undeclared","Scotland","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Scotland","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","G7","Undeclared","55","55","59570","56120"
"In post","2021","Undeclared","Scotland","G7","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","Scotland","HEO","Heterosexual / straight","40","40","36380","39500"
"In post","2021","Undeclared","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","HEO","Undeclared","135","130","34660","33300"
"In post","2021","Undeclared","Scotland","HEO","Unknown","50","45","35600","35400"
"In post","2021","Undeclared","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","SEO","Undeclared","100","95","46220","43320"
"In post","2021","Undeclared","Scotland","SEO","Unknown","35","30","43450","45110"
"In post","2021","Undeclared","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","AA","Undeclared","40","40","19500","19560"
"In post","2021","Undeclared","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","AO","Heterosexual / straight","70","65","23870","21590"
"In post","2021","Undeclared","South East (England)","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","South East (England)","AO","Undeclared","335","305","25120","21710"
"In post","2021","Undeclared","South East (England)","AO","Unknown","85","70","22480","21440"
"In post","2021","Undeclared","South East (England)","EO","Heterosexual / straight","100","95","28620","27570"
"In post","2021","Undeclared","South East (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","South East (England)","EO","Undeclared","520","475","28390","27370"
"In post","2021","Undeclared","South East (England)","EO","Unknown","110","95","28790","28130"
"In post","2021","Undeclared","South East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","G6","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","G7","Undeclared","130","125","52770","52310"
"In post","2021","Undeclared","South East (England)","G7","Unknown","80","80","51590","47480"
"In post","2021","Undeclared","South East (England)","HEO","Heterosexual / straight","40","35","34430","33300"
"In post","2021","Undeclared","South East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","HEO","Undeclared","310","295","33530","33300"
"In post","2021","Undeclared","South East (England)","HEO","Unknown","40","35","33270","33820"
"In post","2021","Undeclared","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","SEO","Undeclared","195","190","42060","40580"
"In post","2021","Undeclared","South East (England)","SEO","Unknown","50","50","38830","37320"
"In post","2021","Undeclared","South East (England)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Unknown","Undeclared","40","40","33560","33210"
"In post","2021","Undeclared","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","South West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","AA","Undeclared","25","25","[c]","[c]"
"In post","2021","Undeclared","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","AO","Heterosexual / straight","35","30","23160","21130"
"In post","2021","Undeclared","South West (England)","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","South West (England)","AO","Undeclared","220","205","22910","21030"
"In post","2021","Undeclared","South West (England)","AO","Unknown","55","45","21560","21010"
"In post","2021","Undeclared","South West (England)","EO","Heterosexual / straight","50","45","26460","27130"
"In post","2021","Undeclared","South West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","South West (England)","EO","Undeclared","315","295","27230","27130"
"In post","2021","Undeclared","South West (England)","EO","Unknown","100","85","26560","27570"
"In post","2021","Undeclared","South West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","G6","Undeclared","60","60","67760","66050"
"In post","2021","Undeclared","South West (England)","G6","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","South West (England)","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","South West (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","South West (England)","G7","Undeclared","225","220","52460","52860"
"In post","2021","Undeclared","South West (England)","G7","Unknown","90","85","51350","50040"
"In post","2021","Undeclared","South West (England)","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Undeclared","South West (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","South West (England)","HEO","Undeclared","405","385","33010","33300"
"In post","2021","Undeclared","South West (England)","HEO","Unknown","85","80","32150","32090"
"In post","2021","Undeclared","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","SEO","Heterosexual / straight","35","35","40880","40480"
"In post","2021","Undeclared","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","SEO","Undeclared","380","365","41230","40850"
"In post","2021","Undeclared","South West (England)","SEO","Unknown","110","110","39180","38260"
"In post","2021","Undeclared","South West (England)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Unknown","Undeclared","125","120","43390","40440"
"In post","2021","Undeclared","South West (England)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
