"Status","Year","Disability","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of the Public Guardian","East Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of the Public Guardian","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of the Public Guardian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of the Public Guardian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of the Public Guardian","West Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of the Public Guardian","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of the Public Guardian","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of the Public Guardian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectorate","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectorate","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectorate","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectorate","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Public Health England","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Queen Elizabeth II Centre","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Queen Elizabeth II Centre","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Queen Elizabeth II Centre","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Queen Elizabeth II Centre","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Registers of Scotland","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Registers of Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Registers of Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Registers of Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Revenue Scotland","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Revenue Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Revenue Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Revenue Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Royal Fleet Auxiliary","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Rural Payments Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Courts and Tribunals Service","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Courts and Tribunals Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Courts and Tribunals Service","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Courts and Tribunals Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Forestry","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Forestry","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Forestry","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Forestry","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Serious Fraud Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Serious Fraud Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Serious Fraud Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Serious Fraud Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Security Scotland","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Security Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Security Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Security Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Standards and Testing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Standards and Testing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Standards and Testing Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Standards and Testing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Standards and Testing Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Standards and Testing Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Standards and Testing Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Standards and Testing Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Submarine Delivery Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Submarine Delivery Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Submarine Delivery Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Submarine Delivery Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Submarine Delivery Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Submarine Delivery Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Submarine Delivery Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Submarine Delivery Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Teaching Regulation Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Teaching Regulation Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Teaching Regulation Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Teaching Regulation Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Hydrographic Office","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Hydrographic Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Hydrographic Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Hydrographic Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Intellectual Property Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Intellectual Property Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Intellectual Property Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Intellectual Property Office","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Intellectual Property Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Intellectual Property Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Intellectual Property Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Space Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Space Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Space Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Space Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Space Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Space Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Space Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Space Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Valuation Office Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Vehicle Certification Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Vehicle Certification Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Vehicle Certification Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Vehicle Certification Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Water Services Regulation Authority","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Water Services Regulation Authority","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Water Services Regulation Authority","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Water Services Regulation Authority","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
