"Status","Year","Disability","Function_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Analysis","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Anglia","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Wales","Heterosexual / straight","55","55","37160","36960"
"In post","2021","Declared disabled","Analysis","East Wales","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Wales","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Hampshire and Isle of Wight","Heterosexual / straight","75","70","39510","37320"
"In post","2021","Declared disabled","Analysis","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Hampshire and Isle of Wight","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Hampshire and Isle of Wight","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Inner London - East","Heterosexual / straight","35","35","47280","42070"
"In post","2021","Declared disabled","Analysis","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Inner London - East","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Inner London - West","Heterosexual / straight","130","125","46910","42020"
"In post","2021","Declared disabled","Analysis","Inner London - West","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Inner London - West","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Inner London - West","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Merseyside","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Yorkshire","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bedfordshire and Hertfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Devon","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Dorset and Somerset","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Anglia","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","80","80","40510","39660"
"In post","2021","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Greater Manchester","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Hampshire and Isle of Wight","Heterosexual / straight","30","30","31240","33000"
"In post","2021","Declared disabled","Commercial","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Hampshire and Isle of Wight","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - East","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - West","Heterosexual / straight","60","60","45560","40840"
"In post","2021","Declared disabled","Commercial","Inner London - West","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - West","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Merseyside","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
