"Status","Year","Age","Function_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Finance","Scotland","Outside London","10","5","20140","20140"
"In post","2021","16-19","Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","South West (England)","Outside London","20","20","19600","19040"
"In post","2021","16-19","Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","London","London","10","10","[c]","[c]"
"In post","2021","16-19","Human Resources","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","London","London","5","5","[c]","[c]"
"In post","2021","16-19","Legal","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Legal","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Midlands (England)","Outside London","30","25","20740","20600"
"In post","2021","16-19","No function","East of England","Outside London","20","20","23180","22850"
"In post","2021","16-19","No function","London","London","70","65","23710","24210"
"In post","2021","16-19","No function","North East (England)","Outside London","35","30","20150","20140"
"In post","2021","16-19","No function","North West (England)","Outside London","75","70","20560","20140"
"In post","2021","16-19","No function","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scotland","Outside London","35","30","20730","20760"
"In post","2021","16-19","No function","South East (England)","Outside London","40","40","22590","21500"
"In post","2021","16-19","No function","South West (England)","Outside London","35","35","19080","19000"
"In post","2021","16-19","No function","Wales","Outside London","75","70","19870","20140"
"In post","2021","16-19","No function","West Midlands (England)","Outside London","30","30","21010","20600"
"In post","2021","16-19","No function","Yorkshire and The Humber","Outside London","50","50","20500","20140"
"In post","2021","16-19","Project Delivery","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","London","London","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Scotland","Outside London","10","10","17480","16780"
"In post","2021","16-19","Project Delivery","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","South West (England)","Outside London","95","95","17810","17780"
"In post","2021","16-19","Project Delivery","Wales","Outside London","15","15","16570","16780"
"In post","2021","16-19","Project Delivery","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Property","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Property","South East (England)","Outside London","10","10","20430","20730"
"In post","2021","16-19","Property","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","London","London","5","5","[c]","[c]"
"In post","2021","16-19","Security","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South East (England)","Outside London","10","10","22610","22700"
"In post","2021","16-19","Security","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Outside London","15","15","22520","21010"
"In post","2021","16-19","Unknown","East of England","Outside London","30","25","22910","21430"
"In post","2021","16-19","Unknown","London","London","25","25","27800","28650"
"In post","2021","16-19","Unknown","North East (England)","Outside London","40","40","21540","21010"
"In post","2021","16-19","Unknown","North West (England)","Outside London","45","40","21190","21010"
"In post","2021","16-19","Unknown","Scotland","Outside London","80","80","21270","21150"
"In post","2021","16-19","Unknown","South East (England)","Outside London","45","45","22280","21430"
"In post","2021","16-19","Unknown","South West (England)","Outside London","10","10","22940","21010"
"In post","2021","16-19","Unknown","Unknown","Unknown","40","40","18870","15940"
"In post","2021","16-19","Unknown","Wales","Outside London","25","25","22440","21010"
"In post","2021","16-19","Unknown","West Midlands (England)","Outside London","15","15","22990","21010"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","Outside London","35","35","22150","21010"
"In post","2021","20-29","Analysis","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","East of England","Outside London","50","50","26380","24920"
"In post","2021","20-29","Analysis","London","London","1475","1470","38730","35640"
"In post","2021","20-29","Analysis","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","North West (England)","Outside London","130","130","33880","31810"
"In post","2021","20-29","Analysis","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","South East (England)","Outside London","255","255","31840","29540"
"In post","2021","20-29","Analysis","South West (England)","Outside London","90","90","31350","28870"
"In post","2021","20-29","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Wales","Outside London","350","350","31420","29540"
"In post","2021","20-29","Analysis","West Midlands (England)","Outside London","10","10","33550","33700"
"In post","2021","20-29","Analysis","Yorkshire and The Humber","Outside London","90","90","34730","32870"
"In post","2021","20-29","Commercial","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","East of England","Outside London","40","40","28360","27770"
"In post","2021","20-29","Commercial","London","London","265","265","41050","38540"
"In post","2021","20-29","Commercial","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","North West (England)","Outside London","100","100","31650","29360"
"In post","2021","20-29","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Scotland","Outside London","60","55","27930","26670"
"In post","2021","20-29","Commercial","South East (England)","Outside London","95","95","27890","26670"
"In post","2021","20-29","Commercial","South West (England)","Outside London","215","215","30140","29550"
"In post","2021","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wales","Outside London","20","20","28150","27770"
"In post","2021","20-29","Commercial","West Midlands (England)","Outside London","35","35","29220","26670"
"In post","2021","20-29","Commercial","Yorkshire and The Humber","Outside London","65","65","32170","29360"
"In post","2021","20-29","Communications","East Midlands (England)","Outside London","165","160","26790","25560"
"In post","2021","20-29","Communications","East of England","Outside London","15","15","30590","30660"
"In post","2021","20-29","Communications","London","London","680","680","35980","34670"
"In post","2021","20-29","Communications","North East (England)","Outside London","375","370","26760","25560"
"In post","2021","20-29","Communications","North West (England)","Outside London","190","190","27700","25560"
"In post","2021","20-29","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scotland","Outside London","15","15","28740","29610"
"In post","2021","20-29","Communications","South East (England)","Outside London","35","35","27900","26670"
"In post","2021","20-29","Communications","South West (England)","Outside London","40","40","28080","26290"
"In post","2021","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Wales","Outside London","245","240","27180","25560"
"In post","2021","20-29","Communications","West Midlands (England)","Outside London","75","75","27460","25560"
"In post","2021","20-29","Communications","Yorkshire and The Humber","Outside London","225","225","26840","25560"
"In post","2021","20-29","Counter Fraud","East Midlands (England)","Outside London","70","70","29140","25560"
"In post","2021","20-29","Counter Fraud","East of England","Outside London","45","45","23960","25560"
"In post","2021","20-29","Counter Fraud","London","London","305","305","33490","29570"
"In post","2021","20-29","Counter Fraud","North East (England)","Outside London","65","65","28950","25560"
"In post","2021","20-29","Counter Fraud","North West (England)","Outside London","190","190","27430","25560"
"In post","2021","20-29","Counter Fraud","Northern Ireland","Outside London","25","25","25700","25560"
"In post","2021","20-29","Counter Fraud","Scotland","Outside London","80","80","26910","25560"
"In post","2021","20-29","Counter Fraud","South East (England)","Outside London","45","45","26270","25560"
"In post","2021","20-29","Counter Fraud","South West (England)","Outside London","60","60","32020","25560"
"In post","2021","20-29","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Wales","Outside London","45","45","28550","25560"
"In post","2021","20-29","Counter Fraud","West Midlands (England)","Outside London","55","55","27980","25560"
"In post","2021","20-29","Counter Fraud","Yorkshire and The Humber","Outside London","115","115","30220","25560"
"In post","2021","20-29","Debt","East Midlands (England)","Outside London","70","65","20690","20140"
"In post","2021","20-29","Debt","London","London","55","55","26580","24120"
"In post","2021","20-29","Debt","North East (England)","Outside London","175","170","20430","20140"
"In post","2021","20-29","Debt","North West (England)","Outside London","60","60","20700","20140"
"In post","2021","20-29","Debt","Scotland","Outside London","350","345","20850","20140"
"In post","2021","20-29","Debt","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Wales","Outside London","115","110","22850","20140"
"In post","2021","20-29","Debt","West Midlands (England)","Outside London","135","130","20810","20140"
"In post","2021","20-29","Debt","Yorkshire and The Humber","Outside London","100","100","20510","20140"
"In post","2021","20-29","Digital, Data & Technology","East Midlands (England)","Outside London","45","45","30620","27130"
"In post","2021","20-29","Digital, Data & Technology","East of England","Outside London","55","55","28030","26670"
"In post","2021","20-29","Digital, Data & Technology","London","London","615","610","39090","36160"
"In post","2021","20-29","Digital, Data & Technology","North East (England)","Outside London","115","115","31520","31810"
"In post","2021","20-29","Digital, Data & Technology","North West (England)","Outside London","125","125","33060","31810"
"In post","2021","20-29","Digital, Data & Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Scotland","Outside London","95","95","32290","31810"
"In post","2021","20-29","Digital, Data & Technology","South East (England)","Outside London","125","125","30180","29540"
"In post","2021","20-29","Digital, Data & Technology","South West (England)","Outside London","320","320","30180","29760"
"In post","2021","20-29","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Wales","Outside London","285","285","30150","27600"
"In post","2021","20-29","Digital, Data & Technology","West Midlands (England)","Outside London","150","150","32480","31810"
"In post","2021","20-29","Digital, Data & Technology","Yorkshire and The Humber","Outside London","115","115","31860","29360"
"In post","2021","20-29","Finance","East Midlands (England)","Outside London","30","30","27440","25560"
"In post","2021","20-29","Finance","East of England","Outside London","55","55","30450","30200"
"In post","2021","20-29","Finance","London","London","465","465","38850","35030"
"In post","2021","20-29","Finance","North East (England)","Outside London","30","30","33840","31810"
"In post","2021","20-29","Finance","North West (England)","Outside London","55","55","31700","29730"
"In post","2021","20-29","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Scotland","Outside London","140","125","24160","20140"
"In post","2021","20-29","Finance","South East (England)","Outside London","90","90","29340","28130"
"In post","2021","20-29","Finance","South West (England)","Outside London","200","200","27470","25860"
"In post","2021","20-29","Finance","Wales","Outside London","35","35","29830","26520"
"In post","2021","20-29","Finance","West Midlands (England)","Outside London","70","70","29900","26890"
"In post","2021","20-29","Finance","Yorkshire and The Humber","Outside London","140","140","29240","25920"
"In post","2021","20-29","Grants Management","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","North East (England)","Outside London","45","45","22870","21050"
"In post","2021","20-29","Grants Management","North West (England)","Outside London","100","100","21650","21050"
"In post","2021","20-29","Grants Management","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Grants Management","South West (England)","Outside London","10","10","23740","21050"
"In post","2021","20-29","Grants Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","West Midlands (England)","Outside London","35","35","22990","21050"
"In post","2021","20-29","Grants Management","Yorkshire and The Humber","Outside London","30","30","22400","21050"
"In post","2021","20-29","Human Resources","East Midlands (England)","Outside London","70","70","30140","29700"
"In post","2021","20-29","Human Resources","East of England","Outside London","25","25","27830","23750"
"In post","2021","20-29","Human Resources","London","London","575","570","35530","32290"
"In post","2021","20-29","Human Resources","North East (England)","Outside London","100","95","25040","23850"
"In post","2021","20-29","Human Resources","North West (England)","Outside London","180","180","27020","25560"
"In post","2021","20-29","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Scotland","Outside London","105","100","24780","21490"
"In post","2021","20-29","Human Resources","South East (England)","Outside London","50","50","28190","26670"
"In post","2021","20-29","Human Resources","South West (England)","Outside London","150","145","25580","21570"
"In post","2021","20-29","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Wales","Outside London","80","80","28260","26290"
"In post","2021","20-29","Human Resources","West Midlands (England)","Outside London","30","30","32640","29250"
"In post","2021","20-29","Human Resources","Yorkshire and The Humber","Outside London","50","50","31300","28970"
"In post","2021","20-29","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","London","London","20","20","38170","36580"
"In post","2021","20-29","Internal Audit","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Scotland","Outside London","15","15","34220","33930"
"In post","2021","20-29","Internal Audit","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","East Midlands (England)","Outside London","70","70","26570","24000"
"In post","2021","20-29","Legal","East of England","Outside London","70","65","28210","26550"
"In post","2021","20-29","Legal","London","London","745","740","33890","29570"
"In post","2021","20-29","Legal","North East (England)","Outside London","40","40","29790","25480"
"In post","2021","20-29","Legal","North West (England)","Outside London","150","150","28600","25480"
"In post","2021","20-29","Legal","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Scotland","Outside London","295","290","28170","26550"
"In post","2021","20-29","Legal","South East (England)","Outside London","125","125","26740","24590"
"In post","2021","20-29","Legal","South West (England)","Outside London","85","80","28530","25480"
"In post","2021","20-29","Legal","Wales","Outside London","45","45","32930","31810"
"In post","2021","20-29","Legal","West Midlands (England)","Outside London","80","75","25300","23470"
"In post","2021","20-29","Legal","Yorkshire and The Humber","Outside London","145","145","27210","25360"
"In post","2021","20-29","No function","East Midlands (England)","Outside London","1815","1785","24890","24000"
"In post","2021","20-29","No function","East of England","Outside London","1435","1410","26160","25850"
"In post","2021","20-29","No function","London","London","12060","11985","35730","33210"
"In post","2021","20-29","No function","North East (England)","Outside London","1505","1460","23860","22350"
"In post","2021","20-29","No function","North West (England)","Outside London","3430","3350","24730","22920"
"In post","2021","20-29","No function","Northern Ireland","Outside London","290","280","23020","20140"
"In post","2021","20-29","No function","Overseas","Overseas","190","190","36800","34220"
"In post","2021","20-29","No function","Scotland","Outside London","1980","1935","24870","23450"
"In post","2021","20-29","No function","South East (England)","Outside London","2800","2750","27320","27850"
"In post","2021","20-29","No function","South West (England)","Outside London","2445","2405","26170","24920"
"In post","2021","20-29","No function","Unknown","Unknown","345","345","31470","29250"
"In post","2021","20-29","No function","Wales","Outside London","2600","2525","23720","21590"
"In post","2021","20-29","No function","West Midlands (England)","Outside London","2465","2415","24540","22920"
"In post","2021","20-29","No function","Yorkshire and The Humber","Outside London","2675","2635","25340","24440"
"In post","2021","20-29","Project Delivery","East Midlands (England)","Outside London","45","40","28440","26670"
"In post","2021","20-29","Project Delivery","East of England","Outside London","65","65","32260","30750"
"In post","2021","20-29","Project Delivery","London","London","890","890","38850","37000"
"In post","2021","20-29","Project Delivery","North East (England)","Outside London","85","85","31050","31810"
"In post","2021","20-29","Project Delivery","North West (England)","Outside London","205","200","31540","31810"
"In post","2021","20-29","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","Overseas","45","45","42670","39840"
"In post","2021","20-29","Project Delivery","Scotland","Outside London","180","180","28730","26120"
"In post","2021","20-29","Project Delivery","South East (England)","Outside London","205","205","29900","28670"
"In post","2021","20-29","Project Delivery","South West (England)","Outside London","2245","2230","28020","27540"
"In post","2021","20-29","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Wales","Outside London","60","60","28700","26470"
"In post","2021","20-29","Project Delivery","West Midlands (England)","Outside London","95","95","29740","26670"
"In post","2021","20-29","Project Delivery","Yorkshire and The Humber","Outside London","85","85","30440","28900"
"In post","2021","20-29","Property","East Midlands (England)","Outside London","60","55","22850","18760"
"In post","2021","20-29","Property","East of England","Outside London","40","40","26980","25500"
"In post","2021","20-29","Property","London","London","135","135","33560","30850"
"In post","2021","20-29","Property","North East (England)","Outside London","115","110","24520","21100"
"In post","2021","20-29","Property","North West (England)","Outside London","60","60","27970","25860"
"In post","2021","20-29","Property","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Property","Scotland","Outside London","120","115","26440","26530"
"In post","2021","20-29","Property","South East (England)","Outside London","95","95","27280","26560"
"In post","2021","20-29","Property","South West (England)","Outside London","160","155","26900","24960"
"In post","2021","20-29","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Wales","Outside London","45","45","24600","21140"
"In post","2021","20-29","Property","West Midlands (England)","Outside London","45","45","26780","25860"
"In post","2021","20-29","Property","Yorkshire and The Humber","Outside London","65","60","26710","24500"
"In post","2021","20-29","Security","East Midlands (England)","Outside London","20","20","25640","25680"
"In post","2021","20-29","Security","East of England","Outside London","55","55","25010","24610"
"In post","2021","20-29","Security","London","London","225","225","34490","32880"
"In post","2021","20-29","Security","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Security","North West (England)","Outside London","40","40","24670","23540"
"In post","2021","20-29","Security","Northern Ireland","Outside London","20","20","20030","20310"
"In post","2021","20-29","Security","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Security","Scotland","Outside London","230","230","25160","24610"
"In post","2021","20-29","Security","South East (England)","Outside London","275","275","26970","26610"
"In post","2021","20-29","Security","South West (England)","Outside London","120","120","23630","23540"
"In post","2021","20-29","Security","Unknown","Unknown","10","10","22910","20800"
"In post","2021","20-29","Security","Wales","Outside London","30","30","27240","26350"
"In post","2021","20-29","Security","West Midlands (England)","Outside London","45","45","25670","25560"
"In post","2021","20-29","Security","Yorkshire and The Humber","Outside London","150","150","25150","24620"
"In post","2021","20-29","Unknown","East Midlands (England)","Outside London","540","525","25090","27570"
"In post","2021","20-29","Unknown","East of England","Outside London","920","895","26350","27400"
"In post","2021","20-29","Unknown","London","London","4490","4460","34210","31060"
"In post","2021","20-29","Unknown","North East (England)","Outside London","1260","1220","24660","21430"
"In post","2021","20-29","Unknown","North West (England)","Outside London","3325","3245","24880","24890"
"In post","2021","20-29","Unknown","Northern Ireland","Outside London","75","70","23410","21430"
"In post","2021","20-29","Unknown","Overseas","Overseas","50","50","36050","34100"
"In post","2021","20-29","Unknown","Scotland","Outside London","2855","2800","27380","26160"
"In post","2021","20-29","Unknown","South East (England)","Outside London","1515","1500","25640","25630"
"In post","2021","20-29","Unknown","South West (England)","Outside London","900","870","26040","26670"
"In post","2021","20-29","Unknown","Unknown","Unknown","505","505","28720","28680"
"In post","2021","20-29","Unknown","Wales","Outside London","1290","1260","25690","25030"
"In post","2021","20-29","Unknown","West Midlands (England)","Outside London","965","940","25650","27570"
"In post","2021","20-29","Unknown","Yorkshire and The Humber","Outside London","1735","1705","25880","25040"
"In post","2021","30-39","Analysis","East Midlands (England)","Outside London","15","10","37980","42420"
"In post","2021","30-39","Analysis","East of England","Outside London","120","120","33240","30220"
"In post","2021","30-39","Analysis","London","London","910","880","54010","54650"
"In post","2021","30-39","Analysis","North East (England)","Outside London","20","20","44800","49860"
"In post","2021","30-39","Analysis","North West (England)","Outside London","100","90","41290","38630"
"In post","2021","30-39","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Scotland","Outside London","30","30","45050","37180"
"In post","2021","30-39","Analysis","South East (England)","Outside London","245","235","40160","37340"
"In post","2021","30-39","Analysis","South West (England)","Outside London","160","155","37310","36300"
"In post","2021","30-39","Analysis","Wales","Outside London","350","330","36700","36250"
"In post","2021","30-39","Analysis","West Midlands (England)","Outside London","15","15","39530","38880"
"In post","2021","30-39","Analysis","Yorkshire and The Humber","Outside London","90","90","44380","47130"
"In post","2021","30-39","Commercial","East Midlands (England)","Outside London","30","30","34290","32370"
"In post","2021","30-39","Commercial","East of England","Outside London","85","80","37950","34800"
"In post","2021","30-39","Commercial","London","London","420","410","55320","54700"
"In post","2021","30-39","Commercial","North East (England)","Outside London","20","20","40990","40780"
"In post","2021","30-39","Commercial","North West (England)","Outside London","180","175","38490","35310"
"In post","2021","30-39","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Overseas","Overseas","15","15","47410","43860"
"In post","2021","30-39","Commercial","Scotland","Outside London","70","70","37420","36780"
"In post","2021","30-39","Commercial","South East (England)","Outside London","115","105","36000","33300"
"In post","2021","30-39","Commercial","South West (England)","Outside London","320","305","39880","39100"
"In post","2021","30-39","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Wales","Outside London","95","90","33950","31730"
"In post","2021","30-39","Commercial","West Midlands (England)","Outside London","65","65","36520","36710"
"In post","2021","30-39","Commercial","Yorkshire and The Humber","Outside London","110","105","42250","39140"
"In post","2021","30-39","Communications","East Midlands (England)","Outside London","150","145","28860","25560"
"In post","2021","30-39","Communications","East of England","Outside London","15","15","30640","26970"
"In post","2021","30-39","Communications","London","London","755","740","47780","45240"
"In post","2021","30-39","Communications","North East (England)","Outside London","490","470","28540","25560"
"In post","2021","30-39","Communications","North West (England)","Outside London","210","205","30570","29170"
"In post","2021","30-39","Communications","Northern Ireland","Outside London","10","10","41540","34990"
"In post","2021","30-39","Communications","Scotland","Outside London","55","50","31090","31810"
"In post","2021","30-39","Communications","South East (England)","Outside London","65","60","34260","34150"
"In post","2021","30-39","Communications","South West (England)","Outside London","85","80","34840","33300"
"In post","2021","30-39","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Wales","Outside London","330","315","29300","25560"
"In post","2021","30-39","Communications","West Midlands (England)","Outside London","110","105","31760","31810"
