"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Communications","Operational Delivery","Heterosexual / straight","225","215","30620","29180"
"In post","2021","40-49","Communications","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","Unknown","90","85","28420","25870"
"In post","2021","40-49","Communications","Other","Heterosexual / straight","30","30","29850","22410"
"In post","2021","40-49","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Other","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Tax","Heterosexual / straight","195","190","28400","25560"
"In post","2021","40-49","Communications","Tax","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Tax","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Tax","Unknown","140","135","27110","25560"
"In post","2021","40-49","Communications","Unknown","Heterosexual / straight","85","85","42290","36050"
"In post","2021","40-49","Communications","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","Unknown","65","65","40700","31810"
"In post","2021","40-49","Counter Fraud","Counter Fraud","Heterosexual / straight","95","95","42420","39490"
"In post","2021","40-49","Counter Fraud","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Counter Fraud","Unknown","45","40","39380","39170"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","Heterosexual / straight","30","30","41670","38630"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Legal","Heterosexual / straight","505","490","31950","31810"
"In post","2021","40-49","Counter Fraud","Legal","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Legal","Undeclared","95","90","33480","31810"
"In post","2021","40-49","Counter Fraud","Legal","Unknown","220","210","31730","31810"
"In post","2021","40-49","Counter Fraud","Operational Delivery","Heterosexual / straight","445","420","30800","29570"
"In post","2021","40-49","Counter Fraud","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Operational Delivery","Undeclared","60","60","30940","28130"
"In post","2021","40-49","Counter Fraud","Operational Delivery","Unknown","150","135","27960","25560"
"In post","2021","40-49","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","Heterosexual / straight","45","45","43690","38630"
"In post","2021","40-49","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Tax","Heterosexual / straight","250","240","39710","36160"
"In post","2021","40-49","Counter Fraud","Tax","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Tax","Undeclared","50","45","42550","37520"
"In post","2021","40-49","Counter Fraud","Tax","Unknown","90","85","35350","32100"
"In post","2021","40-49","Counter Fraud","Unknown","Heterosexual / straight","35","35","45630","38580"
"In post","2021","40-49","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Debt","Operational Delivery","Heterosexual / straight","375","335","24840","21440"
"In post","2021","40-49","Debt","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Debt","Operational Delivery","Undeclared","80","70","23140","21440"
"In post","2021","40-49","Debt","Operational Delivery","Unknown","225","200","23510","21440"
"In post","2021","40-49","Debt","Tax","Heterosexual / straight","45","40","22390","20140"
"In post","2021","40-49","Debt","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Tax","Unknown","90","85","20760","20140"
"In post","2021","40-49","Debt","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","1905","1860","44440","40330"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","LGBO","85","85","43170","38630"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","Undeclared","295","290","41450","38690"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","Unknown","760","745","43610","39670"
"In post","2021","40-49","Digital, Data & Technology","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","85","85","37490","31810"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","Unknown","165","150","43870","41900"
"In post","2021","40-49","Digital, Data & Technology","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Heterosexual / straight","260","255","56710","55770"
"In post","2021","40-49","Digital, Data & Technology","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Undeclared","30","30","54390","54700"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Unknown","85","85","47010","43840"
"In post","2021","40-49","Finance","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Finance","Heterosexual / straight","1470","1410","43460","39390"
"In post","2021","40-49","Finance","Finance","LGBO","55","55","47440","48770"
"In post","2021","40-49","Finance","Finance","Undeclared","195","185","42130","38630"
"In post","2021","40-49","Finance","Finance","Unknown","305","290","41030","38280"
"In post","2021","40-49","Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Operational Delivery","Heterosexual / straight","125","120","32370","31810"
"In post","2021","40-49","Finance","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Finance","Operational Delivery","Unknown","70","60","28630","24120"
"In post","2021","40-49","Finance","Other","Heterosexual / straight","30","30","49840","47160"
"In post","2021","40-49","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Project Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Tax","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Tax","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Unknown","Heterosexual / straight","35","35","46310","43120"
"In post","2021","40-49","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Unknown","Unknown","30","25","[c]","[c]"
"In post","2021","40-49","Grants Management","Operational Delivery","Heterosexual / straight","270","240","26480","25220"
"In post","2021","40-49","Grants Management","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Grants Management","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Grants Management","Operational Delivery","Unknown","285","260","25560","21050"
"In post","2021","40-49","Human Resources","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Human Resources","Heterosexual / straight","1385","1305","41980","38550"
"In post","2021","40-49","Human Resources","Human Resources","LGBO","70","65","47920","46120"
"In post","2021","40-49","Human Resources","Human Resources","Undeclared","140","135","37420","33630"
"In post","2021","40-49","Human Resources","Human Resources","Unknown","225","215","37610","33400"
"In post","2021","40-49","Human Resources","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Operational Delivery","Heterosexual / straight","140","130","32560","30230"
"In post","2021","40-49","Human Resources","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Human Resources","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Human Resources","Operational Delivery","Unknown","35","35","28550","25560"
"In post","2021","40-49","Human Resources","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Tax","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","40-49","Human Resources","Tax","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Tax","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Unknown","Heterosexual / straight","245","230","44770","38890"
"In post","2021","40-49","Human Resources","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Human Resources","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Human Resources","Unknown","Unknown","50","50","38050","35790"
"In post","2021","40-49","Internal Audit","Internal Audit","Heterosexual / straight","145","140","48550","45480"
"In post","2021","40-49","Internal Audit","Internal Audit","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Internal Audit","Internal Audit","Unknown","15","10","[c]","[c]"
"In post","2021","40-49","Internal Audit","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Legal","Heterosexual / straight","1690","1540","55770","55490"
"In post","2021","40-49","Legal","Legal","LGBO","85","85","61490","59020"
"In post","2021","40-49","Legal","Legal","Undeclared","195","180","56600","53870"
"In post","2021","40-49","Legal","Legal","Unknown","615","550","58900","59040"
"In post","2021","40-49","Legal","Operational Delivery","Heterosexual / straight","610","560","29410","27760"
"In post","2021","40-49","Legal","Operational Delivery","LGBO","30","30","36100","30110"
"In post","2021","40-49","Legal","Operational Delivery","Undeclared","330","300","28380","26550"
"In post","2021","40-49","Legal","Operational Delivery","Unknown","230","200","27440","27050"
"In post","2021","40-49","Legal","Other","Heterosexual / straight","35","30","31800","27710"
"In post","2021","40-49","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Other","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Legal","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Legal","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Tax","Heterosexual / straight","50","45","37960","31810"
"In post","2021","40-49","Legal","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Tax","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Legal","Tax","Unknown","25","20","[c]","[c]"
"In post","2021","40-49","Legal","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","No function","Commercial","Heterosexual / straight","55","55","50920","50400"
"In post","2021","40-49","No function","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Commercial","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","No function","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","No function","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","No function","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","No function","Digital, Data and Technology","Heterosexual / straight","30","30","40180","37280"
"In post","2021","40-49","No function","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","No function","Digital, Data and Technology","Unknown","20","15","[c]","[c]"
"In post","2021","40-49","No function","Economics","Heterosexual / straight","35","30","60190","57810"
"In post","2021","40-49","No function","Economics","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","No function","Economics","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","No function","Economics","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","No function","Finance","Heterosexual / straight","70","65","48010","42580"
"In post","2021","40-49","No function","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Finance","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","No function","Finance","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","No function","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","No function","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Inspector of Education and Training","Heterosexual / straight","235","235","65310","69690"
"In post","2021","40-49","No function","Inspector of Education and Training","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","No function","Inspector of Education and Training","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","No function","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","No function","Intelligence Analysis","Heterosexual / straight","70","70","32020","28660"
"In post","2021","40-49","No function","Intelligence Analysis","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","No function","Intelligence Analysis","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","No function","Intelligence Analysis","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","No function","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","International Trade","Heterosexual / straight","160","155","51760","51970"
"In post","2021","40-49","No function","International Trade","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","No function","International Trade","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","No function","International Trade","Unknown","70","65","51640","51970"
"In post","2021","40-49","No function","Knowledge and Information Management","Heterosexual / straight","170","155","41970","38130"
"In post","2021","40-49","No function","Knowledge and Information Management","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","No function","Knowledge and Information Management","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","No function","Knowledge and Information Management","Unknown","65","60","42900","40580"
"In post","2021","40-49","No function","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Medicine","Heterosexual / straight","85","75","86820","92370"
"In post","2021","40-49","No function","Medicine","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","No function","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","No function","Medicine","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","No function","Operational Delivery","Heterosexual / straight","18255","16995","30810","27620"
"In post","2021","40-49","No function","Operational Delivery","LGBO","1010","980","32150","29210"
"In post","2021","40-49","No function","Operational Delivery","Undeclared","2655","2460","29720","26780"
"In post","2021","40-49","No function","Operational Delivery","Unknown","5680","5215","28790","25850"
"In post","2021","40-49","No function","Operational Research","Heterosexual / straight","50","50","48690","46720"
"In post","2021","40-49","No function","Operational Research","LGBO","[c]","[c]","[c]","[c]"
