"Status","Year","Parent_department","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","EO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G7","Female","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AO","Female","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G7","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AO","Female","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G7","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","AO","Female","55","50","21400","21950"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","AO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Female","40","35","27000","27350"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G7","Female","60","55","54060","55610"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G7","Male","40","35","53180","51160"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","HEO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","AO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","EO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G7","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G7","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","HEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","AO","Female","30","25","21370","21950"
"In post","2021","Attorney General's Departments","East Anglia","AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","EO","Female","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G7","Female","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G7","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","HEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","AO","Female","45","40","21860","21950"
"In post","2021","Attorney General's Departments","East Wales","AO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","EO","Female","35","35","27610","28430"
"In post","2021","Attorney General's Departments","East Wales","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G7","Female","80","70","53070","53350"
"In post","2021","Attorney General's Departments","East Wales","G7","Male","50","45","55280","55610"
"In post","2021","Attorney General's Departments","East Wales","HEO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","HEO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AO","Female","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G7","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G7","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","AO","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","EO","Female","35","30","28620","29170"
"In post","2021","Attorney General's Departments","Essex","EO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G7","Female","45","40","58180","58970"
"In post","2021","Attorney General's Departments","Essex","G7","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","HEO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","55","50","53350","52800"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","35","30","55590","55610"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","AO","Female","55","45","22030","21950"
"In post","2021","Attorney General's Departments","Greater Manchester","AO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","EO","Female","55","50","27990","28430"
"In post","2021","Attorney General's Departments","Greater Manchester","EO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","G6","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","G6","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","G7","Female","90","80","54050","55610"
"In post","2021","Attorney General's Departments","Greater Manchester","G7","Male","55","50","54670","55610"
"In post","2021","Attorney General's Departments","Greater Manchester","HEO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","SEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","AO","Female","35","30","22360","23520"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","AO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","EO","Female","45","40","28560","27760"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","G6","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","G7","Female","65","60","57710","56560"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","G7","Male","40","40","59530","62140"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","HEO","Female","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","AO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","AA","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","AO","Female","225","205","23190","23520"
"In post","2021","Attorney General's Departments","Inner London - West","AO","Male","110","105","23160","23520"
"In post","2021","Attorney General's Departments","Inner London - West","EO","Female","465","440","28560","27760"
"In post","2021","Attorney General's Departments","Inner London - West","EO","Male","250","240","28830","28980"
"In post","2021","Attorney General's Departments","Inner London - West","G6","Female","555","490","68030","66290"
"In post","2021","Attorney General's Departments","Inner London - West","G6","Male","365","355","69420","67420"
"In post","2021","Attorney General's Departments","Inner London - West","G7","Female","1050","955","55140","51830"
"In post","2021","Attorney General's Departments","Inner London - West","G7","Male","540","525","56130","53440"
"In post","2021","Attorney General's Departments","Inner London - West","HEO","Female","275","265","36320","33930"
"In post","2021","Attorney General's Departments","Inner London - West","HEO","Male","180","180","35710","33930"
"In post","2021","Attorney General's Departments","Inner London - West","SCS level","Female","150","140","86860","81000"
"In post","2021","Attorney General's Departments","Inner London - West","SCS level","Male","105","105","87640","82720"
"In post","2021","Attorney General's Departments","Inner London - West","SEO","Female","105","105","40670","40000"
"In post","2021","Attorney General's Departments","Inner London - West","SEO","Male","120","120","40740","40170"
"In post","2021","Attorney General's Departments","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","AO","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","EO","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","G7","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","G7","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","HEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","HEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","AO","Female","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","EO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","G7","Female","40","35","54010","54390"
"In post","2021","Attorney General's Departments","Lancashire","G7","Male","35","35","53720","55610"
"In post","2021","Attorney General's Departments","Lancashire","HEO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","SEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AO","Female","30","25","21450","21950"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","EO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","EO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G7","Female","45","40","52010","51470"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G7","Male","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","HEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","AO","Female","65","60","21890","21950"
"In post","2021","Attorney General's Departments","Merseyside","AO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","EO","Female","60","55","27210","28430"
"In post","2021","Attorney General's Departments","Merseyside","EO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","G7","Female","70","65","53340","54200"
"In post","2021","Attorney General's Departments","Merseyside","G7","Male","55","55","54430","55610"
"In post","2021","Attorney General's Departments","Merseyside","HEO","Female","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","HEO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","SEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","SEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North Eastern Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Eastern Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","AO","Female","25","25","[c]","[c]"
