"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Aberdeen City and Aberdeenshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Aberdeen City and Aberdeenshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Angus and Dundee City","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Angus and Dundee City","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barking & Dagenham and Havering","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barking & Dagenham and Havering","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnet","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnet","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnsley, Doncaster and Rotherham","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Barnsley, Doncaster and Rotherham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Female","25","25","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Male","65","65","18000","17780"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","5","5","[c]","[c]"
"In post","2021","16-19","Bedford","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bedford","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Belfast","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Belfast","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Berkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bexley and Greenwich","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bexley and Greenwich","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bexley and Greenwich","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bexley and Greenwich","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","16-19","Birmingham","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","16-19","Birmingham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackburn with Darwen","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackburn with Darwen","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackpool","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","16-19","Blackpool","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Bradford","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Breckland and South Norfolk","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Breckland and South Norfolk","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Bristol, City of","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Bedfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Bedfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Central Valleys","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Valleys","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","AA/AO","Female","45","40","20940","21150"
"In post","2021","16-19","City of Edinburgh","AA/AO","Male","35","35","20940","20850"
"In post","2021","16-19","City of Edinburgh","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","EO","Male","[c]","[c]","[c]","[c]"
