"Status","Year","Age","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Human Resources","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","International Trade","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Birmingham","Outside London","10","10","19770","19930"
"In post","2021","16-19","Operational Delivery","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cardiff and Vale of Glamorgan","Outside London","15","15","20040","20140"
"In post","2021","16-19","Operational Delivery","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","City of Edinburgh","Outside London","15","15","22100","21490"
"In post","2021","16-19","Operational Delivery","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Kent","Outside London","25","25","21230","21430"
"In post","2021","16-19","Operational Delivery","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hounslow and Richmond upon Thames","London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lambeth","London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leeds","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Liverpool","Outside London","15","10","20950","21430"
"In post","2021","16-19","Operational Delivery","Manchester","Outside London","10","10","20180","20740"
"In post","2021","16-19","Operational Delivery","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Monmouthshire and Newport","Outside London","10","10","21040","21430"
"In post","2021","16-19","Operational Delivery","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Nottingham","Outside London","10","10","21140","20880"
"In post","2021","16-19","Operational Delivery","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Peterborough","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Sefton","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Staffordshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Suffolk","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Swansea","Outside London","40","30","19450","18060"
"In post","2021","16-19","Operational Delivery","Thurrock","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Westminster","London","10","10","23560","23520"
"In post","2021","16-19","Operational Delivery","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Worcestershire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","20","17930","17780"
"In post","2021","16-19","Other","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Other","Westminster","London","5","5","[c]","[c]"
"In post","2021","16-19","Other","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Manchester","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Policy","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Westminster","London","25","25","25350","24540"
"In post","2021","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Milton Keynes","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Property","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","55","55","17660","17780"
"In post","2021","16-19","Science and Engineering","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","East Ayrshire and North Ayrshire mainland","Outside London","10","10","17080","16780"
"In post","2021","16-19","Science and Engineering","Flintshire and Wrexham","Outside London","15","15","16570","16780"
"In post","2021","16-19","Science and Engineering","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Plymouth","Outside London","10","10","17720","16780"
"In post","2021","16-19","Science and Engineering","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Wiltshire","Outside London","15","15","17440","17710"
"In post","2021","16-19","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Cardiff and Vale of Glamorgan","Outside London","15","15","20520","20140"
"In post","2021","16-19","Tax","City of Edinburgh","Outside London","15","15","20140","20140"
"In post","2021","16-19","Tax","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Leeds","Outside London","20","20","20140","20140"
"In post","2021","16-19","Tax","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Tax","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Sefton","Outside London","20","20","20140","20140"
"In post","2021","16-19","Tax","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Sunderland","Outside London","10","10","20140","20140"
"In post","2021","16-19","Tax","Tyneside","Outside London","20","20","20380","20140"
"In post","2021","16-19","Tax","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Blackpool","Outside London","15","15","21010","21010"
"In post","2021","16-19","Unknown","Bradford","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","City of Edinburgh","Outside London","45","45","21320","21150"
"In post","2021","16-19","Unknown","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Glasgow City","Outside London","25","25","21010","21010"
"In post","2021","16-19","Unknown","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
