"Status","Year","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","3685","[c]","32180","29440"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","605","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","4500","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","London","75","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","London","590","[c]","37520","30410"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Outside London","735","[c]","25110","24110"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","10","[c]","34800","29000"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","65","[c]","28440","25710"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Outside London","35","[c]","21940","19930"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","100","[c]","36950","32700"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","80","[c]","47320","40450"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","20","[c]","41110","40010"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","85","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","London","130","[c]","43480","37640"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","2050","[c]","30240","26930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","85","[c]","39230","36960"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","15","[c]","32720","32430"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","70","[c]","44730","40750"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","25","[c]","37840","30870"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","London","165","[c]","41370","33150"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","65","[c]","33740","30380"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","National Crime Agency","London","70","[c]","47490","41970"
"Leaver CS","2021","National Crime Agency","National Crime Agency","Outside London","100","[c]","40120","39040"
"Leaver CS","2021","National Crime Agency","National Crime Agency","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Scottish Government","Outside London","25","[c]","30390","27150"
"Leaver CS","2021","National Savings and Investments","Chancellor's other departments","London","15","[c]","50890","43750"
"Leaver CS","2021","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","30","[c]","59110","62810"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","100","[c]","50040","51360"
"Leaver CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","55","[c]","51170","45000"
"Leaver CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","30","[c]","29570","23450"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","61820","44080"
"Leaver CS","2021","Office of Rail and Road","Office of Rail and Road","London","10","[c]","45980","41360"
"Leaver CS","2021","Office of Rail and Road","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Ministry of Justice","Outside London","65","[c]","22550","20530"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","50","[c]","40410","41020"
"Leaver CS","2021","Public Health England","Department of Health and Social Care","London","310","[c]","43310","36950"
"Leaver CS","2021","Public Health England","Department of Health and Social Care","Outside London","435","[c]","38550","31370"
"Leaver CS","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scottish Government","Outside London","25","[c]","31340","24130"
"Leaver CS","2021","Revenue Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Ministry of Defence","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","95","[c]","25660","22800"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Outside London","105","[c]","27950","22820"
"Leaver CS","2021","Scottish Fiscal Commission","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scottish Government","Outside London","15","[c]","30680","30160"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scottish Government","Outside London","270","[c]","41780","35110"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","Outside London","235","[c]","32460","33650"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","London","25","[c]","44100","35290"
"Leaver CS","2021","Social Security Scotland","Scottish Government","Outside London","25","[c]","28020","22230"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","50","[c]","39000","39070"
"Leaver CS","2021","The National Archives","The National Archives","London","35","[c]","31670","24070"
"Leaver CS","2021","Transport Scotland","Scottish Government","Outside London","15","[c]","49470","46600"
"Leaver CS","2021","UK Export Finance","UK Export Finance","London","25","[c]","46300","44760"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","Outside London","50","[c]","35220","33290"
"Leaver CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","35","[c]","34800","30800"
"Leaver CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","UK Supreme Court","London","15","[c]","37330","36500"
"Leaver CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","15","[c]","34350","32540"
"Leaver CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","285","[c]","28370","21680"
"Leaver CS","2021","Valuation Office Agency","HM Revenue and Customs","London","40","[c]","35940","29410"
"Leaver CS","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","225","[c]","28710","25500"
"Leaver CS","2021","Vehicle Certification Agency","Department for Transport","Outside London","15","[c]","35560","35370"
"Leaver CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","39120","38900"
"Leaver CS","2021","Wales Office","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","30","[c]","51600","44480"
"Leaver CS","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","140","[c]","42910","37410"
"Leaver CS","2021","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","15","[c]","38460","28680"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","35","[c]","25580","24250"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","55","[c]","23980","21050"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","London","15","[c]","50820","51250"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","660","[c]","46010","40600"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","95","[c]","31410","30230"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","635","[c]","34640","32000"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","15","[c]","28960","27460"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","London","25","[c]","43390","34870"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","20","[c]","26330","25620"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","15","[c]","38560","34800"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","London","30","[c]","36950","31560"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","40","[c]","37320","30130"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Outside London","380","[c]","34030","31950"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","60","[c]","39620","37320"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","390","[c]","46970","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","33130","28260"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","50240","51770"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","205","[c]","46890","49600"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","London","150","[c]","44810","40780"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Outside London","65","[c]","38100","36780"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","300","[c]","41790","35710"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","120","[c]","40970","37240"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","London","10","[c]","49340","52070"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","London","210","[c]","41380","37410"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Outside London","15","[c]","42240","37410"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Overseas","40","[c]","54120","53060"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","London","195","[c]","45390","42460"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","215","[c]","39830","31880"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","1115","[c]","28210","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","20","[c]","29450","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","135","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","105","[c]","26970","21590"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","60","[c]","30790","26700"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","Outside London","20","[c]","33930","32300"
"Leaver Dept.","2021","Education Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","London","25","[c]","43910","39660"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Outside London","10","[c]","42320","37630"
"Leaver Dept.","2021","Food Standards Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","170","[c]","52790","53000"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","20","[c]","47020","43320"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","London","85","[c]","45810","50500"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","35","[c]","39100","30820"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","London","115","[c]","32860","26410"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","260","[c]","23050","19930"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","London","100","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","295","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","370","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","1245","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","London","115","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","London","595","[c]","43720","39290"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Outside London","480","[c]","27180","24880"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","40","[c]","28330","24020"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","10","[c]","52660","54090"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Ministry of Justice","Outside London","25","[c]","21360","19930"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","35","[c]","31480","30730"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","15","[c]","47540","53620"
"Leaver Dept.","2021","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","London","140","[c]","47060","45200"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","235","[c]","34820","33300"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","15","[c]","40030","39510"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","315","[c]","41410","34950"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","45","[c]","37700","34010"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","London","290","[c]","43570","36800"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","120","[c]","38610","35360"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","London","40","[c]","50070","47800"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","Outside London","25","[c]","38130","35850"
"Leaver Dept.","2021","National Infrastructure Commission","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","London","25","[c]","53440","52850"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","25","[c]","48810","42850"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","30","[c]","33190","32010"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","35","[c]","48440","47820"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","20","[c]","37860","33230"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","London","10","[c]","47780","44700"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","Outside London","90","[c]","22300","21170"
"Leaver Dept.","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","London","30","[c]","49460","52100"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","Outside London","10","[c]","43720","51800"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","65","[c]","29230","25190"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","London","10","[c]","35400","31340"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Scottish Government","Outside London","20","[c]","31110","27950"
"Leaver Dept.","2021","Scottish Forestry","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Scottish Government","Outside London","25","[c]","38580","35180"
"Leaver Dept.","2021","Serious Fraud Office","Attorney General's Departments","London","15","[c]","46570","39740"
"Leaver Dept.","2021","Social Security Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","10","[c]","46530","48790"
"Leaver Dept.","2021","Teaching Regulation Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","London","15","[c]","39130","33000"
"Leaver Dept.","2021","UK Hydrographic Office","Ministry of Defence","Outside London","15","[c]","43450","42510"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","41190","39340"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","30","[c]","47300","42220"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","20","[c]","43610","35420"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","135","[c]","36080","32960"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","London","15","[c]","49160","44680"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","60","[c]","29960","25680"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","25","[c]","37400","37410"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
