"Status","Year","Age","Disability","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Westminster","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","65","65","18610","18960"
"In post","2021","16-19","Declared non-disabled","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Blackpool","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bristol, City of","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Buckinghamshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cardiff and Vale of Glamorgan","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","City of Edinburgh","Outside London","45","40","21400","21150"
"In post","2021","16-19","Declared non-disabled","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Durham CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Kent","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Flintshire and Wrexham","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Glasgow City","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lambeth","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leeds","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicester","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Liverpool","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Manchester","Outside London","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mid Lancashire","Outside London","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Milton Keynes","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Nottingham","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Peterborough","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Sefton","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Staffordshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Suffolk","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Swansea","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tower Hamlets","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tyneside","Outside London","35","35","21140","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Westminster","London","60","60","25830","25170"
"In post","2021","16-19","Declared non-disabled","Wiltshire","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Worcestershire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
