"Status","Year","Age","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","EO","Heterosexual / straight","470","[c]","26070","26670"
"Leaver CS","2021","20-29","EO","LGBO","55","[c]","26160","26410"
"Leaver CS","2021","20-29","EO","Undeclared","35","[c]","27740","27570"
"Leaver CS","2021","20-29","EO","Unknown","550","[c]","25480","26670"
"Leaver CS","2021","20-29","G6/G7","Heterosexual / straight","45","[c]","53800","54070"
"Leaver CS","2021","20-29","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Heterosexual / straight","340","[c]","33940","33300"
"Leaver CS","2021","20-29","SEO/HEO","LGBO","45","[c]","34490","33570"
"Leaver CS","2021","20-29","SEO/HEO","Undeclared","40","[c]","36460","36760"
"Leaver CS","2021","20-29","SEO/HEO","Unknown","335","[c]","33140","32470"
"Leaver CS","2021","20-29","Unknown","Heterosexual / straight","100","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","180","[c]","27560","28420"
"Leaver CS","2021","30-39","AA/AO","Heterosexual / straight","770","[c]","21520","21010"
"Leaver CS","2021","30-39","AA/AO","LGBO","55","[c]","21540","21010"
"Leaver CS","2021","30-39","AA/AO","Undeclared","90","[c]","22380","21010"
"Leaver CS","2021","30-39","AA/AO","Unknown","750","[c]","21590","21010"
"Leaver CS","2021","30-39","EO","Heterosexual / straight","375","[c]","27080","27570"
"Leaver CS","2021","30-39","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Undeclared","55","[c]","27160","26930"
"Leaver CS","2021","30-39","EO","Unknown","355","[c]","28390","27570"
"Leaver CS","2021","30-39","G6/G7","Heterosexual / straight","250","[c]","56830","54570"
"Leaver CS","2021","30-39","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Undeclared","40","[c]","59140","56340"
"Leaver CS","2021","30-39","G6/G7","Unknown","170","[c]","57180","55000"
"Leaver CS","2021","30-39","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Heterosexual / straight","460","[c]","36740","36890"
"Leaver CS","2021","30-39","SEO/HEO","LGBO","40","[c]","37770","37680"
"Leaver CS","2021","30-39","SEO/HEO","Undeclared","65","[c]","38040","37550"
"Leaver CS","2021","30-39","SEO/HEO","Unknown","305","[c]","35980","36050"
"Leaver CS","2021","30-39","Unknown","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Heterosexual / straight","525","[c]","21230","21010"
"Leaver CS","2021","40-49","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Undeclared","75","[c]","21810","21010"
"Leaver CS","2021","40-49","AA/AO","Unknown","730","[c]","21210","21010"
"Leaver CS","2021","40-49","EO","Heterosexual / straight","325","[c]","27720","27570"
"Leaver CS","2021","40-49","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Undeclared","40","[c]","27670","26890"
"Leaver CS","2021","40-49","EO","Unknown","310","[c]","27720","27570"
"Leaver CS","2021","40-49","G6/G7","Heterosexual / straight","210","[c]","60540","57260"
"Leaver CS","2021","40-49","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Unknown","160","[c]","60630","58060"
"Leaver CS","2021","40-49","SCS level","Heterosexual / straight","55","[c]","93630","92000"
"Leaver CS","2021","40-49","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS level","Unknown","40","[c]","94650","86190"
"Leaver CS","2021","40-49","SEO/HEO","Heterosexual / straight","345","[c]","37090","36960"
"Leaver CS","2021","40-49","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Undeclared","45","[c]","36580","35690"
"Leaver CS","2021","40-49","SEO/HEO","Unknown","260","[c]","37560","37480"
"Leaver CS","2021","40-49","Unknown","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Heterosexual / straight","865","[c]","21610","21010"
"Leaver CS","2021","50-59","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Undeclared","155","[c]","21970","21010"
"Leaver CS","2021","50-59","AA/AO","Unknown","1265","[c]","21290","21010"
"Leaver CS","2021","50-59","EO","Heterosexual / straight","600","[c]","27820","27570"
"Leaver CS","2021","50-59","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Undeclared","115","[c]","28050","27570"
"Leaver CS","2021","50-59","EO","Unknown","775","[c]","28450","27570"
"Leaver CS","2021","50-59","G6/G7","Heterosexual / straight","330","[c]","61910","60270"
"Leaver CS","2021","50-59","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Undeclared","60","[c]","63550","60220"
"Leaver CS","2021","50-59","G6/G7","Unknown","325","[c]","62470","58840"
"Leaver CS","2021","50-59","SCS level","Heterosexual / straight","80","[c]","102420","98980"
"Leaver CS","2021","50-59","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS level","Unknown","55","[c]","110990","104560"
"Leaver CS","2021","50-59","SEO/HEO","Heterosexual / straight","610","[c]","38070","37320"
"Leaver CS","2021","50-59","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Undeclared","110","[c]","39610","38200"
"Leaver CS","2021","50-59","SEO/HEO","Unknown","715","[c]","37740","37150"
"Leaver CS","2021","50-59","Unknown","Heterosexual / straight","100","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","125","[c]","39000","33970"
"Leaver CS","2021","60-64","AA/AO","Heterosexual / straight","695","[c]","21490","21010"
"Leaver CS","2021","60-64","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Undeclared","145","[c]","21800","21010"
"Leaver CS","2021","60-64","AA/AO","Unknown","755","[c]","21360","21010"
"Leaver CS","2021","60-64","EO","Heterosexual / straight","510","[c]","27830","27570"
"Leaver CS","2021","60-64","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Undeclared","105","[c]","28350","27530"
"Leaver CS","2021","60-64","EO","Unknown","490","[c]","27830","27570"
"Leaver CS","2021","60-64","G6/G7","Heterosexual / straight","265","[c]","62810","60830"
"Leaver CS","2021","60-64","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Undeclared","45","[c]","64110","60830"
"Leaver CS","2021","60-64","G6/G7","Unknown","220","[c]","62140","59930"
"Leaver CS","2021","60-64","SCS level","Heterosexual / straight","65","[c]","98600","95620"
"Leaver CS","2021","60-64","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS level","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Heterosexual / straight","510","[c]","38660","37410"
"Leaver CS","2021","60-64","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Undeclared","150","[c]","38390","35710"
"Leaver CS","2021","60-64","SEO/HEO","Unknown","470","[c]","37690","36090"
"Leaver CS","2021","60-64","Unknown","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","70","[c]","42970","37300"
"Leaver CS","2021","65+","AA/AO","Heterosexual / straight","860","[c]","20680","20720"
"Leaver CS","2021","65+","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Undeclared","180","[c]","20920","20720"
"Leaver CS","2021","65+","AA/AO","Unknown","705","[c]","21090","20720"
"Leaver CS","2021","65+","EO","Heterosexual / straight","385","[c]","27420","27570"
"Leaver CS","2021","65+","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Undeclared","105","[c]","27600","27570"
"Leaver CS","2021","65+","EO","Unknown","365","[c]","27730","27570"
"Leaver CS","2021","65+","G6/G7","Heterosexual / straight","90","[c]","62130","61010"
"Leaver CS","2021","65+","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Unknown","85","[c]","62570","60750"
"Leaver CS","2021","65+","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Heterosexual / straight","310","[c]","37920","36230"
"Leaver CS","2021","65+","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Undeclared","60","[c]","39130","38280"
"Leaver CS","2021","65+","SEO/HEO","Unknown","235","[c]","39840","38370"
"Leaver CS","2021","65+","Unknown","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","AA/AO","Heterosexual / straight","345","[c]","21280","21010"
"Leaver Dept.","2021","20-29","AA/AO","LGBO","45","[c]","21240","21010"
"Leaver Dept.","2021","20-29","AA/AO","Undeclared","35","[c]","21410","21010"
"Leaver Dept.","2021","20-29","AA/AO","Unknown","450","[c]","20850","20960"
"Leaver Dept.","2021","20-29","EO","Heterosexual / straight","525","[c]","26760","27500"
"Leaver Dept.","2021","20-29","EO","LGBO","65","[c]","26820","27230"
"Leaver Dept.","2021","20-29","EO","Undeclared","40","[c]","27440","27570"
