"Status","Year","Organisation","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","AA","35","30","22070","22230"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","EO","45","40","28950","29190"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","HEO","20","20","34960","35110"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","SEO","10","10","47170","46600"
"In post","2021","Accountant in Bankruptcy","Glasgow City","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Glasgow City","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","EO","35","30","24700","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","HEO","35","35","32370","30990"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","SEO","10","10","40790","40000"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","EO","15","10","26000","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","HEO","25","25","32360","31040"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","EO","35","35","24630","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","HEO","40","40","32240","31040"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","SEO","10","10","41420","40440"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","EO","45","40","24610","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","HEO","40","35","32230","31160"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","SEO","10","10","41690","42200"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","EO","20","20","24710","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","HEO","30","30","32290","31180"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","EO","65","60","24600","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","HEO","60","55","32900","34290"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","SEO","10","10","40980","39890"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","HEO","10","10","33530","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","SEO","10","10","40990","39880"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","AO","15","10","19970","19790"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","EO","30","30","24460","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","HEO","35","35","32030","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","SEO","10","10","40670","39580"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","Outside London","HEO","20","20","33010","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","EO","65","60","24580","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","HEO","55","50","32080","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","SEO","15","10","41120","39880"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","London","AO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","London","EO","35","35","28570","28750"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","London","G7","20","20","59220","58850"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","London","HEO","75","70","37750","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","London","SCS level","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","London","SEO","55","55","46490","47250"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","AO","35","35","21200","21050"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","HEO","10","10","30410","29610"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","AO","45","45","21050","21050"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","EO","10","10","25090","25100"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","HEO","10","10","30280","30420"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","EO","10","10","24930","25010"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","EO","15","15","25340","25100"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Outside London","SEO","10","10","40210","37430"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","AO","15","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","EO","15","15","25090","25320"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","SEO","15","15","43860","41960"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","AO","110","100","21120","21050"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","EO","45","40","25460","25190"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","HEO","10","10","30360","30190"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Outside London","SEO","30","30","40210","37690"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","AO","100","95","21080","21050"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","EO","25","25","25330","25100"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Outside London","SEO","15","15","42580","37740"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","EO","30","25","26380","24920"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","EO","20","15","25490","25320"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","HEO","10","10","30280","30420"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","SEO","20","20","40090","37580"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","AO","35","25","21080","21050"
