"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","EO","Female","35","[c]","25490","25710"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","EO","Male","30","[c]","25530","24250"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","G6/G7","Male","40","[c]","57820","54250"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","30","[c]","34810","33570"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","60","[c]","36760","38670"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","AA/AO","Female","60","[c]","22380","21050"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","AA/AO","Male","40","[c]","22750","23660"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","EO","Female","45","[c]","22420","24430"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","EO","Male","30","[c]","23890","26060"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","40","[c]","37030","35960"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","35","[c]","37270","35900"
"Leaver CS","2021","No function","Department for International Trade","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","AA/AO","Female","185","[c]","20830","21590"
"Leaver CS","2021","No function","Department for Transport","AA/AO","Male","125","[c]","21520","21590"
"Leaver CS","2021","No function","Department for Transport","EO","Female","40","[c]","27550","26780"
"Leaver CS","2021","No function","Department for Transport","EO","Male","105","[c]","27930","26780"
"Leaver CS","2021","No function","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","SEO/HEO","Male","55","[c]","40730","36180"
"Leaver CS","2021","No function","Department for Work and Pensions","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","SEO/HEO","Male","35","[c]","50520","45240"
"Leaver CS","2021","No function","Department of Health and Social Care","AA/AO","Female","130","[c]","20700","20150"
"Leaver CS","2021","No function","Department of Health and Social Care","AA/AO","Male","35","[c]","20480","20150"
"Leaver CS","2021","No function","Department of Health and Social Care","EO","Female","70","[c]","25720","25260"
"Leaver CS","2021","No function","Department of Health and Social Care","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department of Health and Social Care","G6/G7","Female","85","[c]","55570","52610"
"Leaver CS","2021","No function","Department of Health and Social Care","G6/G7","Male","45","[c]","58790","55130"
"Leaver CS","2021","No function","Department of Health and Social Care","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department of Health and Social Care","SCS level","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department of Health and Social Care","SEO/HEO","Female","175","[c]","36300","36180"
"Leaver CS","2021","No function","Department of Health and Social Care","SEO/HEO","Male","80","[c]","35840","35610"
"Leaver CS","2021","No function","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","ESTYN","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","ESTYN","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","AA/AO","Female","45","[c]","22400","22350"
"Leaver CS","2021","No function","HM Land Registry","AA/AO","Male","35","[c]","22630","22350"
"Leaver CS","2021","No function","HM Land Registry","EO","Female","45","[c]","27210","27130"
"Leaver CS","2021","No function","HM Land Registry","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","AA/AO","Male","50","[c]","17490","17180"
"Leaver CS","2021","No function","Ministry of Defence","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","SEO/HEO","Male","55","[c]","32700","32370"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","AA/AO","Female","1840","[c]","19740","19830"
"Leaver CS","2021","No function","Ministry of Justice","AA/AO","Male","2110","[c]","20330","19930"
"Leaver CS","2021","No function","Ministry of Justice","EO","Female","240","[c]","24340","24340"
"Leaver CS","2021","No function","Ministry of Justice","EO","Male","230","[c]","24680","23290"
"Leaver CS","2021","No function","Ministry of Justice","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","SEO/HEO","Female","195","[c]","31980","30990"
"Leaver CS","2021","No function","Ministry of Justice","SEO/HEO","Male","185","[c]","33570","30920"
"Leaver CS","2021","No function","Ministry of Justice","Unknown","Female","485","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Unknown","Male","175","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","EO","Male","40","[c]","35060","35040"
"Leaver CS","2021","No function","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","SEO/HEO","Male","50","[c]","45950","44830"
"Leaver CS","2021","No function","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","AA/AO","Female","75","[c]","22030","21490"
"Leaver CS","2021","No function","Scottish Government","AA/AO","Male","50","[c]","22620","21870"
"Leaver CS","2021","No function","Scottish Government","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","EO","Male","80","[c]","32830","33650"
"Leaver CS","2021","No function","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","AA/AO","Female","50","[c]","19270","19130"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","AA/AO","Male","65","[c]","19590","19130"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
