"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Other","120","95","31050","28920"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Policy","55","50","49990","42410"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Project Delivery","55","50","47720","42070"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Science and Engineering","15","10","61910","69390"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Security","35","35","25170","22210"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Home Office (incl. agencies)","Home Office","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","35","30","40690","38510"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","75","65","28650","24870"
"In post","2021","60-64","Insolvency Service","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Institute for Apprenticeships and Technical Education","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Legal","5","5","[c]","[c]"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Operational Delivery","65","60","27200","21180"
"In post","2021","60-64","Legal Aid Agency","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","60","55","41550","36520"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","Policy","10","10","[c]","[c]"
"In post","2021","60-64","Maritime and Coastguard Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","15","10","73460","76160"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","20","15","37910","34490"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","20","15","70130","68450"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","15","10","66480","66560"
"In post","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","10","10","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","25","25","37510","35030"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","5","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","10","5","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","25","25","45030","44060"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","65","60","40350","40580"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","50","45","32120","29200"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","65","60","34160","29200"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","120","110","38060","33630"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","140","125","30000","22600"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","65","60","38590","37780"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","15","15","35350","33300"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","65","60","32500","29200"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","140","120","47100","37890"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","85","80","28960","26930"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Research","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","1675","1595","25040","21580"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","50","45","39990","35970"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","420","395","39950","36460"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","380","360","30950","33300"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","285","275","30240","25190"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","600","550","25160","20060"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","115","105","33850","33300"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Finance","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Delivery","35","35","38940","34180"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Policy","35","35","50690","46490"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","30","30","43630","38800"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","40","35","48200","49370"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","45","35","43340","37580"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","75","70","34170","33980"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","30","30","37620","33520"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","10","5","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","15","10","40590","36700"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","National Crime Agency","Digital, Data and Technology","15","15","41390","38010"
"In post","2021","60-64","National Crime Agency","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","National Crime Agency","Human Resources","10","10","40940","40840"
"In post","2021","60-64","National Crime Agency","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","National Crime Agency","Operational Delivery","250","235","41110","38480"
"In post","2021","60-64","National Crime Agency","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Records of Scotland","Scottish Government","Unknown","40","35","33060","24910"
"In post","2021","60-64","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Savings and Investments","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Savings and Investments","Chancellor's other departments","Other","5","5","[c]","[c]"
"In post","2021","60-64","National Savings and Investments","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Budget Responsibility","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","85","80","67320","64500"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","20","20","24350","21160"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","15","15","23850","21160"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","5","5","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","10","10","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Office of Rail and Road","Operational Delivery","15","15","60520","63520"
"In post","2021","60-64","Office of Rail and Road","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of the Public Guardian","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of the Public Guardian","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of the Public Guardian","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of the Public Guardian","Ministry of Justice","Operational Delivery","70","60","21390","19930"
"In post","2021","60-64","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","25","20","33700","27530"
"In post","2021","60-64","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning Inspectors","35","25","61520","58810"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Digital, Data and Technology","10","5","[c]","[c]"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Finance","10","10","43430","33310"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Human Resources","10","5","[c]","[c]"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Knowledge and Information Management","40","30","35840","29250"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Medicine","50","40","125610","117810"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Operational Delivery","200","165","42400","36330"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Science and Engineering","115","100","50060","46000"
"In post","2021","60-64","Public Health England","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Registers of Scotland","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Registers of Scotland","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Registers of Scotland","Scottish Government","Operational Delivery","60","50","29120","30080"
"In post","2021","60-64","Registers of Scotland","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Royal Fleet Auxiliary","Ministry of Defence","Other","120","120","40030","37150"
"In post","2021","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","180","155","25820","24920"
"In post","2021","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Project Delivery","15","10","38930","38560"
"In post","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","Operational Delivery","180","145","25740","22820"
"In post","2021","60-64","Scottish Courts and Tribunals Service","Scottish Government","Property","10","10","[c]","[c]"
"In post","2021","60-64","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Forestry","Scottish Government","Unknown","10","10","36500","35330"
"In post","2021","60-64","Scottish Government (excl. agencies)","Scottish Government","Unknown","380","335","44790","38830"
"In post","2021","60-64","Scottish Housing Regulator","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Finance","10","10","34210","39500"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Human Resources","5","5","[c]","[c]"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Operational Delivery","260","160","33880","33650"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Other","80","65","32560","28870"
"In post","2021","60-64","Scottish Prison Service","Scottish Government","Project Delivery","5","5","[c]","[c]"
"In post","2021","60-64","Scottish Public Pensions Agency","Scottish Government","Unknown","30","25","30030","27150"
"In post","2021","60-64","Serious Fraud Office","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Serious Fraud Office","Attorney General's Departments","Counter Fraud","15","15","47530","42270"
"In post","2021","60-64","Serious Fraud Office","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Serious Fraud Office","Attorney General's Departments","Other","5","5","[c]","[c]"
"In post","2021","60-64","Serious Fraud Office","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Social Security Scotland","Scottish Government","Unknown","25","25","28680","23340"
"In post","2021","60-64","Standards and Testing Agency","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Standards and Testing Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Student Awards Agency for Scotland","Scottish Government","Unknown","10","10","26590","27160"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Commercial","5","5","[c]","[c]"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Operational Delivery","10","10","32760","32500"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Project Delivery","30","25","47300","44480"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Science and Engineering","45","40","45820","43490"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Teaching Regulation Agency","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","The National Archives","Commercial","5","5","[c]","[c]"
"In post","2021","60-64","The National Archives","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","The National Archives","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","60-64","The National Archives","The National Archives","Operational Delivery","10","10","32830","25270"
"In post","2021","60-64","The National Archives","The National Archives","Other","10","5","[c]","[c]"
"In post","2021","60-64","The National Archives","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Transport Scotland","Scottish Government","Unknown","40","35","42600","42190"
"In post","2021","60-64","UK Export Finance","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","UK Export Finance","Operational Delivery","15","15","58940","49900"
"In post","2021","60-64","UK Export Finance","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Operational Delivery","35","30","33080","33290"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
