"Status","Year","Disability","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","Outside London","Female","330","300","30360","29290"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","Outside London","Male","180","170","32320","29290"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","555","510","30960","28200"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","445","435","32700","30460"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Outside London","Female","265","235","28350","27570"
"In post","2021","Declared disabled","Cheshire","Outside London","Male","135","130","30740","27570"
"In post","2021","Declared disabled","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","Female","135","115","26430","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","Male","80","75","26520","26690"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Outside London","Female","135","115","26970","24920"
"In post","2021","Declared disabled","Cumbria","Outside London","Male","105","100","28820","26580"
"In post","2021","Declared disabled","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","Female","950","845","29660","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","Male","600","575","29430","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Outside London","Female","530","450","27430","26670"
"In post","2021","Declared disabled","Devon","Outside London","Male","430","405","30230","27570"
"In post","2021","Declared disabled","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","Female","330","290","27710","27150"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","Male","260","245","30070","27570"
"In post","2021","Declared disabled","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Outside London","Female","760","680","28220","27570"
"In post","2021","Declared disabled","East Anglia","Outside London","Male","600","565","30630","28200"
"In post","2021","Declared disabled","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Outside London","Female","1060","950","30430","27570"
"In post","2021","Declared disabled","East Wales","Outside London","Male","720","685","32340","27680"
"In post","2021","Declared disabled","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","Female","275","235","26580","27570"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","Male","225","210","27560","26930"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","Female","1100","1000","31990","27570"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","Male","825","785","33440","30080"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Outside London","Female","470","415","29320","29290"
"In post","2021","Declared disabled","Essex","Outside London","Male","240","225","31930","29290"
"In post","2021","Declared disabled","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","1535","1405","32670","28880"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","1465","1410","36440","33300"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Outside London","Female","1255","1115","29130","27570"
"In post","2021","Declared disabled","Greater Manchester","Outside London","Male","890","850","30270","27570"
"In post","2021","Declared disabled","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","Female","925","810","29680","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","Male","750","705","31300","28650"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","290","255","26970","26300"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","150","145","29320","27570"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","Female","95","85","27970","27570"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","Male","75","70","28510","27570"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inner London - East","London","Female","975","905","36590","31090"
"In post","2021","Declared disabled","Inner London - East","London","Male","595","575","39680","34870"
"In post","2021","Declared disabled","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inner London - West","London","Female","2910","2780","43940","39190"
"In post","2021","Declared disabled","Inner London - West","London","Male","2270","2230","45720","40380"
"In post","2021","Declared disabled","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Outside London","Female","530","480","28800","27380"
"In post","2021","Declared disabled","Kent","Outside London","Male","425","405","30470","29290"
"In post","2021","Declared disabled","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Outside London","Female","1225","1065","26680","27130"
