"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Tax","Outside London","G7","380","370","52360","52580"
"In post","2021","40-49","Tax","Outside London","HEO","945","905","31890","31810"
"In post","2021","40-49","Tax","Outside London","SCS level","10","10","76560","74500"
"In post","2021","40-49","Tax","Outside London","SEO","380","375","38260","38630"
"In post","2021","40-49","Tax","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","London","AA","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","London","AO","380","320","24380","25110"
"In post","2021","40-49","Unknown","London","EO","1355","1265","30840","31060"
"In post","2021","40-49","Unknown","London","G6","320","310","70620","68380"
"In post","2021","40-49","Unknown","London","G7","580","555","56890","56340"
"In post","2021","40-49","Unknown","London","HEO","415","405","36510","36650"
"In post","2021","40-49","Unknown","London","SCS level","435","425","92600","82090"
"In post","2021","40-49","Unknown","London","SEO","240","235","42000","41530"
"In post","2021","40-49","Unknown","Outside London","AA","290","255","21180","21150"
"In post","2021","40-49","Unknown","Outside London","AO","6585","5590","21060","21010"
"In post","2021","40-49","Unknown","Outside London","EO","11015","10045","27690","27570"
"In post","2021","40-49","Unknown","Outside London","G6","710","690","69320","69160"
"In post","2021","40-49","Unknown","Outside London","G7","1320","1270","54760","52930"
"In post","2021","40-49","Unknown","Outside London","HEO","2615","2515","33010","31990"
"In post","2021","40-49","Unknown","Outside London","SCS level","215","210","85910","80630"
"In post","2021","40-49","Unknown","Outside London","SEO","1630","1565","40650","39660"
"In post","2021","40-49","Unknown","Outside London","Unknown","10","10","74210","78410"
"In post","2021","40-49","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","G7","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","Unknown","80","75","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","AO","35","30","21950","21010"
"In post","2021","40-49","Unknown","Unknown","EO","115","110","27800","27570"
"In post","2021","40-49","Unknown","Unknown","G6","10","10","67990","67520"
"In post","2021","40-49","Unknown","Unknown","G7","20","20","51550","50170"
"In post","2021","40-49","Unknown","Unknown","HEO","50","50","32850","32000"
"In post","2021","40-49","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","SEO","15","15","38090","38350"
"In post","2021","40-49","Veterinarian","London","G7","10","10","55770","55550"
"In post","2021","40-49","Veterinarian","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","London","SEO","5","5","[c]","[c]"
"In post","2021","40-49","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinarian","Outside London","G6","10","10","[c]","[c]"
"In post","2021","40-49","Veterinarian","Outside London","G7","35","35","52520","52070"
"In post","2021","40-49","Veterinarian","Outside London","SEO","105","100","39270","37530"
"In post","2021","50-59","Commercial","London","AO","20","20","24460","24370"
"In post","2021","50-59","Commercial","London","EO","25","25","29580","30110"
"In post","2021","50-59","Commercial","London","G6","25","25","74050","72360"
"In post","2021","50-59","Commercial","London","G7","45","45","60910","59650"
"In post","2021","50-59","Commercial","London","HEO","35","35","36220","35130"
"In post","2021","50-59","Commercial","London","SCS level","15","15","89110","83150"
"In post","2021","50-59","Commercial","London","SEO","85","85","46100","45830"
"In post","2021","50-59","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Outside London","AA","10","5","[c]","[c]"
"In post","2021","50-59","Commercial","Outside London","AO","60","55","22960","22080"
"In post","2021","50-59","Commercial","Outside London","EO","120","115","26860","26670"
"In post","2021","50-59","Commercial","Outside London","G6","95","95","70400","68360"
"In post","2021","50-59","Commercial","Outside London","G7","200","195","54510","53430"
"In post","2021","50-59","Commercial","Outside London","HEO","245","235","32800","33300"
"In post","2021","50-59","Commercial","Outside London","SCS level","25","25","95750","93640"
"In post","2021","50-59","Commercial","Outside London","SEO","450","445","42740","42000"
"In post","2021","50-59","Commercial","Outside London","Unknown","45","45","46810","41860"
"In post","2021","50-59","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","London","AO","5","5","[c]","[c]"
"In post","2021","50-59","Communications","London","EO","40","40","29370","29100"
"In post","2021","50-59","Communications","London","G6","30","30","71710","72360"
"In post","2021","50-59","Communications","London","G7","60","60","55940","54650"
"In post","2021","50-59","Communications","London","HEO","55","55","36520","36240"
"In post","2021","50-59","Communications","London","SCS level","25","25","91590","84900"
"In post","2021","50-59","Communications","London","SEO","60","55","44300","43490"
"In post","2021","50-59","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Outside London","AO","45","45","21610","21580"
"In post","2021","50-59","Communications","Outside London","EO","95","90","27590","26930"
"In post","2021","50-59","Communications","Outside London","G6","30","30","66140","66230"
"In post","2021","50-59","Communications","Outside London","G7","55","55","53020","52580"
"In post","2021","50-59","Communications","Outside London","HEO","120","115","33320","33300"
"In post","2021","50-59","Communications","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Communications","Outside London","SEO","100","100","40590","40020"
"In post","2021","50-59","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","London","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Corporate Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","Outside London","G7","10","10","[c]","[c]"
"In post","2021","50-59","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","London","EO","15","15","29190","29170"
"In post","2021","50-59","Counter Fraud","London","G6","15","15","73810","75980"
"In post","2021","50-59","Counter Fraud","London","G7","20","20","58390","58470"
"In post","2021","50-59","Counter Fraud","London","HEO","25","25","36210","35460"
"In post","2021","50-59","Counter Fraud","London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Counter Fraud","London","SEO","35","35","42840","41470"
"In post","2021","50-59","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Outside London","AO","15","15","21460","21430"
"In post","2021","50-59","Counter Fraud","Outside London","EO","40","35","25860","25580"
"In post","2021","50-59","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Outside London","G7","10","10","53970","53700"
"In post","2021","50-59","Counter Fraud","Outside London","HEO","70","70","35020","34390"
"In post","2021","50-59","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Outside London","SEO","40","40","42510","43050"
"In post","2021","50-59","Digital, Data and Technology","London","AO","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","London","EO","75","70","30600","30430"
"In post","2021","50-59","Digital, Data and Technology","London","G6","80","80","73530","73700"
"In post","2021","50-59","Digital, Data and Technology","London","G7","255","250","60490","59300"
"In post","2021","50-59","Digital, Data and Technology","London","HEO","135","135","36200","35820"
"In post","2021","50-59","Digital, Data and Technology","London","SCS level","30","30","94110","89000"
"In post","2021","50-59","Digital, Data and Technology","London","SEO","225","225","44620","44260"
"In post","2021","50-59","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Outside London","AA","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Outside London","AO","75","75","22070","21580"
"In post","2021","50-59","Digital, Data and Technology","Outside London","EO","400","385","28120","26900"
"In post","2021","50-59","Digital, Data and Technology","Outside London","G6","150","150","66660","64670"
"In post","2021","50-59","Digital, Data and Technology","Outside London","G7","520","515","53670","52580"
"In post","2021","50-59","Digital, Data and Technology","Outside London","HEO","655","635","34140","33300"
"In post","2021","50-59","Digital, Data and Technology","Outside London","SCS level","55","50","90860","84800"
"In post","2021","50-59","Digital, Data and Technology","Outside London","SEO","695","680","41400","40580"
"In post","2021","50-59","Digital, Data and Technology","Outside London","Unknown","15","15","40770","40710"
"In post","2021","50-59","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","London","EO","5","5","[c]","[c]"
"In post","2021","50-59","Economics","London","G6","30","30","74560","72360"
"In post","2021","50-59","Economics","London","G7","30","30","60340","59430"
"In post","2021","50-59","Economics","London","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Economics","London","SCS level","20","20","97920","93000"
"In post","2021","50-59","Economics","London","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Economics","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Outside London","G6","5","5","[c]","[c]"
"In post","2021","50-59","Economics","Outside London","G7","15","15","54440","52730"
"In post","2021","50-59","Economics","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Economics","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","London","AO","20","20","24260","25140"
"In post","2021","50-59","Finance","London","EO","80","80","29200","29470"
"In post","2021","50-59","Finance","London","G6","75","75","71310","71290"
"In post","2021","50-59","Finance","London","G7","155","150","59790","59160"
"In post","2021","50-59","Finance","London","HEO","130","125","36470","35660"
"In post","2021","50-59","Finance","London","SCS level","45","45","99040","94880"
"In post","2021","50-59","Finance","London","SEO","165","160","43780","43300"
"In post","2021","50-59","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Outside London","AA","20","15","19330","19560"
"In post","2021","50-59","Finance","Outside London","AO","400","330","21350","21440"
"In post","2021","50-59","Finance","Outside London","EO","365","345","26920","26670"
"In post","2021","50-59","Finance","Outside London","G6","130","125","67050","66030"
"In post","2021","50-59","Finance","Outside London","G7","290","285","55050","53600"
"In post","2021","50-59","Finance","Outside London","HEO","375","360","33430","33300"
"In post","2021","50-59","Finance","Outside London","SCS level","55","55","90530","83330"
"In post","2021","50-59","Finance","Outside London","SEO","430","425","42020","40620"
"In post","2021","50-59","Finance","Outside London","Unknown","30","25","46280","41910"
"In post","2021","50-59","Finance","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","EO","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","London","AO","15","15","24830","25060"
"In post","2021","50-59","Human Resources","London","EO","75","75","30170","30370"
"In post","2021","50-59","Human Resources","London","G6","80","80","71650","69800"
"In post","2021","50-59","Human Resources","London","G7","165","160","58610","57740"
"In post","2021","50-59","Human Resources","London","HEO","150","150","36120","35760"
"In post","2021","50-59","Human Resources","London","SCS level","45","45","91970","85650"
"In post","2021","50-59","Human Resources","London","SEO","140","135","44940","43960"
"In post","2021","50-59","Human Resources","Outside London","AA","15","15","19190","19560"
"In post","2021","50-59","Human Resources","Outside London","AO","335","310","21620","21580"
"In post","2021","50-59","Human Resources","Outside London","EO","290","275","27000","26700"
"In post","2021","50-59","Human Resources","Outside London","G6","100","100","65310","64670"
"In post","2021","50-59","Human Resources","Outside London","G7","225","220","53710","52600"
"In post","2021","50-59","Human Resources","Outside London","HEO","355","335","33060","33300"
"In post","2021","50-59","Human Resources","Outside London","SCS level","25","25","85310","81840"
"In post","2021","50-59","Human Resources","Outside London","SEO","320","305","42240","41000"
"In post","2021","50-59","Human Resources","Outside London","Unknown","15","15","50950","50440"
"In post","2021","50-59","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Inspector of Education and Training","London","G6","15","15","85550","85550"
"In post","2021","50-59","Inspector of Education and Training","London","G7","40","40","72700","75500"
"In post","2021","50-59","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Inspector of Education and Training","London","SEO","40","35","51230","51360"
"In post","2021","50-59","Inspector of Education and Training","Outside London","G6","55","55","79100","74730"
"In post","2021","50-59","Inspector of Education and Training","Outside London","G7","130","130","73490","75500"
"In post","2021","50-59","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Inspector of Education and Training","Outside London","SEO","110","105","51210","51360"
"In post","2021","50-59","Intelligence Analysis","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Intelligence Analysis","London","AO","25","25","25450","25630"
"In post","2021","50-59","Intelligence Analysis","London","EO","115","110","30980","30560"
"In post","2021","50-59","Intelligence Analysis","London","G6","15","15","69550","68300"
"In post","2021","50-59","Intelligence Analysis","London","G7","50","50","58680","58570"
"In post","2021","50-59","Intelligence Analysis","London","HEO","65","60","37150","36950"
"In post","2021","50-59","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Intelligence Analysis","London","SEO","70","70","44620","44650"
"In post","2021","50-59","Intelligence Analysis","Outside London","AO","20","15","21430","21430"
"In post","2021","50-59","Intelligence Analysis","Outside London","EO","310","300","27540","27370"
"In post","2021","50-59","Intelligence Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Intelligence Analysis","Outside London","G7","20","20","54590","52680"
"In post","2021","50-59","Intelligence Analysis","Outside London","HEO","120","115","32950","33300"
"In post","2021","50-59","Intelligence Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Intelligence Analysis","Outside London","SEO","35","35","40410","40580"
"In post","2021","50-59","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Intelligence Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Intelligence Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Intelligence Analysis","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Intelligence Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","AO","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","G6","10","10","75040","70780"
"In post","2021","50-59","Internal Audit","London","G7","15","15","57830","56450"
"In post","2021","50-59","Internal Audit","London","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","SEO","30","30","49360","49830"
"In post","2021","50-59","Internal Audit","Outside London","AO","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","Outside London","EO","10","10","28070","27320"
"In post","2021","50-59","Internal Audit","Outside London","G6","25","25","65430","65000"
"In post","2021","50-59","Internal Audit","Outside London","G7","35","35","53930","52600"
"In post","2021","50-59","Internal Audit","Outside London","HEO","45","45","34450","33930"
"In post","2021","50-59","Internal Audit","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","Outside London","SEO","105","95","43620","42520"
"In post","2021","50-59","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","London","EO","10","10","29930","30100"
"In post","2021","50-59","International Trade","London","G6","25","25","65880","65770"
"In post","2021","50-59","International Trade","London","G7","45","45","53990","52790"
"In post","2021","50-59","International Trade","London","HEO","30","30","34710","35540"
"In post","2021","50-59","International Trade","London","SCS level","25","25","91020","82130"
"In post","2021","50-59","International Trade","London","SEO","30","30","39570","39430"
"In post","2021","50-59","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Outside London","G6","10","10","[c]","[c]"
"In post","2021","50-59","International Trade","Outside London","G7","10","10","49180","48680"
"In post","2021","50-59","International Trade","Outside London","HEO","25","20","31390","31810"
"In post","2021","50-59","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Outside London","SEO","20","15","37880","38630"
"In post","2021","50-59","International Trade","Overseas","G6","5","5","[c]","[c]"
"In post","2021","50-59","International Trade","Overseas","G7","10","10","[c]","[c]"
"In post","2021","50-59","International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","London","AO","40","40","24440","24360"
"In post","2021","50-59","Knowledge and Information Management","London","EO","50","45","29210","29250"
"In post","2021","50-59","Knowledge and Information Management","London","G6","20","20","69790","68310"
"In post","2021","50-59","Knowledge and Information Management","London","G7","40","40","56360","57190"
"In post","2021","50-59","Knowledge and Information Management","London","HEO","50","45","36130","35510"
"In post","2021","50-59","Knowledge and Information Management","London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","London","SEO","45","45","43380","43860"
"In post","2021","50-59","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Outside London","AO","70","65","21420","21130"
"In post","2021","50-59","Knowledge and Information Management","Outside London","EO","110","105","26800","26670"
"In post","2021","50-59","Knowledge and Information Management","Outside London","G6","10","10","67450","66580"
"In post","2021","50-59","Knowledge and Information Management","Outside London","G7","60","55","53840","52470"
"In post","2021","50-59","Knowledge and Information Management","Outside London","HEO","120","120","33470","33300"
"In post","2021","50-59","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Outside London","SEO","115","110","41320","40740"
"In post","2021","50-59","Knowledge and Information Management","Outside London","Unknown","15","15","54130","47610"
"In post","2021","50-59","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","London","AO","15","15","25510","25630"
"In post","2021","50-59","Legal","London","EO","95","95","31060","31610"
"In post","2021","50-59","Legal","London","G6","285","265","72290","72740"
"In post","2021","50-59","Legal","London","G7","375","360","60950","61110"
"In post","2021","50-59","Legal","London","HEO","145","140","37070","36240"
"In post","2021","50-59","Legal","London","SCS level","135","130","90550","83250"
"In post","2021","50-59","Legal","London","SEO","135","130","44700","43500"
"In post","2021","50-59","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Outside London","AO","90","80","21010","21440"
"In post","2021","50-59","Legal","Outside London","EO","270","255","26850","27130"
"In post","2021","50-59","Legal","Outside London","G6","100","100","73530","71490"
"In post","2021","50-59","Legal","Outside London","G7","935","860","57890","55610"
"In post","2021","50-59","Legal","Outside London","HEO","380","365","33230","32100"
"In post","2021","50-59","Legal","Outside London","SCS level","45","45","89180","83920"
"In post","2021","50-59","Legal","Outside London","SEO","495","455","43640","43460"
"In post","2021","50-59","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","London","G6","20","15","71540","67860"
"In post","2021","50-59","Medicine","London","G7","10","10","[c]","[c]"
"In post","2021","50-59","Medicine","London","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Medicine","London","SCS level","75","65","109010","104580"
"In post","2021","50-59","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Outside London","AA","15","10","18940","18800"
"In post","2021","50-59","Medicine","Outside London","AO","50","50","22780","22640"
"In post","2021","50-59","Medicine","Outside London","EO","85","80","31120","30620"
"In post","2021","50-59","Medicine","Outside London","G6","55","45","85270","84470"
"In post","2021","50-59","Medicine","Outside London","G7","135","115","75640","79040"
"In post","2021","50-59","Medicine","Outside London","HEO","120","110","37380","37890"
"In post","2021","50-59","Medicine","Outside London","SCS level","95","85","118570","115970"
"In post","2021","50-59","Medicine","Outside London","SEO","55","50","43950","44500"
"In post","2021","50-59","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Overseas","G7","10","10","[c]","[c]"
"In post","2021","50-59","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Delivery","London","AA","370","345","22590","22210"
"In post","2021","50-59","Operational Delivery","London","AO","1825","1720","26230","25630"
"In post","2021","50-59","Operational Delivery","London","EO","2150","2015","30180","29570"
"In post","2021","50-59","Operational Delivery","London","G6","220","215","73220","71290"
"In post","2021","50-59","Operational Delivery","London","G7","525","515","58430","57680"
"In post","2021","50-59","Operational Delivery","London","HEO","1055","1030","36750","36160"
"In post","2021","50-59","Operational Delivery","London","SCS level","135","135","101720","94690"
"In post","2021","50-59","Operational Delivery","London","SEO","740","725","44520","42910"
"In post","2021","50-59","Operational Delivery","London","Unknown","355","345","35970","36580"
"In post","2021","50-59","Operational Delivery","Outside London","AA","3165","2810","19840","20070"
"In post","2021","50-59","Operational Delivery","Outside London","AO","16055","14230","23400","21440"
"In post","2021","50-59","Operational Delivery","Outside London","EO","11760","10910","28030","27130"
"In post","2021","50-59","Operational Delivery","Outside London","G6","515","510","70410","66970"
"In post","2021","50-59","Operational Delivery","Outside London","G7","1290","1270","54830","52580"
"In post","2021","50-59","Operational Delivery","Outside London","HEO","5575","5290","34010","33620"
"In post","2021","50-59","Operational Delivery","Outside London","SCS level","170","165","90350","84780"
"In post","2021","50-59","Operational Delivery","Outside London","SEO","2845","2765","43780","41140"
"In post","2021","50-59","Operational Delivery","Outside London","Unknown","2505","2335","30950","28200"
"In post","2021","50-59","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Delivery","Overseas","EO","40","40","28530","27370"
"In post","2021","50-59","Operational Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Delivery","Overseas","G7","10","10","73530","73440"
"In post","2021","50-59","Operational Delivery","Overseas","HEO","15","15","49120","37430"
"In post","2021","50-59","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Delivery","Overseas","SEO","40","40","66740","64560"
"In post","2021","50-59","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Delivery","Unknown","EO","15","15","28750","26800"
"In post","2021","50-59","Operational Delivery","Unknown","G7","5","5","[c]","[c]"
"In post","2021","50-59","Operational Delivery","Unknown","HEO","30","30","42460","43630"
"In post","2021","50-59","Operational Delivery","Unknown","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Operational Research","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","London","G6","10","10","73240","73920"
"In post","2021","50-59","Operational Research","London","G7","15","10","63750","64030"
"In post","2021","50-59","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Operational Research","London","SEO","10","5","[c]","[c]"
"In post","2021","50-59","Operational Research","Outside London","AO","5","5","[c]","[c]"
"In post","2021","50-59","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Outside London","G6","10","10","66180","67020"
"In post","2021","50-59","Operational Research","Outside London","G7","85","80","51390","49770"
"In post","2021","50-59","Operational Research","Outside London","HEO","15","15","32860","33350"
"In post","2021","50-59","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Outside London","SEO","25","25","39800","38630"
"In post","2021","50-59","Other","London","AA","50","50","22490","22210"
"In post","2021","50-59","Other","London","AO","205","195","25850","25390"
"In post","2021","50-59","Other","London","EO","275","255","28770","29310"
"In post","2021","50-59","Other","London","G6","80","75","76690","71840"
