"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","London","Ealing","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Ealing","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Ealing","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Ealing","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Ealing","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Ealing","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Enfield","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Enfield","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Enfield","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Enfield","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Enfield","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","AO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","EO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","AO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","EO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Haringey and Islington","Unknown","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","EO","25","25","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","AO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","EO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Kensington & Chelsea and Hammersmith & Fulham","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Kensington & Chelsea and Hammersmith & Fulham","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Kensington & Chelsea and Hammersmith & Fulham","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Kensington & Chelsea and Hammersmith & Fulham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Kensington & Chelsea and Hammersmith & Fulham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Kensington & Chelsea and Hammersmith & Fulham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Kensington & Chelsea and Hammersmith & Fulham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","AO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","EO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","G7","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","SEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Lewisham and Southwark","Unknown","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Merton, Kingston upon Thames and Sutton","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Merton, Kingston upon Thames and Sutton","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Merton, Kingston upon Thames and Sutton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Merton, Kingston upon Thames and Sutton","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Merton, Kingston upon Thames and Sutton","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Merton, Kingston upon Thames and Sutton","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Merton, Kingston upon Thames and Sutton","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Redbridge and Waltham Forest","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Redbridge and Waltham Forest","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Redbridge and Waltham Forest","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Redbridge and Waltham Forest","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Redbridge and Waltham Forest","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Redbridge and Waltham Forest","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Redbridge and Waltham Forest","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Tower Hamlets","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Tower Hamlets","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","London","Tower Hamlets","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Tower Hamlets","G6","15","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Tower Hamlets","G7","30","30","57100","56340"
"In post","2021","Other ethnicity","London","Tower Hamlets","HEO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","London","Tower Hamlets","SCS level","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Tower Hamlets","SEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","London","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Westminster","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Westminster","AO","35","35","25020","25010"
"In post","2021","Other ethnicity","London","Westminster","EO","105","100","28770","28670"
"In post","2021","Other ethnicity","London","Westminster","G6","70","70","68370","66440"
"In post","2021","Other ethnicity","London","Westminster","G7","145","135","56420","54700"
"In post","2021","Other ethnicity","London","Westminster","HEO","150","150","35270","34940"
"In post","2021","Other ethnicity","London","Westminster","SCS level","35","30","86800","80010"
"In post","2021","Other ethnicity","London","Westminster","SEO","95","95","42170","41500"
"In post","2021","Other ethnicity","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Northumberland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Northumberland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Northumberland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Northumberland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Northumberland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Northumberland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","AO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","G7","5","5","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire West and Chester","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire West and Chester","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North East","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North East","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North East","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South East","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South East","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","EO","10","5","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","SEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Lancaster and Wyre","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Lancaster and Wyre","AO","[c]","[c]","[c]","[c]"
