"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Water Services Regulation Authority","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Economics","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","Outside London","EO","10","10","28470","28300"
"In post","2021","Water Services Regulation Authority","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","London","G6/G7","10","10","79510","75000"
"In post","2021","Water Services Regulation Authority","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","Outside London","G6/G7","10","10","76370","77420"
"In post","2021","Water Services Regulation Authority","Policy","Outside London","SEO/HEO","20","20","46960","46390"
"In post","2021","Water Services Regulation Authority","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","Outside London","SEO/HEO","10","10","46190","44520"
"In post","2021","Water Services Regulation Authority","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","Outside London","AA/AO","20","15","23550","23830"
"In post","2021","Welsh Government","Communications","Outside London","EO","35","30","28570","28850"
"In post","2021","Welsh Government","Communications","Outside London","G6/G7","20","20","59550","60830"
"In post","2021","Welsh Government","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","Outside London","SEO/HEO","90","85","40520","37410"
"In post","2021","Welsh Government","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","Outside London","AA/AO","35","35","22650","23000"
"In post","2021","Welsh Government","Digital, Data and Technology","Outside London","EO","60","55","28950","28850"
"In post","2021","Welsh Government","Digital, Data and Technology","Outside London","G6/G7","25","25","61920","60830"
"In post","2021","Welsh Government","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","Outside London","SEO/HEO","105","100","41000","37410"
"In post","2021","Welsh Government","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Welsh Government","Economics","Outside London","G6/G7","25","25","63170","60830"
"In post","2021","Welsh Government","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","Outside London","SEO/HEO","15","15","37190","35950"
"In post","2021","Welsh Government","Finance","Outside London","AA/AO","45","45","23580","23830"
"In post","2021","Welsh Government","Finance","Outside London","EO","80","75","28740","28850"
"In post","2021","Welsh Government","Finance","Outside London","G6/G7","60","60","62810","60830"
"In post","2021","Welsh Government","Finance","Outside London","SCS level","15","15","88690","82770"
"In post","2021","Welsh Government","Finance","Outside London","SEO/HEO","130","125","41170","37410"
"In post","2021","Welsh Government","Human Resources","Outside London","AA/AO","60","55","23190","23830"
"In post","2021","Welsh Government","Human Resources","Outside London","EO","40","35","28720","28850"
"In post","2021","Welsh Government","Human Resources","Outside London","G6/G7","20","20","59810","60830"
"In post","2021","Welsh Government","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","Outside London","SEO/HEO","80","75","40680","37410"
"In post","2021","Welsh Government","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","Outside London","SEO/HEO","15","15","39360","37410"
"In post","2021","Welsh Government","Knowledge and Information Management","Outside London","AA/AO","35","30","23330","23830"
"In post","2021","Welsh Government","Knowledge and Information Management","Outside London","EO","30","25","28620","28850"
"In post","2021","Welsh Government","Knowledge and Information Management","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","Outside London","SEO/HEO","45","40","39690","37410"
"In post","2021","Welsh Government","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","Outside London","EO","10","10","26300","26290"
"In post","2021","Welsh Government","Legal","Outside London","G6/G7","125","115","60430","60830"
"In post","2021","Welsh Government","Legal","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Welsh Government","Legal","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Welsh Government","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","Outside London","AA/AO","20","15","23460","23830"
"In post","2021","Welsh Government","Medicine","Outside London","EO","25","20","28740","28850"
"In post","2021","Welsh Government","Medicine","Outside London","G6/G7","45","45","60430","60830"
"In post","2021","Welsh Government","Medicine","Outside London","SCS level","10","10","91040","86250"
"In post","2021","Welsh Government","Medicine","Outside London","SEO/HEO","65","60","40910","37410"
"In post","2021","Welsh Government","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","Outside London","AA/AO","515","455","23370","23830"
"In post","2021","Welsh Government","Operational Delivery","Outside London","EO","350","330","28710","28850"
"In post","2021","Welsh Government","Operational Delivery","Outside London","G6/G7","205","200","63530","60830"
"In post","2021","Welsh Government","Operational Delivery","Outside London","SCS level","35","35","91590","82210"
"In post","2021","Welsh Government","Operational Delivery","Outside London","SEO/HEO","530","505","40610","37410"
"In post","2021","Welsh Government","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","Outside London","AA/AO","50","50","23410","23830"
"In post","2021","Welsh Government","Other","Outside London","EO","55","50","28760","28850"
"In post","2021","Welsh Government","Other","Outside London","G6/G7","110","105","62920","60830"
"In post","2021","Welsh Government","Other","Outside London","SCS level","10","10","93430","83440"
"In post","2021","Welsh Government","Other","Outside London","SEO/HEO","390","365","40040","37410"
"In post","2021","Welsh Government","Planning","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","Outside London","SEO/HEO","20","20","40280","37410"
"In post","2021","Welsh Government","Policy","Outside London","AA/AO","155","150","23320","23830"
"In post","2021","Welsh Government","Policy","Outside London","EO","275","260","28770","28850"
"In post","2021","Welsh Government","Policy","Outside London","G6/G7","320","310","60600","60830"
"In post","2021","Welsh Government","Policy","Outside London","SCS level","70","70","89650","80930"
"In post","2021","Welsh Government","Policy","Outside London","SEO/HEO","775","730","40660","37410"
"In post","2021","Welsh Government","Policy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Project Delivery","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Welsh Government","Project Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Welsh Government","Project Delivery","Outside London","G6/G7","15","15","61350","60830"
"In post","2021","Welsh Government","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Project Delivery","Outside London","SEO/HEO","45","40","40190","40440"
"In post","2021","Welsh Government","Property","Outside London","AA/AO","15","15","23830","23830"
"In post","2021","Welsh Government","Property","Outside London","EO","15","10","28650","28850"
"In post","2021","Welsh Government","Property","Outside London","G6/G7","15","15","62820","60830"
"In post","2021","Welsh Government","Property","Outside London","SEO/HEO","25","25","42790","47000"
"In post","2021","Welsh Government","Science and Engineering","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Science and Engineering","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Welsh Government","Science and Engineering","Outside London","G6/G7","20","20","62620","60830"
"In post","2021","Welsh Government","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Science and Engineering","Outside London","SEO/HEO","40","35","42850","47000"
"In post","2021","Welsh Government","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Social Research","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Welsh Government","Social Research","Outside London","SEO/HEO","130","125","45970","47000"
"In post","2021","Welsh Government","Statistics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Statistics","Outside London","EO","20","20","27770","28850"
"In post","2021","Welsh Government","Statistics","Outside London","G6/G7","15","15","60100","60830"
"In post","2021","Welsh Government","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Statistics","Outside London","SEO/HEO","45","40","39260","39310"
"In post","2021","Welsh Government","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Tax","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Welsh Government","Veterinarian","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Welsh Government","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Counter Fraud","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Legal","London","G6/G7","95","[c]","59720","55000"
"Leaver CS","2021","Attorney General's Departments","Legal","London","SCS level","15","[c]","95590","84150"
"Leaver CS","2021","Attorney General's Departments","Legal","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Legal","Outside London","G6/G7","105","[c]","57610","55610"
"Leaver CS","2021","Attorney General's Departments","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Legal","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","London","AA/AO","15","[c]","22790","23520"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","Outside London","AA/AO","60","[c]","21870","21950"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","Outside London","EO","15","[c]","27940","28430"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Other","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Other","London","EO","15","[c]","27080","27150"
"Leaver CS","2021","Attorney General's Departments","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","London","AA/AO","35","[c]","20990","19120"
"Leaver CS","2021","Cabinet Office","Unknown","London","EO","15","[c]","26720","26970"
"Leaver CS","2021","Cabinet Office","Unknown","London","G6/G7","70","[c]","59190","57910"
"Leaver CS","2021","Cabinet Office","Unknown","London","SCS level","25","[c]","107620","95820"
"Leaver CS","2021","Cabinet Office","Unknown","London","SEO/HEO","50","[c]","37400","35920"
"Leaver CS","2021","Cabinet Office","Unknown","Outside London","AA/AO","25","[c]","20050","20370"
"Leaver CS","2021","Cabinet Office","Unknown","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Outside London","SEO/HEO","25","[c]","33350","33110"
"Leaver CS","2021","Cabinet Office","Unknown","Unknown","AA/AO","15","[c]","21340","20800"
"Leaver CS","2021","Cabinet Office","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Unknown","G6/G7","35","[c]","69600","64640"
"Leaver CS","2021","Cabinet Office","Unknown","Unknown","SCS level","20","[c]","106010","99170"
"Leaver CS","2021","Cabinet Office","Unknown","Unknown","SEO/HEO","40","[c]","30940","28840"
"Leaver CS","2021","Chancellor's other departments","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Outside London","SEO/HEO","10","[c]","37340","37910"
"Leaver CS","2021","Competition and Markets Authority","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","London","G6/G7","10","[c]","66630","72070"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
