"Status","Year","Age","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","East Riding of Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Surrey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Surrey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Enfield","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Enfield","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Falkirk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Falkirk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","Outside London","Male","15","15","[c]","[c]"
"In post","2021","16-19","Glasgow City","Outside London","Female","25","25","[c]","[c]"
"In post","2021","16-19","Glasgow City","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Gloucestershire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South West","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Greater Manchester South West","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Gwent Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwent Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hackney and Newham","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hackney and Newham","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Harrow and Hillingdon","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Harrow and Hillingdon","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heart of Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heart of Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hertfordshire","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kensington & Chelsea and Hammersmith & Fulham","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kensington & Chelsea and Hammersmith & Fulham","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kingston upon Hull, City of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kingston upon Hull, City of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Lambeth","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancaster and Wyre","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancaster and Wyre","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","Outside London","Female","20","20","[c]","[c]"
"In post","2021","16-19","Leeds","Outside London","Male","30","25","[c]","[c]"
"In post","2021","16-19","Leicester","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Leicester","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Leicestershire CC and Rutland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire CC and Rutland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Liverpool","Outside London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Liverpool","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","Outside London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Manchester","Outside London","Male","15","15","[c]","[c]"
"In post","2021","16-19","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","Outside London","Female","20","20","[c]","[c]"
"In post","2021","16-19","Nottingham","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Orkney Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Orkney Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","Male","15","15","[c]","[c]"
"In post","2021","16-19","Portsmouth","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Outside London","Female","15","15","[c]","[c]"
"In post","2021","16-19","Sefton","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Sheffield","Outside London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Sheffield","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southend-on-Sea","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southend-on-Sea","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Suffolk","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Sunderland","Outside London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Sunderland","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Swansea","Outside London","Female","35","30","19970","19950"
"In post","2021","16-19","Swansea","Outside London","Male","15","10","[c]","[c]"
"In post","2021","16-19","Thurrock","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Thurrock","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tyneside","Outside London","Female","30","25","[c]","[c]"
"In post","2021","16-19","Tyneside","Outside London","Male","35","35","21450","21010"
"In post","2021","16-19","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Male","35","35","19210","16470"
"In post","2021","16-19","Wakefield","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wakefield","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Lothian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Lothian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","London","Female","50","50","25820","25140"
"In post","2021","16-19","Westminster","London","Male","45","45","25580","25170"
"In post","2021","16-19","Wiltshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Wiltshire","Outside London","Male","20","20","[c]","[c]"
"In post","2021","16-19","Wirral","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wirral","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wolverhampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wolverhampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","York","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","York","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","Female","140","135","26920","26160"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","Male","90","90","27540","27150"
"In post","2021","20-29","Angus and Dundee City","Outside London","Female","120","115","23390","21010"
"In post","2021","20-29","Angus and Dundee City","Outside London","Male","95","95","22730","21010"
"In post","2021","20-29","Antrim and Newtownabbey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Antrim and Newtownabbey","Outside London","Male","10","10","[c]","[c]"
"In post","2021","20-29","Ards and North Down","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ards and North Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","London","Female","55","55","29390","31060"
"In post","2021","20-29","Barking & Dagenham and Havering","London","Male","35","35","29790","31060"
"In post","2021","20-29","Barnet","London","Female","230","225","30550","31060"
"In post","2021","20-29","Barnet","London","Male","105","100","30320","31060"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","Female","245","235","24440","22920"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","Male","175","175","25100","25790"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","1175","1155","27270","26670"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","1640","1635","28070","27540"
"In post","2021","20-29","Bedford","Outside London","Female","85","85","26590","27570"
"In post","2021","20-29","Bedford","Outside London","Male","70","70","28030","29050"
"In post","2021","20-29","Belfast","Outside London","Female","195","185","23490","20140"
"In post","2021","20-29","Belfast","Outside London","Male","195","190","23130","20140"
"In post","2021","20-29","Berkshire","Outside London","Female","180","175","28010","26610"
"In post","2021","20-29","Berkshire","Outside London","Male","240","240","29370","27680"
"In post","2021","20-29","Bexley and Greenwich","London","Female","195","190","29220","31060"
"In post","2021","20-29","Bexley and Greenwich","London","Male","135","135","30260","31060"
"In post","2021","20-29","Birmingham","Outside London","Female","1000","975","25030","23140"
"In post","2021","20-29","Birmingham","Outside London","Male","800","790","25950","24880"
"In post","2021","20-29","Blackburn with Darwen","Outside London","Female","35","30","24900","27570"
"In post","2021","20-29","Blackburn with Darwen","Outside London","Male","25","25","[c]","[c]"
"In post","2021","20-29","Blackpool","Outside London","Female","295","285","24470","21010"
"In post","2021","20-29","Blackpool","Outside London","Male","290","290","24430","21010"
"In post","2021","20-29","Bournemouth and Poole","Outside London","Female","35","35","23550","22920"
"In post","2021","20-29","Bournemouth and Poole","Outside London","Male","15","15","[c]","[c]"
"In post","2021","20-29","Bradford","Outside London","Female","235","225","23610","21010"
"In post","2021","20-29","Bradford","Outside London","Male","250","245","23640","20750"
"In post","2021","20-29","Breckland and South Norfolk","Outside London","Female","45","45","24680","24440"
"In post","2021","20-29","Breckland and South Norfolk","Outside London","Male","60","60","24050","23970"
"In post","2021","20-29","Brent","London","Female","65","65","29250","31060"
"In post","2021","20-29","Brent","London","Male","40","40","30130","31060"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Outside London","Female","55","55","25080","27570"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Outside London","Male","25","25","[c]","[c]"
"In post","2021","20-29","Brighton and Hove","Outside London","Female","55","55","25310","26970"
"In post","2021","20-29","Brighton and Hove","Outside London","Male","25","25","[c]","[c]"
"In post","2021","20-29","Bristol, City of","Outside London","Female","650","630","27440","25560"
"In post","2021","20-29","Bristol, City of","Outside London","Male","460","455","28590","26050"
"In post","2021","20-29","Bromley","London","Female","40","40","27870","31060"
"In post","2021","20-29","Bromley","London","Male","20","20","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Outside London","Female","175","170","27790","27850"
