"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Government Actuary's Department","Other","Heterosexual / straight","135","125","72320","66000"
"In post","2021","Analysis","Government Actuary's Department","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Other","Undeclared","30","25","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Other","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Operational Delivery","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Economics","Heterosexual / straight","65","65","48460","37410"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Economics","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Economics","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Economics","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","Heterosexual / straight","60","55","45400","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","Heterosexual / straight","60","55","46160","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","Heterosexual / straight","175","170","45840","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","Unknown","60","55","37560","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tax","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tax","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","Heterosexual / straight","65","65","49200","52530"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Policy","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Heterosexual / straight","135","125","39990","38400"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Statistics","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Heterosexual / straight","60","60","43760","35060"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Heterosexual / straight","85","80","48140","45800"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","LGBO","5","5","[c]","[c]"
