"Status","Year","Function_of_post","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Department of Health and Social Care","London","Male","85","[c]","49890","40470"
"Leaver CS","2021","No function","Department of Health and Social Care","Outside London","Female","300","[c]","35520","29960"
"Leaver CS","2021","No function","Department of Health and Social Care","Outside London","Male","125","[c]","45350","36010"
"Leaver CS","2021","No function","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","Outside London","Female","115","[c]","27260","27130"
"Leaver CS","2021","No function","HM Land Registry","Outside London","Male","75","[c]","27700","27130"
"Leaver CS","2021","No function","HM Treasury","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","Outside London","Female","45","[c]","27560","25520"
"Leaver CS","2021","No function","Ministry of Defence","Outside London","Male","130","[c]","29870","28170"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Outside London","Male","40","[c]","42210","41950"
"Leaver CS","2021","No function","Ministry of Justice","London","Female","430","[c]","26380","22810"
"Leaver CS","2021","No function","Ministry of Justice","London","Male","345","[c]","29610","23500"
"Leaver CS","2021","No function","Ministry of Justice","Outside London","Female","2350","[c]","20780","19930"
"Leaver CS","2021","No function","Ministry of Justice","Outside London","Male","2390","[c]","22100","19930"
"Leaver CS","2021","No function","Ministry of Justice","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","London","Male","40","[c]","47340","41220"
"Leaver CS","2021","No function","National Crime Agency","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Outside London","Male","60","[c]","41510","40210"
"Leaver CS","2021","No function","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Outside London","Female","55","[c]","47270","51360"
"Leaver CS","2021","No function","Office for Standards in Education","Outside London","Male","35","[c]","57840","75500"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Outside London","Female","115","[c]","26080","22220"
"Leaver CS","2021","No function","Scottish Government","Outside London","Male","165","[c]","33110","33650"
"Leaver CS","2021","No function","The National Archives","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Outside London","Female","80","[c]","24560","19520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Outside London","Male","90","[c]","23730","19520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Outside London","Female","205","[c]","32060","28710"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Outside London","Male","435","[c]","36540","34560"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","Outside London","Female","105","[c]","26930","24500"
"Leaver CS","2021","Property","HM Revenue and Customs","Outside London","Male","110","[c]","29930","25500"
"Leaver CS","2021","Property","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Outside London","Female","35","[c]","24240","18800"
"Leaver CS","2021","Property","Ministry of Defence","Outside London","Male","100","[c]","30410","32430"
"Leaver CS","2021","Property","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Government","Outside London","Male","55","[c]","28630","26530"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Transport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Transport","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Outside London","Female","45","[c]","29810","26670"
"Leaver CS","2021","Security","Ministry of Defence","Outside London","Male","280","[c]","29310","26100"
"Leaver CS","2021","Security","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Justice","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","London","Female","95","[c]","45630","40510"
"Leaver CS","2021","Unknown","Department for Education","London","Male","60","[c]","48570","50130"
"Leaver CS","2021","Unknown","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Outside London","Female","95","[c]","39920","36780"
"Leaver CS","2021","Unknown","Department for Education","Outside London","Male","95","[c]","40810","36960"
"Leaver CS","2021","Unknown","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","London","Female","40","[c]","37610","34330"
"Leaver CS","2021","Unknown","Department for Transport","London","Male","50","[c]","45960","43360"
"Leaver CS","2021","Unknown","Department for Transport","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","London","Female","310","[c]","32220","31060"
"Leaver CS","2021","Unknown","Department for Work and Pensions","London","Male","185","[c]","32520","31060"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","Female","2425","[c]","25380","25180"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","Male","1425","[c]","26280","25600"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","Male","20","[c]","[c]","[c]"
