"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Outside London","85","[c]","38510","30650"
"Leaver CS","2021","Unknown","Scottish Prison Service","Outside London","135","[c]","30410","29910"
"Leaver CS","2021","Unknown","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Serious Fraud Office","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Security Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Submarine Delivery Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Hydrographic Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Intellectual Property Office","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Valuation Office Agency","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Valuation Office Agency","Outside London","85","[c]","25770","24500"
"Leaver CS","2021","Unknown","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Accountant in Bankruptcy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Advisory, Conciliation and Arbitration Service","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Animal and Plant Health Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office (excl. agencies)","London","80","[c]","53750","54700"
"Leaver CS","2021","White","Cabinet Office (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","40","[c]","35430","29750"
"Leaver CS","2021","White","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Companies House","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","London","50","[c]","56230","54980"
"Leaver CS","2021","White","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Criminal Injuries Compensation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Crown Commercial Service","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Crown Office and Procurator Fiscal Service","Outside London","80","[c]","31150","22220"
"Leaver CS","2021","White","Crown Prosecution Service","London","40","[c]","51050","55000"
"Leaver CS","2021","White","Crown Prosecution Service","Outside London","135","[c]","43460","51120"
"Leaver CS","2021","White","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Defence Electronics and Components Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Defence Equipment and Support","London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Defence Equipment and Support","Outside London","355","[c]","36010","32730"
"Leaver CS","2021","White","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Defence Science and Technology Laboratory","Outside London","165","[c]","31870","28650"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","115","[c]","51400","52300"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","London","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education (excl. agencies)","London","75","[c]","51660","53760"
"Leaver CS","2021","White","Department for Education (excl. agencies)","Outside London","90","[c]","39690","36960"
"Leaver CS","2021","White","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Development","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Development","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Development","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","London","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport (excl. agencies)","London","40","[c]","49580","44390"
"Leaver CS","2021","White","Department for Transport (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","London","150","[c]","34240","31060"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Outside London","2760","[c]","25890","25490"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department of Health and Social Care (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Disclosure Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Licensing Agency","Outside London","210","[c]","23350","21590"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Outside London","135","[c]","28880","26780"
"Leaver CS","2021","White","Education and Skills Funding Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Outside London","30","[c]","43940","36870"
"Leaver CS","2021","White","Education Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","ESTYN","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","FCDO Services","London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","FCDO Services","Outside London","45","[c]","40270","36350"
"Leaver CS","2021","White","Food Standards Agency","London","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","London","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Forestry and Land Scotland","Outside London","60","[c]","30410","28630"
"Leaver CS","2021","White","Government Actuary's Department","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Legal Department","London","70","[c]","57480","51830"
"Leaver CS","2021","White","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Outside London","75","[c]","41130","39710"
"Leaver CS","2021","White","HM Courts and Tribunals Service","London","110","[c]","30110","23500"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Outside London","725","[c]","22470","20100"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Outside London","185","[c]","30720","27130"
"Leaver CS","2021","White","HM Prison and Probation Service","London","190","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Outside London","2560","[c]","32720","31240"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","London","265","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Outside London","3140","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Treasury (excl. agencies)","London","50","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Treasury (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","London","305","[c]","41400","35900"
"Leaver CS","2021","White","Home Office (incl. agencies)","Outside London","575","[c]","25160","24110"
"Leaver CS","2021","White","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Insolvency Service","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Maritime and Coastguard Agency","Outside London","65","[c]","37430","33310"
"Leaver CS","2021","White","Medicines and Healthcare Products Regulatory Agency","London","40","[c]","52400","49030"
"Leaver CS","2021","White","Medicines and Healthcare Products Regulatory Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Met Office","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","London","90","[c]","45960","38970"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Outside London","1650","[c]","29970","26930"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Overseas","55","[c]","39320","36960"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","London","40","[c]","50360","51580"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","London","75","[c]","46230","41050"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","Outside London","40","[c]","33800","31580"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","London","40","[c]","51820","47130"
"Leaver CS","2021","White","National Crime Agency","Outside London","80","[c]","41090","40170"
"Leaver CS","2021","White","National Crime Agency","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Records of Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","National Savings and Investments","London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education, Children's Services and Skills","London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education, Children's Services and Skills","Outside London","80","[c]","51040","51360"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","London","30","[c]","57460","50570"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","Outside London","20","[c]","[c]","[c]"
