"Status","Year","Parent_department","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","Heterosexual / straight","60","55","40180","34460"
"In post","2021","Attorney General's Departments","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","Heterosexual / straight","80","75","39080","34480"
"In post","2021","Attorney General's Departments","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Heterosexual / straight","80","75","37650","30110"
"In post","2021","Attorney General's Departments","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Unknown","40","35","43370","35020"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Heterosexual / straight","50","45","39190","37780"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Heterosexual / straight","135","125","40910","35630"
"In post","2021","Attorney General's Departments","Heart of Essex","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Unknown","40","35","42490","31690"
"In post","2021","Attorney General's Departments","Hertfordshire","Heterosexual / straight","130","120","41700","40000"
"In post","2021","Attorney General's Departments","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","Unknown","35","30","45530","45260"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Heterosexual / straight","50","45","38910","31720"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Heterosexual / straight","245","230","43060","48080"
"In post","2021","Attorney General's Departments","Leeds","LGBO","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Unknown","105","95","40740","34480"
"In post","2021","Attorney General's Departments","Leicester","Heterosexual / straight","105","95","39610","38760"
"In post","2021","Attorney General's Departments","Leicester","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","Unknown","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Heterosexual / straight","265","255","36940","30720"
"In post","2021","Attorney General's Departments","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Unknown","80","75","40690","34480"
"In post","2021","Attorney General's Departments","Manchester","Heterosexual / straight","285","265","40710","38000"
"In post","2021","Attorney General's Departments","Manchester","LGBO","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Unknown","55","45","41980","34480"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Heterosexual / straight","120","115","39160","38000"
"In post","2021","Attorney General's Departments","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Unknown","50","45","42450","48080"
"In post","2021","Attorney General's Departments","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Heterosexual / straight","55","50","35650","28430"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Unknown","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Heterosexual / straight","185","175","36800","28430"
"In post","2021","Attorney General's Departments","Nottingham","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Unknown","70","65","38910","34480"
"In post","2021","Attorney General's Departments","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Heterosexual / straight","80","75","38400","30110"
"In post","2021","Attorney General's Departments","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Heterosexual / straight","85","75","34710","28430"
"In post","2021","Attorney General's Departments","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Unknown","50","45","38140","28430"
"In post","2021","Attorney General's Departments","Shropshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Heterosexual / straight","115","105","44770","42460"
"In post","2021","Attorney General's Departments","South Hampshire","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Unknown","30","25","48060","50820"
"In post","2021","Attorney General's Departments","South Teesside","Heterosexual / straight","65","60","37080","28430"
"In post","2021","Attorney General's Departments","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Heterosexual / straight","50","45","40670","43420"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Heterosexual / straight","50","45","39640","34480"
"In post","2021","Attorney General's Departments","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Heterosexual / straight","175","160","38570","34480"
"In post","2021","Attorney General's Departments","Tyneside","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Unknown","55","50","37590","28430"
"In post","2021","Attorney General's Departments","Wakefield","Heterosexual / straight","60","55","33550","28430"
"In post","2021","Attorney General's Departments","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Heterosexual / straight","35","35","39700","40000"
"In post","2021","Attorney General's Departments","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Heterosexual / straight","2995","2835","49640","51250"
"In post","2021","Attorney General's Departments","Westminster","LGBO","255","245","50310","51250"
"In post","2021","Attorney General's Departments","Westminster","Undeclared","240","230","52270","52040"
"In post","2021","Attorney General's Departments","Westminster","Unknown","1010","930","52870","55530"
"In post","2021","Attorney General's Departments","Wiltshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Heterosexual / straight","225","210","45080","50850"
"In post","2021","Attorney General's Departments","York","LGBO","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Unknown","75","65","54600","55610"
"In post","2021","Cabinet Office","Ards and North Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","35","35","68070","54700"
"In post","2021","Cabinet Office","Belfast","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Unknown","35","35","49770","49700"
"In post","2021","Cabinet Office","Bradford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bradford","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Heterosexual / straight","40","35","44430","39970"
"In post","2021","Cabinet Office","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","Heterosexual / straight","60","60","57860","54700"
"In post","2021","Cabinet Office","Camden and City of London","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Unknown","25","25","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Unknown","35","35","58590","54010"
"In post","2021","Cabinet Office","City of Edinburgh","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Unknown","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","Unknown","45","45","41960","29250"
"In post","2021","Cabinet Office","Darlington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","Unknown","25","25","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","Heterosexual / straight","5","5","[c]","[c]"
