"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Policy","West Midlands (England)","G6/G7","Unknown","30","30","58550","52420"
"In post","2021","Policy","West Midlands (England)","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Policy","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","West Midlands (England)","SEO/HEO","Heterosexual / straight","215","210","35340","34840"
"In post","2021","Policy","West Midlands (England)","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Policy","West Midlands (England)","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Policy","West Midlands (England)","SEO/HEO","Unknown","65","60","37310","36460"
"In post","2021","Policy","Yorkshire and The Humber","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","EO","Heterosexual / straight","70","65","25220","25000"
"In post","2021","Policy","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","EO","Unknown","40","40","24490","24820"
"In post","2021","Policy","Yorkshire and The Humber","G6/G7","Heterosexual / straight","350","335","54510","51420"
"In post","2021","Policy","Yorkshire and The Humber","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","G6/G7","Unknown","150","140","53980","49860"
"In post","2021","Policy","Yorkshire and The Humber","SCS level","Heterosexual / straight","30","30","83930","74100"
"In post","2021","Policy","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","510","490","34550","35900"
"In post","2021","Policy","Yorkshire and The Humber","SEO/HEO","LGBO","60","60","33100","31310"
"In post","2021","Policy","Yorkshire and The Humber","SEO/HEO","Undeclared","55","55","35570","36500"
"In post","2021","Policy","Yorkshire and The Humber","SEO/HEO","Unknown","205","195","33290","32690"
"In post","2021","Policy","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","EO","Heterosexual / straight","45","45","26730","26670"
"In post","2021","Project Delivery","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","G6/G7","Heterosexual / straight","70","70","53710","52580"
"In post","2021","Project Delivery","East Midlands (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","SEO/HEO","Heterosexual / straight","135","130","35980","34390"
"In post","2021","Project Delivery","East Midlands (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Project Delivery","East of England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","EO","Heterosexual / straight","65","60","27190","26670"
"In post","2021","Project Delivery","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","East of England","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","East of England","G6/G7","Heterosexual / straight","80","80","56870","54540"
"In post","2021","Project Delivery","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Project Delivery","East of England","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","East of England","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East of England","SEO/HEO","Heterosexual / straight","270","265","37340","37640"
"In post","2021","Project Delivery","East of England","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","East of England","SEO/HEO","Undeclared","50","45","36910","34120"
"In post","2021","Project Delivery","East of England","SEO/HEO","Unknown","50","45","37490","38510"
"In post","2021","Project Delivery","London","AA/AO","Heterosexual / straight","45","45","24190","24370"
"In post","2021","Project Delivery","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","London","EO","Heterosexual / straight","230","225","29060","29080"
"In post","2021","Project Delivery","London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","London","EO","Undeclared","30","25","[c]","[c]"
"In post","2021","Project Delivery","London","EO","Unknown","55","55","28860","29220"
"In post","2021","Project Delivery","London","G6/G7","Heterosexual / straight","1005","980","61450","59160"
"In post","2021","Project Delivery","London","G6/G7","LGBO","65","65","59310","57460"
"In post","2021","Project Delivery","London","G6/G7","Undeclared","135","130","62090","59730"
"In post","2021","Project Delivery","London","G6/G7","Unknown","185","185","59420","59160"
"In post","2021","Project Delivery","London","SCS level","Heterosexual / straight","190","180","95690","93000"
"In post","2021","Project Delivery","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","London","SCS level","Undeclared","30","30","[c]","[c]"
"In post","2021","Project Delivery","London","SCS level","Unknown","30","30","[c]","[c]"
"In post","2021","Project Delivery","London","SEO/HEO","Heterosexual / straight","1150","1125","39020","38600"
"In post","2021","Project Delivery","London","SEO/HEO","LGBO","80","80","38010","36900"
"In post","2021","Project Delivery","London","SEO/HEO","Undeclared","130","130","39820","41700"
"In post","2021","Project Delivery","London","SEO/HEO","Unknown","250","245","38480","38600"
"In post","2021","Project Delivery","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","EO","Heterosexual / straight","45","40","26030","25560"
"In post","2021","Project Delivery","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","EO","Unknown","20","15","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","G6/G7","Heterosexual / straight","205","200","52930","52580"
"In post","2021","Project Delivery","North East (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","G6/G7","Unknown","55","50","52430","52580"
"In post","2021","Project Delivery","North East (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","SEO/HEO","Heterosexual / straight","330","315","35210","36970"
"In post","2021","Project Delivery","North East (England)","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","SEO/HEO","Undeclared","40","35","35590","37760"
"In post","2021","Project Delivery","North East (England)","SEO/HEO","Unknown","115","110","35220","36880"
"In post","2021","Project Delivery","North West (England)","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","EO","Heterosexual / straight","120","110","25970","26070"
"In post","2021","Project Delivery","North West (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","G6/G7","Heterosexual / straight","275","270","54280","52580"
"In post","2021","Project Delivery","North West (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","G6/G7","Unknown","55","55","53280","52580"
"In post","2021","Project Delivery","North West (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","SEO/HEO","Heterosexual / straight","535","515","35740","37230"
"In post","2021","Project Delivery","North West (England)","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","SEO/HEO","Undeclared","75","75","35090","33300"
"In post","2021","Project Delivery","North West (England)","SEO/HEO","Unknown","110","110","34640","33300"
"In post","2021","Project Delivery","North West (England)","Unknown","Heterosexual / straight","35","35","47210","49110"
"In post","2021","Project Delivery","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","SEO/HEO","Heterosexual / straight","30","30","34600","34050"
"In post","2021","Project Delivery","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","G6/G7","Heterosexual / straight","35","35","57940","55620"
"In post","2021","Project Delivery","Overseas","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO/HEO","Heterosexual / straight","60","60","41770","41740"
"In post","2021","Project Delivery","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","EO","Heterosexual / straight","60","60","26780","26670"
"In post","2021","Project Delivery","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","Scotland","G6/G7","Heterosexual / straight","110","110","54960","53750"
"In post","2021","Project Delivery","Scotland","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Project Delivery","Scotland","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","Scotland","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","SEO/HEO","Heterosexual / straight","285","275","36210","34570"
"In post","2021","Project Delivery","Scotland","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Scotland","SEO/HEO","Undeclared","30","30","37380","37780"
"In post","2021","Project Delivery","Scotland","SEO/HEO","Unknown","45","45","36490","33930"
"In post","2021","Project Delivery","Scotland","Unknown","Heterosexual / straight","30","30","36890","39980"
"In post","2021","Project Delivery","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","AA/AO","Heterosexual / straight","45","40","21310","20920"
"In post","2021","Project Delivery","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","EO","Heterosexual / straight","185","180","26670","26670"
"In post","2021","Project Delivery","South East (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","G6/G7","Heterosexual / straight","260","250","55410","54540"
"In post","2021","Project Delivery","South East (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","G6/G7","Undeclared","35","35","58200","54810"
"In post","2021","Project Delivery","South East (England)","G6/G7","Unknown","55","55","53280","53500"
"In post","2021","Project Delivery","South East (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","SEO/HEO","Heterosexual / straight","810","790","36620","36030"
"In post","2021","Project Delivery","South East (England)","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","SEO/HEO","Undeclared","105","105","37400","37400"
"In post","2021","Project Delivery","South East (England)","SEO/HEO","Unknown","80","80","36510","37320"
"In post","2021","Project Delivery","South East (England)","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","AA/AO","Heterosexual / straight","30","30","21010","20920"
"In post","2021","Project Delivery","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","EO","Heterosexual / straight","465","450","25270","26350"
"In post","2021","Project Delivery","South West (England)","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","EO","Undeclared","45","40","25410","26670"
"In post","2021","Project Delivery","South West (England)","EO","Unknown","55","55","25280","25500"
"In post","2021","Project Delivery","South West (England)","G6/G7","Heterosexual / straight","765","750","55320","54540"
"In post","2021","Project Delivery","South West (England)","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","G6/G7","Undeclared","130","125","56310","54540"
"In post","2021","Project Delivery","South West (England)","G6/G7","Unknown","120","115","53070","50790"
"In post","2021","Project Delivery","South West (England)","SCS level","Heterosexual / straight","50","50","95730","86760"
"In post","2021","Project Delivery","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","SEO/HEO","Heterosexual / straight","1945","1875","36480","36980"
"In post","2021","Project Delivery","South West (England)","SEO/HEO","LGBO","75","70","34680","33300"
"In post","2021","Project Delivery","South West (England)","SEO/HEO","Undeclared","260","245","38120","39810"
"In post","2021","Project Delivery","South West (England)","SEO/HEO","Unknown","305","290","36600","37420"
"In post","2021","Project Delivery","South West (England)","Unknown","Heterosexual / straight","340","330","42620","39960"
"In post","2021","Project Delivery","South West (England)","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","South West (England)","Unknown","Undeclared","50","50","50540","53800"
"In post","2021","Project Delivery","South West (England)","Unknown","Unknown","30","25","[c]","[c]"
"In post","2021","Project Delivery","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","EO","Heterosexual / straight","50","45","26790","26670"
"In post","2021","Project Delivery","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Wales","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","Wales","G6/G7","Heterosexual / straight","115","110","54590","52580"
"In post","2021","Project Delivery","Wales","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Wales","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","Wales","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2021","Project Delivery","Wales","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","SEO/HEO","Heterosexual / straight","195","185","36850","36740"
"In post","2021","Project Delivery","Wales","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","Wales","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Project Delivery","Wales","SEO/HEO","Unknown","35","35","35710","36030"
"In post","2021","Project Delivery","West Midlands (England)","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","EO","Heterosexual / straight","95","90","26310","26670"
"In post","2021","Project Delivery","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","G6/G7","Heterosexual / straight","135","135","54910","52600"
"In post","2021","Project Delivery","West Midlands (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","G6/G7","Unknown","30","30","55520","52580"
"In post","2021","Project Delivery","West Midlands (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","SEO/HEO","Heterosexual / straight","290","280","35900","35900"
"In post","2021","Project Delivery","West Midlands (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Midlands (England)","SEO/HEO","Undeclared","35","35","37860","38630"
"In post","2021","Project Delivery","West Midlands (England)","SEO/HEO","Unknown","70","65","37660","38630"
"In post","2021","Project Delivery","Yorkshire and The Humber","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","EO","Heterosexual / straight","55","55","26050","26670"
"In post","2021","Project Delivery","Yorkshire and The Humber","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Yorkshire and The Humber","EO","Unknown","15","10","[c]","[c]"
