"Status","Year","Function_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","43450","38300"
"In post","2021","Analysis","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Outside London","10","5","[c]","[c]"
"In post","2021","Analysis","Cumbria","Outside London","15","15","30110","29430"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Outside London","40","40","37260","33350"
"In post","2021","Analysis","Devon","Outside London","15","15","33310","28680"
"In post","2021","Analysis","Dorset and Somerset","Outside London","120","110","32950","29270"
"In post","2021","Analysis","East Anglia","Outside London","360","340","34490","30220"
"In post","2021","Analysis","East Wales","Outside London","1050","1000","36430","36030"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Outside London","45","45","46330","41060"
"In post","2021","Analysis","Essex","Outside London","25","25","43620","38630"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","320","305","38980","37320"
"In post","2021","Analysis","Greater Manchester","Outside London","230","220","38120","33270"
"In post","2021","Analysis","Hampshire and Isle of Wight","Outside London","815","780","38740","37320"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","London","690","670","50740","46820"
"In post","2021","Analysis","Inner London - West","London","2725","2650","48450","44500"
"In post","2021","Analysis","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Merseyside","Outside London","120","110","40300","38630"
"In post","2021","Analysis","North Yorkshire","Outside London","70","65","37020","31380"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Outside London","30","30","40800","40610"
"In post","2021","Analysis","Outer London - South","London","40","35","49210","41760"
"In post","2021","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Outside London","125","115","44020","42580"
"In post","2021","Analysis","Surrey, East and West Sussex","Outside London","20","15","41990","40080"
"In post","2021","Analysis","Tees Valley and Durham","Outside London","30","30","43440","42580"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Outside London","20","20","48600","37700"
"In post","2021","Analysis","West Midlands","Outside London","55","50","42220","38860"
"In post","2021","Analysis","West Wales and The Valleys","Outside London","35","35","30560","26780"
"In post","2021","Analysis","West Yorkshire","Outside London","150","145","41410","40480"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Outside London","35","35","39890","37000"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","210","210","40740","36800"
"In post","2021","Commercial","Cheshire","Outside London","25","25","42590","37350"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cumbria","Outside London","15","15","38020","34030"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Outside London","105","100","41270","39210"
"In post","2021","Commercial","Devon","Outside London","225","215","42850","39830"
"In post","2021","Commercial","Dorset and Somerset","Outside London","70","65","40610","35900"
"In post","2021","Commercial","East Anglia","Outside London","350","335","41120","37280"
"In post","2021","Commercial","East Wales","Outside London","180","175","37860","34800"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","20","20","40870","37730"
"In post","2021","Commercial","Eastern Scotland","Outside London","110","105","34090","29340"
"In post","2021","Commercial","Essex","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1060","1025","42290","39500"
"In post","2021","Commercial","Greater Manchester","Outside London","340","330","43500","38630"
"In post","2021","Commercial","Hampshire and Isle of Wight","Outside London","370","360","37700","33300"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","30","30","38650","37240"
"In post","2021","Commercial","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","London","200","195","53290","51900"
"In post","2021","Commercial","Inner London - West","London","1460","1435","61930","54700"
"In post","2021","Commercial","Kent","Outside London","20","15","47360","48120"
"In post","2021","Commercial","Lancashire","Outside London","65","65","49010","49700"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","40","35","41900","38150"
"In post","2021","Commercial","Lincolnshire","Outside London","20","20","35520","28800"
"In post","2021","Commercial","Merseyside","Outside London","325","315","41850","35420"
"In post","2021","Commercial","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Outside London","65","65","40750","37950"
"In post","2021","Commercial","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Outside London","55","55","42260","41090"
"In post","2021","Commercial","Outer London - East and North East","London","10","10","50480","52150"
"In post","2021","Commercial","Outer London - South","London","125","120","48470","46600"
"In post","2021","Commercial","Outer London - West and North West","London","85","85","35590","30450"
"In post","2021","Commercial","Overseas","Overseas","40","40","47880","42200"
"In post","2021","Commercial","Shropshire and Staffordshire","Outside London","190","190","36440","33150"
"In post","2021","Commercial","South Yorkshire","Outside London","105","105","46920","42940"
"In post","2021","Commercial","Southern Scotland","Outside London","95","95","44820","43110"
"In post","2021","Commercial","Surrey, East and West Sussex","Outside London","75","70","37990","32680"
"In post","2021","Commercial","Tees Valley and Durham","Outside London","55","55","51870","50760"
"In post","2021","Commercial","Unknown","Unknown","30","30","47790","40580"
"In post","2021","Commercial","West Central Scotland","Outside London","175","175","37020","33300"
"In post","2021","Commercial","West Midlands","Outside London","125","125","46670","40780"
"In post","2021","Commercial","West Wales and The Valleys","Outside London","175","165","33330","31040"
"In post","2021","Commercial","West Yorkshire","Outside London","265","260","46390","40480"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Outside London","30","30","36450","33300"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","100","95","32930","31200"
"In post","2021","Communications","Cheshire","Outside London","10","10","40980","37560"
"In post","2021","Communications","Cornwall and Isles of Scilly","Outside London","10","10","23260","21130"
"In post","2021","Communications","Cumbria","Outside London","70","60","28090","25880"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Outside London","485","475","29530","25560"
"In post","2021","Communications","Devon","Outside London","65","60","33280","32640"
"In post","2021","Communications","Dorset and Somerset","Outside London","50","45","35110","33290"
"In post","2021","Communications","East Anglia","Outside London","50","50","32880","30660"
"In post","2021","Communications","East Wales","Outside London","875","840","29380","25560"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Outside London","150","140","33200","31810"
"In post","2021","Communications","Essex","Outside London","20","20","29290","28130"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","235","220","37420","35000"
"In post","2021","Communications","Greater Manchester","Outside London","500","495","29520","25560"
"In post","2021","Communications","Hampshire and Isle of Wight","Outside London","205","195","32510","30220"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","20","20","36820","36520"
"In post","2021","Communications","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","London","230","225","46870","41010"
"In post","2021","Communications","Inner London - West","London","1980","1935","46530","42330"
"In post","2021","Communications","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Outside London","35","30","32520","33000"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","43150","39850"
"In post","2021","Communications","Lincolnshire","Outside London","15","15","29900","29720"
"In post","2021","Communications","Merseyside","Outside London","95","95","38120","35030"
"In post","2021","Communications","North Yorkshire","Outside London","35","30","28910","28880"
"In post","2021","Communications","Northern Ireland","Outside London","35","35","39660","37370"
"In post","2021","Communications","Northumberland and Tyne and Wear","Outside London","1515","1435","27930","25560"
"In post","2021","Communications","Outer London - South","London","35","35","43590","40600"
"In post","2021","Communications","Outer London - West and North West","London","205","200","25840","22070"
"In post","2021","Communications","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Outside London","45","40","31700","28060"
"In post","2021","Communications","South Yorkshire","Outside London","45","45","38110","33510"
"In post","2021","Communications","Southern Scotland","Outside London","25","20","33580","31810"
"In post","2021","Communications","Surrey, East and West Sussex","Outside London","20","20","39000","38520"
"In post","2021","Communications","Tees Valley and Durham","Outside London","30","30","31140","29360"
"In post","2021","Communications","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Outside London","40","40","31580","28130"
"In post","2021","Communications","West Midlands","Outside London","285","275","32790","31810"
"In post","2021","Communications","West Wales and The Valleys","Outside London","85","80","29950","26700"
"In post","2021","Communications","West Yorkshire","Outside London","555","545","30070","25560"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","25","20","38990","38510"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","90","85","31920","31810"
"In post","2021","Counter Fraud","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","515","485","33460","31810"
"In post","2021","Counter Fraud","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Anglia","Outside London","380","355","28070","25560"
"In post","2021","Counter Fraud","East Wales","Outside London","380","355","31340","31810"
"In post","2021","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Eastern Scotland","Outside London","235","225","31460","29570"
"In post","2021","Counter Fraud","Essex","Outside London","45","40","27900","26260"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","390","365","35350","31810"
"In post","2021","Counter Fraud","Greater Manchester","Outside London","1105","1045","33120","31810"
"In post","2021","Counter Fraud","Hampshire and Isle of Wight","Outside London","130","125","33390","31810"
"In post","2021","Counter Fraud","Inner London - East","London","185","175","40800","38510"
"In post","2021","Counter Fraud","Inner London - West","London","1480","1430","39750","36160"
"In post","2021","Counter Fraud","Kent","Outside London","195","185","30050","28130"
"In post","2021","Counter Fraud","Lancashire","Outside London","25","25","34320","32960"
"In post","2021","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","15","15","38240","31980"
"In post","2021","Counter Fraud","Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","Outside London","560","520","32730","31810"
"In post","2021","Counter Fraud","North Yorkshire","Outside London","20","20","37430","37910"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","395","375","31180","28130"
"In post","2021","Counter Fraud","Northumberland and Tyne and Wear","Outside London","530","505","32100","31810"
"In post","2021","Counter Fraud","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - South","London","630","605","37780","36160"
"In post","2021","Counter Fraud","Outer London - West and North West","London","20","15","33490","32520"
"In post","2021","Counter Fraud","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South Yorkshire","Outside London","25","20","38340","35000"
"In post","2021","Counter Fraud","Southern Scotland","Outside London","85","75","29310","28130"
"In post","2021","Counter Fraud","Surrey, East and West Sussex","Outside London","30","25","28930","28130"
"In post","2021","Counter Fraud","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
