"Status","Year","Age","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","East Midlands (England)","AA","Female","5","5","[c]","[c]"
"In post","2021","16-19","East Midlands (England)","AA","Male","5","5","[c]","[c]"
"In post","2021","16-19","East Midlands (England)","AO","Female","25","25","[c]","[c]"
"In post","2021","16-19","East Midlands (England)","AO","Male","10","10","[c]","[c]"
"In post","2021","16-19","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Midlands (England)","EO","Male","5","5","[c]","[c]"
"In post","2021","16-19","East of England","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East of England","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East of England","AO","Female","25","25","[c]","[c]"
"In post","2021","16-19","East of England","AO","Male","20","20","[c]","[c]"
"In post","2021","16-19","East of England","EO","Female","5","5","[c]","[c]"
"In post","2021","16-19","East of England","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","AA","Female","10","10","[c]","[c]"
"In post","2021","16-19","London","AA","Male","5","5","[c]","[c]"
"In post","2021","16-19","London","AO","Female","35","35","23750","23600"
"In post","2021","16-19","London","AO","Male","15","15","[c]","[c]"
"In post","2021","16-19","London","EO","Female","40","40","26600","26460"
"In post","2021","16-19","London","EO","Male","45","40","26320","26250"
"In post","2021","16-19","London","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","AO","Female","45","45","20520","20140"
"In post","2021","16-19","North East (England)","AO","Male","40","35","20550","20140"
"In post","2021","16-19","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","EO","Male","10","10","[c]","[c]"
