"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","East Wales","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","AA/AO","50","50","19210","19130"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","EO","140","125","24100","23050"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","G6/G7","210","205","52320","50090"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","SCS level","20","20","82180","72320"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","SEO/HEO","615","590","33550","33330"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","City of Edinburgh","G6/G7","15","15","68640","57490"
"In post","2021","Analysis","Eastern Scotland","City of Edinburgh","SEO/HEO","25","25","39380","36820"
"In post","2021","Analysis","Essex","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Southend-on-Sea","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Essex","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Southend-on-Sea","SEO/HEO","15","15","34750","31960"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","10","10","27880","27850"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","10","10","60780","58650"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","35","30","39400","40290"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","25","25","26090","25880"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","30","30","59220","59810"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","95","90","35970","33250"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6/G7","30","30","48540","46110"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO/HEO","80","80","33400","37320"
"In post","2021","Analysis","Greater Manchester","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Greater Manchester South West","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Manchester","EO","20","20","25980","25560"
"In post","2021","Analysis","Greater Manchester","Manchester","G6/G7","50","45","53060","52580"
"In post","2021","Analysis","Greater Manchester","Manchester","SEO/HEO","150","145","35050","32040"
"In post","2021","Analysis","Hampshire and Isle of Wight","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Central Hampshire","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Central Hampshire","G6/G7","160","155","49330","46130"
"In post","2021","Analysis","Hampshire and Isle of Wight","Central Hampshire","SEO/HEO","180","175","33990","37320"
"In post","2021","Analysis","Hampshire and Isle of Wight","Portsmouth","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Portsmouth","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","South Hampshire","AA/AO","10","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","South Hampshire","EO","45","40","23910","23050"
"In post","2021","Analysis","Hampshire and Isle of Wight","South Hampshire","G6/G7","105","100","52390","50090"
"In post","2021","Analysis","Hampshire and Isle of Wight","South Hampshire","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","South Hampshire","SEO/HEO","280","270","33250","32020"
"In post","2021","Analysis","Hampshire and Isle of Wight","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Hackney and Newham","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Hackney and Newham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Tower Hamlets","EO","50","50","27990","28100"
"In post","2021","Analysis","Inner London - East","Tower Hamlets","G6/G7","295","280","62150","59160"
"In post","2021","Analysis","Inner London - East","Tower Hamlets","SCS level","35","30","96630","93190"
"In post","2021","Analysis","Inner London - East","Tower Hamlets","SEO/HEO","295","290","38350","37530"
"In post","2021","Analysis","Inner London - West","Camden and City of London","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Inner London - West","Camden and City of London","EO","15","15","29940","28270"
"In post","2021","Analysis","Inner London - West","Camden and City of London","G6/G7","130","120","85090","80750"
"In post","2021","Analysis","Inner London - West","Camden and City of London","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Inner London - West","Camden and City of London","SEO/HEO","75","75","41350","41210"
"In post","2021","Analysis","Inner London - West","Westminster","AA/AO","50","50","24700","24900"
"In post","2021","Analysis","Inner London - West","Westminster","EO","195","190","28910","29000"
"In post","2021","Analysis","Inner London - West","Westminster","G6/G7","995","960","59180","57990"
"In post","2021","Analysis","Inner London - West","Westminster","SCS level","75","75","84460","78540"
"In post","2021","Analysis","Inner London - West","Westminster","SEO/HEO","1180","1160","37540","36160"
"In post","2021","Analysis","Inner London - West","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Liverpool","G6/G7","30","25","48280","52580"
"In post","2021","Analysis","Merseyside","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Liverpool","SEO/HEO","40","35","34920","31960"
"In post","2021","Analysis","Merseyside","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Sefton","G6/G7","10","10","56640","59150"
"In post","2021","Analysis","Merseyside","Sefton","SEO/HEO","20","20","36200","36910"
"In post","2021","Analysis","Merseyside","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","York","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","York","EO","10","10","25750","25750"
"In post","2021","Analysis","North Yorkshire","York","G6/G7","15","15","56890","57510"
"In post","2021","Analysis","North Yorkshire","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","York","SEO/HEO","30","30","33260","31550"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Tyneside","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Tyneside","G6/G7","10","10","55110","54990"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Tyneside","SEO/HEO","15","15","34400","31100"
"In post","2021","Analysis","Outer London - South","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Croydon","G6/G7","15","15","64350","59160"
"In post","2021","Analysis","Outer London - South","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Croydon","SEO/HEO","20","20","38960","39080"
"In post","2021","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Sheffield","EO","5","5","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Sheffield","G6/G7","50","45","53830","50650"
"In post","2021","Analysis","South Yorkshire","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Sheffield","SEO/HEO","70","65","38570","41990"
"In post","2021","Analysis","Surrey, East and West Sussex","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Darlington","G6/G7","10","10","51730","50630"
"In post","2021","Analysis","Tees Valley and Durham","Darlington","SEO/HEO","15","15","38780","42220"
"In post","2021","Analysis","Tees Valley and Durham","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Glasgow City","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Glasgow City","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","West Midlands","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Birmingham","G6/G7","10","5","[c]","[c]"
"In post","2021","Analysis","West Midlands","Birmingham","SEO/HEO","25","25","41200","39100"
"In post","2021","Analysis","West Midlands","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Coventry","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Central Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Swansea","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Swansea","EO","15","15","26580","26780"
"In post","2021","Analysis","West Wales and The Valleys","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Swansea","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Leeds","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Leeds","EO","20","20","22820","22540"
"In post","2021","Analysis","West Yorkshire","Leeds","G6/G7","65","60","53300","51420"
"In post","2021","Analysis","West Yorkshire","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Leeds","SEO/HEO","45","45","33610","32790"
"In post","2021","Analysis","West Yorkshire","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Wakefield","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","SEO/HEO","10","10","38780","37250"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","20","15","38030","38940"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","EO","15","15","27580","28670"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SEO/HEO","40","40","39260","39520"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6/G7","20","20","63200","60580"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO/HEO","40","40","39430","40330"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","SEO/HEO","20","20","37230","35630"
"In post","2021","Commercial","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","SEO/HEO","15","10","35620","35900"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","West Cumbria","Unknown","15","15","39570","38860"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","EO","15","10","24080","22900"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","G6/G7","20","20","58210","52180"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","SCS level","[c]","[c]","[c]","[c]"
