"Status","Year","Ethnicity","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Outside London","G6","[c]","[c]","[c]","[c]"
