"Status","Year","Ethnicity","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","London","AO","20","20","[c]","[c]"
"In post","2021","Chinese","Unknown","London","EO","55","50","30110","29970"
"In post","2021","Chinese","Unknown","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","London","G7","20","20","[c]","[c]"
"In post","2021","Chinese","Unknown","London","HEO","30","25","[c]","[c]"
"In post","2021","Chinese","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","London","SEO","15","15","[c]","[c]"
"In post","2021","Chinese","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Outside London","AA","15","10","[c]","[c]"
"In post","2021","Chinese","Unknown","Outside London","AO","75","65","21240","21010"
"In post","2021","Chinese","Unknown","Outside London","EO","85","80","27160","27570"
"In post","2021","Chinese","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Outside London","G7","15","10","[c]","[c]"
"In post","2021","Chinese","Unknown","Outside London","HEO","15","15","[c]","[c]"
"In post","2021","Chinese","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Chinese","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","London","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Analysis","London","G6","10","10","[c]","[c]"
"In post","2021","Mixed","Analysis","London","G7","35","35","56180","55140"
"In post","2021","Mixed","Analysis","London","HEO","55","55","35200","33930"
"In post","2021","Mixed","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","London","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Mixed","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Mixed","Analysis","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","Mixed","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Analysis","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","London","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","London","G7","5","5","[c]","[c]"
"In post","2021","Mixed","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","London","SEO","10","10","[c]","[c]"
"In post","2021","Mixed","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","HEO","15","10","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Commercial","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","Commercial","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","London","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","London","G7","15","15","[c]","[c]"
"In post","2021","Mixed","Communications","London","HEO","20","20","[c]","[c]"
"In post","2021","Mixed","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","London","SEO","20","20","[c]","[c]"
"In post","2021","Mixed","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Outside London","EO","35","35","25770","25560"
"In post","2021","Mixed","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","Mixed","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","London","AO","5","5","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","London","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","London","G7","10","10","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","London","HEO","20","20","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","London","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Outside London","EO","35","35","25950","25560"
"In post","2021","Mixed","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","London","AO","5","5","[c]","[c]"
"In post","2021","Mixed","Debt","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Outside London","AO","25","20","[c]","[c]"
"In post","2021","Mixed","Debt","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Debt","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","London","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","London","G7","40","40","58150","56000"
"In post","2021","Mixed","Digital, Data & Technology","London","HEO","20","20","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","London","SEO","20","20","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","EO","20","20","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","G6","10","5","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","G7","30","30","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","HEO","30","30","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","SEO","20","20","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","London","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Finance","London","G6","10","10","[c]","[c]"
"In post","2021","Mixed","Finance","London","G7","20","15","[c]","[c]"
"In post","2021","Mixed","Finance","London","HEO","15","15","[c]","[c]"
"In post","2021","Mixed","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","London","SEO","20","20","[c]","[c]"
"In post","2021","Mixed","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","G7","15","10","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Mixed","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","London","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Human Resources","London","G6","10","10","[c]","[c]"
"In post","2021","Mixed","Human Resources","London","G7","25","25","[c]","[c]"
"In post","2021","Mixed","Human Resources","London","HEO","35","35","33740","34550"
"In post","2021","Mixed","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","London","SEO","10","10","[c]","[c]"
"In post","2021","Mixed","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","EO","15","10","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","G7","15","15","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","HEO","15","15","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","Mixed","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","London","AO","15","15","[c]","[c]"
"In post","2021","Mixed","Legal","London","EO","35","35","29570","29280"
"In post","2021","Mixed","Legal","London","G6","35","30","69660","69960"
"In post","2021","Mixed","Legal","London","G7","85","80","55840","54070"
"In post","2021","Mixed","Legal","London","HEO","10","10","[c]","[c]"
"In post","2021","Mixed","Legal","London","SCS level","10","10","[c]","[c]"
"In post","2021","Mixed","Legal","London","SEO","10","10","[c]","[c]"
"In post","2021","Mixed","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Outside London","AO","25","20","[c]","[c]"
"In post","2021","Mixed","Legal","Outside London","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Outside London","G7","55","50","55460","54580"
"In post","2021","Mixed","Legal","Outside London","HEO","25","25","[c]","[c]"
