"Status","Year","Disability","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Corporate Finance","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","HEO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","EO","40","40","28360","29080"
"In post","2021","Declared non-disabled","Counter Fraud","London","G6","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","G7","35","35","58140","58590"
"In post","2021","Declared non-disabled","Counter Fraud","London","HEO","75","70","34910","33360"
"In post","2021","Declared non-disabled","Counter Fraud","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","SEO","80","80","42410","41370"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","HEO","35","35","36390","37600"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","SEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","EO","30","30","25470","25310"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","HEO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","HEO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","SEO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","EO","30","30","26780","26680"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","HEO","40","40","33640","32070"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","SEO","40","40","42210","41990"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","EO","60","55","27020","26670"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","G7","40","40","51630","52580"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","HEO","105","105","33300","32100"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","SEO","75","65","40090","38980"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","EO","165","165","29310","29340"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","G6","170","165","72310","71400"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","G7","655","645","60010","59160"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","HEO","395","385","35510","35200"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","SCS level","80","80","98180","95000"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","SEO","595","580","43630","43170"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","EO","45","45","26230","25560"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","G6","30","30","62720","64670"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","G7","90","85","50780","52580"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","HEO","115","110","31770","31810"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","SEO","140","135","38460","38630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","AO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","EO","115","105","26240","25560"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","G6","40","40","67510","64670"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","G7","120","120","53450","52580"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","HEO","185","180","32080","31810"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","SEO","185","180","39670","39390"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","EO","50","45","26940","26120"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","G6","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","G7","55","55","51710","51420"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","HEO","95","95","33530","33300"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","SEO","70","70","40860","39630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","EO","115","110","28030","26670"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","G7","100","100","53920","52590"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","HEO","125","125","33150","33000"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","SEO","110","110","40800","39430"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","AA","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","AO","35","30","21550","21130"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","EO","230","225","27400","26740"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","G6","60","60","65660","63860"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","G7","255","250","52780","52460"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","HEO","410","395","34170","33860"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","SEO","415","405","42740","42510"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","AO","70","65","22070","21590"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","EO","285","280","27890","26780"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","G6","45","45","69470","67470"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","G7","200","195","56560","53470"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","HEO","330","320","34720","34090"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","SEO","340","335","43950","42990"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","EO","60","60","26150","25800"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","G6","45","45","65210","64670"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","G7","120","115","52440","52580"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","HEO","155","150","32170","31810"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","SEO","160","155","39460","38630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","EO","100","90","26500","25560"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","G6","35","35","64210","63470"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","G7","170","165","54120","52580"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","HEO","145","140","31270","31810"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","SEO","135","130","39050","38630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","London","AA","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","London","AO","40","40","24490","24370"
"In post","2021","Declared non-disabled","Economics","London","EO","55","55","27730","27680"
"In post","2021","Declared non-disabled","Economics","London","G6","140","135","71100","70480"
"In post","2021","Declared non-disabled","Economics","London","G7","390","375","56980","57620"
"In post","2021","Declared non-disabled","Economics","London","HEO","410","410","34260","33930"
"In post","2021","Declared non-disabled","Economics","London","SCS level","70","65","88860","82020"
"In post","2021","Declared non-disabled","Economics","London","SEO","55","55","43920","43300"
"In post","2021","Declared non-disabled","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Scotland","G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Scotland","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","G7","35","35","54940","56620"
"In post","2021","Declared non-disabled","Economics","Wales","HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","AO","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","EO","30","30","25490","25920"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","SEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East of England","AO","30","25","21260","21130"
"In post","2021","Declared non-disabled","Finance","East of England","EO","60","60","27670","27170"
"In post","2021","Declared non-disabled","Finance","East of England","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East of England","G7","40","35","55160","53680"
"In post","2021","Declared non-disabled","Finance","East of England","HEO","70","65","34250","33000"
"In post","2021","Declared non-disabled","Finance","East of England","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East of England","SEO","65","60","41900","40000"
"In post","2021","Declared non-disabled","Finance","London","AA","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","London","AO","55","55","24700","25310"
"In post","2021","Declared non-disabled","Finance","London","EO","195","190","28740","29030"
"In post","2021","Declared non-disabled","Finance","London","G6","225","220","69790","69600"
"In post","2021","Declared non-disabled","Finance","London","G7","460","450","58230","57870"
"In post","2021","Declared non-disabled","Finance","London","HEO","355","345","36090","35200"
"In post","2021","Declared non-disabled","Finance","London","SCS level","130","125","90830","83370"
"In post","2021","Declared non-disabled","Finance","London","SEO","380","370","43660","42890"
"In post","2021","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North East (England)","AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North East (England)","EO","40","35","26300","26000"
"In post","2021","Declared non-disabled","Finance","North East (England)","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North East (England)","G7","55","55","52250","52580"
"In post","2021","Declared non-disabled","Finance","North East (England)","HEO","70","65","31200","31810"
"In post","2021","Declared non-disabled","Finance","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North East (England)","SEO","90","90","38410","38630"
"In post","2021","Declared non-disabled","Finance","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North West (England)","AO","50","45","21310","21160"
"In post","2021","Declared non-disabled","Finance","North West (England)","EO","60","60","26100","26330"
"In post","2021","Declared non-disabled","Finance","North West (England)","G6","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North West (England)","G7","95","90","53270","52580"
"In post","2021","Declared non-disabled","Finance","North West (England)","HEO","85","80","31310","30980"
"In post","2021","Declared non-disabled","Finance","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North West (England)","SEO","100","95","39860","38630"
"In post","2021","Declared non-disabled","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","AO","215","165","21050","21440"
"In post","2021","Declared non-disabled","Finance","Scotland","EO","70","60","26630","26120"
"In post","2021","Declared non-disabled","Finance","Scotland","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","HEO","40","40","32560","33610"
"In post","2021","Declared non-disabled","Finance","Scotland","SCS level","[c]","[c]","[c]","[c]"
