"Status","Year","Profession_of_post","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Female","Heterosexual / straight","150","145","39550","37040"
"In post","2021","Commercial","Yorkshire and The Humber","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Female","Unknown","45","40","39390","36640"
"In post","2021","Commercial","Yorkshire and The Humber","Male","Heterosexual / straight","105","105","42650","38600"
"In post","2021","Commercial","Yorkshire and The Humber","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Male","Unknown","30","30","40290","36820"
"In post","2021","Commercial","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Female","Heterosexual / straight","45","40","37320","34530"
"In post","2021","Communications","East Midlands (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Female","Heterosexual / straight","35","30","35770","33300"
"In post","2021","Communications","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","East of England","Male","Heterosexual / straight","35","35","35150","33300"
"In post","2021","Communications","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Female","Heterosexual / straight","795","765","46540","42890"
"In post","2021","Communications","London","Female","LGBO","40","40","44290","41770"
"In post","2021","Communications","London","Female","Undeclared","80","75","44250","41300"
"In post","2021","Communications","London","Female","Unknown","320","310","44460","40650"
"In post","2021","Communications","London","Male","Heterosexual / straight","485","480","47410","42470"
"In post","2021","Communications","London","Male","LGBO","90","90","45630","42900"
"In post","2021","Communications","London","Male","Undeclared","60","60","45080","42610"
"In post","2021","Communications","London","Male","Unknown","220","220","46970","42890"
"In post","2021","Communications","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Female","Heterosexual / straight","65","60","33390","30090"
"In post","2021","Communications","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","North East (England)","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Communications","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Female","Heterosexual / straight","95","90","36650","33750"
"In post","2021","Communications","North West (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","North West (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","North West (England)","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","North West (England)","Male","Heterosexual / straight","50","50","37610","36430"
"In post","2021","Communications","North West (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","North West (England)","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Communications","North West (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Communications","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Female","Heterosexual / straight","115","110","34710","33300"
"In post","2021","Communications","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Communications","South East (England)","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Communications","South East (England)","Male","Heterosexual / straight","95","95","32050","29200"
"In post","2021","Communications","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Communications","South East (England)","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Communications","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Female","Heterosexual / straight","105","95","34770","33300"
"In post","2021","Communications","South West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Communications","South West (England)","Female","Unknown","40","35","37790","37370"
"In post","2021","Communications","South West (England)","Male","Heterosexual / straight","105","100","35830","34190"
"In post","2021","Communications","South West (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","South West (England)","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Communications","South West (England)","Male","Unknown","30","30","38910","34560"
"In post","2021","Communications","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Female","Heterosexual / straight","165","150","36150","33840"
"In post","2021","Communications","Wales","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Wales","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Communications","Wales","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Communications","Wales","Male","Heterosexual / straight","95","95","37450","34490"
"In post","2021","Communications","Wales","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Wales","Male","Undeclared","25","20","[c]","[c]"
"In post","2021","Communications","Wales","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Female","Heterosexual / straight","75","70","39850","36960"
"In post","2021","Communications","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Male","Heterosexual / straight","35","35","36980","33440"
"In post","2021","Communications","West Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Female","Heterosexual / straight","45","45","41850","39300"
"In post","2021","Communications","Yorkshire and The Humber","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Male","Heterosexual / straight","35","35","40050","36780"
"In post","2021","Communications","Yorkshire and The Humber","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Corporate Finance","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Corporate Finance","London","Male","Heterosexual / straight","35","35","57070","54110"
"In post","2021","Corporate Finance","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Corporate Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
