"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","HEO","Heterosexual / straight","35","35","36070","36160"
"In post","2021","Black","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","EO","Heterosexual / straight","60","55","28040","28150"
"In post","2021","Black","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","G7","Heterosexual / straight","75","75","57010","57440"
"In post","2021","Black","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","HEO","Heterosexual / straight","110","110","34230","33930"
"In post","2021","Black","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","SEO","Heterosexual / straight","90","90","42000","41970"
"In post","2021","Black","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Black","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Black","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","EO","Heterosexual / straight","55","55","28430","28740"
"In post","2021","Black","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Finance","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","G7","Heterosexual / straight","60","60","56310","56110"
"In post","2021","Black","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HEO","Heterosexual / straight","100","100","34530","33690"
"In post","2021","Black","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SEO","Heterosexual / straight","90","90","43100","42550"
"In post","2021","Black","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","EO","Heterosexual / straight","55","55","28800","28670"
"In post","2021","Black","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","G7","Heterosexual / straight","35","35","55480","55870"
"In post","2021","Black","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HEO","Heterosexual / straight","75","75","33870","34010"
"In post","2021","Black","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SEO","Heterosexual / straight","55","55","42730","41970"
"In post","2021","Black","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","EO","Heterosexual / straight","30","30","29910","29220"
"In post","2021","Black","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
