"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Angus and Dundee City","EO","EO","Female","335","295","27440","27570"
"In post","2021","Angus and Dundee City","EO","EO","Male","160","155","27410","27570"
"In post","2021","Angus and Dundee City","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","G7","Female","20","20","[c]","[c]"
"In post","2021","Angus and Dundee City","G6/G7","G7","Male","20","20","[c]","[c]"
"In post","2021","Angus and Dundee City","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","SEO/HEO","HEO","Female","85","80","32670","32140"
"In post","2021","Angus and Dundee City","SEO/HEO","HEO","Male","50","50","32540","32140"
"In post","2021","Angus and Dundee City","SEO/HEO","SEO","Female","70","65","42620","41580"
"In post","2021","Angus and Dundee City","SEO/HEO","SEO","Male","30","25","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","AA","Female","25","25","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","AA","Male","90","90","19820","20310"
"In post","2021","Antrim and Newtownabbey","AA/AO","AO","Female","15","15","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","AA/AO","AO","Male","20","20","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","EO","Female","5","5","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","EO","EO","Male","15","15","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AA","Female","10","10","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AA","Male","95","95","20090","20310"
"In post","2021","Ards and North Down","AA/AO","AO","Female","20","20","[c]","[c]"
"In post","2021","Ards and North Down","AA/AO","AO","Male","40","40","23460","21880"
"In post","2021","Ards and North Down","EO","EO","Female","15","10","[c]","[c]"
"In post","2021","Ards and North Down","EO","EO","Male","15","15","[c]","[c]"
"In post","2021","Ards and North Down","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","SEO/HEO","SEO","Male","5","5","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AO","Female","80","70","23150","22910"
"In post","2021","Barking & Dagenham and Havering","AA/AO","AO","Male","25","25","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","EO","EO","Female","230","205","30990","31060"
"In post","2021","Barking & Dagenham and Havering","EO","EO","Male","155","150","30970","31060"
"In post","2021","Barking & Dagenham and Havering","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","HEO","Female","20","20","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","HEO","Male","15","15","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","SEO","Female","10","10","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","Female","40","40","32150","27730"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Barnet","AA/AO","AA","Female","30","20","22190","22100"
"In post","2021","Barnet","AA/AO","AA","Male","20","15","[c]","[c]"
"In post","2021","Barnet","AA/AO","AO","Female","165","145","24310","23930"
"In post","2021","Barnet","AA/AO","AO","Male","60","55","23940","23690"
"In post","2021","Barnet","EO","EO","Female","295","270","30080","31060"
"In post","2021","Barnet","EO","EO","Male","145","140","29970","30780"
"In post","2021","Barnet","G6/G7","G6","Female","40","35","73420","72200"
"In post","2021","Barnet","G6/G7","G6","Male","30","30","[c]","[c]"
"In post","2021","Barnet","G6/G7","G7","Female","130","125","55480","54240"
"In post","2021","Barnet","G6/G7","G7","Male","115","115","57450","55130"
"In post","2021","Barnet","SCS level","SCS level","Female","25","20","[c]","[c]"
"In post","2021","Barnet","SCS level","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Barnet","SEO/HEO","HEO","Female","185","180","34380","33330"
"In post","2021","Barnet","SEO/HEO","HEO","Male","90","85","35060","34730"
"In post","2021","Barnet","SEO/HEO","SEO","Female","160","150","42330","41310"
"In post","2021","Barnet","SEO/HEO","SEO","Male","130","130","43810","44510"
"In post","2021","Barnet","Unknown","Unknown","Female","35","35","31790","26810"
"In post","2021","Barnet","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AA","Female","130","120","20320","20600"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AA","Male","85","80","20770","20600"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AO","Female","740","610","21890","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","AO","Male","555","530","25750","25790"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","EO","Female","610","510","27540","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","EO","Male","330","315","29720","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G6","Male","5","5","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G7","Female","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","Female","125","115","32680","31990"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","Male","100","95","36040","36480"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","Female","60","55","44480","43330"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","Male","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","Female","170","150","29240","28200"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","Male","40","35","30680","31420"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","Female","40","40","20170","20600"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","Male","90","90","19840","19560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","Female","400","350","22950","21430"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","Male","225","220","25290","22500"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","Female","1295","1175","24680","25500"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","Male","1320","1300","24930","25750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","Female","135","130","68400","67150"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","Male","355","345","68970","67810"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","Female","460","435","52850","54130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","Male","975","960","53810","54540"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","Female","40","40","98390","91000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","Male","110","110","101170","93990"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","Female","1350","1255","31090","31970"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","Male","1705","1680","31800","32270"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","Female","1100","1035","40500","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","Male","2225","2180","41580","41200"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","Female","550","515","37110","33310"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","Male","980","965","43630","40430"
"In post","2021","Bedford","AA/AO","AA","Female","25","25","[c]","[c]"
"In post","2021","Bedford","AA/AO","AA","Male","20","20","[c]","[c]"
"In post","2021","Bedford","AA/AO","AO","Female","130","120","25240","23200"
"In post","2021","Bedford","AA/AO","AO","Male","115","110","28530","29920"
"In post","2021","Bedford","EO","EO","Female","165","145","27420","27570"
"In post","2021","Bedford","EO","EO","Male","120","115","28220","27570"
"In post","2021","Bedford","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","G7","Female","10","10","[c]","[c]"
"In post","2021","Bedford","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2021","Bedford","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","HEO","Female","45","45","33190","32740"
"In post","2021","Bedford","SEO/HEO","HEO","Male","50","50","34290","33900"
"In post","2021","Bedford","SEO/HEO","SEO","Female","25","25","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","SEO","Male","35","35","44350","45100"
"In post","2021","Bedford","Unknown","Unknown","Female","60","50","27250","23380"
"In post","2021","Bedford","Unknown","Unknown","Male","15","10","[c]","[c]"
"In post","2021","Belfast","AA/AO","AA","Female","20","15","[c]","[c]"
"In post","2021","Belfast","AA/AO","AA","Male","40","40","19480","19560"
"In post","2021","Belfast","AA/AO","AO","Female","490","415","20810","20640"
"In post","2021","Belfast","AA/AO","AO","Male","455","430","20660","20140"
"In post","2021","Belfast","EO","EO","Female","425","385","26340","25560"
"In post","2021","Belfast","EO","EO","Male","395","385","26220","25560"
"In post","2021","Belfast","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2021","Belfast","G6/G7","G6","Male","20","20","[c]","[c]"
"In post","2021","Belfast","G6/G7","G7","Female","85","85","52030","52580"
"In post","2021","Belfast","G6/G7","G7","Male","90","90","53010","52580"
"In post","2021","Belfast","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Belfast","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","HEO","Female","260","245","32290","31810"
"In post","2021","Belfast","SEO/HEO","HEO","Male","270","265","32530","31810"
"In post","2021","Belfast","SEO/HEO","SEO","Female","130","125","38400","38630"
"In post","2021","Belfast","SEO/HEO","SEO","Male","105","100","38550","38630"
"In post","2021","Berkshire","AA/AO","AA","Female","40","35","19030","19170"
"In post","2021","Berkshire","AA/AO","AA","Male","60","55","18930","18800"
"In post","2021","Berkshire","AA/AO","AO","Female","310","275","23770","22150"
"In post","2021","Berkshire","AA/AO","AO","Male","595","590","30890","27680"
"In post","2021","Berkshire","EO","EO","Female","455","420","29530","29290"
"In post","2021","Berkshire","EO","EO","Male","340","335","32830","29290"
"In post","2021","Berkshire","G6/G7","G6","Female","25","25","[c]","[c]"
"In post","2021","Berkshire","G6/G7","G6","Male","40","40","67290","64670"
"In post","2021","Berkshire","G6/G7","G7","Female","105","95","55010","52580"
"In post","2021","Berkshire","G6/G7","G7","Male","120","120","53520","51970"
"In post","2021","Berkshire","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Berkshire","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","HEO","Female","195","180","34940","34660"
"In post","2021","Berkshire","SEO/HEO","HEO","Male","210","205","36430","33300"
"In post","2021","Berkshire","SEO/HEO","SEO","Female","110","100","40330","39650"
"In post","2021","Berkshire","SEO/HEO","SEO","Male","140","135","42130","40440"
"In post","2021","Berkshire","Unknown","Unknown","Female","120","115","29690","27920"
"In post","2021","Berkshire","Unknown","Unknown","Male","70","70","35210","38000"
"In post","2021","Bexley and Greenwich","AA/AO","AA","Female","135","125","23890","23790"
"In post","2021","Bexley and Greenwich","AA/AO","AA","Male","85","85","23340","23790"
"In post","2021","Bexley and Greenwich","AA/AO","AO","Female","290","270","28000","27090"
"In post","2021","Bexley and Greenwich","AA/AO","AO","Male","370","360","31690","33180"
"In post","2021","Bexley and Greenwich","EO","EO","Female","335","305","31310","31060"
"In post","2021","Bexley and Greenwich","EO","EO","Male","215","205","33240","31880"
"In post","2021","Bexley and Greenwich","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","G7","Female","5","5","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","HEO","Female","45","45","36430","36650"
"In post","2021","Bexley and Greenwich","SEO/HEO","HEO","Male","95","95","39280","39440"
"In post","2021","Bexley and Greenwich","SEO/HEO","SEO","Female","20","20","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","SEO","Male","25","25","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","Female","85","85","33190","34100"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","Male","45","45","33650","33950"
"In post","2021","Birmingham","AA/AO","AA","Female","160","145","18870","18850"
"In post","2021","Birmingham","AA/AO","AA","Male","140","135","18920","18900"
"In post","2021","Birmingham","AA/AO","AO","Female","1955","1695","20930","20420"
"In post","2021","Birmingham","AA/AO","AO","Male","1315","1260","21610","20140"
"In post","2021","Birmingham","EO","EO","Female","1960","1755","26520","27570"
"In post","2021","Birmingham","EO","EO","Male","1350","1310","26780","27370"
"In post","2021","Birmingham","G6/G7","G6","Female","105","100","67340","64670"
"In post","2021","Birmingham","G6/G7","G6","Male","120","120","69980","68180"
"In post","2021","Birmingham","G6/G7","G7","Female","470","440","54390","52580"
"In post","2021","Birmingham","G6/G7","G7","Male","450","440","55350","52580"
"In post","2021","Birmingham","SCS level","SCS level","Female","55","50","101480","93050"
"In post","2021","Birmingham","SCS level","SCS level","Male","55","50","98290","98230"
"In post","2021","Birmingham","SEO/HEO","HEO","Female","995","940","32430","31810"
"In post","2021","Birmingham","SEO/HEO","HEO","Male","940","920","33020","31810"
"In post","2021","Birmingham","SEO/HEO","SEO","Female","565","535","40680","38700"
"In post","2021","Birmingham","SEO/HEO","SEO","Male","520","510","41350","39400"
"In post","2021","Birmingham","Unknown","Unknown","Female","325","290","29760","28200"
"In post","2021","Birmingham","Unknown","Unknown","Male","110","110","31350","28200"
"In post","2021","Blackburn with Darwen","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","AA/AO","AO","Female","95","75","20600","21010"
"In post","2021","Blackburn with Darwen","AA/AO","AO","Male","55","50","22170","21010"
"In post","2021","Blackburn with Darwen","EO","EO","Female","120","100","27360","27570"
"In post","2021","Blackburn with Darwen","EO","EO","Male","100","95","27680","27570"
"In post","2021","Blackburn with Darwen","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","G6/G7","G7","Female","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","SEO/HEO","HEO","Female","20","20","[c]","[c]"
"In post","2021","Blackburn with Darwen","SEO/HEO","HEO","Male","20","20","[c]","[c]"
"In post","2021","Blackburn with Darwen","SEO/HEO","SEO","Female","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Unknown","Female","50","45","28710","26500"
"In post","2021","Blackburn with Darwen","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Blackpool","AA/AO","AA","Female","10","5","[c]","[c]"
"In post","2021","Blackpool","AA/AO","AA","Male","5","5","[c]","[c]"
"In post","2021","Blackpool","AA/AO","AO","Female","1100","945","20820","21010"
"In post","2021","Blackpool","AA/AO","AO","Male","640","620","20930","21010"
"In post","2021","Blackpool","EO","EO","Female","1200","1040","27400","27570"
"In post","2021","Blackpool","EO","EO","Male","660","635","27500","27570"
"In post","2021","Blackpool","G6/G7","G6","Female","40","40","63660","61280"
"In post","2021","Blackpool","G6/G7","G6","Male","70","70","66900","65550"
"In post","2021","Blackpool","G6/G7","G7","Female","170","160","51060","49170"
"In post","2021","Blackpool","G6/G7","G7","Male","135","130","52760","51580"
"In post","2021","Blackpool","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Blackpool","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Blackpool","SEO/HEO","HEO","Female","370","345","32510","31990"
"In post","2021","Blackpool","SEO/HEO","HEO","Male","225","220","32590","31990"
"In post","2021","Blackpool","SEO/HEO","SEO","Female","260","245","37080","35730"
"In post","2021","Blackpool","SEO/HEO","SEO","Male","165","160","37490","36560"
"In post","2021","Blackpool","Unknown","Unknown","Female","50","50","28600","28200"
"In post","2021","Blackpool","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Bournemouth and Poole","AA/AO","AA","Female","15","10","[c]","[c]"
"In post","2021","Bournemouth and Poole","AA/AO","AA","Male","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","AA/AO","AO","Female","90","75","20370","20100"
"In post","2021","Bournemouth and Poole","AA/AO","AO","Male","65","65","21810","20920"
"In post","2021","Bournemouth and Poole","EO","EO","Female","190","155","27020","27570"
"In post","2021","Bournemouth and Poole","EO","EO","Male","140","135","27140","27570"
"In post","2021","Bournemouth and Poole","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","G6/G7","G7","Female","5","5","[c]","[c]"
"In post","2021","Bournemouth and Poole","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","SEO/HEO","HEO","Female","25","25","[c]","[c]"
"In post","2021","Bournemouth and Poole","SEO/HEO","HEO","Male","25","25","[c]","[c]"
"In post","2021","Bournemouth and Poole","SEO/HEO","SEO","Female","15","15","[c]","[c]"
"In post","2021","Bournemouth and Poole","SEO/HEO","SEO","Male","10","10","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Unknown","Female","75","65","28890","26570"
"In post","2021","Bournemouth and Poole","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Bradford","AA/AO","AA","Female","40","30","18490","18680"
"In post","2021","Bradford","AA/AO","AA","Male","25","25","[c]","[c]"
"In post","2021","Bradford","AA/AO","AO","Female","755","590","20560","20180"
"In post","2021","Bradford","AA/AO","AO","Male","510","475","20580","20140"
"In post","2021","Bradford","EO","EO","Female","595","510","26650","27570"
"In post","2021","Bradford","EO","EO","Male","360","340","26760","27570"
"In post","2021","Bradford","G6/G7","G6","Female","25","25","[c]","[c]"
"In post","2021","Bradford","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2021","Bradford","G6/G7","G7","Female","70","65","52070","52580"
"In post","2021","Bradford","G6/G7","G7","Male","70","70","51900","52580"
"In post","2021","Bradford","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Bradford","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","SEO/HEO","HEO","Female","195","175","31520","31810"
"In post","2021","Bradford","SEO/HEO","HEO","Male","130","125","31670","31810"
"In post","2021","Bradford","SEO/HEO","SEO","Female","85","85","38590","38630"
"In post","2021","Bradford","SEO/HEO","SEO","Male","95","90","38810","38630"
"In post","2021","Bradford","Unknown","Unknown","Female","85","80","30010","28200"
"In post","2021","Bradford","Unknown","Unknown","Male","35","35","30490","32050"
"In post","2021","Breckland and South Norfolk","AA/AO","AA","Female","25","25","[c]","[c]"
"In post","2021","Breckland and South Norfolk","AA/AO","AA","Male","35","35","20540","20600"
"In post","2021","Breckland and South Norfolk","AA/AO","AO","Female","90","80","24220","23240"
"In post","2021","Breckland and South Norfolk","AA/AO","AO","Male","150","145","25810","25300"
"In post","2021","Breckland and South Norfolk","EO","EO","Female","65","55","27210","27570"
"In post","2021","Breckland and South Norfolk","EO","EO","Male","70","65","30210","28860"
"In post","2021","Breckland and South Norfolk","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2021","Breckland and South Norfolk","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","SEO/HEO","HEO","Female","20","20","[c]","[c]"
"In post","2021","Breckland and South Norfolk","SEO/HEO","HEO","Male","30","25","[c]","[c]"
"In post","2021","Breckland and South Norfolk","SEO/HEO","SEO","Female","10","10","[c]","[c]"
"In post","2021","Breckland and South Norfolk","SEO/HEO","SEO","Male","15","15","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","AA/AO","AA","Female","15","10","[c]","[c]"
"In post","2021","Brent","AA/AO","AA","Male","5","5","[c]","[c]"
"In post","2021","Brent","AA/AO","AO","Female","105","90","23840","23500"
"In post","2021","Brent","AA/AO","AO","Male","35","30","24180","24210"
"In post","2021","Brent","EO","EO","Female","175","160","30690","31060"
"In post","2021","Brent","EO","EO","Male","100","100","30620","31060"
"In post","2021","Brent","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2021","Brent","SEO/HEO","HEO","Female","25","20","[c]","[c]"
"In post","2021","Brent","SEO/HEO","HEO","Male","30","30","35950","36400"
"In post","2021","Brent","SEO/HEO","SEO","Female","20","20","[c]","[c]"
"In post","2021","Brent","SEO/HEO","SEO","Male","20","20","[c]","[c]"
"In post","2021","Brent","Unknown","Unknown","Female","55","55","32700","28690"
"In post","2021","Brent","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","AA/AO","AO","Female","180","145","20490","21010"
"In post","2021","Bridgend and Neath Port Talbot","AA/AO","AO","Male","80","75","20630","21010"
"In post","2021","Bridgend and Neath Port Talbot","EO","EO","Female","205","180","27510","27570"
"In post","2021","Bridgend and Neath Port Talbot","EO","EO","Male","80","75","29190","27570"
"In post","2021","Bridgend and Neath Port Talbot","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
