"Status","Year","Age","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Heterosexual / straight","50","[c]","38560","36100"
"Leaver CS","2021","60-64","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Heterosexual / straight","65","[c]","52990","55610"
"Leaver CS","2021","60-64","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Undeclared","30","[c]","38770","35230"
"Leaver CS","2021","60-64","Legal","Unknown","35","[c]","59620","59700"
"Leaver CS","2021","60-64","No function","Heterosexual / straight","670","[c]","38170","27130"
"Leaver CS","2021","60-64","No function","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Undeclared","175","[c]","35060","27390"
"Leaver CS","2021","60-64","No function","Unknown","270","[c]","36730","32160"
"Leaver CS","2021","60-64","Project Delivery","Heterosexual / straight","110","[c]","43690","39900"
"Leaver CS","2021","60-64","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Heterosexual / straight","60","[c]","36340","33300"
"Leaver CS","2021","60-64","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Unknown","35","[c]","28890","26530"
"Leaver CS","2021","60-64","Security","Heterosexual / straight","65","[c]","31650","33630"
"Leaver CS","2021","60-64","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Heterosexual / straight","970","[c]","32230","27570"
"Leaver CS","2021","60-64","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Undeclared","175","[c]","32150","27570"
"Leaver CS","2021","60-64","Unknown","Unknown","1615","[c]","32320","27570"
"Leaver CS","2021","65+","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Grants Management","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Heterosexual / straight","40","[c]","45470","45300"
"Leaver CS","2021","65+","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Heterosexual / straight","625","[c]","27800","21270"
"Leaver CS","2021","65+","No function","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Undeclared","150","[c]","26230","22080"
"Leaver CS","2021","65+","No function","Unknown","280","[c]","36760","27130"
"Leaver CS","2021","65+","Project Delivery","Heterosexual / straight","85","[c]","36320","33300"
"Leaver CS","2021","65+","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Heterosexual / straight","55","[c]","29810","29630"
"Leaver CS","2021","65+","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Unknown","30","[c]","29000","22920"
"Leaver CS","2021","65+","Security","Heterosexual / straight","40","[c]","23190","20060"
"Leaver CS","2021","65+","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Heterosexual / straight","820","[c]","27220","25160"
"Leaver CS","2021","65+","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Undeclared","160","[c]","27570","25630"
"Leaver CS","2021","65+","Unknown","Unknown","1035","[c]","28030","26120"
"Leaver CS","2021","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Heterosexual / straight","95","[c]","35460","33570"
"Leaver Dept.","2021","20-29","Analysis","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Heterosexual / straight","40","[c]","36070","33630"
"Leaver Dept.","2021","20-29","Communications","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","35","[c]","34160","33150"
"Leaver Dept.","2021","20-29","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Heterosexual / straight","30","[c]","35140","33640"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Heterosexual / straight","110","[c]","29210","28560"
"Leaver Dept.","2021","20-29","Human Resources","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Heterosexual / straight","50","[c]","28050","27160"
"Leaver Dept.","2021","20-29","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Heterosexual / straight","800","[c]","31940","32000"
"Leaver Dept.","2021","20-29","No function","LGBO","120","[c]","34140","32000"
"Leaver Dept.","2021","20-29","No function","Undeclared","95","[c]","33890","32160"
"Leaver Dept.","2021","20-29","No function","Unknown","755","[c]","32270","32000"
"Leaver Dept.","2021","20-29","Project Delivery","Heterosexual / straight","105","[c]","31230","29690"
"Leaver Dept.","2021","20-29","Project Delivery","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","30","[c]","34840","32630"
"Leaver Dept.","2021","20-29","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Heterosexual / straight","660","[c]","30400","27760"
"Leaver Dept.","2021","20-29","Unknown","LGBO","85","[c]","30090","27570"
"Leaver Dept.","2021","20-29","Unknown","Undeclared","55","[c]","31950","29570"
"Leaver Dept.","2021","20-29","Unknown","Unknown","950","[c]","31320","31060"
"Leaver Dept.","2021","30-39","Analysis","Heterosexual / straight","55","[c]","47020","48880"
"Leaver Dept.","2021","30-39","Analysis","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Heterosexual / straight","40","[c]","45200","45840"
"Leaver Dept.","2021","30-39","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Heterosexual / straight","50","[c]","39890","33300"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Heterosexual / straight","35","[c]","49130","45480"
"Leaver Dept.","2021","30-39","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Heterosexual / straight","95","[c]","39060","34400"
"Leaver Dept.","2021","30-39","Human Resources","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Heterosexual / straight","50","[c]","45210","51050"
"Leaver Dept.","2021","30-39","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Heterosexual / straight","725","[c]","40800","37210"
"Leaver Dept.","2021","30-39","No function","LGBO","80","[c]","40080","32620"
"Leaver Dept.","2021","30-39","No function","Undeclared","80","[c]","42080","40600"
"Leaver Dept.","2021","30-39","No function","Unknown","385","[c]","40170","35710"
"Leaver Dept.","2021","30-39","Project Delivery","Heterosexual / straight","105","[c]","39620","38480"
"Leaver Dept.","2021","30-39","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Heterosexual / straight","705","[c]","35050","30200"
"Leaver Dept.","2021","30-39","Unknown","LGBO","55","[c]","36090","30470"
"Leaver Dept.","2021","30-39","Unknown","Undeclared","80","[c]","36180","33090"
"Leaver Dept.","2021","30-39","Unknown","Unknown","765","[c]","36410","31990"
"Leaver Dept.","2021","40-49","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Heterosexual / straight","35","[c]","53600","50110"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Heterosexual / straight","30","[c]","49950","49910"
"Leaver Dept.","2021","40-49","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Heterosexual / straight","70","[c]","44980","42520"
"Leaver Dept.","2021","40-49","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Heterosexual / straight","345","[c]","47890","42060"
"Leaver Dept.","2021","40-49","No function","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Undeclared","40","[c]","43570","37160"
"Leaver Dept.","2021","40-49","No function","Unknown","155","[c]","47680","47880"
"Leaver Dept.","2021","40-49","Project Delivery","Heterosexual / straight","80","[c]","47420","40810"
"Leaver Dept.","2021","40-49","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Heterosexual / straight","535","[c]","38120","31990"
"Leaver Dept.","2021","40-49","Unknown","LGBO","30","[c]","39350","29160"
"Leaver Dept.","2021","40-49","Unknown","Undeclared","60","[c]","40830","34950"
"Leaver Dept.","2021","40-49","Unknown","Unknown","455","[c]","32670","27570"
"Leaver Dept.","2021","50-59","Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","Heterosexual / straight","50","[c]","45890","48000"
"Leaver Dept.","2021","50-59","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","No function","Heterosexual / straight","210","[c]","41620","34360"
"Leaver Dept.","2021","50-59","No function","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","No function","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","No function","Unknown","105","[c]","42140","37670"
