"Status","Year","Organisation","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Prison and Probation Service","South Nottinghamshire","Outside London","Unknown","10","10","36100","37850"
"In post","2021","HM Prison and Probation Service","South Teesside","Outside London","Unknown","115","100","28180","28200"
"In post","2021","HM Prison and Probation Service","South West Wales","Outside London","Unknown","75","70","27930","24020"
"In post","2021","HM Prison and Probation Service","Southampton","Outside London","Unknown","70","65","28130","28200"
"In post","2021","HM Prison and Probation Service","Southend-on-Sea","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Staffordshire CC","Outside London","AA/AO","1250","1180","24880","24120"
"In post","2021","HM Prison and Probation Service","Staffordshire CC","Outside London","EO","335","320","30400","31420"
"In post","2021","HM Prison and Probation Service","Staffordshire CC","Outside London","G6/G7","30","30","75710","76660"
"In post","2021","HM Prison and Probation Service","Staffordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Staffordshire CC","Outside London","SEO/HEO","325","315","40500","38160"
"In post","2021","HM Prison and Probation Service","Staffordshire CC","Outside London","Unknown","175","155","29980","30210"
"In post","2021","HM Prison and Probation Service","Stoke-on-Trent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Stoke-on-Trent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Stoke-on-Trent","Outside London","Unknown","90","80","29190","28200"
"In post","2021","HM Prison and Probation Service","Suffolk","Outside London","AA/AO","640","605","26760","27770"
"In post","2021","HM Prison and Probation Service","Suffolk","Outside London","EO","125","120","30910","32870"
"In post","2021","HM Prison and Probation Service","Suffolk","Outside London","G6/G7","15","15","71770","72080"
"In post","2021","HM Prison and Probation Service","Suffolk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Suffolk","Outside London","SEO/HEO","145","140","40430","38160"
"In post","2021","HM Prison and Probation Service","Suffolk","Outside London","Unknown","150","140","28770","28200"
"In post","2021","HM Prison and Probation Service","Sunderland","Outside London","Unknown","45","45","28560","28200"
"In post","2021","HM Prison and Probation Service","Swansea","Outside London","AA/AO","225","200","25900","25790"
"In post","2021","HM Prison and Probation Service","Swansea","Outside London","EO","40","35","29960","30810"
"In post","2021","HM Prison and Probation Service","Swansea","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Swansea","Outside London","SEO/HEO","45","40","39890","38160"
"In post","2021","HM Prison and Probation Service","Swansea","Outside London","Unknown","180","165","29730","28750"
"In post","2021","HM Prison and Probation Service","Swindon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Swindon","Outside London","Unknown","35","30","29790","29400"
"In post","2021","HM Prison and Probation Service","Telford and Wrekin","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Torbay","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Torbay","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Torbay","Outside London","Unknown","30","30","29790","31420"
"In post","2021","HM Prison and Probation Service","Tower Hamlets","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Tower Hamlets","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Tower Hamlets","London","Unknown","65","60","31980","32090"
"In post","2021","HM Prison and Probation Service","Tyneside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Tyneside","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Tyneside","Outside London","Unknown","260","245","28850","28200"
"In post","2021","HM Prison and Probation Service","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wakefield","Outside London","AA/AO","655","600","26240","25400"
"In post","2021","HM Prison and Probation Service","Wakefield","Outside London","EO","160","150","30630","32040"
"In post","2021","HM Prison and Probation Service","Wakefield","Outside London","G6/G7","15","15","74200","70630"
"In post","2021","HM Prison and Probation Service","Wakefield","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wakefield","Outside London","SEO/HEO","130","115","40130","38150"
"In post","2021","HM Prison and Probation Service","Wakefield","Outside London","Unknown","90","85","30870","30880"
"In post","2021","HM Prison and Probation Service","Walsall","Outside London","Unknown","65","60","28280","28200"
"In post","2021","HM Prison and Probation Service","Wandsworth","London","AA/AO","490","480","31340","33130"
"In post","2021","HM Prison and Probation Service","Wandsworth","London","EO","90","90","35860","36890"
"In post","2021","HM Prison and Probation Service","Wandsworth","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wandsworth","London","SEO/HEO","60","55","45240","43240"
"In post","2021","HM Prison and Probation Service","Wandsworth","London","Unknown","45","45","34470","34770"
"In post","2021","HM Prison and Probation Service","Warrington","Outside London","AA/AO","430","405","25370","24440"
"In post","2021","HM Prison and Probation Service","Warrington","Outside London","EO","85","80","30500","31610"
"In post","2021","HM Prison and Probation Service","Warrington","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Warrington","Outside London","SEO/HEO","80","80","40810","38160"
"In post","2021","HM Prison and Probation Service","Warrington","Outside London","Unknown","60","55","29680","30210"
"In post","2021","HM Prison and Probation Service","Warwickshire","Outside London","AA/AO","15","15","27760","29230"
"In post","2021","HM Prison and Probation Service","Warwickshire","Outside London","EO","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Warwickshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Warwickshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Warwickshire","Outside London","SEO/HEO","40","40","42980","38160"
"In post","2021","HM Prison and Probation Service","Warwickshire","Outside London","Unknown","115","105","28360","24320"
"In post","2021","HM Prison and Probation Service","West Cumbria","Outside London","AA/AO","150","135","24490","23240"
"In post","2021","HM Prison and Probation Service","West Cumbria","Outside London","EO","35","35","30250","31610"
"In post","2021","HM Prison and Probation Service","West Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Cumbria","Outside London","SEO/HEO","25","25","39940","38160"
"In post","2021","HM Prison and Probation Service","West Cumbria","Outside London","Unknown","35","30","29070","31150"
"In post","2021","HM Prison and Probation Service","West Essex","Outside London","Unknown","25","25","28690","24320"
"In post","2021","HM Prison and Probation Service","West Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Northamptonshire","Outside London","AA/AO","240","225","24230","23970"
"In post","2021","HM Prison and Probation Service","West Northamptonshire","Outside London","EO","45","40","29310","27380"
"In post","2021","HM Prison and Probation Service","West Northamptonshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Northamptonshire","Outside London","SEO/HEO","50","50","39200","38160"
"In post","2021","HM Prison and Probation Service","West Northamptonshire","Outside London","Unknown","120","115","28720","28200"
"In post","2021","HM Prison and Probation Service","West Surrey","Outside London","AA/AO","300","285","28150","29040"
"In post","2021","HM Prison and Probation Service","West Surrey","Outside London","EO","60","60","30740","30380"
"In post","2021","HM Prison and Probation Service","West Surrey","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Surrey","Outside London","SEO/HEO","80","75","41300","38160"
"In post","2021","HM Prison and Probation Service","West Surrey","Outside London","Unknown","120","110","28680","28200"
"In post","2021","HM Prison and Probation Service","West Sussex (North East)","Outside London","Unknown","25","25","29220","29200"
"In post","2021","HM Prison and Probation Service","West Sussex (South West)","Outside London","AA/AO","85","85","24920","23240"
"In post","2021","HM Prison and Probation Service","West Sussex (South West)","Outside London","EO","35","35","29700","27380"
"In post","2021","HM Prison and Probation Service","West Sussex (South West)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Sussex (South West)","Outside London","SEO/HEO","30","30","39450","38160"
"In post","2021","HM Prison and Probation Service","West Sussex (South West)","Outside London","Unknown","55","50","30420","30210"
"In post","2021","HM Prison and Probation Service","Westminster","London","AA/AO","35","35","24570","24400"
"In post","2021","HM Prison and Probation Service","Westminster","London","EO","60","55","31060","30320"
"In post","2021","HM Prison and Probation Service","Westminster","London","G6/G7","160","155","72070","69850"
"In post","2021","HM Prison and Probation Service","Westminster","London","SCS level","30","30","93830","89240"
"In post","2021","HM Prison and Probation Service","Westminster","London","SEO/HEO","290","285","46500","47480"
"In post","2021","HM Prison and Probation Service","Westminster","London","Unknown","70","65","41940","41060"
"In post","2021","HM Prison and Probation Service","Wiltshire","Outside London","AA/AO","210","200","25180","25850"
"In post","2021","HM Prison and Probation Service","Wiltshire","Outside London","EO","50","45","28750","27380"
"In post","2021","HM Prison and Probation Service","Wiltshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wiltshire","Outside London","SEO/HEO","45","45","37760","37280"
"In post","2021","HM Prison and Probation Service","Wiltshire","Outside London","Unknown","50","45","30510","30810"
"In post","2021","HM Prison and Probation Service","Wirral","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wirral","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wirral","Outside London","Unknown","60","55","28750","28200"
"In post","2021","HM Prison and Probation Service","Wolverhampton","Outside London","Unknown","85","75","26240","23840"
"In post","2021","HM Prison and Probation Service","Worcestershire","Outside London","AA/AO","790","765","25230","23970"
"In post","2021","HM Prison and Probation Service","Worcestershire","Outside London","EO","150","150","31200","33520"
"In post","2021","HM Prison and Probation Service","Worcestershire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Worcestershire","Outside London","SEO/HEO","145","140","40810","38160"
"In post","2021","HM Prison and Probation Service","Worcestershire","Outside London","Unknown","160","150","29620","28200"
"In post","2021","HM Prison and Probation Service","York","Outside London","AA/AO","55","50","25510","24440"
"In post","2021","HM Prison and Probation Service","York","Outside London","EO","10","10","32180","32880"
"In post","2021","HM Prison and Probation Service","York","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","York","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","York","Outside London","SEO/HEO","25","25","40820","38160"
"In post","2021","HM Prison and Probation Service","York","Outside London","Unknown","90","80","29330","28200"
"In post","2021","HM Revenue and Customs (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Angus and Dundee City","Outside London","AA/AO","215","195","20600","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Angus and Dundee City","Outside London","EO","50","45","26240","27430"
"In post","2021","HM Revenue and Customs (excl. agencies)","Angus and Dundee City","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Angus and Dundee City","Outside London","SEO/HEO","35","30","33910","32100"
"In post","2021","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","AA/AO","710","640","20450","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","EO","555","515","25960","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","G6/G7","155","150","54520","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","SEO/HEO","565","540","33510","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Berkshire","Outside London","AA/AO","40","35","22360","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Berkshire","Outside London","EO","100","90","28600","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Berkshire","Outside London","G6/G7","35","30","59390","58130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Berkshire","Outside London","SEO/HEO","140","130","36470","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bexley and Greenwich","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","AA/AO","745","675","20460","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","EO","680","635","25960","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","G6/G7","315","305","55570","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","SCS level","20","20","84750","76430"
"In post","2021","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","SEO/HEO","1045","1000","33810","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Blackburn with Darwen","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","AA/AO","830","700","20560","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","EO","420","375","26100","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","G6/G7","175","165","55030","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","SEO/HEO","410","390","34520","31870"
"In post","2021","HM Revenue and Customs (excl. agencies)","Brent","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","AA/AO","145","135","20690","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","EO","310","285","26230","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","G6/G7","245","230","56630","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","SEO/HEO","585","560","33860","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Calderdale and Kirklees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","AA/AO","115","100","25110","25630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","EO","470","450","30460","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","G6/G7","205","195","61960","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","SCS level","10","10","79590","78000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","SEO/HEO","710","690","38520","36590"
"In post","2021","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","AA/AO","1445","1270","20460","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","EO","1210","1125","25670","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","G6/G7","235","230","53970","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","SCS level","15","15","81390","74500"
"In post","2021","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","1190","1140","33180","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Causeway Coast and Glens","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","AA/AO","890","835","20330","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","EO","405","375","26120","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","G6/G7","165","155","55570","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","SEO/HEO","575","555","33470","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Croydon","London","AA/AO","360","335","24650","24120"
"In post","2021","HM Revenue and Customs (excl. agencies)","Croydon","London","EO","540","510","30290","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Croydon","London","G6/G7","400","380","63210","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Croydon","London","SCS level","25","25","87640","79760"
"In post","2021","HM Revenue and Customs (excl. agencies)","Croydon","London","SEO/HEO","905","865","38510","36230"
"In post","2021","HM Revenue and Customs (excl. agencies)","Derby","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Derry City and Strabane","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Derry City and Strabane","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Devon CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Devon CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Dudley","Outside London","AA/AO","40","40","20200","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Dudley","Outside London","EO","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Dudley","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Dudley","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Durham CC","Outside London","AA/AO","385","340","20610","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Durham CC","Outside London","EO","95","85","25970","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Durham CC","Outside London","G6/G7","10","10","54600","54410"
"In post","2021","HM Revenue and Customs (excl. agencies)","Durham CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Durham CC","Outside London","SEO/HEO","45","40","34130","32620"
"In post","2021","HM Revenue and Customs (excl. agencies)","Ealing","London","AA/AO","25","20","25130","25630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Ealing","London","EO","25","20","32040","32520"
"In post","2021","HM Revenue and Customs (excl. agencies)","Ealing","London","SEO/HEO","15","15","38680","36590"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Kent","Outside London","AA/AO","20","15","21120","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Kent","Outside London","EO","105","95","26440","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Kent","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Kent","Outside London","SEO/HEO","70","65","34420","32100"
"In post","2021","HM Revenue and Customs (excl. agencies)","Flintshire and Wrexham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Flintshire and Wrexham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Flintshire and Wrexham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Flintshire and Wrexham","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","AA/AO","515","450","20440","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","EO","335","305","25560","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","G6/G7","165","160","55200","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","SEO/HEO","560","530","33510","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester North West","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","AA/AO","1045","940","20470","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","EO","1020","965","25590","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","G6/G7","450","435","55360","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","SCS level","20","20","79770","75500"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","SEO/HEO","1325","1275","33960","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Gwynedd","Outside London","AA/AO","10","10","20840","21110"
"In post","2021","HM Revenue and Customs (excl. agencies)","Gwynedd","Outside London","EO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","AA/AO","220","190","25040","25630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","EO","285","260","30910","32230"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","G6/G7","220","210","63400","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","SCS level","10","10","88250","82610"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","SEO/HEO","555","535","38760","37930"
"In post","2021","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","London","AA/AO","20","20","24120","24120"
"In post","2021","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","London","EO","10","10","29940","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hartlepool and Stockton-on-Tees","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hartlepool and Stockton-on-Tees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hertfordshire","Outside London","AA/AO","15","15","25060","24670"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hertfordshire","Outside London","EO","25","25","30520","31540"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hertfordshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kent Thames Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kingston upon Hull, City of","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kingston upon Hull, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kingston upon Hull, City of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kingston upon Hull, City of","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","AA/AO","625","580","20310","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","EO","835","800","25690","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","G6/G7","305","290","54990","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","SCS level","10","10","83020","76200"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","SEO/HEO","980","940","33370","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leicester","Outside London","AA/AO","230","195","20720","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leicester","Outside London","EO","80","70","26450","27230"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leicester","Outside London","G6/G7","20","15","55000","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leicester","Outside London","SEO/HEO","100","95","34070","31870"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lincolnshire","Outside London","EO","10","10","26130","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lincolnshire","Outside London","SEO/HEO","10","10","33530","33510"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lisburn and Castlereagh","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","AA/AO","825","735","20680","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","EO","445","410","25560","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","G6/G7","375","355","54370","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","SCS level","10","10","81550","75500"
"In post","2021","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","SEO/HEO","870","835","33850","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Luton","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Luton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","AA/AO","310","285","20380","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","EO","320","300","25870","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","G6/G7","290","280","55140","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","SCS level","10","10","78800","75380"
"In post","2021","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","SEO/HEO","850","810","33930","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Medway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Medway","Outside London","EO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Medway","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Mid Kent","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Mid Kent","Outside London","EO","20","15","27420","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Mid Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
