"Status","Year","Function_of_post","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","East Anglia","Outside London","EO","30","30","26340","26670"
"In post","2021","Finance","East Anglia","Outside London","G6/G7","30","30","54010","52200"
"In post","2021","Finance","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Anglia","Outside London","SEO/HEO","60","55","36900","36750"
"In post","2021","Finance","East Wales","Outside London","AA/AO","45","35","21260","21140"
"In post","2021","Finance","East Wales","Outside London","EO","40","40","25660","25200"
"In post","2021","Finance","East Wales","Outside London","G6/G7","30","30","56800","57270"
"In post","2021","Finance","East Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","East Wales","Outside London","SEO/HEO","65","60","36710","36240"
"In post","2021","Finance","East Yorkshire and Northern Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Eastern Scotland","Outside London","AA/AO","40","40","23280","23520"
"In post","2021","Finance","Eastern Scotland","Outside London","EO","35","35","28560","29040"
"In post","2021","Finance","Eastern Scotland","Outside London","G6/G7","25","25","58160","54910"
"In post","2021","Finance","Eastern Scotland","Outside London","SEO/HEO","70","70","38960","38610"
"In post","2021","Finance","Essex","Outside London","AA/AO","70","60","20750","20140"
"In post","2021","Finance","Essex","Outside London","EO","45","40","26630","25560"
"In post","2021","Finance","Essex","Outside London","G6/G7","20","20","55630","52580"
"In post","2021","Finance","Essex","Outside London","SEO/HEO","85","80","35250","35000"
"In post","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","55","50","21330","21130"
"In post","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","260","250","23900","25000"
"In post","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","210","205","58460","57540"
"In post","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","30","30","98720","86450"
"In post","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","500","480","37030","36510"
"In post","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","40","40","53190","46540"
"In post","2021","Finance","Greater Manchester","Outside London","AA/AO","25","20","20540","20070"
"In post","2021","Finance","Greater Manchester","Outside London","EO","40","40","25290","25560"
"In post","2021","Finance","Greater Manchester","Outside London","G6/G7","90","85","56600","54630"
"In post","2021","Finance","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Greater Manchester","Outside London","SEO/HEO","145","140","35920","35480"
"In post","2021","Finance","Hampshire and Isle of Wight","Outside London","AA/AO","30","30","21090","21130"
"In post","2021","Finance","Hampshire and Isle of Wight","Outside London","EO","90","85","26540","26670"
"In post","2021","Finance","Hampshire and Isle of Wight","Outside London","G6/G7","50","50","56620","57540"
"In post","2021","Finance","Hampshire and Isle of Wight","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Finance","Hampshire and Isle of Wight","Outside London","SEO/HEO","210","200","37830","34250"
"In post","2021","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","10","10","55960","52360"
"In post","2021","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","20","20","37400","37410"
"In post","2021","Finance","Highlands and Islands","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Finance","Highlands and Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Highlands and Islands","Outside London","SEO/HEO","15","15","39760","37530"
"In post","2021","Finance","Inner London - East","London","AA/AO","15","15","24780","23970"
"In post","2021","Finance","Inner London - East","London","EO","60","60","28720","27960"
"In post","2021","Finance","Inner London - East","London","G6/G7","135","135","62780","60640"
"In post","2021","Finance","Inner London - East","London","SCS level","20","20","95480","95540"
"In post","2021","Finance","Inner London - East","London","SEO/HEO","175","170","40370","40480"
"In post","2021","Finance","Inner London - West","London","AA/AO","55","50","23730","23820"
"In post","2021","Finance","Inner London - West","London","EO","225","220","28350","28230"
"In post","2021","Finance","Inner London - West","London","G6/G7","710","695","61240","59530"
"In post","2021","Finance","Inner London - West","London","SCS level","140","140","91540","85450"
"In post","2021","Finance","Inner London - West","London","SEO/HEO","830","815","39040","38600"
"In post","2021","Finance","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Kent","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Kent","Outside London","SEO/HEO","10","10","40490","38890"
"In post","2021","Finance","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Lancashire","Outside London","AA/AO","15","10","21310","21130"
"In post","2021","Finance","Lancashire","Outside London","EO","20","20","26400","26800"
"In post","2021","Finance","Lancashire","Outside London","G6/G7","15","15","56290","53730"
"In post","2021","Finance","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Lancashire","Outside London","SEO/HEO","45","45","35850","33840"
"In post","2021","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Finance","Lincolnshire","Outside London","AA/AO","20","15","20800","20920"
"In post","2021","Finance","Lincolnshire","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Finance","Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Merseyside","Outside London","AA/AO","70","65","21150","21270"
"In post","2021","Finance","Merseyside","Outside London","EO","35","35","25980","26670"
"In post","2021","Finance","Merseyside","Outside London","G6/G7","45","45","54290","53850"
"In post","2021","Finance","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Merseyside","Outside London","SEO/HEO","75","75","35620","35000"
"In post","2021","Finance","North Eastern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North Eastern Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North Yorkshire","Outside London","AA/AO","15","15","21330","21130"
"In post","2021","Finance","North Yorkshire","Outside London","EO","25","25","26590","26670"
"In post","2021","Finance","North Yorkshire","Outside London","G6/G7","40","40","56160","53460"
"In post","2021","Finance","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North Yorkshire","Outside London","SEO/HEO","60","60","35160","36520"
"In post","2021","Finance","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Outside London","EO","10","10","27780","28750"
"In post","2021","Finance","Northern Ireland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Outside London","SEO/HEO","15","15","36570","37330"
"In post","2021","Finance","Northumberland and Tyne and Wear","Outside London","AA/AO","50","40","20280","20070"
"In post","2021","Finance","Northumberland and Tyne and Wear","Outside London","EO","45","40","26520","25560"
"In post","2021","Finance","Northumberland and Tyne and Wear","Outside London","G6/G7","70","70","54620","52580"
"In post","2021","Finance","Northumberland and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northumberland and Tyne and Wear","Outside London","SEO/HEO","180","175","35100","35000"
"In post","2021","Finance","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outer London - East and North East","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outer London - South","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outer London - South","London","EO","30","30","30390","30600"
"In post","2021","Finance","Outer London - South","London","G6/G7","30","30","65170","61090"
"In post","2021","Finance","Outer London - South","London","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Outer London - South","London","SEO/HEO","40","40","40230","37290"
"In post","2021","Finance","Outer London - West and North West","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Finance","Outer London - West and North West","London","EO","5","5","[c]","[c]"
"In post","2021","Finance","Outer London - West and North West","London","G6/G7","15","15","61860","60630"
"In post","2021","Finance","Outer London - West and North West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outer London - West and North West","London","SEO/HEO","35","35","38870","38930"
"In post","2021","Finance","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","EO","15","15","28310","26670"
"In post","2021","Finance","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","SEO/HEO","15","15","37060","33630"
"In post","2021","Finance","Shropshire and Staffordshire","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Finance","Shropshire and Staffordshire","Outside London","EO","30","30","26480","26670"
"In post","2021","Finance","Shropshire and Staffordshire","Outside London","G6/G7","35","30","56190","52580"
"In post","2021","Finance","Shropshire and Staffordshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Shropshire and Staffordshire","Outside London","SEO/HEO","70","65","37960","38630"
"In post","2021","Finance","South Yorkshire","Outside London","EO","15","15","25330","25350"
"In post","2021","Finance","South Yorkshire","Outside London","G6/G7","35","30","53240","50620"
"In post","2021","Finance","South Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South Yorkshire","Outside London","SEO/HEO","45","45","35240","36500"
"In post","2021","Finance","Southern Scotland","Outside London","AA/AO","30","25","21570","21490"
"In post","2021","Finance","Southern Scotland","Outside London","EO","25","25","25800","26120"
"In post","2021","Finance","Southern Scotland","Outside London","G6/G7","40","40","53740","52410"
"In post","2021","Finance","Southern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Southern Scotland","Outside London","SEO/HEO","55","50","35140","33930"
"In post","2021","Finance","Surrey, East and West Sussex","Outside London","AA/AO","80","70","21250","21440"
"In post","2021","Finance","Surrey, East and West Sussex","Outside London","EO","70","65","26840","26670"
"In post","2021","Finance","Surrey, East and West Sussex","Outside London","G6/G7","30","30","56530","52580"
"In post","2021","Finance","Surrey, East and West Sussex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Surrey, East and West Sussex","Outside London","SEO/HEO","105","100","35270","34260"
"In post","2021","Finance","Tees Valley and Durham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tees Valley and Durham","Outside London","EO","15","15","26040","26000"
"In post","2021","Finance","Tees Valley and Durham","Outside London","G6/G7","25","25","56820","50630"
"In post","2021","Finance","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tees Valley and Durham","Outside London","SEO/HEO","40","40","34960","33690"
"In post","2021","Finance","West Central Scotland","Outside London","AA/AO","415","320","20720","20140"
"In post","2021","Finance","West Central Scotland","Outside London","EO","90","80","26240","25560"
"In post","2021","Finance","West Central Scotland","Outside London","G6/G7","15","15","59320","59160"
"In post","2021","Finance","West Central Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Central Scotland","Outside London","SEO/HEO","75","70","35710","34850"
"In post","2021","Finance","West Midlands","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Finance","West Midlands","Outside London","EO","50","50","25200","25000"
"In post","2021","Finance","West Midlands","Outside London","G6/G7","75","70","55280","50970"
"In post","2021","Finance","West Midlands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands","Outside London","SEO/HEO","140","135","35810","36500"
"In post","2021","Finance","West Wales and The Valleys","Outside London","AA/AO","45","40","20340","21590"
"In post","2021","Finance","West Wales and The Valleys","Outside London","EO","40","40","26520","26470"
"In post","2021","Finance","West Wales and The Valleys","Outside London","G6/G7","35","35","54280","52240"
"In post","2021","Finance","West Wales and The Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Wales and The Valleys","Outside London","SEO/HEO","90","85","37380","38650"
"In post","2021","Finance","West Yorkshire","Outside London","AA/AO","280","225","20620","20140"
"In post","2021","Finance","West Yorkshire","Outside London","EO","125","115","25370","25560"
"In post","2021","Finance","West Yorkshire","Outside London","G6/G7","95","90","55670","52580"
"In post","2021","Finance","West Yorkshire","Outside London","SCS level","10","10","79120","75750"
"In post","2021","Finance","West Yorkshire","Outside London","SEO/HEO","175","170","34350","35820"
"In post","2021","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","70","65","21050","21050"
"In post","2021","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","30","30","25520","25500"
"In post","2021","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","15","15","53670","52290"
"In post","2021","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","40","40","33790","31900"
"In post","2021","Grants Management","Cheshire","Outside London","AA/AO","45","40","20910","21050"
"In post","2021","Grants Management","Cheshire","Outside London","EO","40","35","25520","25190"
"In post","2021","Grants Management","Cheshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Cheshire","Outside London","SEO/HEO","15","10","32000","30230"
"In post","2021","Grants Management","Cornwall and Isles of Scilly","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Cumbria","Outside London","AA/AO","425","370","20990","21050"
"In post","2021","Grants Management","Cumbria","Outside London","EO","135","120","25420","25190"
"In post","2021","Grants Management","Cumbria","Outside London","G6/G7","15","15","51370","49370"
"In post","2021","Grants Management","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Cumbria","Outside London","SEO/HEO","75","70","32700","30860"
"In post","2021","Grants Management","Derbyshire and Nottinghamshire","Outside London","AA/AO","25","25","21050","21050"
"In post","2021","Grants Management","Derbyshire and Nottinghamshire","Outside London","EO","20","20","25520","25600"
"In post","2021","Grants Management","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","15","15","31790","31040"
"In post","2021","Grants Management","Devon","Outside London","AA/AO","80","70","21020","21050"
"In post","2021","Grants Management","Devon","Outside London","EO","55","50","25860","25900"
"In post","2021","Grants Management","Devon","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Devon","Outside London","SEO/HEO","40","40","32090","30640"
"In post","2021","Grants Management","Dorset and Somerset","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Grants Management","Dorset and Somerset","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Dorset and Somerset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Anglia","Outside London","AA/AO","15","15","21050","21050"
"In post","2021","Grants Management","East Anglia","Outside London","EO","20","20","25710","25830"
"In post","2021","Grants Management","East Anglia","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Anglia","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Grants Management","East Yorkshire and Northern Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Essex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Essex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","10","10","21050","21050"
"In post","2021","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","10","10","25760","25800"
"In post","2021","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Grants Management","Hampshire and Isle of Wight","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Hampshire and Isle of Wight","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","60","55","20950","21050"
"In post","2021","Grants Management","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","45","45","25540","25190"
"In post","2021","Grants Management","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","25","20","32040","30610"
"In post","2021","Grants Management","Inner London - West","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Leicestershire, Rutland and Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North Yorkshire","Outside London","AA/AO","45","45","21050","21050"
"In post","2021","Grants Management","North Yorkshire","Outside London","EO","60","55","25310","24920"
"In post","2021","Grants Management","North Yorkshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","North Yorkshire","Outside London","SEO/HEO","30","30","32740","30510"
"In post","2021","Grants Management","Northumberland and Tyne and Wear","Outside London","AA/AO","135","120","21050","21050"
"In post","2021","Grants Management","Northumberland and Tyne and Wear","Outside London","EO","70","65","25410","25190"
"In post","2021","Grants Management","Northumberland and Tyne and Wear","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Grants Management","Northumberland and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Northumberland and Tyne and Wear","Outside London","SEO/HEO","50","45","32310","30950"
"In post","2021","Grants Management","Shropshire and Staffordshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Grants Management","Shropshire and Staffordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Surrey, East and West Sussex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Surrey, East and West Sussex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Surrey, East and West Sussex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Wales and The Valleys","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Grants Management","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Yorkshire","Outside London","AA/AO","25","25","21050","21050"
"In post","2021","Grants Management","West Yorkshire","Outside London","EO","10","10","25210","25190"
"In post","2021","Grants Management","West Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Yorkshire","Outside London","SEO/HEO","10","10","33350","31180"
"In post","2021","Human Resources","Bedfordshire and Hertfordshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Bedfordshire and Hertfordshire","Outside London","EO","20","20","31060","31780"
"In post","2021","Human Resources","Bedfordshire and Hertfordshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","20","20","38650","37640"
"In post","2021","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","30","30","22580","22920"
"In post","2021","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","25","20","28840","26590"
"In post","2021","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","30","30","62010","59620"
"In post","2021","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","45","45","39550","39580"
"In post","2021","Human Resources","Cheshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cheshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cheshire","Outside London","G6/G7","15","15","55460","55740"
"In post","2021","Human Resources","Cheshire","Outside London","SEO/HEO","40","40","39830","37900"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cumbria","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cumbria","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Cumbria","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cumbria","Outside London","Unknown","10","10","36470","29650"
"In post","2021","Human Resources","Derbyshire and Nottinghamshire","Outside London","AA/AO","20","20","21020","21440"
"In post","2021","Human Resources","Derbyshire and Nottinghamshire","Outside London","EO","90","80","26270","26420"
"In post","2021","Human Resources","Derbyshire and Nottinghamshire","Outside London","G6/G7","90","90","56190","52580"
"In post","2021","Human Resources","Derbyshire and Nottinghamshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","230","220","34960","33300"
"In post","2021","Human Resources","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Devon","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Devon","Outside London","EO","20","15","26360","25630"
"In post","2021","Human Resources","Devon","Outside London","G6/G7","25","25","50940","47960"
"In post","2021","Human Resources","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Devon","Outside London","SEO/HEO","60","55","34990","32820"
"In post","2021","Human Resources","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dorset and Somerset","Outside London","AA/AO","15","15","20980","20920"
"In post","2021","Human Resources","Dorset and Somerset","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Dorset and Somerset","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Human Resources","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dorset and Somerset","Outside London","SEO/HEO","20","20","36620","33300"
"In post","2021","Human Resources","East Anglia","Outside London","AA/AO","20","20","20870","20760"
"In post","2021","Human Resources","East Anglia","Outside London","EO","25","25","25380","25130"
"In post","2021","Human Resources","East Anglia","Outside London","G6/G7","20","20","57300","54220"
"In post","2021","Human Resources","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Anglia","Outside London","SEO/HEO","60","55","37350","35820"
"In post","2021","Human Resources","East Wales","Outside London","AA/AO","40","35","21200","21140"
"In post","2021","Human Resources","East Wales","Outside London","EO","90","80","24900","24570"
"In post","2021","Human Resources","East Wales","Outside London","G6/G7","90","85","54890","52580"
"In post","2021","Human Resources","East Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","East Wales","Outside London","SEO/HEO","210","200","33700","31810"
"In post","2021","Human Resources","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Eastern Scotland","Outside London","AA/AO","60","55","22390","22220"
"In post","2021","Human Resources","Eastern Scotland","Outside London","EO","65","65","29330","29350"
"In post","2021","Human Resources","Eastern Scotland","Outside London","G6/G7","35","35","57550","54080"
"In post","2021","Human Resources","Eastern Scotland","Outside London","SEO/HEO","120","115","38630","37810"
"In post","2021","Human Resources","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Essex","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Essex","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Essex","Outside London","SEO/HEO","15","15","36370","35000"
"In post","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","130","120","20990","20920"
"In post","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","140","125","24640","25480"
"In post","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","135","130","55800","54540"
"In post","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","15","15","88830","81840"
"In post","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","305","285","35220","33490"
"In post","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","200","190","37500","32710"
"In post","2021","Human Resources","Greater Manchester","Outside London","AA/AO","135","125","21040","20920"
"In post","2021","Human Resources","Greater Manchester","Outside London","EO","125","120","25380","25560"
"In post","2021","Human Resources","Greater Manchester","Outside London","G6/G7","115","115","54930","52630"
"In post","2021","Human Resources","Greater Manchester","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester","Outside London","SEO/HEO","290","275","34680","33300"
