"Status","Year","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Commercial","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Legal","40","[c]","52630","55000"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Operational Delivery","30","[c]","21300","20560"
"Leaver CS","2021","Unknown","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Other","30","[c]","26300","19040"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Science and Engineering","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","30","[c]","51400","47800"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Communications","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","140","[c]","37480","32400"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Development","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Development","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Development","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Development","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Communications","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Economics","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","International Trade","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Other","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Policy","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","695","[c]","27220","27570"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","Operational Delivery","40","[c]","20480","21590"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","Operational Delivery","40","[c]","24250","24750"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Legal","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Legal","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Operational Delivery","300","[c]","21230","19930"
"Leaver CS","2021","Unknown","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Operational Delivery","60","[c]","23280","22350"
"Leaver CS","2021","Unknown","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Operational Delivery","840","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Psychology","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","1775","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Other","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal Aid Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","60","[c]","44710","40010"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Medicine","65","[c]","40390","34850"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Other","185","[c]","30010","29930"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Project Delivery","40","[c]","31890","26350"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Property","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Security","100","[c]","27200","23540"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Operational Delivery","30","[c]","29420","26410"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Operational Delivery","95","[c]","42730","39840"
"Leaver CS","2021","Unknown","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Medicine","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Operational Delivery","45","[c]","41180","33940"
"Leaver CS","2021","Unknown","Public Health England","Science and Engineering","65","[c]","39060","35610"
"Leaver CS","2021","Unknown","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Other","145","[c]","35020","32400"
"Leaver CS","2021","Unknown","Rural Payments Agency","Operational Delivery","90","[c]","24770","21050"
"Leaver CS","2021","Unknown","Rural Payments Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
