"Status","Year","Profession_of_post","Region_ITL1","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Yorkshire and The Humber","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Outside London","Unknown","75","70","39760","36800"
"In post","2021","Communications","East Midlands (England)","Outside London","Heterosexual / straight","65","60","37450","35560"
"In post","2021","Communications","East Midlands (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Communications","East of England","Outside London","Heterosexual / straight","70","65","35470","33300"
"In post","2021","Communications","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","East of England","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","London","London","Heterosexual / straight","1280","1250","46870","42840"
"In post","2021","Communications","London","London","LGBO","135","130","45210","42710"
"In post","2021","Communications","London","London","Undeclared","140","140","44610","41860"
"In post","2021","Communications","London","London","Unknown","540","530","45480","41760"
"In post","2021","Communications","North East (England)","Outside London","Heterosexual / straight","90","85","33820","31100"
"In post","2021","Communications","North East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Communications","North East (England)","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","North West (England)","Outside London","Heterosexual / straight","145","135","36970","35570"
"In post","2021","Communications","North West (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Communications","North West (England)","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Communications","North West (England)","Outside London","Unknown","30","30","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Outside London","Heterosexual / straight","40","40","37670","36740"
"In post","2021","Communications","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Scotland","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","South East (England)","Outside London","Heterosexual / straight","210","200","33500","32200"
"In post","2021","Communications","South East (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","South East (England)","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Communications","South East (England)","Outside London","Unknown","50","50","34820","33300"
"In post","2021","Communications","South West (England)","Outside London","Heterosexual / straight","205","195","35300","33740"
"In post","2021","Communications","South West (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","South West (England)","Outside London","Undeclared","30","25","31110","32010"
"In post","2021","Communications","South West (England)","Outside London","Unknown","70","65","38300","37320"
"In post","2021","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Outside London","Heterosexual / straight","260","245","36630","34330"
"In post","2021","Communications","Wales","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Wales","Outside London","Undeclared","45","40","36210","32020"
"In post","2021","Communications","Wales","Outside London","Unknown","40","35","37850","34490"
"In post","2021","Communications","West Midlands (England)","Outside London","Heterosexual / straight","110","105","38900","36500"
"In post","2021","Communications","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Outside London","Unknown","30","30","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Outside London","Heterosexual / straight","80","80","41110","37760"
"In post","2021","Communications","Yorkshire and The Humber","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Outside London","Unknown","40","35","45460","42550"
"In post","2021","Corporate Finance","East of England","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Corporate Finance","London","London","Heterosexual / straight","60","55","56210","54380"
"In post","2021","Corporate Finance","London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","London","Unknown","15","15","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Counter Fraud","London","London","Heterosexual / straight","255","250","43380","40000"
"In post","2021","Counter Fraud","London","London","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","London","London","Undeclared","25","20","[c]","[c]"
"In post","2021","Counter Fraud","London","London","Unknown","100","100","44970","40350"
"In post","2021","Counter Fraud","North East (England)","Outside London","Heterosexual / straight","35","30","27300","25310"
"In post","2021","Counter Fraud","North East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Outside London","Heterosexual / straight","65","65","35470","35070"
"In post","2021","Counter Fraud","North West (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Outside London","Heterosexual / straight","70","65","27310","25310"
"In post","2021","Counter Fraud","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Outside London","Heterosexual / straight","40","40","38160","38180"
"In post","2021","Counter Fraud","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","Heterosexual / straight","35","35","37710","37910"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Outside London","Heterosexual / straight","175","170","36470","32790"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Outside London","Undeclared","40","40","35570","32010"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Outside London","Unknown","65","60","36860","32010"
"In post","2021","Digital, Data and Technology","East of England","Outside London","Heterosexual / straight","300","285","37090","34620"
"In post","2021","Digital, Data and Technology","East of England","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Outside London","Undeclared","55","55","35820","35000"
"In post","2021","Digital, Data and Technology","East of England","Outside London","Unknown","135","125","35340","31810"
"In post","2021","Digital, Data and Technology","London","London","Heterosexual / straight","2080","2040","49820","45530"
"In post","2021","Digital, Data and Technology","London","London","LGBO","155","155","49860","43870"
"In post","2021","Digital, Data and Technology","London","London","Undeclared","300","295","49570","46740"
"In post","2021","Digital, Data and Technology","London","London","Unknown","765","755","48560","44950"
"In post","2021","Digital, Data and Technology","North East (England)","Outside London","Heterosexual / straight","460","440","39740","38630"
"In post","2021","Digital, Data and Technology","North East (England)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Digital, Data and Technology","North East (England)","Outside London","Undeclared","55","50","37700","37100"
"In post","2021","Digital, Data and Technology","North East (England)","Outside London","Unknown","160","160","37810","36510"
"In post","2021","Digital, Data and Technology","North West (England)","Outside London","Heterosexual / straight","720","700","39520","36780"
"In post","2021","Digital, Data and Technology","North West (England)","Outside London","LGBO","50","50","41850","37660"
"In post","2021","Digital, Data and Technology","North West (England)","Outside London","Undeclared","85","85","39230","36620"
"In post","2021","Digital, Data and Technology","North West (England)","Outside London","Unknown","185","185","37990","36000"
"In post","2021","Digital, Data and Technology","Northern Ireland","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Outside London","Heterosexual / straight","320","315","39580","36740"
"In post","2021","Digital, Data and Technology","Scotland","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scotland","Outside London","Undeclared","85","85","35210","29350"
"In post","2021","Digital, Data and Technology","Scotland","Outside London","Unknown","185","180","39420","36980"
"In post","2021","Digital, Data and Technology","South East (England)","Outside London","Heterosexual / straight","565","550","38850","35900"
"In post","2021","Digital, Data and Technology","South East (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data and Technology","South East (England)","Outside London","Undeclared","90","90","37870","33530"
"In post","2021","Digital, Data and Technology","South East (England)","Outside London","Unknown","155","150","38100","33960"
"In post","2021","Digital, Data and Technology","South West (England)","Outside London","Heterosexual / straight","1200","1160","40440","38450"
"In post","2021","Digital, Data and Technology","South West (England)","Outside London","LGBO","55","50","34670","31860"
"In post","2021","Digital, Data and Technology","South West (England)","Outside London","Undeclared","200","195","39920","38450"
"In post","2021","Digital, Data and Technology","South West (England)","Outside London","Unknown","700","680","37090","34980"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Wales","Outside London","Heterosexual / straight","1260","1230","40400","37410"
"In post","2021","Digital, Data and Technology","Wales","Outside London","LGBO","75","75","35300","32710"
"In post","2021","Digital, Data and Technology","Wales","Outside London","Undeclared","265","260","39000","38000"
"In post","2021","Digital, Data and Technology","Wales","Outside London","Unknown","415","410","38390","36030"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Outside London","Heterosexual / straight","555","540","40580","37000"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Outside London","LGBO","35","35","38960","36070"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Outside London","Undeclared","65","65","41650","36960"
"In post","2021","Digital, Data and Technology","West Midlands (England)","Outside London","Unknown","235","230","41540","38630"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Heterosexual / straight","615","595","40260","36890"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","Outside London","LGBO","35","35","40750","37460"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Undeclared","80","75","39020","36500"
"In post","2021","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Unknown","185","180","41330","38630"
"In post","2021","Economics","East of England","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East of England","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","London","London","Heterosexual / straight","1150","1125","48300","45750"
"In post","2021","Economics","London","London","LGBO","105","100","46370","39810"
"In post","2021","Economics","London","London","Undeclared","135","135","47940","45650"
"In post","2021","Economics","London","London","Unknown","380","375","46930","40650"
"In post","2021","Economics","North East (England)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North West (England)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Economics","North West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North West (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North West (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Economics","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Economics","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Economics","Scotland","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Economics","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Economics","South East (England)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Economics","South East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","South East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","South East (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Economics","South West (England)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Economics","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","South West (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Wales","Outside London","Heterosexual / straight","110","105","42930","38130"
"In post","2021","Economics","Wales","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Economics","Wales","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Economics","Wales","Outside London","Unknown","45","45","31790","29540"
"In post","2021","Economics","West Midlands (England)","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Economics","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Outside London","Heterosexual / straight","165","155","35240","31810"
"In post","2021","Finance","East Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","East of England","Outside London","Heterosexual / straight","280","265","38520","35780"
"In post","2021","Finance","East of England","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","East of England","Outside London","Undeclared","40","35","35060","32550"
"In post","2021","Finance","East of England","Outside London","Unknown","60","55","30360","25560"
"In post","2021","Finance","London","London","Heterosexual / straight","1805","1765","49750","45220"
"In post","2021","Finance","London","London","LGBO","85","85","53840","54870"
"In post","2021","Finance","London","London","Undeclared","245","240","48800","45870"
"In post","2021","Finance","London","London","Unknown","420","410","45830","40650"
"In post","2021","Finance","North East (England)","Outside London","Heterosexual / straight","280","270","38860","36960"
"In post","2021","Finance","North East (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Finance","North East (England)","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","North East (England)","Outside London","Unknown","60","60","39690","35010"
"In post","2021","Finance","North West (England)","Outside London","Heterosexual / straight","495","475","39060","36630"
"In post","2021","Finance","North West (England)","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","Finance","North West (England)","Outside London","Undeclared","40","40","34790","32460"
"In post","2021","Finance","North West (England)","Outside London","Unknown","85","80","35420","31810"
"In post","2021","Finance","Northern Ireland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","Heterosexual / straight","30","30","36460","33300"
"In post","2021","Finance","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Scotland","Outside London","Heterosexual / straight","415","350","28200","22570"
"In post","2021","Finance","Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Scotland","Outside London","Undeclared","85","70","28000","21440"
"In post","2021","Finance","Scotland","Outside London","Unknown","185","165","28100","21440"
"In post","2021","Finance","South East (England)","Outside London","Heterosexual / straight","695","665","37110","33300"
"In post","2021","Finance","South East (England)","Outside London","LGBO","20","20","[c]","[c]"
