"Status","Year","Disability","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Work and Pensions","West Midlands (England)","Undeclared","145","125","25840","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","West Midlands (England)","Unknown","145","120","25110","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","Heterosexual / straight","1100","955","28460","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","LGBO","130","115","27770","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","Undeclared","165","140","28290","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","Unknown","140","115","26380","27570"
"In post","2021","Declared disabled","Department of Health and Social Care","East Midlands (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","East of England","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Heterosexual / straight","145","140","43940","36330"
"In post","2021","Declared disabled","Department of Health and Social Care","London","LGBO","40","40","42520","36330"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","Unknown","35","30","51820","46460"
"In post","2021","Declared disabled","Department of Health and Social Care","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","North West (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","South East (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","South West (England)","Heterosexual / straight","40","40","36210","28730"
"In post","2021","Declared disabled","Department of Health and Social Care","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","West Midlands (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","Heterosexual / straight","60","55","40050","36820"
"In post","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","330","325","46120","39090"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","LGBO","40","40","47120","44580"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Undeclared","30","30","44880","38230"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","120","120","48660","43840"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","Heterosexual / straight","95","90","36940","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","Heterosexual / straight","80","75","32800","28480"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","East Midlands (England)","Heterosexual / straight","50","45","32190","27130"
"In post","2021","Declared disabled","HM Land Registry","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","East of England","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","North East (England)","Heterosexual / straight","40","35","28620","27130"
"In post","2021","Declared disabled","HM Land Registry","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","North East (England)","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","North East (England)","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","North West (England)","Heterosexual / straight","60","50","28400","27130"
"In post","2021","Declared disabled","HM Land Registry","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","South West (England)","Heterosexual / straight","80","70","30770","27130"
"In post","2021","Declared disabled","HM Land Registry","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","South West (England)","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Wales","Heterosexual / straight","40","35","28190","27130"
"In post","2021","Declared disabled","HM Land Registry","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Wales","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","West Midlands (England)","Heterosexual / straight","35","30","31810","27130"
"In post","2021","Declared disabled","HM Land Registry","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","West Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","West Midlands (England)","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Yorkshire and The Humber","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","Heterosexual / straight","240","225","32460","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","Undeclared","35","30","29620","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","East Midlands (England)","Unknown","35","30","28740","27230"
"In post","2021","Declared disabled","HM Revenue and Customs","East of England","Heterosexual / straight","125","110","32400","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","East of England","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","East of England","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","East of England","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Heterosexual / straight","505","470","42930","37890"
"In post","2021","Declared disabled","HM Revenue and Customs","London","LGBO","60","55","45530","41760"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Undeclared","80","75","42610","39800"
"In post","2021","Declared disabled","HM Revenue and Customs","London","Unknown","105","95","37900","36160"
"In post","2021","Declared disabled","HM Revenue and Customs","North East (England)","Heterosexual / straight","655","570","27090","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","North East (England)","LGBO","60","55","26600","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","North East (England)","Undeclared","60","50","25970","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","North East (England)","Unknown","130","110","24290","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","North West (England)","Heterosexual / straight","865","780","30480","26990"
"In post","2021","Declared disabled","HM Revenue and Customs","North West (England)","LGBO","90","80","29600","28020"
"In post","2021","Declared disabled","HM Revenue and Customs","North West (England)","Undeclared","95","85","29950","27040"
"In post","2021","Declared disabled","HM Revenue and Customs","North West (England)","Unknown","155","130","26580","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","Northern Ireland","Heterosexual / straight","135","120","28350","26650"
"In post","2021","Declared disabled","HM Revenue and Customs","Northern Ireland","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Northern Ireland","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Northern Ireland","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Scotland","Heterosexual / straight","450","390","26780","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","Scotland","LGBO","60","55","26420","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Scotland","Undeclared","45","40","29000","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Scotland","Unknown","70","60","25390","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","South East (England)","Heterosexual / straight","165","145","30280","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","South East (England)","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","South East (England)","Unknown","40","35","26590","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","South West (England)","Heterosexual / straight","120","110","34090","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","South West (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Wales","Heterosexual / straight","275","245","29930","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Wales","LGBO","30","30","28830","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Wales","Undeclared","30","30","30400","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Wales","Unknown","50","40","23800","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","West Midlands (England)","Heterosexual / straight","245","225","34070","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","West Midlands (England)","LGBO","30","30","33100","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","West Midlands (England)","Undeclared","35","30","31180","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","West Midlands (England)","Unknown","35","30","31970","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","Heterosexual / straight","295","260","30430","26000"
"In post","2021","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","Undeclared","35","30","26340","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","Unknown","45","40","26320","25560"
"In post","2021","Declared disabled","HM Treasury","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","London","Heterosexual / straight","145","140","45850","41840"
"In post","2021","Declared disabled","HM Treasury","London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East of England","Heterosexual / straight","125","115","25300","25040"
"In post","2021","Declared disabled","Home Office","East of England","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East of England","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Home Office","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","London","Heterosexual / straight","915","845","37830","34630"
"In post","2021","Declared disabled","Home Office","London","LGBO","85","85","41310","35200"
"In post","2021","Declared disabled","Home Office","London","Undeclared","190","175","36970","30860"
"In post","2021","Declared disabled","Home Office","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office","North East (England)","Heterosexual / straight","105","90","24570","21430"
"In post","2021","Declared disabled","Home Office","North East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","North West (England)","Heterosexual / straight","525","480","26600","24890"
"In post","2021","Declared disabled","Home Office","North West (England)","LGBO","45","40","29300","25310"
"In post","2021","Declared disabled","Home Office","North West (England)","Undeclared","70","60","25930","24890"
"In post","2021","Declared disabled","Home Office","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Northern Ireland","Heterosexual / straight","35","35","25870","25310"
"In post","2021","Declared disabled","Home Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Scotland","Heterosexual / straight","75","70","24900","24890"
"In post","2021","Declared disabled","Home Office","Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","South East (England)","Heterosexual / straight","195","175","27580","27260"
"In post","2021","Declared disabled","Home Office","South East (England)","LGBO","15","15","[c]","[c]"
