"Status","Year","Age","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","London","Unknown","55","[c]","31590","31060"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","Heterosexual / straight","45","[c]","22450","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","Heterosexual / straight","55","[c]","22950","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","Unknown","35","[c]","23530","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Scotland","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Scotland","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Wales","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Wales","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","45","[c]","23410","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Disclosure Scotland","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Disclosure Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Disclosure Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Wales","Heterosexual / straight","45","[c]","21210","21590"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Licensing Agency","Wales","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Driver and Vehicle Standards Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","West Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Education and Skills Funding Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","FCDO Services","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Scotland","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Forestry and Land Scotland","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Forestry and Land Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Forestry and Land Scotland","Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Actuary's Department","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Actuary's Department","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Actuary's Department","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Government Legal Department","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Health and Safety Executive","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","East Midlands (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","East Midlands (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","East of England","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","London","Heterosexual / straight","30","[c]","24390","22680"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","London","Unknown","65","[c]","24820","22680"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","North West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","North West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","South East (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","South East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","South West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","West Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","West Midlands (England)","Unknown","35","[c]","19530","19930"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Yorkshire and The Humber","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Courts and Tribunals Service","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","North East (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","South West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","West Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","East Midlands (England)","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","East Midlands (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","East Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","East Midlands (England)","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","East of England","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","East of England","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","East of England","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","London","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","London","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","North East (England)","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","North East (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","North West (England)","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","North West (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","North West (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","North West (England)","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","South East (England)","Heterosexual / straight","110","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","South East (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","South East (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","South East (England)","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","South West (England)","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","South West (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","South West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Wales","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Wales","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Wales","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","West Midlands (England)","Heterosexual / straight","65","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","West Midlands (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","West Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","West Midlands (England)","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Yorkshire and The Humber","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Yorkshire and The Humber","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Yorkshire and The Humber","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Yorkshire and The Humber","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
