"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","15","15","41060","40390"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Digital, Data and Technology","EO","15","15","24230","23320"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Digital, Data and Technology","G6","15","15","62280","62700"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Digital, Data and Technology","G7","35","35","51300","49300"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Digital, Data and Technology","HEO","25","25","29360","28540"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Digital, Data and Technology","SEO","30","25","36580","35470"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","AO","20","15","23730","24060"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","EO","65","65","30030","29710"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","G7","20","20","57360","58110"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","HEO","50","50","36290","36250"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","SEO","40","40","46900","46440"
"In post","2021","Digital, Data & Technology","Scottish Government","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Unknown","EO","10","10","29440","30160"
"In post","2021","Digital, Data & Technology","Scottish Government","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Unknown","HEO","15","15","37100","37530"
"In post","2021","Digital, Data & Technology","Scottish Government","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","G7","15","15","49070","50590"
"In post","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","HEO","25","25","33930","33000"
"In post","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","SEO","40","40","44660","42300"
"In post","2021","Digital, Data & Technology","The National Archives","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","SEO","15","15","51790","50350"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","EO","85","85","23740","23050"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","G6","30","30","60290","58140"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","G7","190","185","51600","50090"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","HEO","120","115","31010","29580"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","SCS level","15","15","86620","77190"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","SEO","160","160","37130","36030"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","HEO","10","10","43460","45360"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Finance","AO","25","20","21870","21950"
"In post","2021","Finance","Attorney General's Departments","Finance","EO","35","30","26890","26950"
"In post","2021","Finance","Attorney General's Departments","Finance","G6","10","5","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Finance","G7","15","15","53920","54760"
"In post","2021","Finance","Attorney General's Departments","Finance","HEO","35","35","31920","31630"
"In post","2021","Finance","Attorney General's Departments","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Finance","SEO","15","15","39510","38880"
"In post","2021","Finance","Attorney General's Departments","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Unknown","EO","15","15","27950","27500"
"In post","2021","Finance","Cabinet Office","Unknown","G6","5","5","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Unknown","G7","25","25","56310","55350"
"In post","2021","Finance","Cabinet Office","Unknown","HEO","20","20","35680","34550"
"In post","2021","Finance","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Unknown","SEO","15","15","41690","41820"
"In post","2021","Finance","Chancellor's other departments","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Finance","EO","5","5","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Finance","G7","10","10","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Finance","HEO","10","10","38860","39450"
"In post","2021","Finance","Chancellor's other departments","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Finance","SEO","10","10","47680","46090"
"In post","2021","Finance","Charity Commission","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Finance","AO","35","30","22120","22490"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Finance","EO","45","40","26360","26290"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Finance","G6","30","30","67570","69200"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Finance","G7","65","65","56800","57870"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Finance","HEO","60","60","34280","33570"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Finance","SCS level","15","15","86310","79490"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Finance","SEO","65","60","43930","42700"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Corporate Finance","G7","5","5","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Finance","G6","10","10","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Finance","G7","20","20","61420","61730"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Finance","HEO","25","25","42780","39320"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Department for Education","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","Finance","EO","65","60","25550","25000"
"In post","2021","Finance","Department for Education","Finance","G6","55","55","64780","64180"
"In post","2021","Finance","Department for Education","Finance","G7","150","145","52140","50630"
"In post","2021","Finance","Department for Education","Finance","HEO","120","115","31510","30200"
"In post","2021","Finance","Department for Education","Finance","SCS level","15","15","76030","74100"
"In post","2021","Finance","Department for Education","Finance","SEO","130","125","39690","37890"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Finance","AO","10","10","22880","23550"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Finance","EO","30","30","27140","26620"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Finance","G6","40","35","63320","62620"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Finance","G7","100","100","52310","51480"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Finance","HEO","90","85","30840","30040"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Finance","SCS level","15","15","84780","80020"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Finance","SEO","125","120","38330","37440"
"In post","2021","Finance","Department for International Trade","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Finance","EO","10","10","28250","28290"
"In post","2021","Finance","Department for International Trade","Finance","G6","15","15","65150","66700"
"In post","2021","Finance","Department for International Trade","Finance","G7","25","25","52850","51970"
"In post","2021","Finance","Department for International Trade","Finance","HEO","10","10","33580","32500"
"In post","2021","Finance","Department for International Trade","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Finance","SEO","20","20","40650","39780"
"In post","2021","Finance","Department for International Trade","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Finance","AA","15","15","18060","18060"
"In post","2021","Finance","Department for Transport","Finance","AO","35","35","21800","21590"
"In post","2021","Finance","Department for Transport","Finance","EO","65","60","26610","26470"
"In post","2021","Finance","Department for Transport","Finance","G6","30","30","67340","67110"
"In post","2021","Finance","Department for Transport","Finance","G7","75","75","53270","54650"
"In post","2021","Finance","Department for Transport","Finance","HEO","80","75","32700","32180"
"In post","2021","Finance","Department for Transport","Finance","SCS level","10","10","[c]","[c]"
"In post","2021","Finance","Department for Transport","Finance","SEO","90","85","42390","42250"
"In post","2021","Finance","Department for Transport","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Other","EO","5","5","[c]","[c]"
"In post","2021","Finance","Department for Transport","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Finance","G7","10","10","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Finance","SEO","10","10","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Economics","AO","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Economics","G6","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Economics","G7","20","20","53320","53360"
"In post","2021","Finance","Department of Health and Social Care","Economics","HEO","30","30","32810","32790"
"In post","2021","Finance","Department of Health and Social Care","Economics","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Economics","SEO","15","15","38860","40650"
"In post","2021","Finance","Department of Health and Social Care","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Finance","AO","15","15","21280","19760"
"In post","2021","Finance","Department of Health and Social Care","Finance","EO","85","85","25600","24270"
"In post","2021","Finance","Department of Health and Social Care","Finance","G6","45","45","66840","66230"
"In post","2021","Finance","Department of Health and Social Care","Finance","G7","80","75","53580","53360"
"In post","2021","Finance","Department of Health and Social Care","Finance","HEO","145","145","31710","32790"
"In post","2021","Finance","Department of Health and Social Care","Finance","SCS level","15","15","90360","85650"
"In post","2021","Finance","Department of Health and Social Care","Finance","SEO","125","120","39980","40650"
"In post","2021","Finance","ESTYN","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Finance","EO","10","10","27180","26750"
"In post","2021","Finance","Food Standards Agency","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Finance","G7","10","10","53690","52070"
"In post","2021","Finance","Food Standards Agency","Finance","HEO","10","10","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Finance","SEO","15","15","39320","39420"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Finance","AO","20","20","22890","22440"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Finance","EO","40","35","27630","26590"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Finance","G6","10","10","71050","70460"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Finance","G7","35","35","56420","57930"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Finance","HEO","50","45","35550","35700"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Finance","SCS level","10","10","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Finance","SEO","35","35","42330","42940"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Finance","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","EO","10","10","26120","26120"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","G7","15","15","50580","51590"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Policy","G7","5","5","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Finance","EO","10","10","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Finance","G6","5","5","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Finance","G7","10","10","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Finance","HEO","10","10","37510","37290"
"In post","2021","Finance","HM Land Registry","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Finance","SEO","15","15","47970","49110"
"In post","2021","Finance","HM Revenue and Customs","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Finance","AA","30","20","20170","20070"
"In post","2021","Finance","HM Revenue and Customs","Finance","AO","520","395","20830","20700"
"In post","2021","Finance","HM Revenue and Customs","Finance","EO","220","195","26800","25560"
"In post","2021","Finance","HM Revenue and Customs","Finance","G6","80","80","67430","69090"
"In post","2021","Finance","HM Revenue and Customs","Finance","G7","195","190","53510","52580"
"In post","2021","Finance","HM Revenue and Customs","Finance","HEO","235","220","32630","31810"
"In post","2021","Finance","HM Revenue and Customs","Finance","SCS level","25","25","90600","79930"
"In post","2021","Finance","HM Revenue and Customs","Finance","SEO","260","250","39210","38630"
"In post","2021","Finance","HM Revenue and Customs","Operational Delivery","AA","80","75","20070","20070"
"In post","2021","Finance","HM Revenue and Customs","Operational Delivery","AO","250","215","20700","20140"
"In post","2021","Finance","HM Revenue and Customs","Operational Delivery","EO","130","120","26180","25560"
"In post","2021","Finance","HM Revenue and Customs","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Operational Delivery","G7","15","15","51170","52580"
"In post","2021","Finance","HM Revenue and Customs","Operational Delivery","HEO","125","120","31800","31810"
"In post","2021","Finance","HM Revenue and Customs","Operational Delivery","SEO","50","50","38380","38630"
"In post","2021","Finance","HM Revenue and Customs","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Other","G6","10","10","68260","67980"
"In post","2021","Finance","HM Revenue and Customs","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Tax","AO","15","15","20140","20140"
"In post","2021","Finance","HM Revenue and Customs","Tax","EO","10","10","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Tax","G7","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Tax","HEO","15","15","32050","31810"
"In post","2021","Finance","HM Revenue and Customs","Tax","SEO","15","15","38350","38630"
"In post","2021","Finance","HM Revenue and Customs","Unknown","AO","30","20","20400","20140"
"In post","2021","Finance","HM Revenue and Customs","Unknown","EO","15","15","27070","25560"
"In post","2021","Finance","HM Revenue and Customs","Unknown","G6","10","10","67570","71290"
"In post","2021","Finance","HM Revenue and Customs","Unknown","G7","40","40","54340","52580"
"In post","2021","Finance","HM Revenue and Customs","Unknown","HEO","35","30","32890","31810"
"In post","2021","Finance","HM Revenue and Customs","Unknown","SCS level","15","15","92110","90800"
"In post","2021","Finance","HM Revenue and Customs","Unknown","SEO","35","35","39340","38630"
"In post","2021","Finance","HM Treasury","Corporate Finance","G6","5","5","[c]","[c]"
"In post","2021","Finance","HM Treasury","Finance","AO","5","5","[c]","[c]"
"In post","2021","Finance","HM Treasury","Finance","EO","20","20","25570","24300"
"In post","2021","Finance","HM Treasury","Finance","G6","15","15","70180","70040"
"In post","2021","Finance","HM Treasury","Finance","G7","30","30","57730","58500"
"In post","2021","Finance","HM Treasury","Finance","HEO","25","20","38880","36480"
"In post","2021","Finance","HM Treasury","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","HM Treasury","Finance","SEO","[c]","[c]","[c]","[c]"
