"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Analysis","Operational Research","G7","70","65","53680","55840"
"In post","2021","40-49","Analysis","Operational Research","HEO","10","10","32470","31830"
"In post","2021","40-49","Analysis","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Operational Research","SEO","35","30","41380","39020"
"In post","2021","40-49","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Other","G6","35","30","96300","89760"
"In post","2021","40-49","Analysis","Other","G7","10","10","55110","55450"
"In post","2021","40-49","Analysis","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Policy","EO","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Policy","G6","10","10","67330","65370"
"In post","2021","40-49","Analysis","Policy","G7","20","15","54900","54280"
"In post","2021","40-49","Analysis","Policy","HEO","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Policy","SEO","15","10","44180","44960"
"In post","2021","40-49","Analysis","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Science and Engineering","EO","25","20","25610","24920"
"In post","2021","40-49","Analysis","Science and Engineering","G6","10","10","62520","61850"
"In post","2021","40-49","Analysis","Science and Engineering","G7","40","40","49130","47550"
"In post","2021","40-49","Analysis","Science and Engineering","HEO","40","40","30100","29270"
"In post","2021","40-49","Analysis","Science and Engineering","SEO","45","45","37190","37280"
"In post","2021","40-49","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Social Research","G6","20","15","64710","64300"
"In post","2021","40-49","Analysis","Social Research","G7","60","55","54750","54800"
"In post","2021","40-49","Analysis","Social Research","HEO","25","20","31560","32020"
"In post","2021","40-49","Analysis","Social Research","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Social Research","SEO","50","45","39820","38990"
"In post","2021","40-49","Analysis","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Statistics","EO","20","20","28010","27160"
"In post","2021","40-49","Analysis","Statistics","G6","55","55","64650","65310"
"In post","2021","40-49","Analysis","Statistics","G7","125","120","55130","54760"
"In post","2021","40-49","Analysis","Statistics","HEO","55","50","34000","32240"
"In post","2021","40-49","Analysis","Statistics","SCS level","25","25","80830","78220"
"In post","2021","40-49","Analysis","Statistics","SEO","85","85","41240","40960"
"In post","2021","40-49","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Commercial","AO","55","50","23000","22390"
"In post","2021","40-49","Commercial","Commercial","EO","105","105","26910","26670"
"In post","2021","40-49","Commercial","Commercial","G6","80","80","68330","66310"
"In post","2021","40-49","Commercial","Commercial","G7","150","145","54240","52920"
"In post","2021","40-49","Commercial","Commercial","HEO","195","185","32490","32180"
"In post","2021","40-49","Commercial","Commercial","SCS level","35","35","91720","78430"
"In post","2021","40-49","Commercial","Commercial","SEO","355","340","41560","40580"
"In post","2021","40-49","Commercial","Commercial","Unknown","50","50","41230","40440"
"In post","2021","40-49","Commercial","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Finance","EO","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Finance","SEO","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Knowledge and Information Management","AO","30","25","21410","21130"
"In post","2021","40-49","Commercial","Knowledge and Information Management","EO","35","35","27510","26670"
"In post","2021","40-49","Commercial","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Knowledge and Information Management","G7","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Knowledge and Information Management","HEO","45","40","34600","33300"
"In post","2021","40-49","Commercial","Knowledge and Information Management","SEO","20","20","43590","42200"
"In post","2021","40-49","Commercial","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Operational Delivery","AO","15","15","22170","21490"
"In post","2021","40-49","Commercial","Operational Delivery","EO","15","15","26850","26120"
"In post","2021","40-49","Commercial","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Operational Delivery","G7","25","25","62370","60380"
"In post","2021","40-49","Commercial","Operational Delivery","HEO","10","10","32020","33000"
"In post","2021","40-49","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Operational Delivery","SEO","25","25","45070","42660"
"In post","2021","40-49","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Other","G7","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Project Delivery","G6","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Project Delivery","G7","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Project Delivery","SEO","10","10","39920","40250"
"In post","2021","40-49","Commercial","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Science and Engineering","G7","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Science and Engineering","SEO","10","10","42170","42530"
"In post","2021","40-49","Commercial","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Unknown","G6","130","130","77900","75870"
"In post","2021","40-49","Commercial","Unknown","G7","155","155","53760","53320"
"In post","2021","40-49","Commercial","Unknown","HEO","10","10","33680","33080"
"In post","2021","40-49","Commercial","Unknown","SCS level","180","180","93190","74000"
"In post","2021","40-49","Commercial","Unknown","SEO","25","25","39980","40250"
"In post","2021","40-49","Communications","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Communications","AO","35","35","21870","21130"
"In post","2021","40-49","Communications","Communications","EO","100","95","27570","26820"
"In post","2021","40-49","Communications","Communications","G6","90","85","68110","68720"
"In post","2021","40-49","Communications","Communications","G7","210","200","54520","53870"
"In post","2021","40-49","Communications","Communications","HEO","175","165","34590","33300"
"In post","2021","40-49","Communications","Communications","SCS level","55","55","85620","79480"
"In post","2021","40-49","Communications","Communications","SEO","235","220","41120","40580"
"In post","2021","40-49","Communications","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","AO","55","50","20820","20660"
"In post","2021","40-49","Communications","Operational Delivery","EO","120","110","25790","25560"
"In post","2021","40-49","Communications","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","G7","15","15","50650","52580"
"In post","2021","40-49","Communications","Operational Delivery","HEO","110","105","31480","31810"
"In post","2021","40-49","Communications","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","SEO","50","45","38160","38630"
"In post","2021","40-49","Communications","Other","EO","25","20","20590","19990"
"In post","2021","40-49","Communications","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Other","HEO","10","10","28020","27480"
"In post","2021","40-49","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Tax","AO","10","10","20880","21050"
"In post","2021","40-49","Communications","Tax","EO","240","230","25650","25560"
"In post","2021","40-49","Communications","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Tax","G7","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Tax","HEO","75","75","31380","31810"
"In post","2021","40-49","Communications","Tax","SEO","20","20","37610","38630"
"In post","2021","40-49","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","EO","40","40","25850","25560"
"In post","2021","40-49","Communications","Unknown","G6","15","15","66330","66760"
"In post","2021","40-49","Communications","Unknown","G7","25","25","56520","57360"
"In post","2021","40-49","Communications","Unknown","HEO","45","45","32470","31810"
"In post","2021","40-49","Communications","Unknown","SCS level","10","10","84120","82590"
"In post","2021","40-49","Communications","Unknown","SEO","25","25","40370","39370"
"In post","2021","40-49","Counter Fraud","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Counter Fraud","EO","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Counter Fraud","G6","10","10","68480","67580"
"In post","2021","40-49","Counter Fraud","Counter Fraud","G7","10","10","56290","58470"
"In post","2021","40-49","Counter Fraud","Counter Fraud","HEO","80","75","35780","35160"
"In post","2021","40-49","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Counter Fraud","SEO","40","40","42620","42020"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","EO","10","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","G7","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","HEO","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","SEO","20","20","38190","38630"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Legal","AO","55","50","20990","21400"
"In post","2021","40-49","Counter Fraud","Legal","EO","325","310","27190","25560"
"In post","2021","40-49","Counter Fraud","Legal","G6","15","15","66320","64670"
"In post","2021","40-49","Counter Fraud","Legal","G7","35","35","53030","52580"
"In post","2021","40-49","Counter Fraud","Legal","HEO","310","305","32970","31810"
"In post","2021","40-49","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Legal","SEO","110","110","38950","38630"
"In post","2021","40-49","Counter Fraud","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Operational Delivery","AO","115","100","21390","21400"
"In post","2021","40-49","Counter Fraud","Operational Delivery","EO","255","235","26180","25560"
"In post","2021","40-49","Counter Fraud","Operational Delivery","G6","10","10","63030","64670"
"In post","2021","40-49","Counter Fraud","Operational Delivery","G7","25","25","53160","52580"
"In post","2021","40-49","Counter Fraud","Operational Delivery","HEO","190","185","32400","31810"
"In post","2021","40-49","Counter Fraud","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Operational Delivery","SEO","80","80","38180","38630"
"In post","2021","40-49","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","EO","25","25","27310","26270"
"In post","2021","40-49","Counter Fraud","Other","G6","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","G7","20","15","53130","53130"
"In post","2021","40-49","Counter Fraud","Other","HEO","20","20","31980","31810"
"In post","2021","40-49","Counter Fraud","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","SEO","10","10","37780","38630"
"In post","2021","40-49","Counter Fraud","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Tax","EO","70","65","26870","25560"
"In post","2021","40-49","Counter Fraud","Tax","G6","30","30","64530","64670"
"In post","2021","40-49","Counter Fraud","Tax","G7","75","70","53230","52580"
"In post","2021","40-49","Counter Fraud","Tax","HEO","140","135","32840","31810"
"In post","2021","40-49","Counter Fraud","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Tax","SEO","75","75","39050","38630"
"In post","2021","40-49","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Unknown","EO","10","10","26030","25560"
"In post","2021","40-49","Counter Fraud","Unknown","G6","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Unknown","G7","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Unknown","HEO","15","15","34110","33490"
"In post","2021","40-49","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Operational Delivery","AO","425","375","21120","20140"
"In post","2021","40-49","Debt","Operational Delivery","EO","200","185","26500","25560"
"In post","2021","40-49","Debt","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Operational Delivery","G7","10","10","[c]","[c]"
"In post","2021","40-49","Debt","Operational Delivery","HEO","45","40","31600","31810"
"In post","2021","40-49","Debt","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Operational Delivery","SEO","15","15","37200","38630"
"In post","2021","40-49","Debt","Tax","AO","125","120","20400","20140"
"In post","2021","40-49","Debt","Tax","EO","10","10","26660","25560"
"In post","2021","40-49","Debt","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Unknown","AO","5","5","[c]","[c]"
"In post","2021","40-49","Debt","Unknown","EO","5","5","[c]","[c]"
"In post","2021","40-49","Debt","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","AA","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","AO","65","60","22060","21590"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","EO","395","385","27870","26780"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","G6","230","225","66340","64670"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","G7","710","700","55470","52780"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","HEO","695","675","33980","33000"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","SCS level","80","80","88550","82000"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","SEO","840","825","41430","40580"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","Unknown","20","20","37850","36360"
"In post","2021","40-49","Digital, Data & Technology","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","G7","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","Unknown","10","10","39490","39860"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","EO","20","20","25600","25560"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","G7","15","15","53690","52580"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","HEO","50","45","30860","31810"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","SEO","30","30","38300","38630"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","EO","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","G7","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","G6","20","15","60710","60490"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","G7","50","45","48550","48080"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","HEO","10","10","32920","32730"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","SEO","90","85","40250","39750"
"In post","2021","40-49","Digital, Data & Technology","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","HEO","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","SEO","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Unknown","EO","20","15","27640","28120"
"In post","2021","40-49","Digital, Data & Technology","Unknown","G6","55","50","67670","66800"
"In post","2021","40-49","Digital, Data & Technology","Unknown","G7","175","170","56520","56340"
"In post","2021","40-49","Digital, Data & Technology","Unknown","HEO","65","65","34110","34550"
"In post","2021","40-49","Digital, Data & Technology","Unknown","SCS level","30","30","101080","95350"
"In post","2021","40-49","Digital, Data & Technology","Unknown","SEO","50","50","40330","40600"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","EO","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","G7","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","HEO","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","SEO","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Finance","AA","10","5","[c]","[c]"
"In post","2021","40-49","Finance","Finance","AO","180","155","21550","21440"
"In post","2021","40-49","Finance","Finance","EO","285","275","26810","26670"
"In post","2021","40-49","Finance","Finance","G6","160","155","67350","67220"
"In post","2021","40-49","Finance","Finance","G7","415","410","55060","54400"
"In post","2021","40-49","Finance","Finance","HEO","410","390","33370","32870"
"In post","2021","40-49","Finance","Finance","SCS level","95","90","88820","82030"
"In post","2021","40-49","Finance","Finance","SEO","465","450","41670","40650"
"In post","2021","40-49","Finance","Finance","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Operational Delivery","AA","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Operational Delivery","AO","65","55","20830","20650"
"In post","2021","40-49","Finance","Operational Delivery","EO","45","40","26090","25560"
"In post","2021","40-49","Finance","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Operational Delivery","G7","20","20","57140","54290"
"In post","2021","40-49","Finance","Operational Delivery","HEO","45","45","31990","31810"
"In post","2021","40-49","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Operational Delivery","SEO","30","30","39070","38630"
"In post","2021","40-49","Finance","Other","EO","10","10","23830","23920"
"In post","2021","40-49","Finance","Other","G6","10","5","[c]","[c]"
"In post","2021","40-49","Finance","Other","G7","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Other","HEO","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Other","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Project Delivery","G6","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Project Delivery","G7","10","10","51480","51980"
"In post","2021","40-49","Finance","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Project Delivery","SEO","5","5","[c]","[c]"
