"Status","Year","Function_of_post","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Advisory, Conciliation and Arbitration Service","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cabinet Office (excl. agencies)","Westminster","London","25","25","41860","35070"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Outside London","115","110","33040","29270"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Outside London","350","330","34300","30220"
"In post","2021","Analysis","Charity Commission","Sefton","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Westminster","London","5","5","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","Tower Hamlets","London","130","125","60780","56360"
"In post","2021","Analysis","Crown Prosecution Service","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Wakefield","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Debt Management Office","Camden and City of London","London","25","25","69150","60930"
"In post","2021","Analysis","Defence Electronics and Components Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Central Hampshire","Outside London","335","320","40980","37940"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Wiltshire","Outside London","110","110","37730","37320"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","London","290","285","43330","36220"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","London","140","140","52490","49720"
"In post","2021","Analysis","Department for Education (excl. agencies)","Bristol, City of","Outside London","20","15","41410","41990"
"In post","2021","Analysis","Department for Education (excl. agencies)","Coventry","Outside London","10","10","41650","40130"
"In post","2021","Analysis","Department for Education (excl. agencies)","Darlington","Outside London","30","30","43530","42580"
"In post","2021","Analysis","Department for Education (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Manchester","Outside London","40","40","37840","41990"
"In post","2021","Analysis","Department for Education (excl. agencies)","Nottingham","Outside London","10","10","42290","42500"
"In post","2021","Analysis","Department for Education (excl. agencies)","Sheffield","Outside London","120","115","44020","42420"
"In post","2021","Analysis","Department for Education (excl. agencies)","Westminster","London","175","165","46830","45540"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","London","20","20","45530","40060"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","York","Outside London","45","45","35100","31310"
"In post","2021","Analysis","Department for International Trade","Berkshire","Outside London","15","15","49050","51970"
"In post","2021","Analysis","Department for International Trade","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Westminster","London","230","230","42740","38540"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Westminster","London","380","370","46950","43360"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Leeds","Outside London","85","85","47560","49530"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Westminster","London","200","190","53940","53360"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Swansea","Outside London","25","25","27000","26780"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Bristol, City of","Outside London","15","15","33680","31380"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Leeds","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Nottingham","Outside London","10","10","32350","32830"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","London","30","25","43150","40650"
"In post","2021","Analysis","Food Standards Agency","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","London","65","65","57940","58370"
"In post","2021","Analysis","Forestry and Land Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Camden and City of London","London","165","155","69370","65470"
"In post","2021","Analysis","Government Actuary's Department","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Sefton","Outside London","25","25","41550","39390"
"In post","2021","Analysis","Health and Safety Executive","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Tower Hamlets","London","5","5","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","London","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","15","15","42310","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Croydon","London","30","30","47610","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","75","70","39900","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","160","150","38490","33690"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Sefton","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","Outside London","25","25","43620","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tower Hamlets","London","120","115","47870","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Westminster","London","190","185","47980","41760"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Westminster","London","125","120","50770","52680"
"In post","2021","Analysis","Insolvency Service","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","55","55","40630","38530"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Buckinghamshire CC","Outside London","10","10","35540","33180"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Central Hampshire","Outside London","15","15","37120","33460"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Portsmouth","Outside London","15","15","34150","31480"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Westminster","London","85","85","43990","40640"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Westminster","London","190","190","46840","46510"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Leeds","Outside London","35","35","32450","30430"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Tower Hamlets","London","320","310","46810","41090"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Westminster","London","30","30","45060","40680"
"In post","2021","Analysis","National Savings and Investments","Westminster","London","10","10","38090","33290"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Bristol, City of","Outside London","90","85","39150","32010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Manchester","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Westminster","London","35","35","45600","42850"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Glasgow City","Outside London","10","10","54880","63750"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","London","55","55","54980","52000"
"In post","2021","Analysis","Office of Rail and Road","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Manchester","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Tower Hamlets","London","30","30","53850","55430"
"In post","2021","Analysis","Office of Rail and Road","York","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Bristol, City of","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","City of Edinburgh","Outside London","20","20","38010","36780"
"In post","2021","Analysis","Registers of Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","East Cumbria","Outside London","10","10","29950","30040"
"In post","2021","Analysis","Rural Payments Agency","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Westminster","London","25","25","44760","38200"
"In post","2021","Analysis","UK Intellectual Property Office","Monmouthshire and Newport","Outside London","15","15","49150","55600"
"In post","2021","Analysis","UK Intellectual Property Office","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","Outside London","10","10","44440","45040"
"In post","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","Outside London","1025","975","36210","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","Outside London","440","420","37170","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Westminster","London","225","225","40680","32540"
"In post","2021","Analysis","Valuation Office Agency","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Tower Hamlets","London","20","20","51160","46630"
"In post","2021","Analysis","Valuation Office Agency","Tyneside","Outside London","15","15","45110","46750"
"In post","2021","Analysis","Valuation Office Agency","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Birmingham","Outside London","15","15","53360","49810"
"In post","2021","Analysis","Water Services Regulation Authority","Camden and City of London","London","20","20","71600","71740"
"In post","2021","Analysis","Welsh Revenue Authority","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","South Nottinghamshire","Outside London","15","15","26080","24920"
"In post","2021","Commercial","Animal and Plant Health Agency","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","West Surrey","Outside London","15","15","34470","28600"
"In post","2021","Commercial","Animal and Plant Health Agency","Worcestershire","Outside London","10","10","35070","34450"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","25","25","85380","82000"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Birmingham","Outside London","15","15","89790","74000"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Blackpool","Outside London","30","30","56540","49700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Buckinghamshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Central Hampshire","Outside London","30","25","68020","67960"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Coventry","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Croydon","London","20","15","70260","68170"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Darlington","Outside London","10","10","68480","66810"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Glasgow City","Outside London","15","15","64460","67610"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Greater Manchester South West","Outside London","50","50","61190","53460"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Leeds","Outside London","65","60","67060","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Lewisham and Southwark","London","10","10","114770","126890"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Liverpool","Outside London","70","70","64390","55840"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Manchester","Outside London","35","35","62540","56520"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Monmouthshire and Newport","Outside London","15","15","55810","51670"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
