"Status","Year","Organisation","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","EO","45","40","24610","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","HEO","40","35","32230","31160"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","SEO","10","10","41690","42200"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","HEO","10","10","33530","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","SEO","10","10","40990","39880"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","EO","15","10","26000","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","HEO","25","25","32360","31040"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Outside London","EO","35","35","24630","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Outside London","HEO","40","40","32240","31040"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Outside London","SEO","10","10","41420","40440"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","EO","35","30","24700","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","HEO","35","35","32370","30990"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","SEO","10","10","40790","40000"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","EO","20","20","24710","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","HEO","30","30","32290","31180"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Outside London","AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Outside London","EO","25","25","25460","25150"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Outside London","HEO","15","15","30520","30480"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Outside London","SEO","20","20","38040","37240"
"In post","2021","Animal and Plant Health Agency","East of England","Outside London","AO","10","10","21630","21050"
"In post","2021","Animal and Plant Health Agency","East of England","Outside London","EO","60","55","26100","25520"
"In post","2021","Animal and Plant Health Agency","East of England","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Outside London","HEO","40","40","31160","30880"
"In post","2021","Animal and Plant Health Agency","East of England","Outside London","SEO","30","25","40670","38120"
"In post","2021","Animal and Plant Health Agency","London","London","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","London","EO","55","55","30950","31460"
"In post","2021","Animal and Plant Health Agency","London","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","London","G7","15","15","56540","54680"
"In post","2021","Animal and Plant Health Agency","London","London","HEO","15","15","34810","36410"
"In post","2021","Animal and Plant Health Agency","London","London","SEO","10","10","43960","43980"
"In post","2021","Animal and Plant Health Agency","North East (England)","Outside London","AO","10","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","North East (England)","Outside London","EO","10","10","26320","26520"
"In post","2021","Animal and Plant Health Agency","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Outside London","AO","120","110","21100","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","Outside London","EO","75","70","25640","25190"
"In post","2021","Animal and Plant Health Agency","North West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Outside London","G7","10","10","50180","50560"
"In post","2021","Animal and Plant Health Agency","North West (England)","Outside London","HEO","30","30","30610","30360"
"In post","2021","Animal and Plant Health Agency","North West (England)","Outside London","SEO","40","35","42250","38140"
"In post","2021","Animal and Plant Health Agency","Scotland","Outside London","AO","35","30","21120","21050"
"In post","2021","Animal and Plant Health Agency","Scotland","Outside London","EO","30","30","25800","25620"
"In post","2021","Animal and Plant Health Agency","Scotland","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Outside London","G7","10","10","50980","49930"
"In post","2021","Animal and Plant Health Agency","Scotland","Outside London","HEO","10","10","30290","29690"
"In post","2021","Animal and Plant Health Agency","Scotland","Outside London","SEO","35","35","37330","37110"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","AO","170","160","24350","24370"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","EO","200","190","27730","28170"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","G6","15","15","66590","65870"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","G7","40","40","54360","53870"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","HEO","125","120","33200","33210"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","SEO","110","105","40740","39910"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","AO","165","155","21130","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","EO","110","100","25410","25190"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","G7","15","15","52460","52420"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","HEO","40","40","30300","30230"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","SEO","80","75","40580","37690"
"In post","2021","Animal and Plant Health Agency","Wales","Outside London","AO","140","130","21100","21050"
"In post","2021","Animal and Plant Health Agency","Wales","Outside London","EO","65","60","25560","25190"
"In post","2021","Animal and Plant Health Agency","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Outside London","G7","15","15","50860","50950"
"In post","2021","Animal and Plant Health Agency","Wales","Outside London","HEO","35","35","29970","29690"
"In post","2021","Animal and Plant Health Agency","Wales","Outside London","SEO","60","60","38200","37240"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","AO","75","65","21100","21050"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","EO","75","70","25380","25190"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","G7","15","15","51020","50360"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","HEO","50","45","30600","30430"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","SEO","50","45","39790","37480"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","AO","60","60","21840","21050"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","EO","65","60","25860","25320"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","G7","10","10","50070","49900"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","HEO","35","35","30970","30230"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","SEO","30","30","38210","36970"
"In post","2021","Attorney General's Office","London","London","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","London","London","G6","10","10","66070","65650"
"In post","2021","Attorney General's Office","London","London","G7","10","10","53280","51250"
"In post","2021","Attorney General's Office","London","London","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","London","London","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","London","London","SEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","EO","15","10","24640","23850"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","G6","10","10","71350","68800"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","G7","30","25","52840","51620"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","HEO","30","30","31930","32960"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","SCS level","15","15","86590","73360"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","SEO","10","10","38620","38420"
"In post","2021","Cabinet Office (excl. agencies)","London","London","AO","140","135","24470","24490"
"In post","2021","Cabinet Office (excl. agencies)","London","London","EO","600","590","27960","27500"
"In post","2021","Cabinet Office (excl. agencies)","London","London","G6","640","630","69770","66700"
"In post","2021","Cabinet Office (excl. agencies)","London","London","G7","1730","1695","56120","54700"
"In post","2021","Cabinet Office (excl. agencies)","London","London","HEO","2130","2120","32410","32000"
"In post","2021","Cabinet Office (excl. agencies)","London","London","SCS level","760","745","94650","80420"
"In post","2021","Cabinet Office (excl. agencies)","London","London","SEO","500","495","41400","40600"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","AO","155","140","20800","20800"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","EO","95","90","24800","23850"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","G7","25","25","51330","51120"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","HEO","95","95","31740","32000"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","SCS level","10","10","70480","69500"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","SEO","25","25","37920","37300"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","AO","20","15","21190","21130"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","EO","15","15","24760","23850"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","G6","55","55","72250","68840"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","G7","130","130","51670","50760"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","HEO","125","120","30910","32000"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","SCS level","40","40","80420","71230"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","SEO","70","70","37890","37300"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Outside London","G6","10","10","84030","86380"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Outside London","G7","15","15","51910","51550"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Outside London","HEO","30","30","30110","29250"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Outside London","SCS level","15","15","66990","63330"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Outside London","AO","35","30","21010","20920"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Outside London","EO","15","15","27010","26670"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Outside London","G6","25","25","77960","74900"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Outside London","G7","25","25","53470","53320"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Outside London","HEO","90","85","32950","33300"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Outside London","SCS level","20","20","76030","70360"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Outside London","G6","30","30","74410","73310"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Outside London","G7","45","45","52650","53320"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Outside London","HEO","55","55","31370","32000"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Outside London","SCS level","30","30","95360","80810"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Outside London","SEO","20","20","38820","39490"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","AO","20","20","21040","20800"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","EO","25","25","26220","27500"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","G6","20","20","67520","64500"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","G7","55","55","53510","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","HEO","425","425","30950","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","SCS level","20","20","95890","76390"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","SEO","30","30","39750","40060"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Outside London","G7","15","15","51480","49700"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Outside London","HEO","40","40","29400","29250"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","G7","10","10","51950","51560"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","HEO","15","15","29600","29250"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","SCS level","15","15","101230","74000"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","AO","170","160","20910","20920"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","EO","105","105","26410","26670"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","G6","30","30","69900","64990"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","G7","95","90","53140","51190"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","HEO","215","205","32530","33300"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","SCS level","40","40","76710","71000"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","SEO","75","70","39710","40580"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","AA","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","AO","35","30","21180","21050"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","EO","75","70","25090","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","G6","20","20","63160","59680"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","G7","70","65","48700","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","HEO","140","130","29740","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","SEO","110","105","37180","36580"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","AO","10","10","21050","21050"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","EO","40","40","25070","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","G7","15","15","48990","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","HEO","50","45","29760","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","SEO","25","20","37460","36580"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","London","EO","5","5","[c]","[c]"
"In post","2021","Charity Commission","London","London","G6","10","10","63780","62480"
"In post","2021","Charity Commission","London","London","G7","15","15","50040","51070"
"In post","2021","Charity Commission","London","London","HEO","20","20","29160","29160"
"In post","2021","Charity Commission","London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","London","SEO","20","20","38850","37910"
"In post","2021","Charity Commission","North West (England)","Outside London","AO","10","10","20170","20080"
"In post","2021","Charity Commission","North West (England)","Outside London","EO","90","85","24640","24440"
"In post","2021","Charity Commission","North West (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Outside London","G7","25","20","52530","51070"
"In post","2021","Charity Commission","North West (England)","Outside London","HEO","100","95","29260","29160"
"In post","2021","Charity Commission","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Outside London","SEO","70","65","38200","37910"
"In post","2021","Charity Commission","South West (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Outside London","EO","10","10","25970","26470"
"In post","2021","Charity Commission","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Outside London","HEO","20","15","30450","29550"
"In post","2021","Charity Commission","South West (England)","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Charity Commission","Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","London","AO","5","5","[c]","[c]"
"In post","2021","Companies House","London","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Outside London","AO","10","10","22160","22490"
"In post","2021","Companies House","Northern Ireland","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","Outside London","AO","20","20","21080","20870"
"In post","2021","Companies House","Scotland","Outside London","EO","15","15","25620","25100"
"In post","2021","Companies House","Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Wales","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Wales","Outside London","AO","390","335","21730","22490"
