"Status","Year","Region_ITL3","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barking & Dagenham and Havering","London","Female","Heterosexual / straight","270","240","30480","31060"
"In post","2021","Barking & Dagenham and Havering","London","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","London","Female","Undeclared","35","30","28590","30330"
"In post","2021","Barking & Dagenham and Havering","London","Female","Unknown","80","70","29460","31060"
"In post","2021","Barking & Dagenham and Havering","London","Male","Heterosexual / straight","135","130","30610","31060"
"In post","2021","Barking & Dagenham and Havering","London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","London","Male","Unknown","55","55","31730","31060"
"In post","2021","Barking & Dagenham and Havering","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","London","Female","Heterosexual / straight","725","670","36600","32330"
"In post","2021","Barnet","London","Female","LGBO","35","35","35500","31060"
"In post","2021","Barnet","London","Female","Undeclared","80","75","36630","32330"
"In post","2021","Barnet","London","Female","Unknown","225","205","44810","36650"
"In post","2021","Barnet","London","Male","Heterosexual / straight","410","400","39790","33350"
"In post","2021","Barnet","London","Male","LGBO","30","30","47410","44310"
"In post","2021","Barnet","London","Male","Undeclared","65","65","47670","41960"
"In post","2021","Barnet","London","Male","Unknown","110","105","48860","44950"
"In post","2021","Barnet","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Female","Heterosexual / straight","1275","1090","26380","26300"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Female","LGBO","75","75","29310","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Female","Undeclared","130","110","26320","26780"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Female","Unknown","360","295","24570","22920"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Male","Heterosexual / straight","760","725","28980","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Male","LGBO","50","45","27160","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Male","Undeclared","105","105","30910","30140"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Male","Unknown","235","220","27630","27150"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","Heterosexual / straight","4160","3860","34650","32660"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","LGBO","190","185","31110","28210"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","Undeclared","575","530","36560","33740"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","Unknown","445","405","34310","31620"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","Heterosexual / straight","6135","6045","40040","38260"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","LGBO","235","235","34400","31950"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","Undeclared","945","915","42360","40590"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","Unknown","670","655","35860","32440"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","Female","Heterosexual / straight","325","300","28840","27570"
"In post","2021","Bedford","Outside London","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Bedford","Outside London","Female","Undeclared","35","35","30930","28990"
"In post","2021","Bedford","Outside London","Female","Unknown","80","70","28010","27570"
"In post","2021","Bedford","Outside London","Male","Heterosexual / straight","250","245","32910","30400"
"In post","2021","Bedford","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Bedford","Outside London","Male","Undeclared","45","40","32140","31780"
"In post","2021","Bedford","Outside London","Male","Unknown","70","65","28730","27850"
"In post","2021","Bedford","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Outside London","Female","Heterosexual / straight","960","865","29870","26730"
"In post","2021","Belfast","Outside London","Female","LGBO","40","35","27610","25560"
"In post","2021","Belfast","Outside London","Female","Undeclared","65","55","28560","25560"
"In post","2021","Belfast","Outside London","Female","Unknown","375","335","26150","21440"
"In post","2021","Belfast","Outside London","Male","Heterosexual / straight","840","810","30340","25830"
"In post","2021","Belfast","Outside London","Male","LGBO","45","45","25980","24730"
"In post","2021","Belfast","Outside London","Male","Undeclared","90","90","29450","26500"
"In post","2021","Belfast","Outside London","Male","Unknown","400","390","26470","24880"
"In post","2021","Belfast","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Outside London","Female","Heterosexual / straight","910","850","32780","29290"
"In post","2021","Berkshire","Outside London","Female","LGBO","40","40","29120","29290"
"In post","2021","Berkshire","Outside London","Female","Undeclared","120","110","33620","29290"
"In post","2021","Berkshire","Outside London","Female","Unknown","295","265","32660","29460"
"In post","2021","Berkshire","Outside London","Male","Heterosexual / straight","1045","1030","36000","33300"
"In post","2021","Berkshire","Outside London","Male","LGBO","55","55","36040","29290"
"In post","2021","Berkshire","Outside London","Male","Undeclared","150","145","36470","38360"
"In post","2021","Berkshire","Outside London","Male","Unknown","335","325","34920","30990"
"In post","2021","Berkshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Female","Heterosexual / straight","605","570","30650","31060"
"In post","2021","Bexley and Greenwich","London","Female","LGBO","45","40","32810","31590"
"In post","2021","Bexley and Greenwich","London","Female","Undeclared","70","65","30320","30780"
"In post","2021","Bexley and Greenwich","London","Female","Unknown","200","185","29590","30150"
"In post","2021","Bexley and Greenwich","London","Male","Heterosexual / straight","530","525","33580","33180"
"In post","2021","Bexley and Greenwich","London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Male","Undeclared","80","70","34990","34750"
"In post","2021","Bexley and Greenwich","London","Male","Unknown","215","205","31910","32600"
"In post","2021","Bexley and Greenwich","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Outside London","Female","Heterosexual / straight","4245","3845","30850","27570"
"In post","2021","Birmingham","Outside London","Female","LGBO","180","170","31180","27570"
"In post","2021","Birmingham","Outside London","Female","Undeclared","530","470","30330","26900"
"In post","2021","Birmingham","Outside London","Female","Unknown","1645","1465","28540","25560"
"In post","2021","Birmingham","Outside London","Male","Heterosexual / straight","3110","3030","32830","27570"
"In post","2021","Birmingham","Outside London","Male","LGBO","180","175","31840","27570"
"In post","2021","Birmingham","Outside London","Male","Undeclared","395","380","32790","27570"
"In post","2021","Birmingham","Outside London","Male","Unknown","1315","1265","31340","27570"
"In post","2021","Birmingham","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Female","Heterosexual / straight","220","190","26990","27570"
"In post","2021","Blackburn with Darwen","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Female","Unknown","55","45","24100","21010"
"In post","2021","Blackburn with Darwen","Outside London","Male","Heterosexual / straight","125","125","27250","27570"
"In post","2021","Blackburn with Darwen","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Male","Unknown","50","50","27230","27570"
"In post","2021","Blackburn with Darwen","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Outside London","Female","Heterosexual / straight","2095","1860","28560","27570"
"In post","2021","Blackpool","Outside London","Female","LGBO","95","90","26970","27570"
"In post","2021","Blackpool","Outside London","Female","Undeclared","225","195","29300","27570"
"In post","2021","Blackpool","Outside London","Female","Unknown","805","690","27780","27570"
"In post","2021","Blackpool","Outside London","Male","Heterosexual / straight","1185","1150","30250","27570"
"In post","2021","Blackpool","Outside London","Male","LGBO","95","90","26580","27570"
"In post","2021","Blackpool","Outside London","Male","Undeclared","150","145","29410","27570"
"In post","2021","Blackpool","Outside London","Male","Unknown","500","475","30980","27570"
"In post","2021","Blackpool","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Outside London","Female","Heterosexual / straight","295","260","26900","27570"
"In post","2021","Bournemouth and Poole","Outside London","Female","LGBO","15","10","[c]","[c]"
"In post","2021","Bournemouth and Poole","Outside London","Female","Undeclared","45","35","26440","26780"
"In post","2021","Bournemouth and Poole","Outside London","Female","Unknown","65","50","27340","27570"
"In post","2021","Bournemouth and Poole","Outside London","Male","Heterosexual / straight","210","200","26360","26780"
"In post","2021","Bournemouth and Poole","Outside London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Bournemouth and Poole","Outside London","Male","Undeclared","40","35","26280","26720"
"In post","2021","Bournemouth and Poole","Outside London","Male","Unknown","35","35","29320","27570"
"In post","2021","Bournemouth and Poole","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Outside London","Female","Heterosexual / straight","1110","945","27920","25560"
"In post","2021","Bradford","Outside London","Female","LGBO","45","40","27430","25560"
"In post","2021","Bradford","Outside London","Female","Undeclared","145","120","25400","21440"
"In post","2021","Bradford","Outside London","Female","Unknown","560","465","25180","21440"
"In post","2021","Bradford","Outside London","Male","Heterosexual / straight","695","660","28900","27460"
"In post","2021","Bradford","Outside London","Male","LGBO","40","40","25760","25560"
"In post","2021","Bradford","Outside London","Male","Undeclared","100","90","28230","27430"
"In post","2021","Bradford","Outside London","Male","Unknown","405","385","25600","21440"
"In post","2021","Bradford","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","Female","Heterosexual / straight","155","145","27420","26740"
"In post","2021","Breckland and South Norfolk","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","Female","Unknown","35","35","30150","26800"
"In post","2021","Breckland and South Norfolk","Outside London","Male","Heterosexual / straight","225","220","29700","27260"
"In post","2021","Breckland and South Norfolk","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","Male","Unknown","55","55","26560","26580"
"In post","2021","Breckland and South Norfolk","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","London","Female","Heterosexual / straight","235","215","30730","31060"
"In post","2021","Brent","London","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Brent","London","Female","Undeclared","60","55","29840","30330"
"In post","2021","Brent","London","Female","Unknown","95","80","30340","29450"
"In post","2021","Brent","London","Male","Heterosexual / straight","135","130","32470","31060"
"In post","2021","Brent","London","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Brent","London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Brent","London","Male","Unknown","45","45","32980","31060"
"In post","2021","Brent","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brent","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Female","Heterosexual / straight","380","335","26730","27570"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Female","Unknown","85","70","25610","27570"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Male","Heterosexual / straight","150","140","29380","27570"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Male","Unknown","40","40","26190","27570"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Outside London","Female","Heterosexual / straight","275","240","31150","27570"
"In post","2021","Brighton and Hove","Outside London","Female","LGBO","45","45","29520","27570"
"In post","2021","Brighton and Hove","Outside London","Female","Undeclared","35","30","26440","26020"
"In post","2021","Brighton and Hove","Outside London","Female","Unknown","65","55","31510","27570"
"In post","2021","Brighton and Hove","Outside London","Male","Heterosexual / straight","125","120","31750","27570"
"In post","2021","Brighton and Hove","Outside London","Male","LGBO","45","40","29320","27570"
"In post","2021","Brighton and Hove","Outside London","Male","Undeclared","30","30","28680","27570"
"In post","2021","Brighton and Hove","Outside London","Male","Unknown","35","30","29210","27570"
"In post","2021","Brighton and Hove","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Outside London","Female","Heterosexual / straight","2405","2175","35090","30850"
"In post","2021","Bristol, City of","Outside London","Female","LGBO","145","140","32990","29180"
"In post","2021","Bristol, City of","Outside London","Female","Undeclared","280","250","34460","31680"
"In post","2021","Bristol, City of","Outside London","Female","Unknown","690","605","32200","27570"
"In post","2021","Bristol, City of","Outside London","Male","Heterosexual / straight","2000","1930","38430","32780"
"In post","2021","Bristol, City of","Outside London","Male","LGBO","150","145","36680","31810"
"In post","2021","Bristol, City of","Outside London","Male","Undeclared","290","270","37580","31840"
"In post","2021","Bristol, City of","Outside London","Male","Unknown","645","615","35020","31000"
"In post","2021","Bristol, City of","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","London","Female","Heterosexual / straight","230","205","29240","31060"
"In post","2021","Bromley","London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Bromley","London","Female","Undeclared","35","30","31140","31060"
"In post","2021","Bromley","London","Female","Unknown","60","50","29440","31060"
"In post","2021","Bromley","London","Male","Heterosexual / straight","85","80","29350","31060"
"In post","2021","Bromley","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Bromley","London","Male","Unknown","30","25","[c]","[c]"
"In post","2021","Bromley","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Outside London","Female","Heterosexual / straight","735","690","31150","28670"
"In post","2021","Buckinghamshire CC","Outside London","Female","LGBO","45","45","28330","27850"
"In post","2021","Buckinghamshire CC","Outside London","Female","Undeclared","90","85","29440","28670"
"In post","2021","Buckinghamshire CC","Outside London","Female","Unknown","110","100","32680","28670"
"In post","2021","Buckinghamshire CC","Outside London","Male","Heterosexual / straight","510","500","33760","31420"
"In post","2021","Buckinghamshire CC","Outside London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Buckinghamshire CC","Outside London","Male","Undeclared","70","65","34410","33960"
"In post","2021","Buckinghamshire CC","Outside London","Male","Unknown","100","95","33140","32040"
"In post","2021","Buckinghamshire CC","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Female","Heterosexual / straight","65","60","27430","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Female","Unknown","30","30","26630","26530"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Male","Heterosexual / straight","50","45","32740","29190"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Male","Undeclared","10","5","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Male","Unknown","50","45","29740","28630"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Outside London","Female","Heterosexual / straight","470","405","27090","27570"
"In post","2021","Calderdale and Kirklees","Outside London","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Outside London","Female","Undeclared","60","50","26390","27570"
"In post","2021","Calderdale and Kirklees","Outside London","Female","Unknown","145","120","26000","27570"
"In post","2021","Calderdale and Kirklees","Outside London","Male","Heterosexual / straight","215","210","27800","27570"
"In post","2021","Calderdale and Kirklees","Outside London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Outside London","Male","Undeclared","35","35","28810","27570"
"In post","2021","Calderdale and Kirklees","Outside London","Male","Unknown","90","85","26220","27570"
"In post","2021","Calderdale and Kirklees","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Outside London","Female","Heterosexual / straight","1175","1090","33190","29610"
"In post","2021","Cambridgeshire CC","Outside London","Female","LGBO","50","45","28610","27020"
"In post","2021","Cambridgeshire CC","Outside London","Female","Undeclared","170","160","33540","29780"
"In post","2021","Cambridgeshire CC","Outside London","Female","Unknown","225","200","32440","27570"
"In post","2021","Cambridgeshire CC","Outside London","Male","Heterosexual / straight","1210","1175","35550","31900"
"In post","2021","Cambridgeshire CC","Outside London","Male","LGBO","60","60","29650","27570"
"In post","2021","Cambridgeshire CC","Outside London","Male","Undeclared","190","185","36150","33300"
"In post","2021","Cambridgeshire CC","Outside London","Male","Unknown","295","280","32530","31220"
"In post","2021","Cambridgeshire CC","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Female","Heterosexual / straight","1120","1055","35580","30850"
"In post","2021","Camden and City of London","London","Female","LGBO","45","40","37710","33820"
"In post","2021","Camden and City of London","London","Female","Undeclared","180","165","35890","31780"
"In post","2021","Camden and City of London","London","Female","Unknown","435","405","36130","31060"
"In post","2021","Camden and City of London","London","Male","Heterosexual / straight","1050","1025","40630","36160"
"In post","2021","Camden and City of London","London","Male","LGBO","80","80","39630","36200"
"In post","2021","Camden and City of London","London","Male","Undeclared","230","225","40020","36160"
"In post","2021","Camden and City of London","London","Male","Unknown","500","490","41090","36160"
"In post","2021","Camden and City of London","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Female","Heterosexual / straight","4545","4125","33570","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Female","LGBO","250","245","30410","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Female","Undeclared","505","455","34480","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Female","Unknown","1210","1060","27030","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Male","Heterosexual / straight","3560","3460","35090","30000"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Male","LGBO","310","300","33020","28260"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Male","Undeclared","515","490","36150","31810"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Male","Unknown","1170","1125","28600","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Outside London","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Outside London","Male","Heterosexual / straight","50","50","20900","20310"
