"Status","Year","Organisation","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Public Pensions Agency","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Scottish Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Scottish Government","Outside London","Unknown","130","115","28900","27150"
"In post","2021","Serious Fraud Office","Attorney General's Departments","London","Heterosexual / straight","325","320","46470","41080"
"In post","2021","Serious Fraud Office","Attorney General's Departments","London","LGBO","25","25","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Serious Fraud Office","Attorney General's Departments","London","Unknown","125","120","47290","41200"
"In post","2021","Social Security Scotland","Scottish Government","Outside London","Heterosexual / straight","815","790","32110","27150"
"In post","2021","Social Security Scotland","Scottish Government","Outside London","LGBO","75","75","28490","26160"
"In post","2021","Social Security Scotland","Scottish Government","Outside London","Undeclared","35","35","35140","27150"
"In post","2021","Social Security Scotland","Scottish Government","Outside London","Unknown","210","205","30270","26160"
"In post","2021","Standards and Testing Agency","Department for Education","London","Heterosexual / straight","35","35","47910","45850"
"In post","2021","Standards and Testing Agency","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Department for Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Department for Education","Outside London","Heterosexual / straight","65","60","40190","36870"
"In post","2021","Standards and Testing Agency","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Department for Education","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Department for Education","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Outside London","Heterosexual / straight","75","70","33150","29190"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Outside London","Unknown","160","155","28200","22790"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","Heterosexual / straight","1375","1345","41610","39860"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","LGBO","40","40","33940","31950"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","Undeclared","215","205","44170","41580"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","Unknown","135","135","39580","37000"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Outside London","Heterosexual / straight","60","55","32690","29360"
"In post","2021","Teaching Regulation Agency","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","The National Archives","The National Archives","London","Heterosexual / straight","220","210","36510","34220"
"In post","2021","The National Archives","The National Archives","London","LGBO","30","30","33630","32760"
"In post","2021","The National Archives","The National Archives","London","Undeclared","50","45","34850","30830"
"In post","2021","The National Archives","The National Archives","London","Unknown","240","230","35140","32560"
"In post","2021","Transport Scotland","Scottish Government","Outside London","Heterosexual / straight","330","320","45090","42190"
"In post","2021","Transport Scotland","Scottish Government","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","Outside London","Unknown","130","125","42880","43040"
"In post","2021","UK Export Finance","UK Export Finance","London","Heterosexual / straight","325","320","52510","47230"
"In post","2021","UK Export Finance","UK Export Finance","London","LGBO","15","15","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","London","Undeclared","30","30","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","London","Unknown","30","30","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Outside London","Heterosexual / straight","555","530","34910","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Outside London","Undeclared","75","70","34750","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Outside London","Unknown","195","180","34170","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","Unknown","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","810","765","38800","38870"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","55","55","37000","30400"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","75","70","41660","40640"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","550","520","35270","28240"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","70","70","48580","40220"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","LGBO","20","20","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","Undeclared","40","40","45720","40310"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","70","70","45520","49080"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","London","Heterosexual / straight","45","45","39350","36240"
"In post","2021","UK Supreme Court","UK Supreme Court","London","LGBO","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","Heterosexual / straight","225","220","43560","32540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","LGBO","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","Undeclared","25","20","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","Unknown","110","105","42180","34050"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","3295","2905","32110","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","LGBO","200","190","32450","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","Undeclared","175","150","31760","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","Unknown","1490","1335","30950","29540"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","London","Heterosexual / straight","375","350","41880","37380"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","London","LGBO","25","25","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","London","Undeclared","85","80","42790","38430"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","London","Unknown","185","175","37510","31620"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","Heterosexual / straight","1700","1570","33450","30000"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","LGBO","90","85","31270","26500"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","Undeclared","265","240","34170","32100"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","Unknown","815","750","28740","25860"
"In post","2021","Vehicle Certification Agency","Department for Transport","Outside London","Heterosexual / straight","170","160","35140","34290"
"In post","2021","Vehicle Certification Agency","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","115","115","42240","38750"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Wales Office","Wales Office","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Wales Office","Wales Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","London","Unknown","45","45","71270","64240"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","Heterosexual / straight","70","65","54370","50620"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","Unknown","100","95","48770","44390"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","Heterosexual / straight","4655","4395","40730","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","LGBO","205","200","41670","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","Undeclared","675","640","42680","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","Unknown","145","135","38700","28850"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Outside London","Unknown","70","70","45660","43760"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","65","60","33640","28640"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","Unknown","10","10","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","Unknown","125","[c]","28610","24370"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","Heterosexual / straight","95","[c]","50620","44070"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","Unknown","75","[c]","48490","40600"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","Unknown","35","[c]","28340","25970"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","90","[c]","56070","42330"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","Heterosexual / straight","65","[c]","50710","46140"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","Heterosexual / straight","70","[c]","30070","22220"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","London","Heterosexual / straight","45","[c]","47060","50520"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","Heterosexual / straight","135","[c]","41010","38760"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","Unknown","55","[c]","47250","55610"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","HM Treasury","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","HM Treasury","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Ministry of Defence","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Ministry of Defence","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Ministry of Defence","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","Heterosexual / straight","330","[c]","36220","32720"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","Undeclared","50","[c]","36140","36530"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","Unknown","60","[c]","28730","26500"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","Heterosexual / straight","135","[c]","31880","28650"
"Leaver CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","Unknown","40","[c]","31850","28650"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","120","[c]","48760","43080"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","LGBO","15","[c]","[c]","[c]"
