"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Scottish Forestry","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Forestry","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","125","[c]","44320","35110"
"Leaver CS","2021","White","Scottish Government (excl. agencies)","Scotland","Highlands and Islands","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government (excl. agencies)","Scotland","North Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government (excl. agencies)","Scotland","Southern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Government (excl. agencies)","Scotland","West Central Scotland","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Housing Regulator","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Prison Service","Scotland","Eastern Scotland","45","[c]","39930","33650"
"Leaver CS","2021","White","Scottish Prison Service","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Prison Service","Scotland","North Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Prison Service","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Prison Service","Scotland","West Central Scotland","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Public Pensions Agency","Scotland","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Serious Fraud Office","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Security Scotland","Scotland","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Security Scotland","Scotland","West Central Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Standards and Testing Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Standards and Testing Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Student Awards Agency for Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Submarine Delivery Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Submarine Delivery Agency","North West (England)","Cumbria","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Submarine Delivery Agency","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Submarine Delivery Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Submarine Delivery Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","[c]","[c]"
"Leaver CS","2021","White","The National Archives","London","Outer London - West and North West","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Transport Scotland","Scotland","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Transport Scotland","Scotland","West Central Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Export Finance","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Hydrographic Office","South West (England)","Dorset and Somerset","40","[c]","35880","33290"
"Leaver CS","2021","White","UK Intellectual Property Office","Wales","East Wales","20","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Space Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Space Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Space Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","UK Supreme Court","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","United Kingdom Statistics Authority","South East (England)","Hampshire and Isle of Wight","95","[c]","24590","19520"
"Leaver CS","2021","White","United Kingdom Statistics Authority","Wales","East Wales","75","[c]","36600","30900"
"Leaver CS","2021","White","Valuation Office Agency","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","East Midlands (England)","Lincolnshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","London","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","North East (England)","Northumberland and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","North West (England)","Cheshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","South West (England)","Devon","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","West Midlands (England)","Shropshire and Staffordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","West Midlands (England)","West Midlands","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Valuation Office Agency","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Vehicle Certification Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Vehicle Certification Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Vehicle Certification Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Veterinary Medicines Directorate","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wales Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wales Office","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Water Services Regulation Authority","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Water Services Regulation Authority","West Midlands (England)","West Midlands","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Government (excl. agencies)","Wales","East Wales","75","[c]","46410","37410"
"Leaver CS","2021","White","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","50","[c]","39200","36960"
"Leaver CS","2021","White","Welsh Revenue Authority","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Welsh Revenue Authority","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wilton Park","South East (England)","Surrey, East and West Sussex","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","London","Inner London - East","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","London","Inner London - West","40","[c]","43120","34600"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Companies House","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Companies House","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Companies House","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Commercial Service","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Commercial Service","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Commercial Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Commercial Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service Inspectorate","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Equipment and Support","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Science and Technology Laboratory","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","35","[c]","41890","40050"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Development","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Development","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Development","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport (excl. agencies)","London","Inner London - West","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
