"Status","Year","Disability","Ethnicity","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Chinese","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Outside London","AA/AO","45","[c]","21670","20180"
"Leaver CS","2021","Declared disabled","Undeclared","Outside London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","London","AA/AO","65","[c]","23730","23950"
"Leaver CS","2021","Declared disabled","White","London","EO","60","[c]","29960","29870"
"Leaver CS","2021","Declared disabled","White","London","G6/G7","60","[c]","59620","58580"
"Leaver CS","2021","Declared disabled","White","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","London","SEO/HEO","95","[c]","37750","38160"
"Leaver CS","2021","Declared disabled","White","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Outside London","AA/AO","1010","[c]","20780","20920"
"Leaver CS","2021","Declared disabled","White","Outside London","EO","605","[c]","27170","27570"
"Leaver CS","2021","Declared disabled","White","Outside London","G6/G7","95","[c]","60990","55610"
"Leaver CS","2021","Declared disabled","White","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Outside London","SEO/HEO","355","[c]","36470","35230"
"Leaver CS","2021","Declared disabled","White","Outside London","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","London","AA/AO","160","[c]","23260","23510"
"Leaver CS","2021","Declared non-disabled","Asian","London","EO","140","[c]","28870","28660"
"Leaver CS","2021","Declared non-disabled","Asian","London","G6/G7","45","[c]","59180","56100"
"Leaver CS","2021","Declared non-disabled","Asian","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","London","SEO/HEO","90","[c]","38450","39000"
"Leaver CS","2021","Declared non-disabled","Asian","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Outside London","AA/AO","250","[c]","20860","21010"
"Leaver CS","2021","Declared non-disabled","Asian","Outside London","EO","100","[c]","26180","27570"
"Leaver CS","2021","Declared non-disabled","Asian","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Outside London","SEO/HEO","65","[c]","36240","36780"
"Leaver CS","2021","Declared non-disabled","Asian","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","London","AA/AO","115","[c]","23620","24300"
"Leaver CS","2021","Declared non-disabled","Black","London","EO","70","[c]","28850","28730"
"Leaver CS","2021","Declared non-disabled","Black","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","London","SEO/HEO","60","[c]","35630","34850"
"Leaver CS","2021","Declared non-disabled","Black","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Outside London","AA/AO","85","[c]","21550","21010"
"Leaver CS","2021","Declared non-disabled","Black","Outside London","EO","40","[c]","26500","27350"
"Leaver CS","2021","Declared non-disabled","Black","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","London","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Outside London","AA/AO","105","[c]","21210","21010"
"Leaver CS","2021","Declared non-disabled","Mixed","Outside London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Outside London","AA/AO","115","[c]","21410","21010"
"Leaver CS","2021","Declared non-disabled","Undeclared","Outside London","EO","95","[c]","27100","27160"
"Leaver CS","2021","Declared non-disabled","Undeclared","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Outside London","SEO/HEO","75","[c]","37470","34290"
"Leaver CS","2021","Declared non-disabled","Undeclared","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
