"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Attorney General's Office","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","10","[c]","34860","33630"
"Leaver CS","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Criminal Injuries Compensation Authority","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Commercial Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Commercial Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Legal","G6/G7","35","[c]","59310","55610"
"Leaver CS","2021","60-64","Crown Prosecution Service","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service Inspectorate","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Electronics and Components Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Electronics and Components Agency","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Electronics and Components Agency","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Electronics and Components Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Other","EO","15","[c]","20220","20330"
"Leaver CS","2021","60-64","Defence Equipment and Support","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Other","SEO/HEO","25","[c]","33640","32880"
"Leaver CS","2021","60-64","Defence Equipment and Support","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","325","[c]","20920","21010"
"Leaver CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","EO","380","[c]","27680","27570"
"Leaver CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","35","[c]","56600","55380"
"Leaver CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","120","[c]","35690","34290"
"Leaver CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Disclosure Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Operational Delivery","AA/AO","35","[c]","20090","21590"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Operational Delivery","EO","25","[c]","28290","26780"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education Scotland","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","ESTYN","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Forestry and Land Scotland","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Forestry and Land Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Forestry and Land Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Internal Audit Agency","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Internal Audit Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Internal Audit Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Internal Audit Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Legal Department","Legal","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Legal Department","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Legal Department","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Legal Department","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Legal Department","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Operational Delivery","SEO/HEO","15","[c]","47370","45240"
"Leaver CS","2021","60-64","Health and Safety Executive","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Health and Safety Executive","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Courts and Tribunals Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
