"Status","Year","Age","Ethnicity","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Outside London","SEO/HEO","60","55","37350","34810"
"In post","2021","60-64","Black","Outside London","Unknown","45","45","29750","28200"
"In post","2021","60-64","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","London","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2021","60-64","Chinese","Outside London","EO","10","10","[c]","[c]"
"In post","2021","60-64","Chinese","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","London","AA/AO","25","25","[c]","[c]"
"In post","2021","60-64","Mixed","London","EO","35","30","30830","31060"
"In post","2021","60-64","Mixed","London","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","London","SEO/HEO","35","30","39340","38580"
"In post","2021","60-64","Mixed","London","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","Outside London","AA/AO","90","70","21130","21010"
"In post","2021","60-64","Mixed","Outside London","EO","70","55","27380","27570"
"In post","2021","60-64","Mixed","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2021","60-64","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Outside London","SEO/HEO","30","25","39470","36610"
"In post","2021","60-64","Mixed","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","60-64","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","London","AA/AO","20","20","[c]","[c]"
"In post","2021","60-64","Other ethnicity","London","EO","20","20","[c]","[c]"
"In post","2021","60-64","Other ethnicity","London","G6/G7","20","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","London","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Outside London","AA/AO","40","35","22200","21010"
"In post","2021","60-64","Other ethnicity","Outside London","EO","25","20","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Outside London","G6/G7","15","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Outside London","SEO/HEO","25","20","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","London","AA/AO","75","65","24610","25110"
"In post","2021","60-64","Undeclared","London","EO","125","105","30560","30780"
"In post","2021","60-64","Undeclared","London","G6/G7","50","45","62950","59950"
"In post","2021","60-64","Undeclared","London","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","London","SEO/HEO","115","100","40160","39800"
"In post","2021","60-64","Undeclared","London","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Outside London","AA/AO","520","425","21650","21010"
"In post","2021","60-64","Undeclared","Outside London","EO","520","395","27930","27570"
"In post","2021","60-64","Undeclared","Outside London","G6/G7","125","105","59090","57320"
"In post","2021","60-64","Undeclared","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Outside London","SEO/HEO","400","335","37260","36030"
"In post","2021","60-64","Undeclared","Outside London","Unknown","45","35","35930","36330"
"In post","2021","60-64","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","London","AA/AO","100","90","24750","24670"
"In post","2021","60-64","Unknown","London","EO","95","85","30640","30880"
"In post","2021","60-64","Unknown","London","G6/G7","110","100","63960","61620"
"In post","2021","60-64","Unknown","London","SCS level","20","15","[c]","[c]"
"In post","2021","60-64","Unknown","London","SEO/HEO","130","120","40130","39800"
"In post","2021","60-64","Unknown","London","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Outside London","AA/AO","1410","1140","21300","21010"
"In post","2021","60-64","Unknown","Outside London","EO","630","505","28160","27570"
"In post","2021","60-64","Unknown","Outside London","G6/G7","160","140","59980","56910"
"In post","2021","60-64","Unknown","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Outside London","SEO/HEO","435","365","38360","36820"
"In post","2021","60-64","Unknown","Outside London","Unknown","65","55","29960","28200"
"In post","2021","60-64","Unknown","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Unknown","120","120","40030","37150"
"In post","2021","60-64","White","London","AA/AO","580","515","24610","24370"
"In post","2021","60-64","White","London","EO","695","590","30660","30770"
"In post","2021","60-64","White","London","G6/G7","735","660","65120","64000"
"In post","2021","60-64","White","London","SCS level","185","170","104990","94990"
"In post","2021","60-64","White","London","SEO/HEO","830","735","41710","40960"
"In post","2021","60-64","White","London","Unknown","55","50","39050","36580"
"In post","2021","60-64","White","Outside London","AA/AO","10685","8555","21640","21010"
"In post","2021","60-64","White","Outside London","EO","7535","5880","27710","27570"
"In post","2021","60-64","White","Outside London","G6/G7","1670","1440","60110","58130"
"In post","2021","60-64","White","Outside London","SCS level","145","130","104540","96840"
"In post","2021","60-64","White","Outside London","SEO/HEO","5130","4245","37550","35710"
"In post","2021","60-64","White","Outside London","Unknown","790","680","32180","29050"
"In post","2021","60-64","White","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Overseas","EO","10","10","[c]","[c]"
"In post","2021","60-64","White","Overseas","G6/G7","40","40","64540","65600"
"In post","2021","60-64","White","Overseas","SCS level","30","30","[c]","[c]"
"In post","2021","60-64","White","Overseas","SEO/HEO","60","60","41390","40580"
"In post","2021","60-64","White","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","White","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","White","Unknown","EO","20","15","[c]","[c]"
"In post","2021","60-64","White","Unknown","G6/G7","10","5","[c]","[c]"
"In post","2021","60-64","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Unknown","SEO/HEO","25","25","[c]","[c]"
"In post","2021","60-64","White","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Asian","London","AA/AO","225","175","24460","25110"
"In post","2021","65+","Asian","London","EO","160","125","30190","31060"
"In post","2021","65+","Asian","London","G6/G7","10","10","[c]","[c]"
"In post","2021","65+","Asian","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","London","SEO/HEO","65","55","40630","39800"
"In post","2021","65+","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Outside London","AA/AO","90","65","21690","21010"
"In post","2021","65+","Asian","Outside London","EO","50","40","28740","27570"
"In post","2021","65+","Asian","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","65+","Asian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Outside London","SEO/HEO","25","20","[c]","[c]"
"In post","2021","65+","Asian","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Unknown","AA/AO","10","5","[c]","[c]"
"In post","2021","65+","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","London","AA/AO","115","100","24610","24890"
"In post","2021","65+","Black","London","EO","65","55","30980","31060"
"In post","2021","65+","Black","London","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","London","SEO/HEO","20","15","[c]","[c]"
"In post","2021","65+","Black","London","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Black","Outside London","AA/AO","45","40","20680","21010"
"In post","2021","65+","Black","Outside London","EO","20","20","[c]","[c]"
"In post","2021","65+","Black","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Outside London","SEO/HEO","20","15","[c]","[c]"
"In post","2021","65+","Black","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","London","AA/AO","5","5","[c]","[c]"
"In post","2021","65+","Chinese","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","65+","Chinese","Outside London","EO","5","5","[c]","[c]"
"In post","2021","65+","Chinese","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","London","AA/AO","5","5","[c]","[c]"
"In post","2021","65+","Mixed","London","EO","15","10","[c]","[c]"
"In post","2021","65+","Mixed","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Outside London","AA/AO","25","20","[c]","[c]"
"In post","2021","65+","Mixed","Outside London","EO","20","20","[c]","[c]"
"In post","2021","65+","Mixed","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2021","65+","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","London","AA/AO","15","10","[c]","[c]"
"In post","2021","65+","Other ethnicity","London","EO","10","5","[c]","[c]"
"In post","2021","65+","Other ethnicity","London","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","65+","Other ethnicity","Outside London","EO","5","5","[c]","[c]"
"In post","2021","65+","Other ethnicity","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","London","AA/AO","35","30","24150","25110"
"In post","2021","65+","Undeclared","London","EO","40","30","30280","30500"
"In post","2021","65+","Undeclared","London","G6/G7","25","20","[c]","[c]"
"In post","2021","65+","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","London","SEO/HEO","35","30","39960","37760"
"In post","2021","65+","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Outside London","AA/AO","190","150","21340","21010"
"In post","2021","65+","Undeclared","Outside London","EO","155","105","27930","27570"
"In post","2021","65+","Undeclared","Outside London","G6/G7","35","20","61440","59680"
"In post","2021","65+","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Outside London","SEO/HEO","105","85","37970","36460"
"In post","2021","65+","Undeclared","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","London","AA/AO","75","65","23640","23300"
"In post","2021","65+","Unknown","London","EO","30","25","30930","31060"
"In post","2021","65+","Unknown","London","G6/G7","35","30","66830","66320"
"In post","2021","65+","Unknown","London","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Unknown","London","SEO/HEO","40","35","42040","39800"
"In post","2021","65+","Unknown","London","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Outside London","AA/AO","450","345","21010","20660"
"In post","2021","65+","Unknown","Outside London","EO","155","115","27820","27570"
"In post","2021","65+","Unknown","Outside London","G6/G7","55","40","62480","59630"
"In post","2021","65+","Unknown","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Outside London","SEO/HEO","155","105","38100","36480"
"In post","2021","65+","Unknown","Outside London","Unknown","30","20","28360","28200"
"In post","2021","65+","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","65+","White","London","AA/AO","330","270","24370","23920"
"In post","2021","65+","White","London","EO","245","200","30340","30600"
"In post","2021","65+","White","London","G6/G7","220","185","65350","63340"
"In post","2021","65+","White","London","SCS level","45","35","107140","95180"
"In post","2021","65+","White","London","SEO/HEO","240","205","41370","39800"
"In post","2021","65+","White","London","Unknown","30","25","39490","39650"
"In post","2021","65+","White","Outside London","AA/AO","3525","2655","21140","21010"
"In post","2021","65+","White","Outside London","EO","2075","1505","27550","27570"
"In post","2021","65+","White","Outside London","G6/G7","435","330","62200","59750"
"In post","2021","65+","White","Outside London","SCS level","30","25","97920","101560"
"In post","2021","65+","White","Outside London","SEO/HEO","1275","970","37660","35650"
"In post","2021","65+","White","Outside London","Unknown","265","210","33090","32050"
"In post","2021","65+","White","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","White","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2021","65+","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2021","65+","White","Unknown","EO","5","5","[c]","[c]"
"In post","2021","65+","White","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","65+","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Outside London","EO","[c]","[c]","[c]","[c]"
