"Status","Year","Age","Ethnicity","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Asian","Outside London","G6/G7","45","45","51850","52580"
"In post","2021","20-29","Asian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Outside London","SEO/HEO","525","520","32590","31810"
"In post","2021","20-29","Asian","Outside London","Unknown","100","100","24250","22920"
"In post","2021","20-29","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","London","AA/AO","320","315","25520","25110"
"In post","2021","20-29","Black","London","EO","580","575","29680","31060"
"In post","2021","20-29","Black","London","G6/G7","60","60","55150","54650"
"In post","2021","20-29","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","London","SEO/HEO","465","465","35900","35070"
"In post","2021","20-29","Black","London","Unknown","75","75","27910","26810"
"In post","2021","20-29","Black","Outside London","AA/AO","240","230","22050","21010"
"In post","2021","20-29","Black","Outside London","EO","255","250","26600","27570"
"In post","2021","20-29","Black","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Outside London","SEO/HEO","110","110","32350","31810"
"In post","2021","20-29","Black","Outside London","Unknown","40","40","25110","22920"
"In post","2021","20-29","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","London","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","London","EO","30","30","[c]","[c]"
"In post","2021","20-29","Chinese","London","G6/G7","30","30","55950","53760"
"In post","2021","20-29","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","London","SEO/HEO","60","60","36020","35070"
"In post","2021","20-29","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","AA/AO","35","35","21640","21010"
"In post","2021","20-29","Chinese","Outside London","EO","30","30","26220","25560"
"In post","2021","20-29","Chinese","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","London","AA/AO","140","135","26030","25110"
"In post","2021","20-29","Mixed","London","EO","300","295","29130","28670"
"In post","2021","20-29","Mixed","London","G6/G7","140","140","55200","54130"
"In post","2021","20-29","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","London","SEO/HEO","445","440","36000","35050"
"In post","2021","20-29","Mixed","London","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","Outside London","AA/AO","440","425","22360","21010"
"In post","2021","20-29","Mixed","Outside London","EO","345","340","26730","27570"
"In post","2021","20-29","Mixed","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Outside London","SEO/HEO","235","235","32450","31810"
"In post","2021","20-29","Mixed","Outside London","Unknown","50","50","25080","22920"
"In post","2021","20-29","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","London","AA/AO","35","35","26140","25110"
"In post","2021","20-29","Other ethnicity","London","EO","85","85","29790","30270"
"In post","2021","20-29","Other ethnicity","London","G6/G7","30","30","56180","53380"
"In post","2021","20-29","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","London","SEO/HEO","115","115","36630","35420"
"In post","2021","20-29","Other ethnicity","London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","AA/AO","50","45","21500","21010"
"In post","2021","20-29","Other ethnicity","Outside London","EO","80","80","26710","27540"
"In post","2021","20-29","Other ethnicity","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","SEO/HEO","30","30","33190","31810"
"In post","2021","20-29","Other ethnicity","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","London","AA/AO","55","50","25560","24900"
"In post","2021","20-29","Undeclared","London","EO","105","105","29200","28670"
"In post","2021","20-29","Undeclared","London","G6/G7","90","90","55240","54650"
"In post","2021","20-29","Undeclared","London","SEO/HEO","240","240","36380","35420"
"In post","2021","20-29","Undeclared","London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Outside London","AA/AO","325","315","22530","21270"
"In post","2021","20-29","Undeclared","Outside London","EO","315","315","26790","26670"
"In post","2021","20-29","Undeclared","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Outside London","SEO/HEO","260","255","33770","32630"
"In post","2021","20-29","Undeclared","Outside London","Unknown","40","35","26810","27110"
"In post","2021","20-29","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","London","AA/AO","805","795","25660","24120"
"In post","2021","20-29","Unknown","London","EO","1110","1105","28910","28650"
"In post","2021","20-29","Unknown","London","G6/G7","785","785","55380","54460"
"In post","2021","20-29","Unknown","London","SCS level","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","London","SEO/HEO","3125","3120","34110","32960"
"In post","2021","20-29","Unknown","London","Unknown","50","50","25820","26810"
"In post","2021","20-29","Unknown","Outside London","AA/AO","7135","6940","21840","20880"
"In post","2021","20-29","Unknown","Outside London","EO","3265","3225","26060","25560"
"In post","2021","20-29","Unknown","Outside London","G6/G7","160","160","51600","52220"
"In post","2021","20-29","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Outside London","SEO/HEO","2215","2205","32210","31810"
"In post","2021","20-29","Unknown","Outside London","Unknown","305","290","23870","22920"
"In post","2021","20-29","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","EO","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","SEO/HEO","45","45","37650","38450"
"In post","2021","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","SEO/HEO","295","295","30570","29250"
"In post","2021","20-29","Unknown","Unknown","Unknown","365","365","29010","28980"
"In post","2021","20-29","White","London","AA/AO","915","905","26080","24900"
"In post","2021","20-29","White","London","EO","2190","2175","29080","28670"
"In post","2021","20-29","White","London","G6/G7","2055","2045","55270","54110"
"In post","2021","20-29","White","London","SCS level","15","15","[c]","[c]"
"In post","2021","20-29","White","London","SEO/HEO","5675","5655","36360","35070"
"In post","2021","20-29","White","London","Unknown","175","175","29900","26810"
"In post","2021","20-29","White","Outside London","AA/AO","14295","13915","22360","21080"
"In post","2021","20-29","White","Outside London","EO","10590","10465","26290","26370"
"In post","2021","20-29","White","Outside London","G6/G7","630","630","51310","52160"
"In post","2021","20-29","White","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Outside London","SEO/HEO","6920","6870","32900","31810"
"In post","2021","20-29","White","Outside London","Unknown","1680","1650","25760","23840"
"In post","2021","20-29","White","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","White","Overseas","EO","15","15","[c]","[c]"
"In post","2021","20-29","White","Overseas","G6/G7","25","25","[c]","[c]"
"In post","2021","20-29","White","Overseas","SEO/HEO","145","145","35530","33860"
"In post","2021","20-29","White","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","AA/AO","30","30","[c]","[c]"
"In post","2021","20-29","White","Unknown","EO","55","55","27510","27570"
"In post","2021","20-29","White","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","SEO/HEO","35","35","34690","33250"
"In post","2021","20-29","White","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Asian","London","AA/AO","405","370","25050","25110"
"In post","2021","30-39","Asian","London","EO","985","930","29650","29570"
"In post","2021","30-39","Asian","London","G6/G7","770","750","58170","56580"
"In post","2021","30-39","Asian","London","SCS level","45","45","81620","75140"
"In post","2021","30-39","Asian","London","SEO/HEO","1145","1120","38200","36800"
"In post","2021","30-39","Asian","London","Unknown","40","40","30660","28690"
"In post","2021","30-39","Asian","Outside London","AA/AO","1490","1315","21100","21010"
"In post","2021","30-39","Asian","Outside London","EO","1545","1455","26560","27570"
"In post","2021","30-39","Asian","Outside London","G6/G7","230","225","54110","52580"
"In post","2021","30-39","Asian","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Outside London","SEO/HEO","1085","1055","34480","31990"
"In post","2021","30-39","Asian","Outside London","Unknown","125","115","28870","30210"
"In post","2021","30-39","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","EO","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","EO","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","London","AA/AO","290","270","26670","25110"
"In post","2021","30-39","Black","London","EO","620","595","29900","31060"
"In post","2021","30-39","Black","London","G6/G7","235","230","56920","54700"
"In post","2021","30-39","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","London","SEO/HEO","535","530","37410","36160"
"In post","2021","30-39","Black","London","Unknown","100","100","31330","27730"
"In post","2021","30-39","Black","Outside London","AA/AO","395","360","22290","21010"
"In post","2021","30-39","Black","Outside London","EO","430","410","27020","27570"
"In post","2021","30-39","Black","Outside London","G6/G7","70","70","53150","51580"
"In post","2021","30-39","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Outside London","SEO/HEO","340","335","34190","32960"
"In post","2021","30-39","Black","Outside London","Unknown","65","60","26960","24800"
"In post","2021","30-39","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","EO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","London","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","London","EO","25","25","[c]","[c]"
"In post","2021","30-39","Chinese","London","G6/G7","75","75","57490","55070"
"In post","2021","30-39","Chinese","London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Chinese","London","SEO/HEO","60","60","39050","40340"
"In post","2021","30-39","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Outside London","AA/AO","40","40","21720","21010"
"In post","2021","30-39","Chinese","Outside London","EO","45","45","26300","25560"
"In post","2021","30-39","Chinese","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2021","30-39","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Outside London","SEO/HEO","60","55","35590","35610"
"In post","2021","30-39","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","London","AA/AO","95","90","26660","25110"
"In post","2021","30-39","Mixed","London","EO","180","170","29960","30830"
"In post","2021","30-39","Mixed","London","G6/G7","345","335","58110","56110"
"In post","2021","30-39","Mixed","London","SCS level","30","30","75660","73110"
"In post","2021","30-39","Mixed","London","SEO/HEO","315","305","38140","37100"
"In post","2021","30-39","Mixed","London","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Outside London","AA/AO","355","325","22380","21010"
"In post","2021","30-39","Mixed","Outside London","EO","380","355","27160","27570"
"In post","2021","30-39","Mixed","Outside London","G6/G7","115","115","54220","52580"
"In post","2021","30-39","Mixed","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Outside London","SEO/HEO","345","335","35400","34390"
"In post","2021","30-39","Mixed","Outside London","Unknown","80","75","27310","24800"
"In post","2021","30-39","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","EO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","London","AA/AO","25","25","[c]","[c]"
"In post","2021","30-39","Other ethnicity","London","EO","65","65","29740","29500"
"In post","2021","30-39","Other ethnicity","London","G6/G7","100","95","59860","57440"
"In post","2021","30-39","Other ethnicity","London","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","London","SEO/HEO","110","105","37900","36650"
"In post","2021","30-39","Other ethnicity","London","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Outside London","AA/AO","90","85","22240","21010"
"In post","2021","30-39","Other ethnicity","Outside London","EO","80","75","26900","26620"
"In post","2021","30-39","Other ethnicity","Outside London","G6/G7","25","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Outside London","SEO/HEO","75","75","35260","35800"
"In post","2021","30-39","Other ethnicity","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
