"Status","Year","Disability","Ethnicity","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Bedfordshire and Hertfordshire","Bedford","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bedfordshire and Hertfordshire","Hertfordshire","40","40","32780","29290"
"In post","2021","Declared disabled","Asian","Bedfordshire and Hertfordshire","Luton","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","35","35","29180","29290"
"In post","2021","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derbyshire and Nottinghamshire","Derby","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derbyshire and Nottinghamshire","Nottingham","50","45","32190","31810"
"In post","2021","Declared disabled","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","Peterborough","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Wales","Cardiff and Vale of Glamorgan","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","Angus and Dundee City","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","City of Edinburgh","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex","Essex Thames Gateway","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
