"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Serious Fraud Office","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","London","G6","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","London","G7","55","55","55440","53330"
"In post","2021","Serious Fraud Office","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","London","AO","10","10","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","London","EO","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","London","HEO","10","10","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","London","G6","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Outside London","AA","345","330","20670","20060"
"In post","2021","Social Security Scotland","Unknown","Outside London","AO","55","55","23710","23340"
"In post","2021","Social Security Scotland","Unknown","Outside London","EO","275","270","26940","26160"
"In post","2021","Social Security Scotland","Unknown","Outside London","G6","40","40","71150","69170"
"In post","2021","Social Security Scotland","Unknown","Outside London","G7","95","95","55410","56120"
"In post","2021","Social Security Scotland","Unknown","Outside London","HEO","185","180","32160","32140"
"In post","2021","Social Security Scotland","Unknown","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Outside London","SEO","140","135","41460","39660"
"In post","2021","Standards and Testing Agency","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","London","G6","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","London","G7","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","London","HEO","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","London","SEO","15","15","44750","45540"
"In post","2021","Standards and Testing Agency","Operational Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","Outside London","G7","15","15","50970","50400"
"In post","2021","Standards and Testing Agency","Operational Delivery","Outside London","HEO","15","15","30670","30090"
"In post","2021","Standards and Testing Agency","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","Outside London","SEO","20","15","39210","37120"
"In post","2021","Standards and Testing Agency","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Outside London","AA","105","100","21440","22230"
"In post","2021","Student Awards Agency for Scotland","Unknown","Outside London","AO","10","10","25170","24910"
"In post","2021","Student Awards Agency for Scotland","Unknown","Outside London","EO","60","55","28570","27150"
"In post","2021","Student Awards Agency for Scotland","Unknown","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Outside London","HEO","25","25","34360","33620"
"In post","2021","Student Awards Agency for Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Outside London","SEO","25","25","44630","43660"
"In post","2021","Submarine Delivery Agency","Commercial","Outside London","Unknown","145","140","40040","38240"
"In post","2021","Submarine Delivery Agency","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data and Technology","Outside London","Unknown","15","15","36030","32580"
"In post","2021","Submarine Delivery Agency","Finance","Outside London","Unknown","120","115","40980","39860"
"In post","2021","Submarine Delivery Agency","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Outside London","Unknown","30","30","41760","40450"
"In post","2021","Submarine Delivery Agency","Knowledge and Information Management","Outside London","Unknown","40","35","37600","37670"
"In post","2021","Submarine Delivery Agency","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Outside London","Unknown","155","145","33370","27610"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Policy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Project Delivery","Outside London","Unknown","510","500","43030","40580"
"In post","2021","Submarine Delivery Agency","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Outside London","Unknown","690","680","41090","40330"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Overseas","Unknown","10","10","38720","35090"
"In post","2021","Submarine Delivery Agency","Security","Outside London","Unknown","20","20","37550","33520"
"In post","2021","Submarine Delivery Agency","Unknown","Outside London","Unknown","20","20","117540","95900"
"In post","2021","Teaching Regulation Agency","Operational Delivery","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","Outside London","EO","25","25","25410","25000"
"In post","2021","Teaching Regulation Agency","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","Outside London","HEO","20","15","30050","29730"
"In post","2021","Teaching Regulation Agency","Operational Delivery","Outside London","SEO","10","10","37730","37100"
"In post","2021","Teaching Regulation Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","London","AO","20","15","21940","21680"
"In post","2021","The National Archives","Commercial","London","EO","5","5","[c]","[c]"
"In post","2021","The National Archives","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","London","G7","5","5","[c]","[c]"
"In post","2021","The National Archives","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","London","HEO","5","5","[c]","[c]"
"In post","2021","The National Archives","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","London","AO","10","10","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","London","EO","10","10","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","London","G7","15","15","49070","50590"
"In post","2021","The National Archives","Digital, Data and Technology","London","HEO","25","25","33930","33000"
"In post","2021","The National Archives","Digital, Data and Technology","London","SEO","40","40","44660","42300"
"In post","2021","The National Archives","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","London","SEO","5","5","[c]","[c]"
"In post","2021","The National Archives","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","London","EO","5","5","[c]","[c]"
"In post","2021","The National Archives","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","London","AO","5","5","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","London","EO","15","15","26620","25210"
"In post","2021","The National Archives","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","London","G7","10","10","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","London","HEO","30","30","30950","30590"
"In post","2021","The National Archives","Knowledge and Information Management","London","SEO","20","20","38600","36270"
"In post","2021","The National Archives","Operational Delivery","London","AA","10","10","18390","18770"
"In post","2021","The National Archives","Operational Delivery","London","AO","50","40","21260","20650"
"In post","2021","The National Archives","Operational Delivery","London","EO","25","25","24840","24270"
"In post","2021","The National Archives","Operational Delivery","London","G6","5","5","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","London","G7","10","10","[c]","[c]"
"In post","2021","The National Archives","Operational Delivery","London","HEO","35","35","29780","28460"
"In post","2021","The National Archives","Operational Delivery","London","SEO","35","35","36970","36210"
"In post","2021","The National Archives","Other","London","EO","10","10","[c]","[c]"
"In post","2021","The National Archives","Other","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","London","G7","15","15","48230","48000"
"In post","2021","The National Archives","Other","London","HEO","25","20","30640","30000"
"In post","2021","The National Archives","Other","London","SCS level","10","10","[c]","[c]"
"In post","2021","The National Archives","Other","London","SEO","25","25","39350","35000"
"In post","2021","The National Archives","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Outside London","AA","30","25","21620","22230"
"In post","2021","Transport Scotland","Unknown","Outside London","AO","30","30","24180","24110"
"In post","2021","Transport Scotland","Unknown","Outside London","EO","40","40","28000","28170"
"In post","2021","Transport Scotland","Unknown","Outside London","G6","50","50","72090","73940"
"In post","2021","Transport Scotland","Unknown","Outside London","G7","85","80","58000","61010"
"In post","2021","Transport Scotland","Unknown","Outside London","HEO","105","100","33540","33620"
"In post","2021","Transport Scotland","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Outside London","SEO","150","145","44890","46600"
"In post","2021","UK Export Finance","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","London","G7","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","London","HEO","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","London","SEO","15","15","50150","50000"
"In post","2021","UK Export Finance","Economics","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","London","SEO","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","London","EO","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","London","G7","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","London","HEO","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","London","SEO","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","London","G6","10","10","76950","76650"
"In post","2021","UK Export Finance","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","London","EO","25","25","29550","29000"
"In post","2021","UK Export Finance","Operational Delivery","London","G6","20","20","77230","78390"
"In post","2021","UK Export Finance","Operational Delivery","London","G7","50","45","62860","60510"
"In post","2021","UK Export Finance","Operational Delivery","London","HEO","40","40","34100","33000"
"In post","2021","UK Export Finance","Operational Delivery","London","SCS level","15","15","124030","103390"
"In post","2021","UK Export Finance","Operational Delivery","London","SEO","85","85","46530","44720"
"In post","2021","UK Export Finance","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Commercial","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Commercial","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","UK Hydrographic Office","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Communications","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Communications","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Digital, Data and Technology","Outside London","EO","20","20","27060","26740"
"In post","2021","UK Hydrographic Office","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Digital, Data and Technology","Outside London","G7","15","15","54860","53720"
"In post","2021","UK Hydrographic Office","Digital, Data and Technology","Outside London","HEO","75","75","33810","33290"
"In post","2021","UK Hydrographic Office","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Digital, Data and Technology","Outside London","SEO","70","65","43060","42510"
"In post","2021","UK Hydrographic Office","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Knowledge and Information Management","Outside London","AO","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Operational Delivery","Outside London","AO","65","65","20350","20170"
"In post","2021","UK Hydrographic Office","Operational Delivery","Outside London","EO","185","170","27570","26740"
"In post","2021","UK Hydrographic Office","Operational Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Operational Delivery","Outside London","G7","20","20","53770","53720"
"In post","2021","UK Hydrographic Office","Operational Delivery","Outside London","HEO","195","185","33530","33290"
"In post","2021","UK Hydrographic Office","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Operational Delivery","Outside London","SEO","75","70","42940","42510"
"In post","2021","UK Hydrographic Office","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Project Delivery","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","UK Hydrographic Office","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Security","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","Outside London","EO","10","10","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","Outside London","G7","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","Outside London","EO","25","25","24790","23320"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","Outside London","G6","10","10","69580","71970"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","Outside London","G7","35","35","61740","62840"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","Outside London","HEO","60","55","36450","37240"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","Outside London","SEO","60","60","45650","47240"
"In post","2021","UK Intellectual Property Office","Economics","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Economics","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Finance","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Human Resources","Outside London","EO","15","10","24550","23320"
"In post","2021","UK Intellectual Property Office","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Human Resources","Outside London","G7","10","10","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Human Resources","Outside London","HEO","10","5","[c]","[c]"
