"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","FCDO Services","Digital, Data and Technology","Outside London","HEO","15","15","37250","37480"
"In post","2021","FCDO Services","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Digital, Data and Technology","Outside London","SEO","30","30","47540","47170"
"In post","2021","FCDO Services","Digital, Data and Technology","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","FCDO Services","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Finance","Outside London","AO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Finance","Outside London","EO","15","15","26810","26590"
"In post","2021","FCDO Services","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Finance","Outside London","G7","5","5","[c]","[c]"
"In post","2021","FCDO Services","Finance","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Finance","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","FCDO Services","Finance","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","Outside London","AO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","Outside London","EO","10","10","27120","26590"
"In post","2021","FCDO Services","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","Outside London","SEO","10","10","44150","42010"
"In post","2021","FCDO Services","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Legal","London","G7","10","5","60630","61010"
"In post","2021","FCDO Services","Legal","Outside London","AO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Legal","Outside London","G7","30","15","55690","55690"
"In post","2021","FCDO Services","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","London","SEO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Other","Outside London","AO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Other","Outside London","EO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","London","G7","5","5","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","Outside London","EO","15","15","26540","26590"
"In post","2021","FCDO Services","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","Outside London","G7","10","10","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","Outside London","HEO","10","10","32610","31420"
"In post","2021","FCDO Services","Project Delivery","Outside London","SEO","15","15","42480","41420"
"In post","2021","FCDO Services","Property","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Property","London","EO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Property","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Property","London","G7","20","20","63120","63000"
"In post","2021","FCDO Services","Property","London","HEO","20","20","38530","36830"
"In post","2021","FCDO Services","Property","London","SEO","15","15","47360","45960"
"In post","2021","FCDO Services","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Property","Outside London","AO","10","10","[c]","[c]"
"In post","2021","FCDO Services","Property","Outside London","EO","40","40","27680","27770"
"In post","2021","FCDO Services","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Property","Outside London","G7","15","15","57580","55950"
"In post","2021","FCDO Services","Property","Outside London","HEO","35","35","36140","34770"
"In post","2021","FCDO Services","Property","Outside London","SEO","45","45","44880","43280"
"In post","2021","FCDO Services","Property","Outside London","Unknown","30","30","21050","21600"
"In post","2021","FCDO Services","Property","Overseas","EO","25","25","27140","26950"
"In post","2021","FCDO Services","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Property","Overseas","G7","20","20","56490","55720"
"In post","2021","FCDO Services","Property","Overseas","HEO","45","45","36080","33020"
"In post","2021","FCDO Services","Property","Overseas","SEO","35","35","43460","41960"
"In post","2021","FCDO Services","Science and Engineering","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Science and Engineering","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","London","AO","25","25","30930","29170"
"In post","2021","FCDO Services","Security","London","EO","5","5","[c]","[c]"
"In post","2021","FCDO Services","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","Outside London","AO","55","55","23300","22850"
"In post","2021","FCDO Services","Security","Outside London","EO","35","35","27820","27220"
"In post","2021","FCDO Services","Security","Outside London","G6","5","5","[c]","[c]"
"In post","2021","FCDO Services","Security","Outside London","G7","15","15","57250","55540"
"In post","2021","FCDO Services","Security","Outside London","HEO","40","35","35180","33510"
"In post","2021","FCDO Services","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","Outside London","SEO","30","30","44630","43520"
"In post","2021","FCDO Services","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","London","SEO","10","10","41740","40960"
"In post","2021","Food Standards Agency","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","London","HEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","London","SEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","Outside London","HEO","15","15","30770","30810"
"In post","2021","Food Standards Agency","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","Outside London","SEO","15","15","39040","37910"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","SEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Outside London","G7","10","10","52730","52070"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Outside London","HEO","10","10","31660","30810"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Outside London","SEO","10","10","38730","37910"
"In post","2021","Food Standards Agency","Economics","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Economics","London","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Outside London","SEO","10","10","38630","37910"
"In post","2021","Food Standards Agency","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","London","EO","25","25","28670","29090"
"In post","2021","Food Standards Agency","Operational Delivery","London","G6","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","London","G7","15","15","54650","55300"
"In post","2021","Food Standards Agency","Operational Delivery","London","HEO","50","50","31960","31840"
"In post","2021","Food Standards Agency","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","London","SEO","30","30","40850","40960"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","EO","365","345","27130","26750"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","G7","10","10","51940","52070"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","HEO","60","60","31120","30810"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","Outside London","SEO","40","40","38830","37910"
"In post","2021","Food Standards Agency","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","London","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","London","G6","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","London","G7","25","25","55580","56130"
"In post","2021","Food Standards Agency","Policy","London","HEO","35","30","33150","32830"
"In post","2021","Food Standards Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","London","SEO","40","35","41220","40960"
"In post","2021","Food Standards Agency","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Outside London","HEO","25","25","30710","30810"
"In post","2021","Food Standards Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Outside London","SEO","30","30","38280","37910"
"In post","2021","Food Standards Agency","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Property","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","G7","15","15","56460","56130"
"In post","2021","Food Standards Agency","Science and Engineering","London","HEO","25","25","32930","32830"
"In post","2021","Food Standards Agency","Science and Engineering","London","SEO","20","20","41030","40960"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Outside London","SEO","15","15","37880","37910"
"In post","2021","Food Standards Agency","Social Research","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","London","G7","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","London","SEO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","G7","10","10","52150","52070"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","Outside London","SEO","30","30","39010","37910"
"In post","2021","Food Standards Scotland","Unknown","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","Outside London","EO","80","80","28600","29190"
"In post","2021","Food Standards Scotland","Unknown","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","Outside London","G7","10","10","49250","48930"
"In post","2021","Food Standards Scotland","Unknown","Outside London","HEO","80","80","32400","32140"
"In post","2021","Food Standards Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","Outside London","SEO","50","45","43270","46600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","G7","15","15","50340","51960"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","HEO","15","15","33370","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","SEO","30","30","41050","39860"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","G6","10","10","70290","70410"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","G7","30","30","55210","55590"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","HEO","30","30","38280","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","SEO","40","40","44650","45840"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","EO","25","20","25900","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","G6","15","15","62570","61240"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","G7","30","30","49370","49650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","HEO","45","45","33570","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","SEO","60","60","40140","39630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","G6","25","25","67390","67370"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","G7","45","45","53300","55230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","HEO","25","25","35300","36360"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","SEO","20","20","38050","34850"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","G7","10","10","53660","54950"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","G6","10","10","67530","66680"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","G7","25","25","55250","55620"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","G6","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","G7","20","20","58370","58470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","HEO","35","35","36410","36460"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","SEO","10","10","42250","42380"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","EO","15","15","26570","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","G7","20","20","49070","49650"
