"Status","Year","Age","Parent_department","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Department of Health and Social Care","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Inner London - East","SEO","120","115","40030","40260"
"In post","2021","20-29","Department of Health and Social Care","Inner London - West","AO","10","10","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Inner London - West","EO","195","195","27280","27270"
"In post","2021","20-29","Department of Health and Social Care","Inner London - West","G6","35","35","66460","66230"
"In post","2021","20-29","Department of Health and Social Care","Inner London - West","G7","210","210","53540","53360"
"In post","2021","20-29","Department of Health and Social Care","Inner London - West","HEO","380","380","32850","32790"
"In post","2021","20-29","Department of Health and Social Care","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Inner London - West","SEO","140","140","40670","40650"
"In post","2021","20-29","Department of Health and Social Care","Kent","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Merseyside","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","North Yorkshire","AO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","North Yorkshire","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Northumberland and Tyne and Wear","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Northumberland and Tyne and Wear","AO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Northumberland and Tyne and Wear","EO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Northumberland and Tyne and Wear","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Northumberland and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Outer London - West and North West","AA","10","10","22100","22100"
"In post","2021","20-29","Department of Health and Social Care","Outer London - West and North West","AO","50","45","24490","23530"
"In post","2021","20-29","Department of Health and Social Care","Outer London - West and North West","EO","60","60","27120","26880"
"In post","2021","20-29","Department of Health and Social Care","Outer London - West and North West","G7","10","10","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Outer London - West and North West","HEO","75","75","32720","32330"
"In post","2021","20-29","Department of Health and Social Care","Outer London - West and North West","SEO","30","30","40280","40070"
"In post","2021","20-29","Department of Health and Social Care","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","South Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Surrey, East and West Sussex","AO","10","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","West Central Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","West Midlands","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","West Midlands","AO","35","35","19870","19630"
"In post","2021","20-29","Department of Health and Social Care","West Midlands","EO","25","25","23400","23140"
"In post","2021","20-29","Department of Health and Social Care","West Midlands","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","West Midlands","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","West Yorkshire","AO","15","15","19620","19630"
"In post","2021","20-29","Department of Health and Social Care","West Yorkshire","EO","50","50","23560","23440"
"In post","2021","20-29","Department of Health and Social Care","West Yorkshire","G6","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","West Yorkshire","G7","30","30","50010","49530"
"In post","2021","20-29","Department of Health and Social Care","West Yorkshire","HEO","135","135","29390","28970"
"In post","2021","20-29","Department of Health and Social Care","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","West Yorkshire","SEO","40","40","36810","36820"
"In post","2021","20-29","ESTYN","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","East Wales","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","East Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Inner London - West","HEO","30","30","32720","32830"
"In post","2021","20-29","Food Standards Agency","Inner London - West","SEO","15","15","40560","40350"
"In post","2021","20-29","Food Standards Agency","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","North Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","North Yorkshire","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Northern Ireland","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","West Midlands","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","AO","75","75","24210","24750"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","EO","70","70","27090","26650"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","HEO","10","10","34100","34080"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","25","25","22420","21600"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Inner London - West","AO","85","85","27330","28000"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Inner London - West","EO","155","155","29860","29300"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Inner London - West","G7","100","100","51150","53260"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Inner London - West","HEO","505","505","36010","36360"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Inner London - West","SEO","75","75","40910","41740"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","G7","30","30","52890","52840"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","HEO","155","155","34230","33860"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Overseas","SEO","15","15","39710","40490"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Southern Scotland","AO","20","20","21490","21490"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Southern Scotland","EO","30","30","25660","26120"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Southern Scotland","G7","15","15","44670","48500"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Southern Scotland","HEO","60","60","32820","33930"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Southern Scotland","SEO","30","30","37280","38500"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Derbyshire and Nottinghamshire","AO","60","55","22350","22350"
"In post","2021","20-29","HM Land Registry","Derbyshire and Nottinghamshire","EO","30","30","27210","27130"
"In post","2021","20-29","HM Land Registry","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Derbyshire and Nottinghamshire","HEO","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Devon","AA","15","15","21300","21040"
"In post","2021","20-29","HM Land Registry","Devon","AO","50","50","22350","22350"
"In post","2021","20-29","HM Land Registry","Devon","EO","60","55","29070","29760"
"In post","2021","20-29","HM Land Registry","Devon","HEO","25","25","37530","38450"
"In post","2021","20-29","HM Land Registry","Devon","SEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Dorset and Somerset","AO","35","30","22350","22350"
"In post","2021","20-29","HM Land Registry","Dorset and Somerset","EO","10","10","27130","27130"
"In post","2021","20-29","HM Land Registry","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Dorset and Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","East Anglia","AO","20","20","22350","22350"
"In post","2021","20-29","HM Land Registry","East Anglia","EO","10","10","27130","27130"
"In post","2021","20-29","HM Land Registry","East Anglia","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","East Yorkshire and Northern Lincolnshire","AO","50","45","22350","22350"
"In post","2021","20-29","HM Land Registry","East Yorkshire and Northern Lincolnshire","EO","20","20","27130","27130"
"In post","2021","20-29","HM Land Registry","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","AO","45","45","22350","22350"
"In post","2021","20-29","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","27130","27130"
"In post","2021","20-29","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Lancashire","AO","40","35","22350","22350"
"In post","2021","20-29","HM Land Registry","Lancashire","EO","20","20","27130","27130"
"In post","2021","20-29","HM Land Registry","Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Leicestershire, Rutland and Northamptonshire","AO","50","50","22350","22350"
"In post","2021","20-29","HM Land Registry","Leicestershire, Rutland and Northamptonshire","EO","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Merseyside","AO","55","50","22350","22350"
"In post","2021","20-29","HM Land Registry","Merseyside","EO","15","15","27130","27130"
"In post","2021","20-29","HM Land Registry","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Outer London - South","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Outer London - South","AO","20","20","25850","25850"
"In post","2021","20-29","HM Land Registry","Outer London - South","EO","15","15","30600","30600"
"In post","2021","20-29","HM Land Registry","Outer London - South","HEO","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Shropshire and Staffordshire","AO","50","50","22350","22350"
"In post","2021","20-29","HM Land Registry","Shropshire and Staffordshire","EO","15","15","27130","27130"
"In post","2021","20-29","HM Land Registry","Shropshire and Staffordshire","HEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Shropshire and Staffordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Tees Valley and Durham","AO","115","115","22350","22350"
"In post","2021","20-29","HM Land Registry","Tees Valley and Durham","EO","50","50","27130","27130"
"In post","2021","20-29","HM Land Registry","Tees Valley and Durham","HEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","West Midlands","AO","20","20","22350","22350"
"In post","2021","20-29","HM Land Registry","West Midlands","EO","10","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","West Wales and The Valleys","AO","75","75","22350","22350"
"In post","2021","20-29","HM Land Registry","West Wales and The Valleys","EO","40","40","27130","27130"
"In post","2021","20-29","HM Land Registry","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","AO","25","25","20140","20140"
"In post","2021","20-29","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","EO","20","20","25860","25560"
"In post","2021","20-29","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Derbyshire and Nottinghamshire","AO","150","140","20150","20140"
"In post","2021","20-29","HM Revenue and Customs","Derbyshire and Nottinghamshire","EO","245","240","25410","25560"
"In post","2021","20-29","HM Revenue and Customs","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Derbyshire and Nottinghamshire","G7","35","35","52160","52580"
"In post","2021","20-29","HM Revenue and Customs","Derbyshire and Nottinghamshire","HEO","185","185","31370","31810"
"In post","2021","20-29","HM Revenue and Customs","Derbyshire and Nottinghamshire","SEO","25","25","36550","38630"
"In post","2021","20-29","HM Revenue and Customs","Devon","AA","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Devon","AO","40","40","21020","21100"
"In post","2021","20-29","HM Revenue and Customs","Devon","EO","15","15","25150","25500"
"In post","2021","20-29","HM Revenue and Customs","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","East Anglia","AO","15","15","20180","20140"
"In post","2021","20-29","HM Revenue and Customs","East Anglia","EO","30","30","25490","25560"
"In post","2021","20-29","HM Revenue and Customs","East Anglia","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","East Anglia","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","East Wales","AO","420","410","20170","20140"
"In post","2021","20-29","HM Revenue and Customs","East Wales","EO","320","315","25410","25560"
"In post","2021","20-29","HM Revenue and Customs","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","East Wales","G7","15","15","52580","52580"
"In post","2021","20-29","HM Revenue and Customs","East Wales","HEO","155","155","31250","31810"
"In post","2021","20-29","HM Revenue and Customs","East Wales","SEO","25","25","36920","38630"
"In post","2021","20-29","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Eastern Scotland","AO","305","300","20140","20140"
"In post","2021","20-29","HM Revenue and Customs","Eastern Scotland","EO","70","70","25100","25560"
"In post","2021","20-29","HM Revenue and Customs","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Eastern Scotland","G7","10","10","52580","52580"
"In post","2021","20-29","HM Revenue and Customs","Eastern Scotland","HEO","45","45","31550","31810"
"In post","2021","20-29","HM Revenue and Customs","Essex","AO","10","10","20140","20140"
"In post","2021","20-29","HM Revenue and Customs","Essex","EO","25","25","25510","25560"
"In post","2021","20-29","HM Revenue and Customs","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Essex","HEO","20","20","31360","31810"
"In post","2021","20-29","HM Revenue and Customs","Essex","SEO","15","15","38630","38630"
"In post","2021","20-29","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","AO","35","35","20170","20140"
"In post","2021","20-29","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","95","90","25470","25560"
"In post","2021","20-29","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","G7","30","30","52610","52580"
"In post","2021","20-29","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","80","80","31460","31810"
"In post","2021","20-29","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","20","20","37970","38630"
"In post","2021","20-29","HM Revenue and Customs","Greater Manchester","AO","385","375","20160","20140"
"In post","2021","20-29","HM Revenue and Customs","Greater Manchester","EO","340","340","25320","25560"
"In post","2021","20-29","HM Revenue and Customs","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Greater Manchester","G7","50","50","50930","52580"
"In post","2021","20-29","HM Revenue and Customs","Greater Manchester","HEO","310","310","31530","31810"
"In post","2021","20-29","HM Revenue and Customs","Greater Manchester","SEO","85","85","37330","38630"
"In post","2021","20-29","HM Revenue and Customs","Hampshire and Isle of Wight","AO","50","50","20160","20140"
"In post","2021","20-29","HM Revenue and Customs","Hampshire and Isle of Wight","EO","15","15","25230","25560"
"In post","2021","20-29","HM Revenue and Customs","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Hampshire and Isle of Wight","HEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Inner London - East","AO","10","10","24770","24620"
"In post","2021","20-29","HM Revenue and Customs","Inner London - East","EO","65","65","29570","29570"
"In post","2021","20-29","HM Revenue and Customs","Inner London - East","G6","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Inner London - East","G7","45","45","56400","59160"
"In post","2021","20-29","HM Revenue and Customs","Inner London - East","HEO","110","110","35800","36160"
"In post","2021","20-29","HM Revenue and Customs","Inner London - East","SEO","50","50","40680","41760"
"In post","2021","20-29","HM Revenue and Customs","Inner London - West","AO","15","15","24220","24120"
"In post","2021","20-29","HM Revenue and Customs","Inner London - West","EO","135","130","29520","29570"
"In post","2021","20-29","HM Revenue and Customs","Inner London - West","G6","10","10","69080","71290"
"In post","2021","20-29","HM Revenue and Customs","Inner London - West","G7","110","110","57640","59160"
"In post","2021","20-29","HM Revenue and Customs","Inner London - West","HEO","155","150","35970","36160"
"In post","2021","20-29","HM Revenue and Customs","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Inner London - West","SEO","70","70","40040","41760"
"In post","2021","20-29","HM Revenue and Customs","Kent","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Kent","EO","20","20","25520","25560"
"In post","2021","20-29","HM Revenue and Customs","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Lancashire","AO","155","140","20140","20140"
"In post","2021","20-29","HM Revenue and Customs","Lancashire","EO","40","40","23530","25560"
"In post","2021","20-29","HM Revenue and Customs","Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Lancashire","HEO","10","10","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Lancashire","SEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","AO","15","15","20140","20140"
"In post","2021","20-29","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","HEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Merseyside","AO","330","315","20160","20140"
"In post","2021","20-29","HM Revenue and Customs","Merseyside","EO","170","170","24630","25560"
"In post","2021","20-29","HM Revenue and Customs","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Merseyside","G7","20","20","50850","52580"
"In post","2021","20-29","HM Revenue and Customs","Merseyside","HEO","130","125","30910","31810"
"In post","2021","20-29","HM Revenue and Customs","Merseyside","SEO","35","35","37300","38630"
"In post","2021","20-29","HM Revenue and Customs","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Northern Ireland","AO","195","185","20140","20140"
"In post","2021","20-29","HM Revenue and Customs","Northern Ireland","EO","70","70","25100","25560"
"In post","2021","20-29","HM Revenue and Customs","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Northern Ireland","HEO","30","30","31640","31810"
"In post","2021","20-29","HM Revenue and Customs","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Northumberland and Tyne and Wear","AA","15","15","20070","20070"
"In post","2021","20-29","HM Revenue and Customs","Northumberland and Tyne and Wear","AO","560","530","20160","20140"
"In post","2021","20-29","HM Revenue and Customs","Northumberland and Tyne and Wear","EO","490","485","25350","25560"
"In post","2021","20-29","HM Revenue and Customs","Northumberland and Tyne and Wear","G7","25","25","51120","52580"
"In post","2021","20-29","HM Revenue and Customs","Northumberland and Tyne and Wear","HEO","245","245","31280","31810"
"In post","2021","20-29","HM Revenue and Customs","Northumberland and Tyne and Wear","SEO","65","65","37050","38630"
"In post","2021","20-29","HM Revenue and Customs","Outer London - South","AO","85","85","24090","24120"
"In post","2021","20-29","HM Revenue and Customs","Outer London - South","EO","145","145","29270","29570"
"In post","2021","20-29","HM Revenue and Customs","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Outer London - South","G7","25","25","58490","59160"
"In post","2021","20-29","HM Revenue and Customs","Outer London - South","HEO","115","115","36120","36160"
"In post","2021","20-29","HM Revenue and Customs","Outer London - South","SEO","20","20","41450","41760"
"In post","2021","20-29","HM Revenue and Customs","Outer London - West and North West","AO","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Outer London - West and North West","EO","15","15","28990","29450"
"In post","2021","20-29","HM Revenue and Customs","Outer London - West and North West","HEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Shropshire and Staffordshire","EO","40","35","25660","25560"
"In post","2021","20-29","HM Revenue and Customs","Shropshire and Staffordshire","HEO","20","20","31820","31810"
"In post","2021","20-29","HM Revenue and Customs","Shropshire and Staffordshire","SEO","20","20","37550","38630"
"In post","2021","20-29","HM Revenue and Customs","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","South Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Southern Scotland","AO","210","205","20140","20140"
"In post","2021","20-29","HM Revenue and Customs","Southern Scotland","EO","45","45","24970","25560"
"In post","2021","20-29","HM Revenue and Customs","Southern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Southern Scotland","HEO","20","20","30960","31810"
"In post","2021","20-29","HM Revenue and Customs","Southern Scotland","SEO","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Surrey, East and West Sussex","AO","10","10","20550","20140"
"In post","2021","20-29","HM Revenue and Customs","Surrey, East and West Sussex","EO","15","15","24740","25560"
"In post","2021","20-29","HM Revenue and Customs","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
