"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","HM Land Registry","HM Land Registry","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Prison and Probation Service","Ministry of Justice","180","170","31330","30210"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","310","285","31530","31810"
"In post","2021","Declared disabled","Asian","HM Treasury (excl. agencies)","HM Treasury","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office (incl. agencies)","Home Office","365","330","32030","29080"
"In post","2021","Declared disabled","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Legal Aid Agency","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","65","60","37000","33300"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","35","35","42010","36060"
"In post","2021","Declared disabled","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","45","45","40840","36800"
"In post","2021","Declared disabled","Asian","National Crime Agency","National Crime Agency","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of the Public Guardian","Ministry of Justice","35","30","20890","19930"
"In post","2021","Declared disabled","Asian","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Public Health England","Department of Health and Social Care","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government (excl. agencies)","Scottish Government","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","The National Archives","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Valuation Office Agency","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office (excl. agencies)","Cabinet Office","35","30","40740","35590"
"In post","2021","Declared disabled","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Crown Prosecution Service","Attorney General's Departments","45","40","42770","40800"
"In post","2021","Declared disabled","Black","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Defence Equipment and Support","Ministry of Defence","20","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Defence Science and Technology Laboratory","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","40","40","41780","40000"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education (excl. agencies)","Department for Education","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","Department for International Trade","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport (excl. agencies)","Department for Transport","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","580","535","29300","30330"
"In post","2021","Declared disabled","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","35","35","34250","33860"
"In post","2021","Declared disabled","Black","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Government Legal Department","Attorney General's Departments","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Courts and Tribunals Service","Ministry of Justice","105","95","25470","23090"
"In post","2021","Declared disabled","Black","HM Land Registry","HM Land Registry","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","HM Prison and Probation Service","Ministry of Justice","285","275","32500","30950"
"In post","2021","Declared disabled","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","145","135","32200","31810"
"In post","2021","Declared disabled","Black","HM Treasury (excl. agencies)","HM Treasury","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Home Office (incl. agencies)","Home Office","195","180","32140","29080"
"In post","2021","Declared disabled","Black","Insolvency Service","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal Aid Agency","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","50","50","33200","31240"
"In post","2021","Declared disabled","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","40","40","37270","31540"
"In post","2021","Declared disabled","Black","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of the Public Guardian","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Public Health England","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Government (excl. agencies)","Scottish Government","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Valuation Office Agency","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Crown Prosecution Service","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
