"Status","Year","Organisation","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Nottingham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Nottingham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Nottingham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","HEO","10","10","30410","29610"
"In post","2021","Animal and Plant Health Agency","East of England","Cambridgeshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","EO","20","20","26510","26520"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Heart of Essex","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Hertfordshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","North and West Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","EO","15","15","24770","24920"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","HEO","10","10","31300","31160"
"In post","2021","Animal and Plant Health Agency","East of England","Suffolk","SEO","10","10","44130","44270"
"In post","2021","Animal and Plant Health Agency","East of England","Thurrock","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Thurrock","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Thurrock","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Harrow and Hillingdon","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","EO","50","50","31080","31460"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","HEO","10","10","35070","36600"
"In post","2021","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Westminster","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Westminster","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Westminster","G7","15","15","56820","55120"
"In post","2021","Animal and Plant Health Agency","London","Westminster","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","AO","10","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Tyneside","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire East","EO","15","15","25340","25100"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire East","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire East","SEO","10","10","40210","37430"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","AO","100","95","21080","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","EO","25","25","25330","25100"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","East Cumbria","SEO","15","15","42580","37740"
"In post","2021","Animal and Plant Health Agency","North West (England)","Manchester","EO","10","10","27210","28030"
"In post","2021","Animal and Plant Health Agency","North West (England)","Manchester","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","AO","15","15","21210","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","EO","25","20","25530","25190"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","HEO","15","10","31150","31700"
"In post","2021","Animal and Plant Health Agency","North West (England)","Mid Lancashire","SEO","10","10","44030","40440"
"In post","2021","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Caithness and Sutherland and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Caithness and Sutherland and Ross and Cromarty","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","City of Edinburgh","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","AO","10","10","21050","21050"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Perth and Kinross and Stirling","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Scottish Borders","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Scottish Borders","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Scottish Borders","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Scottish Borders","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Ayrshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Lanarkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Lanarkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","South Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Central Hampshire","EO","10","10","24930","25010"
"In post","2021","Animal and Plant Health Agency","South East (England)","Central Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Central Hampshire","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","East Kent","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","East Kent","EO","30","25","26380","24920"
"In post","2021","Animal and Plant Health Agency","South East (England)","East Kent","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","East Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Mid Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Oxfordshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Oxfordshire","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","AA","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","AO","170","160","24370","24370"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","EO","140","130","28460","28270"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","G6","15","15","66860","65920"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","G7","35","35","54740","53870"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","HEO","100","95","33710","33510"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","SCS level","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Surrey","SEO","90","85","40950","39920"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","EO","10","10","25530","25100"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","AO","35","35","21200","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","AO","15","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","EO","15","15","25090","25320"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","SEO","15","15","43860","41960"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","AA","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","AO","110","100","21120","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","EO","45","40","25460","25190"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","HEO","10","10","30360","30190"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon CC","SEO","30","30","40210","37690"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset CC","EO","[c]","[c]","[c]","[c]"
