"Status","Year","Age","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared disabled","Property","London","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Psychology","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Science and Engineering","London","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Science and Engineering","Outside London","200","200","28050","28590"
"In post","2021","20-29","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","London","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","Outside London","30","30","26740","26140"
"In post","2021","20-29","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","London","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Research","Outside London","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","London","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Statistics","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Tax","London","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Tax","Outside London","130","125","27790","25560"
"In post","2021","20-29","Declared disabled","Unknown","London","330","320","33740","31060"
"In post","2021","20-29","Declared disabled","Unknown","Outside London","1200","1175","26060","27570"
"In post","2021","20-29","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","London","65","65","35060","33610"
"In post","2021","20-29","Declared non-disabled","Commercial","Outside London","470","465","29560","29250"
"In post","2021","20-29","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","London","310","310","37370","36770"
"In post","2021","20-29","Declared non-disabled","Communications","Outside London","150","150","28580","28650"
"In post","2021","20-29","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Corporate Finance","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","London","30","30","32120","33100"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","London","305","305","39610","38070"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Outside London","710","700","31570","30830"
"In post","2021","20-29","Declared non-disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Economics","London","645","640","38750","34710"
"In post","2021","20-29","Declared non-disabled","Economics","Outside London","80","80","34420","31810"
"In post","2021","20-29","Declared non-disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","London","240","240","40580","37290"
"In post","2021","20-29","Declared non-disabled","Finance","Outside London","520","515","29500","28670"
"In post","2021","20-29","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","London","285","280","36820","33000"
"In post","2021","20-29","Declared non-disabled","Human Resources","Outside London","400","390","27630","25920"
"In post","2021","20-29","Declared non-disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","London","180","180","35270","35410"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Outside London","170","170","28430","26330"
"In post","2021","20-29","Declared non-disabled","Intelligence Analysis","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","London","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","International Trade","London","155","155","38670","37910"
"In post","2021","20-29","Declared non-disabled","International Trade","Outside London","40","40","31330","31810"
"In post","2021","20-29","Declared non-disabled","International Trade","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","London","65","65","31670","30780"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Outside London","155","155","27120","26670"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","London","335","335","38610","36160"
"In post","2021","20-29","Declared non-disabled","Legal","Outside London","400","400","31630","26150"
"In post","2021","20-29","Declared non-disabled","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Outside London","85","80","28830","26970"
"In post","2021","20-29","Declared non-disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","London","2490","2455","30520","28810"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Outside London","14005","13660","24500","24000"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Operational Research","London","95","95","37420","36160"
"In post","2021","20-29","Declared non-disabled","Operational Research","Outside London","125","125","31810","28650"
"In post","2021","20-29","Declared non-disabled","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","London","560","555","33660","30720"
"In post","2021","20-29","Declared non-disabled","Other","Outside London","935","920","24220","21430"
"In post","2021","20-29","Declared non-disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","London","20","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","London","3750","3740","40050","36800"
"In post","2021","20-29","Declared non-disabled","Policy","Outside London","640","635","31930","30040"
"In post","2021","20-29","Declared non-disabled","Policy","Overseas","125","125","35890","33860"
"In post","2021","20-29","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","London","395","395","38400","35070"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Outside London","1030","1025","30390","30390"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","London","60","60","32960","30260"
"In post","2021","20-29","Declared non-disabled","Property","Outside London","310","305","27690","26350"
"In post","2021","20-29","Declared non-disabled","Property","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","London","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Psychology","Outside London","260","260","27850","27380"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","London","210","205","33800","32560"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Outside London","1760","1750","28430","28500"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Overseas","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","London","110","110","34020","31520"
"In post","2021","20-29","Declared non-disabled","Security","Outside London","520","515","25290","25540"
"In post","2021","20-29","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Social Research","London","135","135","39000","35530"
"In post","2021","20-29","Declared non-disabled","Social Research","Outside London","90","90","34750","35900"
"In post","2021","20-29","Declared non-disabled","Statistics","London","205","205","38210","36160"
"In post","2021","20-29","Declared non-disabled","Statistics","Outside London","180","180","32370","31810"
"In post","2021","20-29","Declared non-disabled","Tax","London","175","175","41370","36160"
"In post","2021","20-29","Declared non-disabled","Tax","Outside London","1505","1470","28250","25560"
"In post","2021","20-29","Declared non-disabled","Unknown","London","2535","2520","34710","31060"
"In post","2021","20-29","Declared non-disabled","Unknown","Outside London","8165","8020","25930","27570"
"In post","2021","20-29","Declared non-disabled","Unknown","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","130","130","30210","27570"
"In post","2021","20-29","Declared non-disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Veterinarian","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","London","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","London","30","30","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data and Technology","Outside London","40","40","31430","30620"
"In post","2021","20-29","Undeclared","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Economics","London","70","70","37010","33900"
"In post","2021","20-29","Undeclared","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","London","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","London","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Intelligence Analysis","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","International Trade","London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Operational Delivery","London","160","155","30770","30270"
"In post","2021","20-29","Undeclared","Operational Delivery","Outside London","650","635","25030","24360"
"In post","2021","20-29","Undeclared","Operational Research","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Other","London","35","35","28850","30200"
"In post","2021","20-29","Undeclared","Other","Outside London","40","40","23040","20920"
"In post","2021","20-29","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Policy","London","410","410","39180","34740"
"In post","2021","20-29","Undeclared","Policy","Outside London","45","45","30620","30360"
"In post","2021","20-29","Undeclared","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Project Delivery","London","40","40","37180","35060"
"In post","2021","20-29","Undeclared","Project Delivery","Outside London","50","50","30300","29820"
"In post","2021","20-29","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Property","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Psychology","Outside London","15","15","[c]","[c]"
