"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Human Resources","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East Midlands (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East of England","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","G6","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","G7","55","[c]","54040","52730"
"Leaver CS","2021","White","Legal","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North East (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North West (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","North West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Scotland","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South East (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South East (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South East (England)","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Wales","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","West Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","West Midlands (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Yorkshire and The Humber","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Yorkshire and The Humber","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Yorkshire and The Humber","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East Midlands (England)","AA","55","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East Midlands (England)","AO","250","[c]","20300","19570"
"Leaver CS","2021","White","No function","East Midlands (England)","EO","75","[c]","25460","26030"
"Leaver CS","2021","White","No function","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East Midlands (England)","HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East Midlands (England)","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East Midlands (England)","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East of England","AA","65","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East of England","AO","230","[c]","21570","20230"
"Leaver CS","2021","White","No function","East of England","EO","55","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East of England","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East of England","HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East of England","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East of England","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","East of England","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","London","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","London","AO","160","[c]","22840","22680"
"Leaver CS","2021","White","No function","London","EO","110","[c]","28520","27630"
"Leaver CS","2021","White","No function","London","G6","45","[c]","70960","70930"
"Leaver CS","2021","White","No function","London","G7","135","[c]","56160","53830"
"Leaver CS","2021","White","No function","London","HEO","115","[c]","34100","32700"
"Leaver CS","2021","White","No function","London","SCS level","65","[c]","101360","94250"
"Leaver CS","2021","White","No function","London","SEO","100","[c]","41870","40540"
"Leaver CS","2021","White","No function","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North East (England)","AA","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North East (England)","AO","120","[c]","20670","20100"
"Leaver CS","2021","White","No function","North East (England)","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North East (England)","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North East (England)","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North East (England)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North West (England)","AA","80","[c]","17360","17350"
"Leaver CS","2021","White","No function","North West (England)","AO","250","[c]","21030","20650"
"Leaver CS","2021","White","No function","North West (England)","EO","95","[c]","26220","26380"
"Leaver CS","2021","White","No function","North West (England)","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North West (England)","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North West (England)","HEO","60","[c]","32430","32620"
"Leaver CS","2021","White","No function","North West (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North West (England)","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","North West (England)","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Scotland","AO","80","[c]","21830","21540"
"Leaver CS","2021","White","No function","Scotland","EO","65","[c]","29800","30930"
"Leaver CS","2021","White","No function","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Scotland","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Scotland","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Scotland","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","South East (England)","AA","140","[c]","17900","17180"
"Leaver CS","2021","White","No function","South East (England)","AO","340","[c]","21150","20190"
"Leaver CS","2021","White","No function","South East (England)","EO","75","[c]","27490","26570"
"Leaver CS","2021","White","No function","South East (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","South East (England)","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","South East (England)","HEO","60","[c]","32410","30460"
"Leaver CS","2021","White","No function","South East (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","South East (England)","SEO","40","[c]","39010","38600"
"Leaver CS","2021","White","No function","South East (England)","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","South West (England)","AA","80","[c]","17500","17180"
"Leaver CS","2021","White","No function","South West (England)","AO","220","[c]","19990","19930"
"Leaver CS","2021","White","No function","South West (England)","EO","80","[c]","26940","27130"
"Leaver CS","2021","White","No function","South West (England)","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","South West (England)","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","South West (England)","HEO","75","[c]","31270","31120"
"Leaver CS","2021","White","No function","South West (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","South West (England)","SEO","40","[c]","41350","40560"
"Leaver CS","2021","White","No function","South West (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Wales","AA","90","[c]","17820","18060"
"Leaver CS","2021","White","No function","Wales","AO","275","[c]","21280","21590"
"Leaver CS","2021","White","No function","Wales","EO","55","[c]","26560","26760"
"Leaver CS","2021","White","No function","Wales","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Wales","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Wales","HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Wales","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Wales","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","West Midlands (England)","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","West Midlands (England)","AO","215","[c]","20340","20260"
"Leaver CS","2021","White","No function","West Midlands (England)","EO","70","[c]","26120","26380"
"Leaver CS","2021","White","No function","West Midlands (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","West Midlands (England)","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","West Midlands (England)","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","West Midlands (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","West Midlands (England)","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","West Midlands (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","AA","70","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","AO","240","[c]","20860","20100"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","EO","55","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","SEO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Yorkshire and The Humber","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","North West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","North West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Scotland","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Scotland","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Scotland","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Scotland","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South West (England)","EO","75","[c]","22130","21410"
"Leaver CS","2021","White","Project Delivery","South West (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South West (England)","G7","35","[c]","51520","53110"
"Leaver CS","2021","White","Project Delivery","South West (England)","HEO","80","[c]","31390","32380"
"Leaver CS","2021","White","Project Delivery","South West (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","South West (England)","SEO","90","[c]","41230","41000"
"Leaver CS","2021","White","Project Delivery","South West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East Midlands (England)","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East of England","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","East of England","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Scotland","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Scotland","AO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Scotland","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Scotland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","South East (England)","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","South East (England)","G6","[c]","[c]","[c]","[c]"
