"Status","Year","Age","Parent_department","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Department of Health and Social Care","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","Surrey, East and West Sussex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Midlands","Heterosexual / straight","70","65","35620","29270"
"In post","2021","30-39","Department of Health and Social Care","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Midlands","Undeclared","10","5","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Midlands","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Yorkshire","Heterosexual / straight","155","145","42900","38400"
"In post","2021","30-39","Department of Health and Social Care","West Yorkshire","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","West Yorkshire","Unknown","115","110","42920","40580"
"In post","2021","30-39","ESTYN","East Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","ESTYN","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","East Wales","Heterosexual / straight","35","35","37860","37910"
"In post","2021","30-39","Food Standards Agency","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Inner London - West","Heterosexual / straight","65","65","43010","40960"
"In post","2021","30-39","Food Standards Agency","Inner London - West","LGBO","10","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Inner London - West","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","North Yorkshire","Heterosexual / straight","50","45","36580","30960"
"In post","2021","30-39","Food Standards Agency","North Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Northern Ireland","Heterosexual / straight","30","30","35600","37910"
"In post","2021","30-39","Food Standards Agency","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","West Midlands","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","155","150","33020","29170"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Inner London - West","Heterosexual / straight","725","710","49750","52470"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Inner London - West","LGBO","65","65","51080","51500"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Inner London - West","Undeclared","80","80","51720","54420"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Inner London - West","Unknown","265","260","50300","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","455","455","47070","51500"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","LGBO","60","60","49460","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","Undeclared","55","55","46210","42200"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","Unknown","140","140","51620","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Southern Scotland","Heterosexual / straight","155","150","40640","38500"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Southern Scotland","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Southern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Southern Scotland","Unknown","85","85","39330","39190"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Derbyshire and Nottinghamshire","Heterosexual / straight","40","35","33100","27130"
"In post","2021","30-39","HM Land Registry","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Derbyshire and Nottinghamshire","Unknown","20","15","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Devon","Heterosexual / straight","80","80","35770","38450"
"In post","2021","30-39","HM Land Registry","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Devon","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Devon","Unknown","70","65","33200","36140"
"In post","2021","30-39","HM Land Registry","Dorset and Somerset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Dorset and Somerset","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","East Anglia","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","HM Land Registry","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","East Yorkshire and Northern Lincolnshire","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Lancashire","Heterosexual / straight","30","30","24070","22350"
"In post","2021","30-39","HM Land Registry","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Lancashire","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Unknown","25","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Merseyside","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Merseyside","Unknown","40","40","27790","22350"
"In post","2021","30-39","HM Land Registry","Outer London - South","Heterosexual / straight","30","30","40140","37290"
"In post","2021","30-39","HM Land Registry","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Outer London - South","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Shropshire and Staffordshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Shropshire and Staffordshire","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Tees Valley and Durham","Heterosexual / straight","55","50","28540","27130"
"In post","2021","30-39","HM Land Registry","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Tees Valley and Durham","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Tees Valley and Durham","Unknown","30","30","24770","22350"
"In post","2021","30-39","HM Land Registry","West Midlands","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","HM Land Registry","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","West Wales and The Valleys","Heterosexual / straight","80","75","27080","27130"
"In post","2021","30-39","HM Land Registry","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","West Wales and The Valleys","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","West Wales and The Valleys","Unknown","40","40","28330","27130"
"In post","2021","30-39","HM Revenue and Customs","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","30","30","28790","25560"
"In post","2021","30-39","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Derbyshire and Nottinghamshire","Heterosexual / straight","395","380","33100","31810"
"In post","2021","30-39","HM Revenue and Customs","Derbyshire and Nottinghamshire","LGBO","40","35","36140","35530"
"In post","2021","30-39","HM Revenue and Customs","Derbyshire and Nottinghamshire","Undeclared","45","40","31840","31810"
"In post","2021","30-39","HM Revenue and Customs","Derbyshire and Nottinghamshire","Unknown","245","235","28860","25560"
"In post","2021","30-39","HM Revenue and Customs","Devon","Heterosexual / straight","50","45","25390","21100"
"In post","2021","30-39","HM Revenue and Customs","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Devon","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Devon","Unknown","30","25","25850","21210"
"In post","2021","30-39","HM Revenue and Customs","East Anglia","Heterosexual / straight","55","50","29500","25560"
"In post","2021","30-39","HM Revenue and Customs","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","East Anglia","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","East Wales","Heterosexual / straight","655","620","29530","25560"
"In post","2021","30-39","HM Revenue and Customs","East Wales","LGBO","75","75","27690","25560"
"In post","2021","30-39","HM Revenue and Customs","East Wales","Undeclared","55","50","29290","25560"
"In post","2021","30-39","HM Revenue and Customs","East Wales","Unknown","365","350","27170","25560"
"In post","2021","30-39","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Eastern Scotland","Heterosexual / straight","340","325","30690","31810"
"In post","2021","30-39","HM Revenue and Customs","Eastern Scotland","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Eastern Scotland","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Eastern Scotland","Unknown","205","200","25050","20140"
"In post","2021","30-39","HM Revenue and Customs","Essex","Heterosexual / straight","50","45","34780","31810"
"In post","2021","30-39","HM Revenue and Customs","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Essex","Unknown","45","40","32370","31810"
"In post","2021","30-39","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","195","185","35840","31810"
"In post","2021","30-39","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","75","75","34460","31810"
"In post","2021","30-39","HM Revenue and Customs","Greater Manchester","Heterosexual / straight","760","740","33740","31810"
"In post","2021","30-39","HM Revenue and Customs","Greater Manchester","LGBO","75","75","31520","31810"
"In post","2021","30-39","HM Revenue and Customs","Greater Manchester","Undeclared","65","60","31860","31810"
"In post","2021","30-39","HM Revenue and Customs","Greater Manchester","Unknown","490","470","29910","25560"
"In post","2021","30-39","HM Revenue and Customs","Hampshire and Isle of Wight","Heterosexual / straight","75","70","28530","25560"
"In post","2021","30-39","HM Revenue and Customs","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Hampshire and Isle of Wight","Undeclared","10","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Hampshire and Isle of Wight","Unknown","50","45","22970","20140"
"In post","2021","30-39","HM Revenue and Customs","Inner London - East","Heterosexual / straight","235","225","48600","41760"
"In post","2021","30-39","HM Revenue and Customs","Inner London - East","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Inner London - East","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Inner London - East","Unknown","145","135","46460","41760"
"In post","2021","30-39","HM Revenue and Customs","Inner London - West","Heterosexual / straight","405","395","49080","41760"
"In post","2021","30-39","HM Revenue and Customs","Inner London - West","LGBO","30","30","54420","59160"
"In post","2021","30-39","HM Revenue and Customs","Inner London - West","Undeclared","40","35","48520","37830"
"In post","2021","30-39","HM Revenue and Customs","Inner London - West","Unknown","200","195","46950","41760"
"In post","2021","30-39","HM Revenue and Customs","Kent","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Kent","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Lancashire","Heterosexual / straight","205","185","25390","20140"
"In post","2021","30-39","HM Revenue and Customs","Lancashire","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Lancashire","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Lancashire","Unknown","85","75","23310","20140"
"In post","2021","30-39","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","30","25","27920","20390"
"In post","2021","30-39","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","Unknown","25","20","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Merseyside","Heterosexual / straight","645","615","31450","31810"
"In post","2021","30-39","HM Revenue and Customs","Merseyside","LGBO","45","45","33100","31810"
"In post","2021","30-39","HM Revenue and Customs","Merseyside","Undeclared","55","50","30740","31810"
"In post","2021","30-39","HM Revenue and Customs","Merseyside","Unknown","405","375","26390","25560"
"In post","2021","30-39","HM Revenue and Customs","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Northern Ireland","Heterosexual / straight","290","280","30100","25720"
"In post","2021","30-39","HM Revenue and Customs","Northern Ireland","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Northern Ireland","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Northern Ireland","Unknown","180","170","25060","25560"
"In post","2021","30-39","HM Revenue and Customs","Northumberland and Tyne and Wear","Heterosexual / straight","1295","1215","29890","25560"
"In post","2021","30-39","HM Revenue and Customs","Northumberland and Tyne and Wear","LGBO","80","75","29620","25560"
"In post","2021","30-39","HM Revenue and Customs","Northumberland and Tyne and Wear","Undeclared","110","105","28340","25560"
"In post","2021","30-39","HM Revenue and Customs","Northumberland and Tyne and Wear","Unknown","770","715","26730","25560"
"In post","2021","30-39","HM Revenue and Customs","Outer London - South","Heterosexual / straight","245","240","40260","36160"
"In post","2021","30-39","HM Revenue and Customs","Outer London - South","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Outer London - South","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Outer London - South","Unknown","130","125","36760","36160"
"In post","2021","30-39","HM Revenue and Customs","Outer London - West and North West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Outer London - West and North West","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Shropshire and Staffordshire","Heterosexual / straight","105","105","38460","38630"
"In post","2021","30-39","HM Revenue and Customs","Shropshire and Staffordshire","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Shropshire and Staffordshire","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Shropshire and Staffordshire","Unknown","35","30","32920","31810"
"In post","2021","30-39","HM Revenue and Customs","South Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Southern Scotland","Heterosexual / straight","255","235","27210","25560"
"In post","2021","30-39","HM Revenue and Customs","Southern Scotland","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Southern Scotland","Undeclared","20","15","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Southern Scotland","Unknown","205","195","23340","20140"
"In post","2021","30-39","HM Revenue and Customs","Surrey, East and West Sussex","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Surrey, East and West Sussex","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Surrey, East and West Sussex","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Tees Valley and Durham","Heterosexual / straight","95","85","23010","20880"
"In post","2021","30-39","HM Revenue and Customs","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Tees Valley and Durham","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Tees Valley and Durham","Unknown","45","40","22330","20880"
"In post","2021","30-39","HM Revenue and Customs","West Central Scotland","Heterosexual / straight","440","410","27140","25560"
"In post","2021","30-39","HM Revenue and Customs","West Central Scotland","LGBO","40","35","28360","28690"
"In post","2021","30-39","HM Revenue and Customs","West Central Scotland","Undeclared","35","30","30530","25560"
"In post","2021","30-39","HM Revenue and Customs","West Central Scotland","Unknown","185","175","26310","25560"
"In post","2021","30-39","HM Revenue and Customs","West Midlands","Heterosexual / straight","465","445","32210","31810"
"In post","2021","30-39","HM Revenue and Customs","West Midlands","LGBO","30","30","33440","31810"
"In post","2021","30-39","HM Revenue and Customs","West Midlands","Undeclared","40","35","35190","31810"
"In post","2021","30-39","HM Revenue and Customs","West Midlands","Unknown","275","260","28060","25560"
"In post","2021","30-39","HM Revenue and Customs","West Wales and The Valleys","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","West Wales and The Valleys","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","West Yorkshire","Heterosexual / straight","565","530","31150","31810"
"In post","2021","30-39","HM Revenue and Customs","West Yorkshire","LGBO","40","35","33900","27780"
"In post","2021","30-39","HM Revenue and Customs","West Yorkshire","Undeclared","55","50","31530","26000"
"In post","2021","30-39","HM Revenue and Customs","West Yorkshire","Unknown","435","410","27060","25560"
"In post","2021","30-39","HM Treasury","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","East Anglia","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","HM Treasury","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
