"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Delivery","Outside London","SEO","Undeclared","820","785","43750","41090"
"In post","2021","Operational Delivery","Outside London","SEO","Unknown","1035","990","41430","39120"
"In post","2021","Operational Delivery","Outside London","Unknown","Heterosexual / straight","8470","7795","29610","28650"
"In post","2021","Operational Delivery","Outside London","Unknown","LGBO","505","485","28490","24800"
"In post","2021","Operational Delivery","Outside London","Unknown","Undeclared","805","735","31170","31420"
"In post","2021","Operational Delivery","Outside London","Unknown","Unknown","870","770","26510","23840"
"In post","2021","Operational Delivery","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","EO","Heterosexual / straight","70","70","27890","27370"
"In post","2021","Operational Delivery","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","SEO","Heterosexual / straight","75","75","64000","62870"
"In post","2021","Operational Delivery","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","HEO","Heterosexual / straight","35","30","42080","43630"
"In post","2021","Operational Delivery","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Operational Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Research","London","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Operational Research","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","G7","Heterosexual / straight","70","65","60470","58370"
"In post","2021","Operational Research","London","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Operational Research","London","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Operational Research","London","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Operational Research","London","HEO","Heterosexual / straight","70","70","35600","36160"
"In post","2021","Operational Research","London","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Operational Research","London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Operational Research","London","HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Operational Research","London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Operational Research","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","SEO","Heterosexual / straight","60","55","45730","45390"
"In post","2021","Operational Research","London","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Operational Research","London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Operational Research","London","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Operational Research","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Operational Research","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Research","Outside London","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Operational Research","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Operational Research","Outside London","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Operational Research","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","G7","Heterosexual / straight","265","250","49500","46720"
"In post","2021","Operational Research","Outside London","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Operational Research","Outside London","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Operational Research","Outside London","G7","Unknown","40","35","50420","50090"
"In post","2021","Operational Research","Outside London","HEO","Heterosexual / straight","125","125","30470","28650"
"In post","2021","Operational Research","Outside London","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Operational Research","Outside London","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Operational Research","Outside London","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Operational Research","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","SEO","Heterosexual / straight","140","130","38560","37700"
"In post","2021","Operational Research","Outside London","SEO","LGBO","15","15","[c]","[c]"
"In post","2021","Operational Research","Outside London","SEO","Undeclared","20","15","[c]","[c]"
"In post","2021","Operational Research","Outside London","SEO","Unknown","25","25","[c]","[c]"
"In post","2021","Operational Research","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","AA","Heterosexual / straight","110","100","22160","22210"
"In post","2021","Other","London","AA","LGBO","5","5","[c]","[c]"
"In post","2021","Other","London","AA","Undeclared","15","10","[c]","[c]"
"In post","2021","Other","London","AA","Unknown","25","25","[c]","[c]"
"In post","2021","Other","London","AO","Heterosexual / straight","380","360","24730","24590"
"In post","2021","Other","London","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Other","London","AO","Undeclared","65","60","24840","25390"
"In post","2021","Other","London","AO","Unknown","115","100","28980","32720"
"In post","2021","Other","London","EO","Heterosexual / straight","770","725","27950","28670"
"In post","2021","Other","London","EO","LGBO","60","60","27910","27940"
"In post","2021","Other","London","EO","Undeclared","105","100","28220","28810"
"In post","2021","Other","London","EO","Unknown","235","230","28350","28650"
"In post","2021","Other","London","G6","Heterosexual / straight","220","210","77230","70410"
"In post","2021","Other","London","G6","LGBO","15","10","[c]","[c]"
"In post","2021","Other","London","G6","Undeclared","40","35","77270","70760"
"In post","2021","Other","London","G6","Unknown","85","75","68820","68470"
"In post","2021","Other","London","G7","Heterosexual / straight","320","310","56310","57430"
"In post","2021","Other","London","G7","LGBO","25","25","[c]","[c]"
"In post","2021","Other","London","G7","Undeclared","55","55","56500","57340"
"In post","2021","Other","London","G7","Unknown","145","140","55020","54240"
"In post","2021","Other","London","HEO","Heterosexual / straight","510","500","34490","35070"
"In post","2021","Other","London","HEO","LGBO","45","45","33810","34400"
"In post","2021","Other","London","HEO","Undeclared","60","60","35630","35070"
"In post","2021","Other","London","HEO","Unknown","145","140","34160","34500"
"In post","2021","Other","London","SCS level","Heterosexual / straight","95","85","95080","87450"
"In post","2021","Other","London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Other","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Other","London","SCS level","Unknown","55","55","98100","90100"
"In post","2021","Other","London","SEO","Heterosexual / straight","305","295","42370","41970"
"In post","2021","Other","London","SEO","LGBO","15","15","[c]","[c]"
"In post","2021","Other","London","SEO","Undeclared","45","45","43170","42550"
"In post","2021","Other","London","SEO","Unknown","105","105","41290","41160"
"In post","2021","Other","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Outside London","AA","Heterosexual / straight","1500","1430","19160","18800"
"In post","2021","Other","Outside London","AA","LGBO","45","45","19010","18800"
"In post","2021","Other","Outside London","AA","Undeclared","190","180","19110","18800"
"In post","2021","Other","Outside London","AA","Unknown","255","240","19650","19560"
"In post","2021","Other","Outside London","AO","Heterosexual / straight","3960","3765","21400","21130"
"In post","2021","Other","Outside London","AO","LGBO","115","110","21250","20930"
"In post","2021","Other","Outside London","AO","Undeclared","560","535","21380","21130"
"In post","2021","Other","Outside London","AO","Unknown","475","445","22870","21430"
"In post","2021","Other","Outside London","EO","Heterosexual / straight","3005","2865","25770","26670"
"In post","2021","Other","Outside London","EO","LGBO","105","105","25000","25880"
"In post","2021","Other","Outside London","EO","Undeclared","425","405","26540","26670"
"In post","2021","Other","Outside London","EO","Unknown","420","400","26560","26670"
"In post","2021","Other","Outside London","G6","Heterosexual / straight","195","185","70430","68200"
"In post","2021","Other","Outside London","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Other","Outside London","G6","Undeclared","30","30","73750","68000"
"In post","2021","Other","Outside London","G6","Unknown","25","25","[c]","[c]"
"In post","2021","Other","Outside London","G7","Heterosexual / straight","500","485","55590","54320"
"In post","2021","Other","Outside London","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Other","Outside London","G7","Undeclared","75","70","57350","54240"
"In post","2021","Other","Outside London","G7","Unknown","100","100","54660","53110"
"In post","2021","Other","Outside London","HEO","Heterosexual / straight","1970","1890","32160","33000"
"In post","2021","Other","Outside London","HEO","LGBO","75","75","31340","31840"
"In post","2021","Other","Outside London","HEO","Undeclared","295","280","32900","33300"
"In post","2021","Other","Outside London","HEO","Unknown","205","195","33660","33000"
"In post","2021","Other","Outside London","SCS level","Heterosexual / straight","65","65","94960","87960"
"In post","2021","Other","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Other","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Other","Outside London","SEO","Heterosexual / straight","1050","1015","40570","40530"
"In post","2021","Other","Outside London","SEO","LGBO","40","40","39760","38950"
"In post","2021","Other","Outside London","SEO","Undeclared","155","150","41010","40580"
"In post","2021","Other","Outside London","SEO","Unknown","155","135","41780","41780"
"In post","2021","Other","Outside London","Unknown","Heterosexual / straight","165","160","43710","40620"
"In post","2021","Other","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Outside London","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Other","Outside London","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Other","Overseas","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Other","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Other","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","G6","Heterosexual / straight","45","45","68370","67970"
"In post","2021","Other","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Other","Overseas","G6","Unknown","20","20","[c]","[c]"
"In post","2021","Other","Overseas","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Other","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","G7","Unknown","25","25","[c]","[c]"
"In post","2021","Other","Overseas","HEO","Heterosexual / straight","30","30","37600","37650"
"In post","2021","Other","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","HEO","Unknown","175","175","43530","45850"
"In post","2021","Other","Overseas","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Other","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Other","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Other","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Other","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","Unknown","1835","1835","37620","34460"
"In post","2021","Planning","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Planning","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Planning","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Planning","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Planning","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Planning","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Planning","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Planning","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Planning","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Planning","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Planning","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Planning","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","G6","Heterosexual / straight","160","140","63980","58810"
"In post","2021","Planning Inspectors","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","G6","Undeclared","20","15","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","G6","Unknown","20","15","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","G7","Heterosexual / straight","105","95","48060","47660"
"In post","2021","Planning Inspectors","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","London","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Policy","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","London","AO","Heterosexual / straight","225","215","25660","24900"
"In post","2021","Policy","London","AO","LGBO","20","15","[c]","[c]"
"In post","2021","Policy","London","AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Policy","London","AO","Unknown","90","85","24420","24370"
"In post","2021","Policy","London","EO","Heterosexual / straight","1140","1115","29260","28860"
"In post","2021","Policy","London","EO","LGBO","105","100","28520","27850"
"In post","2021","Policy","London","EO","Undeclared","135","130","29620","29300"
"In post","2021","Policy","London","EO","Unknown","370","365","28680","28400"
"In post","2021","Policy","London","G6","Heterosexual / straight","1665","1605","67530","66700"
"In post","2021","Policy","London","G6","LGBO","150","150","66480","65560"
"In post","2021","Policy","London","G6","Undeclared","220","210","68410","67610"
"In post","2021","Policy","London","G6","Unknown","430","415","67310","66230"
"In post","2021","Policy","London","G7","Heterosexual / straight","3940","3825","55830","54650"
"In post","2021","Policy","London","G7","LGBO","460","455","55300","53760"
"In post","2021","Policy","London","G7","Undeclared","535","525","56190","54970"
"In post","2021","Policy","London","G7","Unknown","960","935","55270","54110"
"In post","2021","Policy","London","HEO","Heterosexual / straight","2965","2925","34840","34020"
"In post","2021","Policy","London","HEO","LGBO","365","360","34120","33570"
"In post","2021","Policy","London","HEO","Undeclared","425","420","34830","34020"
"In post","2021","Policy","London","HEO","Unknown","840","825","34300","33570"
"In post","2021","Policy","London","SCS level","Heterosexual / straight","1010","970","84410","77150"
"In post","2021","Policy","London","SCS level","LGBO","85","85","87490","77450"
"In post","2021","Policy","London","SCS level","Undeclared","100","95","81860","77060"
"In post","2021","Policy","London","SCS level","Unknown","195","190","91630","80510"
"In post","2021","Policy","London","SEO","Heterosexual / straight","2080","2030","41860","41500"
"In post","2021","Policy","London","SEO","LGBO","230","230","41400","40230"
"In post","2021","Policy","London","SEO","Undeclared","265","260","42200","41950"
"In post","2021","Policy","London","SEO","Unknown","635","620","41810","40650"
"In post","2021","Policy","London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Policy","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Policy","Outside London","AA","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Policy","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Outside London","AA","Unknown","10","10","[c]","[c]"
"In post","2021","Policy","Outside London","AO","Heterosexual / straight","290","275","22330","21590"
"In post","2021","Policy","Outside London","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Policy","Outside London","AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Policy","Outside London","AO","Unknown","45","40","21830","21580"
"In post","2021","Policy","Outside London","EO","Heterosexual / straight","660","625","26940","26700"
"In post","2021","Policy","Outside London","EO","LGBO","50","45","26490","25940"
"In post","2021","Policy","Outside London","EO","Undeclared","80","75","26870","26780"
"In post","2021","Policy","Outside London","EO","Unknown","115","110","25510","25000"
"In post","2021","Policy","Outside London","G6","Heterosexual / straight","360","345","64580","63490"
"In post","2021","Policy","Outside London","G6","LGBO","25","25","[c]","[c]"
"In post","2021","Policy","Outside London","G6","Undeclared","40","40","64090","64220"
"In post","2021","Policy","Outside London","G6","Unknown","85","80","63790","62400"
