"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","No function","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Delivery","East Midlands (England)","1065","980","27140","24120"
"In post","2021","Declared disabled","No function","Operational Delivery","East of England","790","725","28400","27130"
"In post","2021","Declared disabled","No function","Operational Delivery","London","1540","1465","33120","30780"
"In post","2021","Declared disabled","No function","Operational Delivery","North East (England)","1010","880","25310","21550"
"In post","2021","Declared disabled","No function","Operational Delivery","North West (England)","1790","1610","27150","24440"
"In post","2021","Declared disabled","No function","Operational Delivery","Northern Ireland","95","80","26050","21440"
"In post","2021","Declared disabled","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Delivery","Scotland","825","745","29290","26780"
"In post","2021","Declared disabled","No function","Operational Delivery","South East (England)","1415","1290","28150","25840"
"In post","2021","Declared disabled","No function","Operational Delivery","South West (England)","865","785","28360","26740"
"In post","2021","Declared disabled","No function","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Delivery","Wales","1365","1180","24430","21590"
"In post","2021","Declared disabled","No function","Operational Delivery","West Midlands (England)","1265","1175","27460","25110"
"In post","2021","Declared disabled","No function","Operational Delivery","Yorkshire and The Humber","995","910","28380","26520"
"In post","2021","Declared disabled","No function","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","South East (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","South West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","London","50","45","37080","30850"
"In post","2021","Declared disabled","No function","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","North West (England)","10","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","Scotland","45","40","34460","33650"
"In post","2021","Declared disabled","No function","Other","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning Inspectors","South West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","East of England","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","London","1305","1280","45640","40220"
"In post","2021","Declared disabled","No function","Policy","North East (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","North West (England)","60","60","38320","36340"
"In post","2021","Declared disabled","No function","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","Overseas","105","105","47990","39280"
"In post","2021","Declared disabled","No function","Policy","Scotland","10","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","South East (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","South West (England)","50","45","36570","35900"
"In post","2021","Declared disabled","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","Wales","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","West Midlands (England)","40","40","37470","32540"
"In post","2021","Declared disabled","No function","Policy","Yorkshire and The Humber","115","110","39630","36820"
"In post","2021","Declared disabled","No function","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","East of England","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","South West (England)","15","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","Wales","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","East Midlands (England)","30","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","East of England","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","London","40","40","41100","39530"
"In post","2021","Declared disabled","No function","Science and Engineering","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","North West (England)","35","30","32110","28590"
"In post","2021","Declared disabled","No function","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","Scotland","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","South East (England)","155","150","35450","32890"
"In post","2021","Declared disabled","No function","Science and Engineering","South West (England)","205","195","35750","36370"
"In post","2021","Declared disabled","No function","Science and Engineering","Wales","30","30","41280","40720"
"In post","2021","Declared disabled","No function","Science and Engineering","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Tax","East Midlands (England)","80","75","34730","31870"
"In post","2021","Declared disabled","No function","Tax","East of England","30","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Tax","London","160","150","41870","38930"
"In post","2021","Declared disabled","No function","Tax","North East (England)","65","60","31380","31810"
"In post","2021","Declared disabled","No function","Tax","North West (England)","185","165","33710","31810"
"In post","2021","Declared disabled","No function","Tax","Northern Ireland","45","40","32830","31810"
"In post","2021","Declared disabled","No function","Tax","Scotland","95","90","33870","31810"
"In post","2021","Declared disabled","No function","Tax","South East (England)","45","40","33130","31870"
"In post","2021","Declared disabled","No function","Tax","South West (England)","45","40","36370","31810"
"In post","2021","Declared disabled","No function","Tax","Wales","80","75","35150","31810"
"In post","2021","Declared disabled","No function","Tax","West Midlands (England)","75","70","37950","34760"
"In post","2021","Declared disabled","No function","Tax","Yorkshire and The Humber","55","50","34440","31810"
"In post","2021","Declared disabled","No function","Unknown","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","East of England","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","London","230","225","45720","39590"
"In post","2021","Declared disabled","No function","Unknown","North East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","North West (England)","40","40","27900","20140"
"In post","2021","Declared disabled","No function","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Scotland","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Wales","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","South West (England)","70","70","40770","35470"
"In post","2021","Declared disabled","Project Delivery","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","South West (England)","45","45","37560","37360"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","South West (England)","25","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","South West (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","London","35","35","41430","38600"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","North West (England)","35","30","29190","28130"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","Scotland","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","South West (England)","35","35","36710","29270"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","North West (England)","15","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","Scotland","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","South East (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","South West (England)","215","205","31370","28650"
"In post","2021","Declared disabled","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","East of England","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","London","130","120","53220","58030"
"In post","2021","Declared disabled","Project Delivery","Policy","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","North West (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","Overseas","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","Scotland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","East Midlands (England)","35","30","37470","34610"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","East of England","55","55","39220","38630"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","London","225","220","47180","41950"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","North East (England)","70","65","38520","38590"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","North West (England)","110","105","38530","36490"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","Overseas","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","Scotland","55","50","39680","38630"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","South East (England)","175","170","37870","33500"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","South West (England)","395","380","37770","35630"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","Wales","35","35","39240","36840"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","West Midlands (England)","65","65","36630","33300"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","Yorkshire and The Humber","45","40","38230","33300"
"In post","2021","Declared disabled","Project Delivery","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","East of England","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","Scotland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","South West (England)","240","230","39090","40150"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","Wales","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Security","South East (England)","[c]","[c]","[c]","[c]"
