"Status","Year","Function_of_post","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","South East (England)","Male","Unknown","70","70","31210","28130"
"In post","2021","Counter Fraud","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Female","Heterosexual / straight","100","90","34830","31810"
"In post","2021","Counter Fraud","South West (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Female","Unknown","40","40","31450","26980"
"In post","2021","Counter Fraud","South West (England)","Male","Heterosexual / straight","135","130","35080","31810"
"In post","2021","Counter Fraud","South West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Male","Undeclared","35","35","43790","38630"
"In post","2021","Counter Fraud","South West (England)","Male","Unknown","55","55","34520","31810"
"In post","2021","Counter Fraud","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Female","Heterosexual / straight","125","110","30400","28130"
"In post","2021","Counter Fraud","Wales","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Female","Undeclared","30","25","28380","25560"
"In post","2021","Counter Fraud","Wales","Female","Unknown","35","30","29280","27240"
"In post","2021","Counter Fraud","Wales","Male","Heterosexual / straight","130","125","33350","31810"
"In post","2021","Counter Fraud","Wales","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Male","Unknown","35","35","31780","30630"
"In post","2021","Counter Fraud","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Female","Heterosexual / straight","220","200","31190","31810"
"In post","2021","Counter Fraud","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Female","Undeclared","35","30","31140","26850"
"In post","2021","Counter Fraud","West Midlands (England)","Female","Unknown","105","95","29710","28130"
"In post","2021","Counter Fraud","West Midlands (England)","Male","Heterosexual / straight","220","210","33820","31810"
"In post","2021","Counter Fraud","West Midlands (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Male","Undeclared","40","35","35370","31810"
"In post","2021","Counter Fraud","West Midlands (England)","Male","Unknown","100","95","32690","31810"
"In post","2021","Counter Fraud","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Female","Heterosexual / straight","280","250","31960","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Female","Undeclared","35","30","32960","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Female","Unknown","80","75","28990","25560"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Male","Heterosexual / straight","285","275","33830","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Male","Undeclared","50","45","36670","35000"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Male","Unknown","115","110","30560","26350"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Female","Heterosexual / straight","55","50","22830","20140"
"In post","2021","Debt","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Female","Unknown","70","65","21160","20140"
"In post","2021","Debt","East Midlands (England)","Male","Heterosexual / straight","50","45","22270","20140"
"In post","2021","Debt","East Midlands (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Male","Unknown","60","55","20450","20140"
"In post","2021","Debt","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Female","Heterosexual / straight","50","40","24790","24530"
"In post","2021","Debt","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Debt","East of England","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Debt","East of England","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Debt","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Debt","East of England","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Debt","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Female","Heterosexual / straight","145","130","27680","25630"
"In post","2021","Debt","London","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Debt","London","Female","Undeclared","40","35","26790","25630"
"In post","2021","Debt","London","Female","Unknown","155","135","26730","25630"
"In post","2021","Debt","London","Male","Heterosexual / straight","95","90","29220","25630"
"In post","2021","Debt","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Debt","London","Male","Unknown","100","95","30920","25630"
"In post","2021","Debt","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Female","Heterosexual / straight","120","105","21890","20140"
"In post","2021","Debt","North East (England)","Female","LGBO","10","5","[c]","[c]"
"In post","2021","Debt","North East (England)","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Debt","North East (England)","Female","Unknown","185","165","21030","20140"
"In post","2021","Debt","North East (England)","Male","Heterosexual / straight","95","95","23440","20140"
"In post","2021","Debt","North East (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","North East (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Debt","North East (England)","Male","Unknown","145","145","20880","20140"
"In post","2021","Debt","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Female","Heterosexual / straight","105","95","24430","21440"
"In post","2021","Debt","North West (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Debt","North West (England)","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Debt","North West (England)","Female","Unknown","65","55","22750","21040"
"In post","2021","Debt","North West (England)","Male","Heterosexual / straight","85","85","24090","21440"
"In post","2021","Debt","North West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","North West (England)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Debt","North West (England)","Male","Unknown","50","50","21370","20140"
"In post","2021","Debt","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Female","Heterosexual / straight","430","365","22660","20140"
"In post","2021","Debt","Scotland","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Debt","Scotland","Female","Undeclared","45","35","22270","21440"
"In post","2021","Debt","Scotland","Female","Unknown","325","290","21200","20140"
"In post","2021","Debt","Scotland","Male","Heterosexual / straight","260","250","22140","20140"
"In post","2021","Debt","Scotland","Male","LGBO","40","40","21460","20140"
"In post","2021","Debt","Scotland","Male","Undeclared","30","30","21920","20140"
"In post","2021","Debt","Scotland","Male","Unknown","290","280","21160","20140"
"In post","2021","Debt","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Debt","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Debt","South East (England)","Female","Unknown","25","15","[c]","[c]"
"In post","2021","Debt","South East (England)","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Debt","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Debt","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Debt","South West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Debt","South West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Female","Heterosexual / straight","80","70","24250","20390"
"In post","2021","Debt","Wales","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Debt","Wales","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Debt","Wales","Female","Unknown","65","60","21980","20140"
"In post","2021","Debt","Wales","Male","Heterosexual / straight","90","85","23640","20140"
"In post","2021","Debt","Wales","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","Wales","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Debt","Wales","Male","Unknown","65","60","22120","20140"
"In post","2021","Debt","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Female","Heterosexual / straight","125","110","24460","21440"
"In post","2021","Debt","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Female","Unknown","110","100","21560","20140"
"In post","2021","Debt","West Midlands (England)","Male","Heterosexual / straight","75","75","22740","20140"
"In post","2021","Debt","West Midlands (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Male","Unknown","85","85","20850","20140"
"In post","2021","Debt","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Female","Heterosexual / straight","120","100","25210","21440"
"In post","2021","Debt","Yorkshire and The Humber","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Female","Unknown","90","80","22080","20140"
"In post","2021","Debt","Yorkshire and The Humber","Male","Heterosexual / straight","75","70","24900","20640"
"In post","2021","Debt","Yorkshire and The Humber","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Male","Unknown","100","95","21200","20140"
"In post","2021","Debt","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Female","Heterosexual / straight","75","75","37450","32590"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Male","Heterosexual / straight","115","115","37550","34520"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Male","Unknown","45","45","36030","31860"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Female","Heterosexual / straight","105","100","36010","32960"
"In post","2021","Digital, Data & Technology","East of England","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Female","Unknown","40","35","35200","31870"
"In post","2021","Digital, Data & Technology","East of England","Male","Heterosexual / straight","215","205","36970","34620"
"In post","2021","Digital, Data & Technology","East of England","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Male","Undeclared","35","35","36260","35000"
"In post","2021","Digital, Data & Technology","East of England","Male","Unknown","115","110","35970","32930"
"In post","2021","Digital, Data & Technology","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Female","Heterosexual / straight","870","840","47700","45000"
"In post","2021","Digital, Data & Technology","London","Female","LGBO","85","85","44780","41760"
"In post","2021","Digital, Data & Technology","London","Female","Undeclared","110","105","48290","48350"
"In post","2021","Digital, Data & Technology","London","Female","Unknown","320","315","46630","42320"
"In post","2021","Digital, Data & Technology","London","Male","Heterosexual / straight","1230","1215","50760","52310"
"In post","2021","Digital, Data & Technology","London","Male","LGBO","125","120","52330","54700"
"In post","2021","Digital, Data & Technology","London","Male","Undeclared","170","165","50420","52830"
"In post","2021","Digital, Data & Technology","London","Male","Unknown","485","480","49320","45390"
"In post","2021","Digital, Data & Technology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Female","Heterosexual / straight","210","200","39690","37030"
"In post","2021","Digital, Data & Technology","North East (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Female","Unknown","65","60","36510","31810"
"In post","2021","Digital, Data & Technology","North East (England)","Male","Heterosexual / straight","275","270","39420","38630"
"In post","2021","Digital, Data & Technology","North East (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Male","Undeclared","35","35","39350","38630"
"In post","2021","Digital, Data & Technology","North East (England)","Male","Unknown","135","135","37470","35000"
"In post","2021","Digital, Data & Technology","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Female","Heterosexual / straight","235","225","38580","35990"
"In post","2021","Digital, Data & Technology","North West (England)","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Female","Unknown","60","60","38630","36740"
"In post","2021","Digital, Data & Technology","North West (England)","Male","Heterosexual / straight","345","340","39610","36780"
"In post","2021","Digital, Data & Technology","North West (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Male","Undeclared","50","45","36280","31810"
"In post","2021","Digital, Data & Technology","North West (England)","Male","Unknown","130","130","37030","36080"
"In post","2021","Digital, Data & Technology","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Female","Heterosexual / straight","115","110","37240","33930"
"In post","2021","Digital, Data & Technology","Scotland","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Female","Unknown","60","60","37400","34190"
"In post","2021","Digital, Data & Technology","Scotland","Male","Heterosexual / straight","245","240","40030","36460"
"In post","2021","Digital, Data & Technology","Scotland","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Male","Undeclared","70","70","34250","29350"
"In post","2021","Digital, Data & Technology","Scotland","Male","Unknown","150","150","39390","36890"
"In post","2021","Digital, Data & Technology","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Female","Heterosexual / straight","220","210","35980","32380"
"In post","2021","Digital, Data & Technology","South East (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Female","Undeclared","35","35","37540","33300"
"In post","2021","Digital, Data & Technology","South East (England)","Female","Unknown","75","70","38320","36330"
"In post","2021","Digital, Data & Technology","South East (England)","Male","Heterosexual / straight","365","360","39990","37480"
"In post","2021","Digital, Data & Technology","South East (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Male","Undeclared","50","50","37680","33410"
"In post","2021","Digital, Data & Technology","South East (England)","Male","Unknown","140","135","38240","36030"
"In post","2021","Digital, Data & Technology","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Female","Heterosexual / straight","340","315","36970","35100"
"In post","2021","Digital, Data & Technology","South West (England)","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Female","Undeclared","60","55","38300","37580"
"In post","2021","Digital, Data & Technology","South West (England)","Female","Unknown","325","300","37010","38200"
"In post","2021","Digital, Data & Technology","South West (England)","Male","Heterosexual / straight","630","620","40420","38450"
"In post","2021","Digital, Data & Technology","South West (England)","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Male","Undeclared","105","100","40920","39400"
"In post","2021","Digital, Data & Technology","South West (England)","Male","Unknown","840","815","39850","39650"
"In post","2021","Digital, Data & Technology","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Female","Heterosexual / straight","365","345","37830","36030"
"In post","2021","Digital, Data & Technology","Wales","Female","LGBO","35","35","32650","29720"
"In post","2021","Digital, Data & Technology","Wales","Female","Undeclared","75","70","36480","33140"
"In post","2021","Digital, Data & Technology","Wales","Female","Unknown","120","115","34380","31500"
"In post","2021","Digital, Data & Technology","Wales","Male","Heterosexual / straight","755","745","42330","39570"
"In post","2021","Digital, Data & Technology","Wales","Male","LGBO","35","35","38630","36480"
"In post","2021","Digital, Data & Technology","Wales","Male","Undeclared","160","155","41010","40480"
"In post","2021","Digital, Data & Technology","Wales","Male","Unknown","325","325","39040","36030"
"In post","2021","Digital, Data & Technology","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Female","Heterosexual / straight","270","255","39760","36960"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Female","Undeclared","35","35","39910","36340"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Female","Unknown","100","95","39310","36780"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Male","Heterosexual / straight","340","335","40850","38390"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Male","Undeclared","40","35","43970","38630"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Male","Unknown","160","155","42070","38630"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Female","Heterosexual / straight","235","220","37230","31990"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Female","Unknown","75","75","39990","36740"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Male","Heterosexual / straight","315","310","40930","37910"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Male","Undeclared","45","45","38670","34130"
